,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
DeSean Jackson (FA),2021,3,3,5,120,40.0,75,7,1,0,0,0,0,18.0
Justin Jefferson (MIN),2021,3,9,11,118,13.1,28,2,1,0,0,0,0,17.8
DK Metcalf (SEA),2021,3,6,9,107,17.8,28,2,1,0,0,0,0,16.7
Kendrick Bourne (NE),2021,3,6,8,96,16.0,31,3,1,0,0,0,0,15.6
Hunter Renfrow (LV),2021,3,5,6,77,15.4,25,2,1,0,0,0,0,13.7
Chris Godwin (TB),2021,3,6,7,74,12.3,21,1,0,1,2,1,0,13.6
DJ Moore (CHI),2021,3,8,12,126,15.8,29,3,0,1,-1,0,0,12.5
Marquez Valdes-Scantling (KC),2021,3,3,4,59,19.7,47,3,1,0,0,0,0,11.9
Brandin Cooks (DAL),2021,3,9,11,112,12.4,30,2,0,1,5,0,0,11.7
A.J. Green (FA),2021,3,5,6,112,22.4,36,4,0,0,0,0,0,11.2
Keenan Allen (LAC),2021,3,8,12,50,6.3,15,0,1,0,0,0,0,11.0
Adam Thielen (CAR),2021,3,6,9,50,8.3,21,1,1,0,0,0,0,11.0
DJ Chark Jr. (FA),2021,3,3,6,49,16.3,25,1,1,0,0,0,0,10.9
Mike Evans (TB),2021,3,8,10,106,13.3,20,1,0,0,0,0,0,10.6
Brandon Aiyuk (SF),2021,3,4,6,37,9.3,16,0,1,1,8,0,0,10.5
Christian Kirk (JAC),2021,3,7,8,104,14.9,33,3,0,0,0,0,0,10.4
Marquez Callaway (NO),2021,3,4,5,41,10.3,13,0,1,0,0,0,0,10.1
Tim Patrick (DEN),2021,3,5,5,98,19.6,31,4,0,0,0,0,0,9.8
Cole Beasley (BUF),2021,3,11,13,98,8.9,22,1,0,0,0,0,0,9.8
Tyler Boyd (CIN),2021,3,4,6,36,9.0,17,0,1,0,0,0,0,9.6
Chase Claypool (CHI),2021,3,9,15,96,10.7,29,1,0,0,0,0,0,9.6
Mecole Hardman (FA),2021,3,3,4,33,11.0,15,0,1,1,2,0,0,9.5
Jakobi Meyers (LV),2021,3,9,14,94,10.4,27,1,0,0,0,0,0,9.4
Nick Westbrook-Ikhine (TEN),2021,3,4,4,53,13.3,18,0,1,0,0,0,1,9.3
Olamide Zaccheaus (FA),2021,3,3,6,32,10.7,14,0,1,0,0,0,0,9.2
Bryan Edwards (FA),2021,3,3,5,89,29.7,34,5,0,0,0,0,0,8.9
Odell Beckham Jr. (FA),2021,3,5,9,77,15.4,26,1,0,1,10,0,0,8.7
Henry Ruggs III (FA),2021,3,4,7,78,19.5,23,2,0,1,7,0,0,8.5
Devin Duvernay (BAL),2021,3,2,3,22,11.0,19,0,1,0,0,0,0,8.2
Anthony Miller (PIT),2021,3,4,6,20,5.0,10,0,1,0,0,0,0,8.0
Cedrick Wilson Jr. (MIA),2021,3,2,4,17,8.5,15,0,1,0,0,0,0,7.7
Greg Ward (PHI),2021,3,1,1,15,15.0,15,0,1,0,0,0,0,7.5
Michael Pittman Jr. (IND),2021,3,6,12,68,11.3,18,0,0,1,5,0,0,7.3
Sammy Watkins (FA),2021,3,4,7,68,17.0,36,2,0,0,0,0,0,6.8
Kalif Raymond (DET),2021,3,6,10,68,11.3,22,1,0,0,0,0,0,6.8
Chester Rogers (FA),2021,3,1,2,6,6.0,6,0,1,0,0,0,0,6.6
CeeDee Lamb (DAL),2021,3,3,3,66,22.0,44,3,0,1,-1,0,0,6.5
Kenny Golladay (FA),2021,3,4,5,64,16.0,19,0,0,0,0,0,0,6.4
Tyler Johnson (LV),2021,3,3,6,63,21.0,31,3,0,0,0,0,0,6.3
Stefon Diggs (BUF),2021,3,6,10,62,10.3,13,0,0,0,0,0,0,6.2
Marvin Jones Jr. (FA),2021,3,6,8,62,10.3,14,0,0,0,0,0,0,6.2
Terry McLaurin (WAS),2021,3,4,7,62,15.5,37,2,0,0,0,0,0,6.2
Calvin Ridley (JAC),2021,3,8,11,61,7.6,20,1,0,0,0,0,0,6.1
Jaylen Waddle (MIA),2021,3,12,13,58,4.8,9,0,0,0,0,0,0,5.8
Marquise Brown (ARI),2021,3,3,7,53,17.7,37,2,0,0,0,0,0,5.3
Jalen Reagor (MIN),2021,3,5,8,53,10.6,24,1,0,0,0,0,0,5.3
Deebo Samuel (SF),2021,3,5,10,52,10.4,19,0,0,2,0,0,0,5.2
Collin Johnson (NYG),2021,3,5,7,51,10.2,16,0,0,0,0,0,0,5.1
Laviska Shenault Jr. (CAR),2021,3,4,4,48,12.0,20,1,0,0,0,0,0,4.8
Terrace Marshall Jr. (CAR),2021,3,4,5,48,12.0,23,1,0,0,0,0,0,4.8
Tyreek Hill (MIA),2021,3,5,7,56,11.2,18,0,0,1,11,0,1,4.7
Julio Jones (FA),2021,3,3,4,47,15.7,25,1,0,0,0,0,0,4.7
Quez Watkins (PHI),2021,3,2,2,46,23.0,41,3,0,0,0,0,0,4.6
Allen Lazard (NYJ),2021,3,1,1,42,42.0,42,3,0,0,0,0,0,4.2
Van Jefferson (LAR),2021,3,4,6,42,10.5,21,1,0,0,0,0,0,4.2
DeVante Parker (NE),2021,3,4,7,42,10.5,15,0,0,0,0,0,0,4.2
Corey Davis (NYJ),2021,3,5,10,41,8.2,13,0,0,0,0,0,0,4.1
William Fuller V (FA),2021,3,3,6,20,6.7,10,0,0,0,0,0,0,4.0
Donovan Peoples-Jones (CLE),2021,3,2,2,39,19.5,21,1,0,0,0,0,0,3.9
C.J. Board (TEN),2021,3,1,2,38,38.0,38,2,0,0,0,0,0,3.8
Robert Woods (HOU),2021,3,3,6,33,11.0,20,1,0,1,5,0,0,3.8
Courtland Sutton (DEN),2021,3,5,5,37,7.4,14,0,0,0,0,0,0,3.7
Mohamed Sanu Sr. (FA),2021,3,3,6,36,12.0,16,0,0,0,0,0,0,3.6
Ray-Ray McCloud III (SF),2021,3,3,4,33,11.0,24,1,0,0,0,0,0,3.3
Tyler Lockett (SEA),2021,3,4,4,31,7.8,15,0,0,0,0,0,0,3.1
Deonte Harty (BUF),2021,3,3,3,31,10.3,12,0,0,0,0,0,0,3.1
Zach Pascal (ARI),2021,3,2,7,31,15.5,27,1,0,0,0,0,0,3.1
Keelan Cole Sr. (LV),2021,3,2,2,30,15.0,23,1,0,0,0,0,0,3.0
James Proche II (BAL),2021,3,1,1,29,29.0,29,1,0,0,0,0,0,2.9
KJ Hamler (DEN),2021,3,1,3,28,28.0,28,1,0,0,0,0,0,2.8
DeVonta Smith (PHI),2021,3,3,6,28,9.3,19,0,0,0,0,0,0,2.8
Allen Robinson II (LAR),2021,3,2,6,27,13.5,18,0,0,0,0,0,0,2.7
Braxton Berrios (MIA),2021,3,2,3,26,13.0,22,1,0,0,0,0,0,2.6
K.J. Osborn (MIN),2021,3,2,2,26,13.0,15,0,0,0,0,0,0,2.6
Amari Cooper (CLE),2021,3,3,4,26,8.7,13,0,0,0,0,0,0,2.6
Alex Erickson (WAS),2021,3,1,1,25,25.0,25,1,0,0,0,0,0,2.5
JuJu Smith-Schuster (NE),2021,3,3,4,25,8.3,16,0,0,0,0,0,0,2.5
Rashard Higgins (FA),2021,3,2,2,24,12.0,17,0,0,0,0,0,0,2.4
Gabe Davis (BUF),2021,3,1,1,23,23.0,23,1,0,0,0,0,0,2.3
Elijah Moore (NYJ),2021,3,3,6,22,7.3,14,0,0,0,0,0,0,2.2
Cam Sims (LV),2021,3,1,2,15,15.0,15,0,0,1,7,0,0,2.2
Freddie Swain (MIA),2021,3,1,2,10,10.0,10,0,0,1,11,0,0,2.1
DeAndre Hopkins (ARI),2021,3,3,6,21,7.0,8,0,0,0,0,0,0,2.1
James Washington (FA),2021,3,3,5,20,6.7,8,0,0,0,0,0,0,2.0
Mike Thomas (BAL),2021,3,1,1,19,19.0,19,0,0,0,0,0,0,1.9
Nelson Agholor (FA),2021,3,2,8,17,8.5,13,0,0,0,0,0,0,1.7
Kenny Stills (FA),2021,3,1,3,17,17.0,17,0,0,0,0,0,0,1.7
Demarcus Robinson (FA),2021,3,2,2,17,8.5,11,0,0,0,0,0,0,1.7
Cody White (PIT),2021,3,2,2,17,8.5,11,0,0,0,0,0,0,1.7
Sterling Shepard (NYG),2021,3,2,3,16,8.0,12,0,0,0,0,0,0,1.6
Kadarius Toney (KC),2021,3,2,3,16,8.0,9,0,0,0,0,0,0,1.6
Zay Jones (JAC),2021,3,1,1,15,15.0,15,0,0,0,0,0,0,1.5
Auden Tate (ARI),2021,3,1,1,14,14.0,14,0,0,0,0,0,0,1.4
Jeff Smith (NYJ),2021,3,1,1,13,13.0,13,0,0,0,0,0,0,1.3
Cameron Batson (FA),2021,3,1,1,13,13.0,13,0,0,0,0,0,0,1.3
Byron Pringle (FA),2021,3,2,6,12,6.0,7,0,0,0,0,0,0,1.2
Scotty Miller (FA),2021,3,2,3,11,5.5,8,0,0,0,0,0,0,1.1
Parris Campbell (NYG),2021,3,2,4,9,4.5,5,0,0,0,0,0,0,0.9
KhaDarel Hodge (FA),2021,3,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Noah Brown (HOU),2021,3,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Darnell Mooney (CHI),2021,3,1,4,9,9.0,9,0,0,0,0,0,0,0.9
Darius Slayton (NYG),2021,3,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Quintez Cephus (DET),2021,3,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Isaiah McKenzie (IND),2021,3,0,0,0,0.0,0,0,0,1,8,0,0,0.8
Chosen Anderson (FA),2021,3,1,2,8,8.0,8,0,0,0,0,0,0,0.8
Penny Hart (SEA),2021,3,1,2,7,7.0,7,0,0,0,0,0,0,0.7
Adam Humphries (FA),2021,3,1,4,7,7.0,7,0,0,0,0,0,0,0.7
Tajae Sharpe (FA),2021,3,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Rondale Moore (ARI),2021,3,2,2,1,0.5,3,0,0,1,3,0,0,0.4
Jalen Guyton (FA),2021,3,0,1,0,0.0,0,0,0,1,3,0,0,0.3
A.J. Brown (PHI),2021,3,0,2,0,0.0,0,0,0,1,3,0,0,0.3
Amon-Ra St. Brown (DET),2021,3,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Demetric Felton Jr. (CLE),2021,3,2,3,13,6.5,13,0,0,0,0,0,0,0.0
Ihmir Smith-Marsette (KC),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tutu Atwell (LAR),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Anthony Schwartz (CLE),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Amari Rodgers (HOU),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Christian Blake (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Gunner Olszewski (PIT),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
KJ Hill Jr. (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Nsimba Webster (CHI),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trinity Benson (DET),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Racey McMath (TEN),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Ben Skowronek (LAR),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jaelon Darden (CLE),2021,3,1,1,0,0.0,0,0,0,0,0,0,0,0.0
Marquise Goodwin (FA),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Chris Hogan (FA),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Randall Cobb (FA),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Andre Roberts (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jaydon Mickens (NYG),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mack Hollins (ATL),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dede Westbrook (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Brandon Zylstra (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jamal Agnew (JAC),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marcus Kemp (WAS),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardee (NYJ),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jakeem Grant Sr. (CLE),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ty Montgomery (NE),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Phillip Dorsett II (LV),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Chris Moore (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Conley (TEN),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
DeAndre Carter (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Diontae Spencer (NYJ),2021,3,1,1,-3,-3.0,0,0,0,0,0,0,0,-0.3
Dyami Brown (WAS),2021,3,0,2,0,0.0,0,0,0,1,-4,0,0,-0.4
Ashton Dulin (IND),2021,3,0,0,0,0.0,0,0,0,1,-7,0,0,-0.7
Tyreek Hill (MIA),2021,4,11,12,186,16.9,44,7,3,0,0,0,0,36.6
Deebo Samuel (SF),2021,4,8,13,156,19.5,76,5,2,1,1,0,0,27.7
Terry McLaurin (WAS),2021,4,6,13,123,20.5,33,5,2,0,0,0,0,24.3
DJ Moore (CHI),2021,4,8,12,113,14.1,39,3,2,1,6,0,0,23.9
Randall Cobb (FA),2021,4,5,6,69,13.8,25,2,2,0,0,0,0,18.9
Corey Davis (NYJ),2021,4,4,7,111,27.8,53,6,1,0,0,0,0,17.1
Kalif Raymond (DET),2021,4,3,6,46,15.3,25,1,2,0,0,0,0,16.6
Diontae Johnson (PIT),2021,4,9,13,92,10.2,45,3,1,0,0,0,0,15.2
Marquise Brown (ARI),2021,4,4,5,91,22.8,49,5,1,0,0,0,0,15.1
Van Jefferson (LAR),2021,4,6,6,90,15.0,22,2,1,0,0,0,0,15.0
Justin Jefferson (MIN),2021,4,6,7,84,14.0,31,3,1,0,0,0,0,14.4
DeVante Parker (NE),2021,4,4,9,77,19.3,42,4,1,0,0,0,0,13.7
John Ross (FA),2021,4,3,4,77,25.7,51,0,1,0,0,0,0,13.7
Darnell Mooney (CHI),2021,4,5,7,125,25.0,64,7,0,1,10,0,0,13.5
Amari Cooper (CLE),2021,4,3,3,69,23.0,35,3,1,0,0,0,0,12.9
A.J. Green (FA),2021,4,5,6,67,13.4,41,3,1,0,0,0,0,12.7
DK Metcalf (SEA),2021,4,4,8,65,16.3,28,1,1,0,0,0,0,12.5
DeVonta Smith (PHI),2021,4,7,10,122,17.4,37,4,0,0,0,0,0,12.2
Jamison Crowder (FA),2021,4,7,9,61,8.7,29,1,1,0,0,0,0,12.1
Tyler Boyd (CIN),2021,4,9,11,118,13.1,33,3,0,0,0,0,0,11.8
Kenny Golladay (FA),2021,4,6,7,116,19.3,28,3,0,0,0,0,0,11.6
Stefon Diggs (BUF),2021,4,7,11,114,16.3,37,4,0,0,0,0,0,11.4
Laviska Shenault Jr. (CAR),2021,4,6,7,99,16.5,52,5,0,1,11,0,0,11.0
Robert Woods (HOU),2021,4,4,6,48,12.0,18,0,1,0,0,0,0,10.8
Hunter Renfrow (LV),2021,4,6,8,45,7.5,12,0,1,0,0,0,0,10.5
Keelan Cole Sr. (LV),2021,4,3,4,92,30.7,54,5,0,0,0,0,0,9.2
Cedrick Wilson Jr. (MIA),2021,4,2,2,30,15.0,23,1,1,0,0,0,0,9.0
Jakobi Meyers (LV),2021,4,8,12,70,8.8,21,1,0,0,0,0,0,8.8
DeAndre Carter (FA),2021,4,1,1,24,24.0,24,1,0,0,0,0,0,8.4
Quintez Cephus (DET),2021,4,4,5,83,20.8,33,4,0,0,0,0,0,8.3
Emmanuel Sanders (FA),2021,4,5,6,74,14.8,21,2,0,1,7,0,0,8.1
Freddie Swain (MIA),2021,4,3,4,20,6.7,13,0,1,0,0,0,0,8.0
Calvin Ridley (JAC),2021,4,7,13,80,11.4,21,1,0,0,0,0,0,8.0
Kadarius Toney (KC),2021,4,6,9,78,13.0,21,1,0,1,1,0,0,7.9
Ja'Marr Chase (CIN),2021,4,6,9,77,12.8,44,3,0,0,0,0,0,7.7
Mike Evans (TB),2021,4,7,12,75,10.7,28,1,0,0,0,0,0,7.5
Greg Ward (PHI),2021,4,1,2,15,15.0,15,0,1,0,0,0,0,7.5
James Proche II (BAL),2021,4,5,6,74,14.8,32,2,0,0,0,0,0,7.4
Marquez Callaway (NO),2021,4,2,2,74,37.0,58,4,0,0,0,0,0,7.4
Amon-Ra St. Brown (DET),2021,4,6,8,70,11.7,24,1,0,0,0,0,0,7.0
James Washington (FA),2021,4,4,5,69,17.3,30,2,0,0,0,0,0,6.9
DeAndre Hopkins (ARI),2021,4,4,7,67,16.8,25,1,0,0,0,0,0,6.7
Davante Adams (LV),2021,4,6,11,64,10.7,21,1,0,0,0,0,0,6.4
Cooper Kupp (LAR),2021,4,5,13,64,12.8,35,2,0,0,0,0,0,6.4
Chester Rogers (FA),2021,4,5,6,63,12.6,20,1,0,0,0,0,0,6.3
Allen Robinson II (LAR),2021,4,3,3,63,21.0,28,2,0,0,0,0,0,6.3
Antonio Brown (FA),2021,4,7,11,63,9.0,27,1,0,0,0,0,0,6.3
Rashard Higgins (FA),2021,4,4,7,63,15.8,21,1,0,0,0,0,0,6.3
Brandon Zylstra (FA),2021,4,2,2,63,31.5,55,4,0,0,0,0,0,6.3
Cameron Batson (FA),2021,4,1,4,2,2.0,2,0,1,0,0,0,0,6.2
Henry Ruggs III (FA),2021,4,3,6,60,20.0,51,4,0,0,0,0,0,6.0
Nelson Agholor (FA),2021,4,3,5,55,18.3,30,2,0,1,4,0,0,5.9
Josh Reynolds (DET),2021,4,6,9,59,9.8,12,0,0,0,0,0,0,5.9
Michael Pittman Jr. (IND),2021,4,6,8,59,9.8,20,1,0,0,0,0,0,5.9
Kendrick Bourne (NE),2021,4,5,5,58,11.6,17,0,0,0,0,0,0,5.8
Chris Godwin (TB),2021,4,3,5,55,18.3,28,2,0,0,0,0,0,5.5
Deonte Harty (BUF),2021,4,5,8,52,10.4,18,0,0,0,0,0,0,5.2
Sammy Watkins (FA),2021,4,4,7,49,12.3,20,1,0,0,0,0,0,4.9
Chosen Anderson (FA),2021,4,5,11,46,9.2,13,0,0,1,3,0,0,4.9
Courtland Sutton (DEN),2021,4,3,8,47,15.7,32,2,0,0,0,0,0,4.7
Brandin Cooks (DAL),2021,4,5,7,47,9.4,16,0,0,0,0,0,0,4.7
Adam Thielen (CAR),2021,4,3,8,46,15.3,22,1,0,0,0,0,0,4.6
Zach Pascal (ARI),2021,4,4,5,44,11.0,41,3,0,0,0,0,0,4.4
Mecole Hardman (FA),2021,4,2,3,16,8.0,9,0,0,2,25,0,0,4.1
Tim Patrick (DEN),2021,4,3,6,39,13.0,19,0,0,0,0,0,0,3.9
Jamal Agnew (JAC),2021,4,1,1,27,27.0,27,1,0,1,11,0,0,3.8
Rondale Moore (ARI),2021,4,3,3,28,9.3,16,0,0,2,9,0,0,3.7
Keenan Allen (LAC),2021,4,7,11,36,5.1,9,0,0,0,0,0,0,3.6
K.J. Osborn (MIN),2021,4,3,7,26,8.7,20,1,0,1,10,0,0,3.6
Mohamed Sanu Sr. (FA),2021,4,4,5,35,8.8,12,0,0,0,0,0,0,3.5
Allen Lazard (NYJ),2021,4,2,3,33,16.5,28,1,0,0,0,0,0,3.3
Jaylen Waddle (MIA),2021,4,3,4,33,11.0,18,0,0,0,0,0,0,3.3
Quez Watkins (PHI),2021,4,3,7,33,11.0,18,0,0,0,0,0,0,3.3
Devin Duvernay (BAL),2021,4,3,6,31,10.3,17,0,0,0,0,0,0,3.1
Odell Beckham Jr. (FA),2021,4,2,7,27,13.5,24,1,0,1,4,0,0,3.1
Nick Westbrook-Ikhine (TEN),2021,4,3,8,29,9.7,18,0,0,0,0,0,0,2.9
Jalen Guyton (FA),2021,4,1,2,9,9.0,9,0,0,2,20,0,0,2.9
Trenton Irwin (CIN),2021,4,1,1,25,25.0,25,1,0,0,0,0,0,2.5
Marvin Jones Jr. (FA),2021,4,3,3,24,8.0,10,0,0,0,0,0,0,2.4
Tyler Lockett (SEA),2021,4,4,5,24,6.0,19,0,0,0,0,0,0,2.4
Byron Pringle (FA),2021,4,2,2,23,11.5,19,0,0,0,0,0,0,2.3
Parris Campbell (NYG),2021,4,2,3,22,11.0,12,0,0,0,0,0,0,2.2
Jalen Reagor (MIN),2021,4,1,1,9,9.0,9,0,0,1,12,0,0,2.1
Curtis Samuel (WAS),2021,4,4,4,19,4.8,10,0,0,0,0,0,0,1.9
Dyami Brown (WAS),2021,4,1,2,19,19.0,19,0,0,0,0,0,0,1.9
Adam Humphries (FA),2021,4,1,1,19,19.0,19,0,0,0,0,0,0,1.9
Auden Tate (ARI),2021,4,1,1,18,18.0,18,0,0,0,0,0,0,1.8
Dede Westbrook (FA),2021,4,1,1,17,17.0,17,0,0,0,0,0,0,1.7
Ashton Dulin (IND),2021,4,1,1,17,17.0,17,0,0,0,0,0,0,1.7
Cole Beasley (BUF),2021,4,2,2,16,8.0,9,0,0,0,0,0,0,1.6
Tajae Sharpe (FA),2021,4,2,2,15,7.5,8,0,0,0,0,0,0,1.5
Willie Snead IV (FA),2021,4,1,1,15,15.0,15,0,0,0,0,0,0,1.5
Braxton Berrios (MIA),2021,4,1,1,0,0.0,0,0,0,2,15,0,0,1.5
Olamide Zaccheaus (FA),2021,4,1,3,15,15.0,15,0,0,0,0,0,0,1.5
Chris Hogan (FA),2021,4,2,2,15,7.5,9,0,0,0,0,0,0,1.5
Brandon Aiyuk (SF),2021,4,1,3,15,15.0,15,0,0,0,0,0,0,1.5
Jauan Jennings (SF),2021,4,1,1,14,14.0,14,0,0,0,0,0,0,1.4
KhaDarel Hodge (FA),2021,4,1,1,13,13.0,13,0,0,0,0,0,0,1.3
CeeDee Lamb (DAL),2021,4,2,5,13,6.5,7,0,0,0,0,0,0,1.3
Kendall Hinton (DEN),2021,4,1,3,13,13.0,13,0,0,0,0,0,0,1.3
Trinity Benson (DET),2021,4,2,3,12,6.0,9,0,0,0,0,0,0,1.2
JuJu Smith-Schuster (NE),2021,4,2,8,11,5.5,9,0,0,0,0,0,0,1.1
Mike Williams (LAC),2021,4,1,4,11,11.0,11,0,0,0,0,0,0,1.1
Albert Wilson (FA),2021,4,1,2,11,11.0,11,0,0,0,0,0,0,1.1
N'Keal Harry (FA),2021,4,1,1,10,10.0,10,0,0,0,0,0,0,1.0
Tavon Austin (FA),2021,4,1,3,8,8.0,8,0,0,0,0,0,0,0.8
William Fuller V (FA),2021,4,1,2,6,6.0,6,0,0,0,0,0,0,0.6
DeSean Jackson (FA),2021,4,1,3,6,6.0,6,0,0,0,0,0,0,0.6
Christian Kirk (JAC),2021,4,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Zay Jones (JAC),2021,4,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Bryan Edwards (FA),2021,4,1,4,4,4.0,4,0,0,0,0,0,0,0.4
Anthony Miller (PIT),2021,4,1,5,3,3.0,3,0,0,0,0,0,0,0.3
Terrace Marshall Jr. (CAR),2021,4,1,3,2,2.0,2,0,0,0,0,0,0,0.2
Ray-Ray McCloud III (SF),2021,4,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Marquise Goodwin (FA),2021,4,0,2,0,0.0,0,0,0,1,1,0,0,0.1
Demetric Felton Jr. (CLE),2021,4,2,2,12,6.0,9,0,0,0,0,0,0,0.0
Tylan Wallace (BAL),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tutu Atwell (LAR),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Anthony Schwartz (CLE),2021,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Amari Rodgers (HOU),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Collin Johnson (NYG),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cam Sims (LV),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Christian Blake (FA),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trent Sherfield (BUF),2021,4,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Gunner Olszewski (PIT),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Donovan Peoples-Jones (CLE),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Gabe Davis (BUF),2021,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
KJ Hill Jr. (FA),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Johnson (LV),2021,4,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Nsimba Webster (CHI),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyron Johnson (SF),2021,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Brandon Smith (FA),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kenny Stills (FA),2021,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Slater (NE),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andre Roberts (FA),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jaydon Mickens (NYG),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Noah Brown (HOU),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mike Thomas (BAL),2021,4,1,1,0,0.0,0,0,0,0,0,0,0,0.0
Equanimeous St. Brown (CHI),2021,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
C.J. Board (TEN),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardee (NYJ),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Isaiah McKenzie (IND),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marcus Kemp (WAS),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Alex Erickson (WAS),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Diontae Spencer (NYJ),2021,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Ty Montgomery (NE),2021,4,3,3,42,14.0,21,1,0,2,7,0,0,0.0
Chris Conley (TEN),2021,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jake Kumerow (FA),2021,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jakeem Grant Sr. (CLE),2021,4,1,1,-7,-7.0,0,0,0,0,0,0,1,-2.7
Mike Williams (LAC),2021,5,8,16,165,20.6,72,7,2,0,0,0,0,28.5
Davante Adams (LV),2021,5,11,16,206,18.7,59,9,1,0,0,0,0,26.6
Marquise Brown (ARI),2021,5,9,10,125,13.9,43,4,2,0,0,0,0,24.5
Antonio Brown (FA),2021,5,7,8,124,17.7,62,5,2,0,0,0,0,24.4
Mike Evans (TB),2021,5,6,8,113,18.8,34,4,2,0,0,0,0,23.3
Ja'Marr Chase (CIN),2021,5,6,10,159,26.5,70,6,1,0,0,0,0,21.9
DK Metcalf (SEA),2021,5,5,5,98,19.6,25,2,2,0,0,0,0,21.8
Marquez Callaway (NO),2021,5,4,8,85,21.3,49,3,2,0,0,0,0,20.5
Kadarius Toney (KC),2021,5,10,13,189,18.9,38,6,0,1,7,0,0,19.6
