,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
Keenan Allen (LAC),2021,1,9,13,100,11.1,17,0,0,0,0,0,0,10.0
Gabe Davis (BUF),2021,1,2,5,40,20.0,37,2,1,0,0,0,0,10.0
Tim Patrick (DEN),2021,1,4,4,39,9.8,16,0,1,0,0,0,0,9.9
Sammy Watkins (FA),2021,1,4,8,96,24.0,49,4,0,0,0,0,0,9.6
Diontae Johnson (PIT),2021,1,5,10,36,7.2,14,0,1,0,0,0,0,9.6
Danny Amendola (FA),2021,1,5,5,34,6.8,8,0,1,0,0,0,0,9.4
Robert Woods (HOU),2021,1,3,4,27,9.0,19,0,1,1,7,0,0,9.4
DJ Moore (CHI),2021,1,6,8,80,13.3,27,2,0,1,14,0,0,9.4
Quintez Cephus (DET),2021,1,3,6,12,4.0,7,0,1,0,0,0,0,9.2
Anthony Schwartz (CLE),2021,1,3,5,69,23.0,44,3,0,1,17,0,0,8.6
Trent Sherfield (BUF),2021,1,2,3,23,11.5,18,0,1,0,0,0,0,8.3
DeVante Parker (NE),2021,1,4,7,81,20.3,30,3,0,0,0,0,0,8.1
Bryan Edwards (FA),2021,1,4,5,81,20.3,32,3,0,0,0,0,0,8.1
K.J. Osborn (MIN),2021,1,7,9,76,10.9,25,1,0,0,0,0,0,7.6
Justin Jefferson (MIN),2021,1,5,9,71,14.2,34,2,0,0,0,0,0,7.5
Jerry Jeudy (DEN),2021,1,6,7,72,12.0,20,1,0,0,0,0,0,7.2
Hunter Renfrow (LV),2021,1,6,9,70,11.7,27,1,0,0,0,0,0,7.0
Chase Claypool (CHI),2021,1,3,5,45,15.0,22,1,0,1,25,0,0,7.0
Chris Hogan (FA),2021,1,1,1,10,10.0,10,0,1,0,0,0,0,7.0
Stefon Diggs (BUF),2021,1,9,13,69,7.7,13,0,0,0,0,0,0,6.9
Rondale Moore (ARI),2021,1,4,5,68,17.0,29,1,0,0,0,0,0,6.8
Darius Slayton (NYG),2021,1,3,7,65,21.7,42,3,0,0,0,0,0,6.5
Kenny Golladay (FA),2021,1,4,6,64,16.0,17,0,0,0,0,0,0,6.4
Chester Rogers (FA),2021,1,4,6,62,15.5,39,2,0,0,0,0,0,6.2
Terry McLaurin (WAS),2021,1,4,4,62,15.5,34,2,0,0,0,0,0,6.2
Cole Beasley (BUF),2021,1,8,13,60,7.5,12,0,0,0,0,0,0,6.0
Laviska Shenault Jr. (CAR),2021,1,7,10,50,7.1,14,0,0,1,9,0,0,5.9
Kalif Raymond (DET),2021,1,3,4,50,16.7,25,2,0,1,9,0,0,5.9
Davante Adams (LV),2021,1,5,7,56,11.2,31,2,0,0,0,0,0,5.6
JuJu Smith-Schuster (NE),2021,1,4,8,52,13.0,24,1,0,0,0,0,0,5.2
Emmanuel Sanders (FA),2021,1,4,8,52,13.0,16,0,0,0,0,0,0,5.2
Braxton Berrios (MIA),2021,1,5,7,51,10.2,25,1,0,0,0,0,0,5.1
Calvin Ridley (JAC),2021,1,5,8,51,10.2,16,0,0,0,0,0,0,5.1
Jalen Guyton (FA),2021,1,3,5,49,16.3,22,1,0,0,0,0,0,4.9
Henry Ruggs III (FA),2021,1,2,5,46,23.0,37,2,0,0,0,0,0,4.6
Jakobi Meyers (LV),2021,1,6,9,44,7.3,22,1,0,0,0,0,0,4.4
Marquise Goodwin (FA),2021,1,4,4,45,11.3,19,0,0,1,-2,0,0,4.3
KJ Hamler (DEN),2021,1,3,4,41,13.7,22,1,0,0,0,0,0,4.1
Denzel Mims (NYJ),2021,1,1,1,40,40.0,40,3,0,0,0,0,0,4.0
Michael Gallup (DAL),2021,1,4,7,36,9.0,12,0,0,0,0,0,0,3.6
Allen Robinson II (LAR),2021,1,6,11,35,5.8,9,0,0,0,0,0,0,3.5
Randall Cobb (FA),2021,1,1,1,32,32.0,32,2,0,1,1,0,0,3.3
Tyler Boyd (CIN),2021,1,3,4,32,10.7,18,0,0,0,0,0,0,3.2
KJ Hill Jr. (FA),2021,1,3,3,30,10.0,19,0,0,0,0,0,0,3.0
Michael Pittman Jr. (IND),2021,1,3,4,29,9.7,14,0,0,0,0,0,0,2.9
Julio Jones (FA),2021,1,3,6,29,9.7,10,0,0,0,0,0,0,2.9
Dee Eskridge (SEA),2021,1,1,1,6,6.0,6,0,0,2,22,0,0,2.8
Chris Conley (TEN),2021,1,2,2,27,13.5,17,0,0,0,0,0,0,2.7
Darnell Mooney (CHI),2021,1,5,7,26,5.2,9,0,0,0,0,0,0,2.6
Terrace Marshall Jr. (CAR),2021,1,3,6,26,8.7,11,0,0,0,0,0,0,2.6
Mike Strachan (IND),2021,1,2,2,26,13.0,16,0,0,0,0,0,0,2.6
A.J. Green (FA),2021,1,2,6,25,12.5,21,1,0,0,0,0,0,2.5
Cedrick Wilson Jr. (MIA),2021,1,3,3,24,8.0,13,0,0,0,0,0,0,2.4
Parris Campbell (NYG),2021,1,1,3,24,24.0,24,1,0,0,0,0,0,2.4
Mike Evans (TB),2021,1,3,6,24,8.0,10,0,0,0,0,0,0,2.4
Amon-Ra St. Brown (DET),2021,1,2,4,23,11.5,20,1,0,0,0,0,0,2.3
Quez Watkins (PHI),2021,1,3,3,23,7.7,11,0,0,0,0,0,0,2.3
DeSean Jackson (FA),2021,1,2,2,21,10.5,18,0,0,0,0,0,0,2.1
Damiere Byrd (FA),2021,1,3,3,19,6.3,10,0,0,0,0,0,0,1.9
Amari Rodgers (HOU),2021,1,1,1,19,19.0,19,0,0,0,0,0,0,1.9
Mecole Hardman (FA),2021,1,3,3,19,6.3,8,0,0,0,0,0,0,1.9
Trinity Benson (DET),2021,1,3,6,19,6.3,11,0,0,0,0,0,0,1.9
Joshua Palmer (LAC),2021,1,1,1,17,17.0,17,0,0,0,0,0,0,1.7
Kendrick Bourne (NE),2021,1,1,3,17,17.0,17,0,0,0,0,0,0,1.7
Cam Sims (LV),2021,1,1,1,17,17.0,17,0,0,0,0,0,0,1.7
Marquez Valdes-Scantling (KC),2021,1,3,8,17,5.7,10,0,0,0,0,0,0,1.7
Allen Lazard (NYJ),2021,1,2,4,16,8.0,14,0,0,0,0,0,0,1.6
Malik Taylor (NYJ),2021,1,2,3,14,7.0,7,0,0,0,0,0,0,1.4
Tyrell Williams (FA),2021,1,2,3,14,7.0,7,0,0,0,0,0,0,1.4
Marquez Callaway (NO),2021,1,1,2,14,14.0,14,0,0,0,0,0,0,1.4
Courtland Sutton (DEN),2021,1,1,3,14,14.0,14,0,0,0,0,0,0,1.4
Dede Westbrook (FA),2021,1,1,1,11,11.0,11,0,0,0,0,0,0,1.1
Adam Humphries (FA),2021,1,2,2,10,5.0,6,0,0,0,0,0,0,1.0
James Washington (FA),2021,1,2,2,10,5.0,9,0,0,0,0,0,0,1.0
Nick Westbrook-Ikhine (TEN),2021,1,1,2,10,10.0,10,0,0,0,0,0,0,1.0
Demarcus Robinson (FA),2021,1,1,2,9,9.0,9,0,0,0,0,0,0,0.9
Mohamed Sanu Sr. (FA),2021,1,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Nico Collins (HOU),2021,1,1,3,7,7.0,7,0,0,0,0,0,0,0.7
Devin Duvernay (BAL),2021,1,1,2,6,6.0,6,0,0,0,0,0,0,0.6
C.J. Board (TEN),2021,1,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Byron Pringle (FA),2021,1,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Tyron Johnson (SF),2021,1,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Freddie Swain (MIA),2021,1,0,1,0,0.0,0,0,0,1,5,0,0,0.5
Mike Thomas (BAL),2021,1,1,3,5,5.0,5,0,0,0,0,0,0,0.5
Donovan Peoples-Jones (CLE),2021,1,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Demetric Felton Jr. (CLE),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ihmir Smith-Marsette (KC),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Russell Gage (TB),2021,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Ray-Ray McCloud III (SF),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Gunner Olszewski (PIT),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tom Kennedy (DET),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Brandon Aiyuk (SF),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ashton Dulin (IND),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Johnson (LV),2021,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Nsimba Webster (CHI),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jeff Smith (NYJ),2021,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Penny Hart (SEA),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Albert Wilson (FA),2021,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Andre Roberts (FA),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jaydon Mickens (NYG),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mack Hollins (ATL),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Alex Erickson (WAS),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jamal Agnew (JAC),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marcus Kemp (WAS),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardee (NYJ),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Diontae Spencer (NYJ),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ty Montgomery (NE),2021,1,1,1,5,5.0,5,0,0,0,0,0,0,0.0
Devin Smith (FA),2021,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Willie Snead IV (FA),2021,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jakeem Grant Sr. (CLE),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
DeAndre Carter (FA),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dyami Brown (WAS),2021,1,1,4,-2,-2.0,0,0,0,0,0,0,0,-0.2
Kadarius Toney (KC),2021,1,2,2,-2,-1.0,4,0,0,0,0,0,0,-0.2
Isaiah McKenzie (IND),2021,1,0,0,0,0.0,0,0,0,1,-3,0,0,-0.3
Elijah Moore (NYJ),2021,1,1,4,-3,-3.0,0,0,0,0,0,0,0,-0.3
Cooper Kupp (LAR),2021,2,9,11,163,18.1,44,6,2,1,-5,0,0,27.8
Tyler Lockett (SEA),2021,2,8,11,178,22.3,63,9,1,0,0,0,0,23.8
Mike Evans (TB),2021,2,5,9,75,15.0,26,3,2,0,0,0,0,19.5
Henry Ruggs III (FA),2021,2,5,7,113,22.6,61,6,1,1,2,0,0,17.5
Rondale Moore (ARI),2021,2,7,8,114,16.3,77,4,1,0,0,0,0,17.4
Marquise Brown (ARI),2021,2,6,10,113,18.8,42,5,1,0,0,0,0,17.3
Terry McLaurin (WAS),2021,2,11,14,107,9.7,18,0,1,0,0,0,0,16.7
Freddie Swain (MIA),2021,2,5,5,95,19.0,68,4,1,1,5,0,0,16.0
Courtland Sutton (DEN),2021,2,9,12,159,17.7,55,6,0,0,0,0,0,15.9
K.J. Osborn (MIN),2021,2,5,6,91,18.2,64,4,1,0,0,0,0,15.1
Mike Williams (LAC),2021,2,7,10,91,13.0,27,1,1,0,0,0,0,15.1
DJ Moore (CHI),2021,2,8,11,79,9.9,20,1,1,0,0,0,0,13.9
Brandin Cooks (DAL),2021,2,9,14,78,8.7,22,1,1,0,0,0,0,13.8
Julio Jones (FA),2021,2,6,8,128,21.3,51,4,0,0,0,0,0,12.8
Justin Jefferson (MIN),2021,2,6,10,65,10.8,14,0,1,0,0,0,0,12.5
Calvin Ridley (JAC),2021,2,7,10,63,9.0,22,1,1,0,0,0,0,12.3
Quintez Cephus (DET),2021,2,4,7,63,15.8,46,3,1,0,0,0,0,12.3
Michael Pittman Jr. (IND),2021,2,8,12,123,15.4,42,4,0,0,0,0,0,12.3
Byron Pringle (FA),2021,2,2,2,63,31.5,40,4,1,0,0,0,0,12.3
Chris Godwin (TB),2021,2,4,5,62,15.5,26,1,1,0,0,0,0,12.2
Davante Adams (LV),2021,2,8,9,121,15.1,50,5,0,0,0,0,0,12.1
Stefon Diggs (BUF),2021,2,4,8,60,15.0,41,3,1,0,0,0,0,12.0
Quez Watkins (PHI),2021,2,2,2,117,58.5,91,5,0,0,0,0,0,11.7
Marvin Jones Jr. (FA),2021,2,6,11,55,9.2,25,1,1,0,0,0,0,11.5
DeAndre Hopkins (ARI),2021,2,4,4,54,13.5,16,0,1,0,0,0,0,11.4
Ja'Marr Chase (CIN),2021,2,2,4,54,27.0,42,3,1,0,0,0,0,11.4
Darius Slayton (NYG),2021,2,3,6,54,18.0,33,2,1,0,0,0,0,11.4
Keenan Allen (LAC),2021,2,4,8,108,27.0,42,6,0,0,0,0,0,10.8
Demarcus Robinson (FA),2021,2,3,4,46,15.3,33,2,1,0,0,0,0,10.6
Diontae Johnson (PIT),2021,2,9,12,105,11.7,41,3,0,0,0,0,0,10.5
A.J. Green (FA),2021,2,3,6,44,14.7,29,1,1,0,0,0,0,10.4
JuJu Smith-Schuster (NE),2021,2,6,7,41,6.8,17,0,0,1,3,1,0,10.4
Brandon Zylstra (FA),2021,2,3,3,44,14.7,20,1,1,0,0,0,0,10.4
Deebo Samuel (SF),2021,2,6,8,93,15.5,40,3,0,2,8,0,0,10.1
Tee Higgins (CIN),2021,2,6,10,60,10.0,14,0,1,0,0,0,1,10.0
Adam Thielen (CAR),2021,2,6,7,39,6.5,15,0,1,0,0,0,0,9.9
Zach Pascal (ARI),2021,2,5,6,38,7.6,9,0,1,0,0,0,0,9.8
Tim Patrick (DEN),2021,2,3,4,37,12.3,14,0,1,0,0,0,0,9.7
CeeDee Lamb (DAL),2021,2,8,9,81,10.1,34,2,0,1,13,0,0,9.4
Sterling Shepard (NYG),2021,2,9,10,94,10.4,21,1,0,1,-9,0,0,8.5
Allen Robinson II (LAR),2021,2,2,4,24,12.0,13,0,1,0,0,0,0,8.4
Jauan Jennings (SF),2021,2,2,2,17,8.5,11,0,1,0,0,0,0,7.7
Braxton Berrios (MIA),2021,2,7,11,73,10.4,27,1,0,0,0,0,0,7.3
Tyler Boyd (CIN),2021,2,7,9,73,10.4,22,1,0,0,0,0,0,7.3
Robert Woods (HOU),2021,2,5,9,64,12.8,16,0,0,2,6,0,0,7.0
Chase Claypool (CHI),2021,2,3,9,70,23.3,52,4,0,1,-3,0,0,6.7
Darnell Mooney (CHI),2021,2,6,8,66,11.0,21,1,0,0,0,0,0,6.6
Christian Kirk (JAC),2021,2,3,4,65,21.7,35,2,0,0,0,0,0,6.5
Jamal Agnew (JAC),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,6.0
Hunter Renfrow (LV),2021,2,5,7,57,11.4,23,1,0,0,0,0,0,5.7
Mecole Hardman (FA),2021,2,5,8,55,11.0,19,0,0,0,0,0,0,5.5
DK Metcalf (SEA),2021,2,6,11,53,8.8,16,0,0,0,0,0,0,5.3
Emmanuel Sanders (FA),2021,2,2,6,48,24.0,35,2,0,0,0,0,0,4.8
Elijah Moore (NYJ),2021,2,4,8,47,11.8,27,1,0,0,0,0,0,4.7
Adam Humphries (FA),2021,2,7,8,44,6.3,12,0,0,0,0,0,0,4.4
Sammy Watkins (FA),2021,2,4,7,44,11.0,19,0,0,0,0,0,0,4.4
A.J. Brown (PHI),2021,2,3,9,43,14.3,15,0,0,0,0,0,0,4.3
DeVante Parker (NE),2021,2,5,9,42,8.4,16,0,0,0,0,0,0,4.2
Bryan Edwards (FA),2021,2,3,3,40,13.3,18,0,0,0,0,0,0,4.0
Chosen Anderson (FA),2021,2,3,6,38,12.7,18,0,0,0,0,0,0,3.8
Jakobi Meyers (LV),2021,2,4,6,38,9.5,24,1,0,0,0,0,0,3.8
Kenny Golladay (FA),2021,2,3,8,38,12.7,16,0,0,0,0,0,0,3.8
Cole Beasley (BUF),2021,2,4,4,36,9.0,22,1,0,0,0,0,0,3.6
Jeff Smith (NYJ),2021,2,1,2,35,35.0,35,2,0,0,0,0,0,3.5
Dyami Brown (WAS),2021,2,3,6,34,11.3,22,1,0,0,0,0,0,3.4
Nico Collins (HOU),2021,2,1,1,32,32.0,32,2,0,0,0,0,0,3.2
Tyreek Hill (MIA),2021,2,3,4,14,4.7,7,0,0,1,15,0,0,2.9
Jaylen Waddle (MIA),2021,2,6,8,48,8.0,14,0,0,0,0,0,1,2.8
Russell Gage (TB),2021,2,5,7,28,5.6,8,0,0,0,0,0,0,2.8
Rashard Higgins (FA),2021,2,2,2,27,13.5,14,0,0,0,0,0,0,2.7
Lil'Jordan Humphrey (DEN),2021,2,1,2,27,27.0,27,1,0,0,0,0,0,2.7
Randall Cobb (FA),2021,2,3,3,26,8.7,14,0,0,0,0,0,0,2.6
Kendrick Bourne (NE),2021,2,2,3,10,5.0,7,0,0,1,16,0,0,2.6
Cedrick Wilson Jr. (MIA),2021,2,2,2,20,10.0,16,0,0,1,5,0,0,2.5
Trinity Benson (DET),2021,2,1,3,24,24.0,24,1,0,0,0,0,0,2.4
Amari Cooper (CLE),2021,2,3,5,24,8.0,12,0,0,0,0,0,0,2.4
Olamide Zaccheaus (FA),2021,2,2,4,22,11.0,12,0,0,0,0,0,0,2.2
Jalen Guyton (FA),2021,2,2,2,13,6.5,9,0,0,1,9,0,0,2.2
Chester Rogers (FA),2021,2,2,5,22,11.0,12,0,0,0,0,0,0,2.2
Joshua Palmer (LAC),2021,2,2,2,21,10.5,16,0,0,0,0,0,0,2.1
Nelson Agholor (FA),2021,2,3,3,21,7.0,10,0,0,0,0,0,0,2.1
Albert Wilson (FA),2021,2,4,6,20,5.0,6,0,0,0,0,0,0,2.0
DJ Chark Jr. (FA),2021,2,1,4,19,19.0,19,0,0,0,0,0,0,1.9
Amon-Ra St. Brown (DET),2021,2,3,5,18,6.0,7,0,0,0,0,0,0,1.8
Kalif Raymond (DET),2021,2,2,2,18,9.0,10,0,0,0,0,0,0,1.8
Terrace Marshall Jr. (CAR),2021,2,3,3,17,5.7,11,0,0,0,0,0,0,1.7
Antonio Brown (FA),2021,2,1,3,17,17.0,17,0,0,0,0,0,0,1.7
DeVonta Smith (PHI),2021,2,2,7,16,8.0,11,0,0,0,0,0,0,1.6
Chris Hogan (FA),2021,2,1,3,16,16.0,16,0,0,0,0,0,0,1.6
Kendall Hinton (DEN),2021,2,1,1,15,15.0,15,0,0,0,0,0,0,1.5
Andre Roberts (FA),2021,2,1,2,35,35.0,35,2,0,0,0,0,1,1.5
Van Jefferson (LAR),2021,2,1,3,14,14.0,14,0,0,0,0,0,0,1.4
Willie Snead IV (FA),2021,2,1,1,14,14.0,14,0,0,0,0,0,0,1.4
Chris Conley (TEN),2021,2,1,2,13,13.0,13,0,0,0,0,0,0,1.3
Marquise Goodwin (FA),2021,2,1,3,10,10.0,10,0,0,0,0,0,0,1.0
Ashton Dulin (IND),2021,2,1,2,10,10.0,10,0,0,0,0,0,0,1.0
Deonte Harty (BUF),2021,2,1,2,9,9.0,9,0,0,1,1,0,0,1.0
Trent Sherfield (BUF),2021,2,1,3,9,9.0,9,0,0,0,0,0,0,0.9
Jarvis Landry (FA),2021,2,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Danny Amendola (FA),2021,2,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Corey Davis (NYJ),2021,2,2,5,8,4.0,5,0,0,0,0,0,0,0.8
Marquez Callaway (NO),2021,2,2,4,8,4.0,4,0,0,0,0,0,0,0.8
Tajae Sharpe (FA),2021,2,1,2,8,8.0,8,0,0,0,0,0,0,0.8
Christian Blake (FA),2021,2,1,1,8,8.0,8,0,0,0,0,0,0,0.8
C.J. Board (TEN),2021,2,0,0,0,0.0,0,0,0,1,6,0,0,0.6
Brandon Aiyuk (SF),2021,2,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Nick Westbrook-Ikhine (TEN),2021,2,1,1,6,6.0,6,0,0,0,0,0,0,0.6
KJ Hamler (DEN),2021,2,1,3,5,5.0,5,0,0,0,0,0,0,0.5
Tyler Johnson (LV),2021,2,1,2,5,5.0,5,0,0,0,0,0,0,0.5
Jalen Reagor (MIN),2021,2,2,5,5,2.5,4,0,0,0,0,0,0,0.5
Preston Williams (CAR),2021,2,1,3,2,2.0,2,0,0,0,0,0,0,0.2
DeAndre Carter (FA),2021,2,0,0,0,0.0,0,0,0,1,2,0,0,0.2
Isaiah McKenzie (IND),2021,2,1,2,1,1.0,1,0,0,0,0,0,0,0.1
Ihmir Smith-Marsette (KC),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Demetric Felton Jr. (CLE),2021,2,2,2,51,25.5,33,2,1,0,0,0,0,0.0
Amari Rodgers (HOU),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tutu Atwell (LAR),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Anthony Schwartz (CLE),2021,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Andy Isabella (BAL),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ray-Ray McCloud III (SF),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marquez Valdes-Scantling (KC),2021,2,0,4,0,0.0,0,0,0,0,0,0,0,0.0
Devin Duvernay (BAL),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Gunner Olszewski (PIT),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
KJ Hill Jr. (FA),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Scotty Miller (FA),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Stanley Morgan Jr. (CIN),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Nsimba Webster (CHI),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyron Johnson (SF),2021,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Mike Strachan (IND),2021,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Racey McMath (TEN),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mohamed Sanu Sr. (FA),2021,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Slater (NE),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mack Hollins (ATL),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Josh Reynolds (DET),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dede Westbrook (FA),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jaydon Mickens (NYG),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Greg Ward (PHI),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Equanimeous St. Brown (CHI),2021,2,1,1,0,0.0,0,0,0,0,0,0,0,0.0
James Washington (FA),2021,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Diontae Spencer (NYJ),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ty Montgomery (NE),2021,2,1,1,3,3.0,3,0,0,0,0,0,0,0.0
Alex Erickson (WAS),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Laquon Treadwell (SEA),2021,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jake Kumerow (FA),2021,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Laviska Shenault Jr. (CAR),2021,2,2,7,-3,-1.5,5,0,0,1,0,0,0,-0.3
Donovan Peoples-Jones (CLE),2021,2,1,1,14,14.0,14,0,0,0,0,0,1,-0.6
Jakeem Grant Sr. (CLE),2021,2,1,1,0,0.0,0,0,0,0,0,0,1,-2.0
Mike Williams (LAC),2021,3,7,9,122,17.4,43,5,2,0,0,0,0,26.2
Cooper Kupp (LAR),2021,3,9,12,96,10.7,22,2,2,0,0,0,0,21.6
Emmanuel Sanders (FA),2021,3,5,6,94,18.8,41,4,2,0,0,0,0,21.4
Davante Adams (LV),2021,3,12,18,132,11.0,25,1,1,0,0,0,0,19.2
Ja'Marr Chase (CIN),2021,3,4,5,65,16.3,34,2,2,0,0,0,0,18.5
