,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
Hunter Renfrow (LV),2019,2,4,8,30,7.5,11,0,0,0,0,0,0,3.0
Cody Latimer (FA),2019,2,3,5,30,10.0,14,0,0,0,0,0,0,3.0
Dontrelle Inman (FA),2019,2,1,2,28,28.0,28,1,0,0,0,0,0,2.8
Cody Core (FA),2019,2,3,5,28,9.3,11,0,0,0,0,0,0,2.8
A.J. Brown (PHI),2019,2,3,5,25,8.3,11,0,0,0,0,0,0,2.5
Taylor Gabriel (FA),2019,2,1,2,11,11.0,11,0,0,1,14,0,0,2.5
Tajae Sharpe (FA),2019,2,2,2,24,12.0,15,0,0,0,0,0,0,2.4
Chester Rogers (FA),2019,2,3,4,24,8.0,15,0,0,0,0,0,0,2.4
James Washington (FA),2019,2,2,3,23,11.5,12,0,0,0,0,0,0,2.3
Marquez Valdes-Scantling (KC),2019,2,3,5,19,6.3,14,0,0,0,0,0,0,1.9
Russell Shepard (FA),2019,2,2,3,19,9.5,12,0,0,0,0,0,0,1.9
Steven Sims Jr. (HOU),2019,2,1,1,3,3.0,3,0,0,3,16,0,0,1.9
Josh Gordon (FA),2019,2,2,5,19,9.5,14,0,0,0,0,0,0,1.9
Jakeem Grant Sr. (CLE),2019,2,3,7,22,7.3,16,0,0,1,-4,0,0,1.8
Diontae Johnson (PIT),2019,2,1,4,17,17.0,17,0,0,0,0,0,0,1.7
Mohamed Sanu Sr. (FA),2019,2,4,7,16,4.0,7,0,0,0,0,0,0,1.6
Jarius Wright (FA),2019,2,2,6,15,7.5,9,0,0,0,0,0,0,1.5
DaeSean Hamilton (FA),2019,2,2,6,15,7.5,9,0,0,0,0,0,0,1.5
Alex Erickson (WAS),2019,2,1,3,14,14.0,14,0,0,0,0,0,0,1.4
Zay Jones (JAC),2019,2,1,3,14,14.0,14,0,0,0,0,0,0,1.4
Michael Crabtree (FA),2019,2,2,3,13,6.5,9,0,0,0,0,0,0,1.3
Allen Hurns (FA),2019,2,1,2,13,13.0,13,0,0,0,0,0,0,1.3
Jake Kumerow (FA),2019,2,1,1,12,12.0,12,0,0,0,0,0,0,1.2
Chris Hogan (FA),2019,2,1,1,12,12.0,12,0,0,0,0,0,0,1.2
Darius Jennings (FA),2019,2,1,1,11,11.0,11,0,0,0,0,0,0,1.1
Miles Boykin (FA),2019,2,1,3,11,11.0,11,0,0,0,0,0,0,1.1
Keke Coutee (FA),2019,2,2,4,7,3.5,6,0,0,0,0,0,0,0.7
Richie James Jr. (FA),2019,2,1,4,7,7.0,7,0,0,0,0,0,0,0.7
Auden Tate (ARI),2019,2,1,2,6,6.0,6,0,0,0,0,0,0,0.6
De'Anthony Thomas (FA),2019,2,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Dante Pettis (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.6
Damion Willis (FA),2019,2,1,3,6,6.0,6,0,0,0,0,0,0,0.6
Josh Bellamy (FA),2019,2,1,2,5,5.0,5,0,0,0,0,0,0,0.5
Willie Snead IV (FA),2019,2,1,1,5,5.0,5,0,0,0,0,0,0,0.5
J.J. Arcega-Whiteside (FA),2019,2,1,4,4,4.0,4,0,0,0,0,0,0,0.4
Kendrick Bourne (NE),2019,2,1,2,4,4.0,4,0,0,0,0,0,0,0.4
Dede Westbrook (FA),2019,2,1,5,3,3.0,3,0,0,0,0,0,0,0.3
Anthony Miller (PIT),2019,2,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Byron Pringle (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Keelan Doss (LAC),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
John Ursua (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bisi Johnson (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
KhaDarel Hodge (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kelvin Harmon (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trent Sherfield (BUF),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Gunner Olszewski (PIT),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Travis Benjamin (FA),2019,2,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Alshon Jeffery (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jaron Brown (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Donte Moncrief (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Dwayne Harris (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Slater (NE),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
DeSean Jackson (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Danny Amendola (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Ted Ginn Jr. (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taywan Taylor (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Ryan Switzer (FA),2019,2,1,4,0,0.0,0,0,0,0,0,0,0,0.0
Robert Davis (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Josh Reynolds (DET),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jamal Agnew (JAC),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mike Thomas (BAL),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trevor Davis (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
River Cracraft (MIA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cedrick Wilson Jr. (MIA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Deon Cain (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Chris Lacy (LV),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Russell Gage (TB),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Justin Watson (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ray-Ray McCloud III (SF),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Robert Foster (FA),2019,2,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Javon Wims (ARI),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Allen Lazard (NYJ),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Braxton Berrios (MIA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andre Patton (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardee (NYJ),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Keelan Cole Sr. (LV),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
JoJo Natson (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bobo Wilson (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zach Pascal (ARI),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Johnny Holton (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Seth Roberts (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Diontae Spencer (NYJ),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ty Montgomery (NE),2019,2,3,3,15,5.0,9,0,0,3,25,0,0,0.0
Breshad Perriman (FA),2019,2,0,4,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardy (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
DeVante Parker (NE),2019,2,0,7,0,0.0,0,0,0,0,0,0,0,0.0
Adam Humphries (FA),2019,2,2,2,-1,-0.5,0,0,0,1,1,0,0,0.0
Chris Moore (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Geremy Davis (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
DeAndre Carter (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Demaryius Thomas (FA),2019,2,1,2,-1,-1.0,0,0,0,0,0,0,0,-0.1
Ryan Grant (FA),2019,2,1,5,-2,-2.0,0,0,0,0,0,0,0,-0.2
Deonte Harty (BUF),2019,2,1,1,-7,-7.0,0,0,0,0,0,0,0,-0.7
Mike Evans (TB),2019,3,8,15,190,23.8,55,9,3,0,0,0,0,37.0
Keenan Allen (LAC),2019,3,13,17,183,14.1,34,5,2,1,3,0,0,30.6
Taylor Gabriel (FA),2019,3,6,7,75,12.5,36,2,3,1,7,0,0,26.2
Cooper Kupp (LAR),2019,3,11,12,101,9.2,22,2,2,0,0,0,0,22.1
Tyler Lockett (SEA),2019,3,11,14,154,14.0,40,6,1,0,0,0,0,21.4
Amari Cooper (CLE),2019,3,6,7,88,14.7,37,2,2,0,0,0,0,20.8
Sterling Shepard (NYG),2019,3,7,9,100,14.3,36,3,1,2,21,0,0,20.1
Julio Jones (FA),2019,3,8,9,128,16.0,34,3,1,0,0,0,0,18.8
Adam Thielen (CAR),2019,3,3,5,55,18.3,35,2,1,1,1,1,0,17.6
Mecole Hardman (NYJ),2019,3,2,5,97,48.5,83,4,1,1,7,0,0,16.4
Marvin Jones Jr. (FA),2019,3,6,9,101,16.8,27,2,1,0,0,0,0,16.1
Marquez Valdes-Scantling (KC),2019,3,6,10,91,15.2,40,4,1,0,0,0,0,15.1
Nelson Agholor (BAL),2019,3,8,12,50,6.3,20,1,2,0,0,0,1,15.0
Paul Richardson Jr. (FA),2019,3,8,9,83,10.4,22,1,1,0,0,0,0,14.3
JuJu Smith-Schuster (NE),2019,3,3,7,81,27.0,76,4,1,0,0,0,0,14.1
DJ Chark Jr. (CAR),2019,3,4,5,76,19.0,37,3,1,0,0,0,0,13.6
Terry McLaurin (WAS),2019,3,6,8,70,11.7,17,0,1,0,0,0,0,13.0
T.Y. Hilton (FA),2019,3,8,10,65,8.1,26,1,1,0,0,0,0,12.5
Phillip Dorsett II (LV),2019,3,6,7,53,8.8,25,1,1,2,12,0,0,12.5
DJ Moore (CHI),2019,3,1,2,52,52.0,52,4,1,1,12,0,0,12.4
Julian Edelman (FA),2019,3,7,10,62,8.9,15,0,1,0,0,0,0,12.2
Brandin Cooks (DAL),2019,3,8,12,112,14.0,23,1,0,1,8,0,0,12.0
Diontae Johnson (PIT),2019,3,3,6,52,17.3,39,2,1,1,6,0,0,11.8
Michael Thomas (NO),2019,3,5,7,54,10.8,18,0,1,0,0,0,0,11.4
Curtis Samuel (WAS),2019,3,5,7,53,10.6,15,0,1,0,0,0,0,11.3
Zach Pascal (ARI),2019,3,2,3,53,26.5,35,2,1,0,0,0,0,11.3
Demarcus Robinson (FA),2019,3,3,4,43,14.3,18,0,1,0,0,0,0,10.3
Larry Fitzgerald (FA),2019,3,5,7,36,7.2,23,1,1,0,0,0,0,9.6
J.J. Nelson (FA),2019,3,4,5,36,9.0,29,1,1,0,0,0,0,9.6
Adam Humphries (FA),2019,3,6,9,93,15.5,30,3,0,0,0,0,0,9.3
Kenny Stills (FA),2019,3,4,6,89,22.3,38,4,0,0,0,0,0,8.9
Tyrell Williams (FA),2019,3,3,3,29,9.7,15,0,1,0,0,0,0,8.9
Courtland Sutton (DEN),2019,3,5,7,87,17.4,52,4,0,0,0,0,0,8.7
Josh Gordon (FA),2019,3,6,11,83,13.8,28,2,0,1,1,0,0,8.4
Darius Slayton (NYG),2019,3,3,5,82,27.3,46,4,0,0,0,0,0,8.2
Dante Pettis (FA),2019,3,4,5,20,5.0,12,0,1,0,0,0,0,8.0
Mohamed Sanu Sr. (FA),2019,3,6,6,75,12.5,16,0,0,1,2,0,0,7.7
Tajae Sharpe (FA),2019,3,2,3,70,35.0,47,4,0,0,0,0,0,7.0
Cole Beasley (BUF),2019,3,8,10,48,6.0,10,0,0,0,0,0,0,6.8
Preston Williams (CAR),2019,3,4,12,68,17.0,25,2,0,0,0,0,0,6.8
Tyler Boyd (CIN),2019,3,6,11,68,11.3,26,1,0,0,0,0,0,6.8
Auden Tate (ARI),2019,3,6,10,88,14.7,32,3,0,0,0,0,1,6.8
DK Metcalf (SEA),2019,3,2,6,67,33.5,54,4,0,0,0,0,0,6.7
DeAndre Hopkins (ARI),2019,3,6,7,67,11.2,34,2,0,0,0,0,0,6.7
Sammy Watkins (FA),2019,3,5,8,64,12.8,36,2,0,0,0,0,0,6.4
Mack Hollins (ATL),2019,3,4,7,62,15.5,20,1,0,0,0,0,0,6.2
Jarvis Landry (FA),2019,3,3,9,62,20.7,27,2,0,0,0,0,0,6.2
Allen Robinson II (LAR),2019,3,6,7,60,10.0,14,0,0,0,0,0,0,6.0
Jamal Agnew (JAC),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,6.0
Christian Kirk (JAC),2019,3,10,12,59,5.9,13,0,0,0,0,0,0,5.9
Robert Woods (HOU),2019,3,3,8,40,13.3,18,0,0,2,18,0,0,5.8
DeVante Parker (NE),2019,3,3,6,56,18.7,40,3,0,0,0,0,0,5.6
Odell Beckham Jr. (FA),2019,3,6,9,56,9.3,19,0,0,0,0,0,0,5.6
Davante Adams (LV),2019,3,4,4,56,14.0,22,1,0,0,0,0,0,5.6
John Brown (FA),2019,3,4,5,51,12.8,27,1,0,1,4,0,0,5.5
William Fuller V (FA),2019,3,5,7,51,10.2,30,2,0,0,0,0,0,5.1
Dede Westbrook (FA),2019,3,5,9,46,9.2,28,1,0,1,4,0,0,5.0
Marquise Brown (ARI),2019,3,2,9,49,24.5,31,2,0,0,0,0,0,4.9
Willie Snead IV (FA),2019,3,3,5,47,15.7,23,1,0,0,0,0,0,4.7
Mike Williams (LAC),2019,3,3,7,45,15.0,20,1,0,0,0,0,0,4.5
Deebo Samuel (SF),2019,3,3,4,44,14.7,20,1,0,0,0,0,0,4.4
Corey Davis (NYJ),2019,3,3,4,44,14.7,19,0,0,0,0,0,0,4.4
Marquise Goodwin (CLE),2019,3,2,2,41,20.5,25,1,0,0,0,0,0,4.1
Deonte Harty (BUF),2019,3,0,0,0,0.0,0,0,0,0,0,0,1,4.0
Chris Godwin (TB),2019,3,3,5,40,13.3,20,1,0,0,0,0,0,4.0
Devin Smith (FA),2019,3,2,5,39,19.5,33,2,0,0,0,0,0,3.9
Jakobi Meyers (LV),2019,3,2,3,38,19.0,20,1,0,0,0,0,0,3.8
Jarius Wright (FA),2019,3,2,2,38,19.0,33,2,0,0,0,0,0,3.8
Seth Roberts (FA),2019,3,2,2,37,18.5,25,1,0,0,0,0,0,3.7
Danny Amendola (FA),2019,3,4,5,37,9.3,22,1,0,0,0,0,0,3.7
Zay Jones (JAC),2019,3,2,3,33,16.5,23,1,0,0,0,0,0,3.3
Jakeem Grant Sr. (CLE),2019,3,4,7,27,6.8,10,0,0,1,4,0,0,3.1
Jaron Brown (FA),2019,3,3,6,30,10.0,16,0,0,0,0,0,0,3.0
Chris Conley (TEN),2019,3,2,3,30,15.0,15,0,0,0,0,0,0,3.0
Trey Quinn (FA),2019,3,5,7,30,6.0,7,0,0,0,0,0,0,3.0
Braxton Berrios (MIA),2019,3,2,6,29,14.5,23,1,0,0,0,0,0,2.9
David Moore (FA),2019,3,1,2,29,29.0,29,1,0,0,0,0,0,2.9
Hunter Renfrow (LV),2019,3,3,4,28,9.3,12,0,0,0,0,0,0,2.8
Damion Ratley (FA),2019,3,3,5,26,8.7,16,0,0,0,0,0,0,2.6
Jamison Crowder (NYG),2019,3,2,5,25,12.5,15,0,0,0,0,0,0,2.5
Parris Campbell (NYG),2019,3,3,3,24,8.0,11,0,0,0,0,0,0,2.4
Steven Sims Jr. (HOU),2019,3,2,2,24,12.0,13,0,0,0,0,0,0,2.4
Randall Cobb (FA),2019,3,2,4,23,11.5,20,1,0,0,0,0,0,2.3
Dontrelle Inman (FA),2019,3,1,3,23,23.0,23,1,0,0,0,0,0,2.3
Kendrick Bourne (NE),2019,3,1,2,22,22.0,22,1,0,0,0,0,0,2.2
Breshad Perriman (FA),2019,3,1,2,6,6.0,6,0,0,1,13,0,0,1.9
Malik Turner (IND),2019,3,2,3,19,9.5,11,0,0,0,0,0,0,1.9
Isaiah McKenzie (IND),2019,3,1,1,9,9.0,9,0,0,3,10,0,0,1.9
Kenny Golladay (FA),2019,3,2,8,17,8.5,10,0,0,0,0,0,0,1.7
Anthony Miller (PIT),2019,3,1,3,15,15.0,15,0,0,0,0,0,0,1.5
Ted Ginn Jr. (FA),2019,3,2,5,15,7.5,10,0,0,0,0,0,0,1.5
Stefon Diggs (BUF),2019,3,3,3,15,5.0,5,0,0,0,0,0,0,1.5
James Washington (FA),2019,3,2,5,14,7.0,8,0,0,0,0,0,0,1.4
Alex Erickson (WAS),2019,3,1,1,13,13.0,13,0,0,0,0,0,0,1.3
KeeSean Johnson (BUF),2019,3,3,4,13,4.3,5,0,0,0,0,0,0,1.3
Chosen Anderson (FA),2019,3,3,5,11,3.7,7,0,0,0,0,0,0,1.1
Deon Cain (FA),2019,3,1,3,10,10.0,10,0,0,0,0,0,0,1.0
J.J. Arcega-Whiteside (FA),2019,3,1,3,10,10.0,10,0,0,0,0,0,0,1.0
Emmanuel Sanders (FA),2019,3,2,5,10,5.0,6,0,0,0,0,0,0,1.0
Johnny Holton (FA),2019,3,0,0,0,0.0,0,0,0,1,9,0,0,0.9
Michael Crabtree (FA),2019,3,2,2,9,4.5,6,0,0,0,0,0,0,0.9
Damiere Byrd (FA),2019,3,2,4,9,4.5,11,0,0,0,0,0,0,0.9
Javon Wims (ARI),2019,3,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Byron Pringle (FA),2019,3,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Russell Shepard (FA),2019,3,1,5,6,6.0,6,0,0,0,0,0,0,0.6
Chris Hogan (FA),2019,3,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Calvin Ridley (JAC),2019,3,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Justin Hardy (FA),2019,3,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Allen Hurns (FA),2019,3,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Travis Benjamin (FA),2019,3,2,5,5,2.5,12,0,0,0,0,0,0,0.5
Bennie Fowler III (FA),2019,3,1,3,5,5.0,5,0,0,0,0,0,0,0.5
A.J. Brown (PHI),2019,3,1,5,4,4.0,4,0,0,0,0,0,0,0.4
Richie James Jr. (FA),2019,3,2,2,22,11.0,16,0,0,0,0,0,1,0.2
John Ross (FA),2019,3,2,6,22,11.0,15,0,0,0,0,0,1,0.2
Kelvin Harmon (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
KhaDarel Hodge (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Lil'Jordan Humphrey (DEN),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Keelan Doss (LAC),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andy Isabella (BAL),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trent Sherfield (BUF),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Chad Beebe (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Miles Boykin (FA),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Scotty Miller (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bisi Johnson (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Juwann Winfree (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Damion Willis (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darrius Shepherd (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Josh Bellamy (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
T.J. Jones (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marqise Lee (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
De'Anthony Thomas (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Slater (NE),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andre Roberts (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taywan Taylor (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ryan Switzer (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Austin Carr (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Robert Davis (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Josh Reynolds (DET),2019,3,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Mike Thomas (BAL),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marvin Hall (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chester Rogers (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cedrick Wilson Jr. (MIA),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Russell Gage (TB),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Justin Watson (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ray-Ray McCloud III (SF),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Keke Coutee (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
DaeSean Hamilton (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Robert Foster (FA),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Allen Lazard (NYJ),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Greg Ward (PHI),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardee (NYJ),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Keelan Cole Sr. (LV),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
JoJo Natson (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bobo Wilson (FA),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Diontae Spencer (NYJ),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ty Montgomery (NE),2019,3,0,1,0,0.0,0,0,0,2,1,0,0,0.0
Cody Core (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Moore (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darius Jennings (FA),2019,3,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Geremy Davis (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
DeAndre Carter (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Geronimo Allison (FA),2019,3,1,3,-1,-1.0,0,0,0,0,0,0,0,-0.1
Gunner Olszewski (PIT),2019,3,0,0,0,0.0,0,0,0,0,0,0,1,-2.0
Chris Godwin (TB),2019,4,12,14,172,14.3,30,2,2,0,0,0,0,29.2
A.J. Brown (PHI),2019,4,3,3,94,31.3,55,5,2,0,0,0,0,21.4
Kenny Golladay (FA),2019,4,5,9,67,13.4,33,2,2,0,0,0,0,18.7
Courtland Sutton (DEN),2019,4,6,9,62,10.3,27,1,2,0,0,0,0,18.2
Davante Adams (LV),2019,4,10,15,180,18.0,58,7,0,0,0,0,0,18.0
Cooper Kupp (LAR),2019,4,9,15,121,13.4,29,3,1,1,-2,0,0,17.9
Jarvis Landry (FA),2019,4,8,10,167,20.9,65,5,0,0,0,0,0,16.7
Robert Woods (HOU),2019,4,13,15,164,12.6,37,2,0,0,0,0,0,16.4
Corey Davis (NYJ),2019,4,5,6,91,18.2,23,2,1,0,0,0,0,15.1
Mike Evans (TB),2019,4,4,7,89,22.3,67,4,1,0,0,0,0,14.9
Trevor Davis (FA),2019,4,0,0,0,0.0,0,0,0,2,74,1,0,13.4
DeVante Parker (NE),2019,4,4,4,70,17.5,34,2,1,0,0,0,0,13.0
Willie Snead IV (FA),2019,4,2,2,61,30.5,50,4,1,0,0,0,0,12.1
Geronimo Allison (FA),2019,4,3,4,52,17.3,31,2,1,1,7,0,0,11.9
Diontae Johnson (PIT),2019,4,6,6,77,12.8,43,3,1,0,0,0,1,11.7
Chester Rogers (FA),2019,4,3,6,48,16.0,27,1,1,0,0,0,0,10.8
Emmanuel Sanders (FA),2019,4,5,9,104,20.8,39,3,0,0,0,0,0,10.4
Sterling Shepard (NYG),2019,4,7,9,76,10.9,23,1,0,1,23,0,0,9.9
Alshon Jeffery (FA),2019,4,3,9,38,12.7,16,0,1,0,0,0,0,9.8
Tyrell Williams (FA),2019,4,3,7,36,12.0,19,0,1,0,0,0,0,9.6
Michael Thomas (NO),2019,4,9,9,95,10.6,20,1,0,0,0,0,0,9.5
Miles Boykin (FA),2019,4,3,3,32,10.7,18,0,1,0,0,0,0,9.2
Mohamed Sanu Sr. (FA),2019,4,9,12,91,10.1,28,1,0,0,0,0,0,9.1
Stefon Diggs (BUF),2019,4,7,7,108,15.4,39,3,0,0,0,0,1,8.8
Allen Robinson II (LAR),2019,4,7,7,77,11.0,25,1,0,0,0,0,0,7.7
Marvin Jones Jr. (FA),2019,4,3,5,77,25.7,33,3,0,0,0,0,0,7.7
Dontrelle Inman (FA),2019,4,5,7,76,15.2,25,1,0,0,0,0,0,7.6
Cole Beasley (BUF),2019,4,7,13,75,10.7,20,1,0,0,0,0,0,7.5
Zach Pascal (ARI),2019,4,4,7,72,18.0,28,2,0,0,0,0,0,7.2
Brandin Cooks (DAL),2019,4,6,9,71,11.8,23,1,0,0,0,0,0,7.1
John Brown (FA),2019,4,5,11,69,13.8,28,1,0,0,0,0,0,6.9
Dede Westbrook (FA),2019,4,5,6,66,13.2,32,2,0,0,0,0,0,6.6
Jarius Wright (FA),2019,4,5,6,59,11.8,27,1,0,0,0,0,0,5.9
DaeSean Hamilton (FA),2019,4,3,5,57,19.0,28,2,0,0,0,0,0,5.7
Javon Wims (ARI),2019,4,4,5,56,14.0,37,2,0,0,0,0,0,5.6
Julio Jones (FA),2019,4,4,7,52,13.0,20,1,0,1,1,0,0,5.3
Tyler Lockett (SEA),2019,4,4,4,51,12.8,28,1,0,0,0,0,0,5.1
Auden Tate (ARI),2019,4,4,6,50,12.5,23,1,0,0,0,0,0,5.0
Jaron Brown (FA),2019,4,3,3,50,16.7,32,2,0,0,0,0,0,5.0
Amari Cooper (CLE),2019,4,5,8,48,9.6,14,0,0,0,0,0,0,4.8
Keenan Allen (LAC),2019,4,5,5,48,9.6,20,1,0,0,0,0,0,4.8
Marvin Hall (FA),2019,4,2,3,47,23.5,34,2,0,0,0,0,0,4.7
Marquez Valdes-Scantling (KC),2019,4,3,7,47,15.7,26,1,0,0,0,0,0,4.7
Larry Fitzgerald (FA),2019,4,5,5,47,9.4,15,0,0,0,0,0,0,4.7
Josh Gordon (FA),2019,4,3,7,46,15.3,31,2,0,0,0,0,0,4.6
Preston Williams (CAR),2019,4,4,7,46,11.5,25,1,0,0,0,0,0,4.6
DJ Moore (CHI),2019,4,3,5,44,14.7,16,0,0,0,0,0,0,4.4
DJ Chark Jr. (CAR),2019,4,4,8,44,11.0,24,1,0,0,0,0,0,4.4
Christian Kirk (JAC),2019,4,4,5,37,9.3,18,0,0,1,6,0,0,4.3
Randall Cobb (FA),2019,4,3,6,41,13.7,32,2,0,0,0,0,0,4.1
John Ross (FA),2019,4,3,6,36,12.0,14,0,0,0,0,0,0,3.6
Seth Roberts (FA),2019,4,4,5,36,9.0,15,0,0,0,0,0,0,3.6
