,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
Jarvis Landry (FA),2019,1,4,7,67,16.8,34,3,0,1,10,0,0,7.7
DeVante Parker (NE),2019,1,3,7,75,25.0,49,3,0,0,0,0,0,7.5
Cody Latimer (FA),2019,1,3,7,74,24.7,43,4,0,0,0,0,0,7.4
Odell Beckham Jr. (FA),2019,1,7,11,71,10.1,24,1,0,0,0,0,0,7.1
William Fuller V (FA),2019,1,2,3,69,34.5,54,4,0,0,0,0,0,6.9
Miles Boykin (FA),2019,1,1,1,5,5.0,5,0,1,0,0,0,0,6.5
Christian Kirk (JAC),2019,1,4,12,32,8.0,10,0,0,1,12,0,0,6.4
Tyler Boyd (CIN),2019,1,8,12,60,7.5,14,0,0,1,3,0,0,6.3
Marvin Jones Jr. (FA),2019,1,4,4,56,14.0,23,2,0,1,4,0,0,6.0
Mohamed Sanu Sr. (FA),2019,1,5,6,57,11.4,23,1,0,0,0,0,0,5.7
DJ Moore (CHI),2019,1,7,10,76,10.9,15,0,0,0,0,0,1,5.6
Marquez Valdes-Scantling (KC),2019,1,4,6,52,13.0,47,3,0,1,0,0,0,5.2
James Washington (FA),2019,1,2,6,51,25.5,45,3,0,0,0,0,0,5.1
Cooper Kupp (LAR),2019,1,7,10,46,6.6,10,0,0,0,0,0,0,4.6
Rashard Higgins (FA),2019,1,2,3,46,23.0,35,2,0,0,0,0,0,4.6
KeeSean Johnson (BUF),2019,1,5,10,46,9.2,15,0,0,0,0,0,0,4.6
Sterling Shepard (NYG),2019,1,6,7,42,7.0,11,0,0,0,0,0,0,4.2
Damiere Byrd (FA),2019,1,4,7,42,10.5,19,0,0,0,0,0,0,4.2
Justin Hardy (FA),2019,1,4,5,41,10.3,23,1,0,0,0,0,0,4.1
Cole Beasley (BUF),2019,1,5,9,40,8.0,10,0,0,0,0,0,0,4.0
Bennie Fowler III (FA),2019,1,5,5,40,8.0,17,0,0,0,0,0,0,4.0
Brandin Cooks (DAL),2019,1,2,6,39,19.5,24,1,0,0,0,0,0,3.9
Stefon Diggs (BUF),2019,1,2,2,37,18.5,31,2,0,0,0,0,0,3.7
Paul Richardson Jr. (FA),2019,1,4,7,36,9.0,17,0,0,0,0,0,0,3.6
Davante Adams (LV),2019,1,4,8,36,9.0,11,0,0,0,0,0,0,3.6
Deon Cain (FA),2019,1,2,2,35,17.5,25,1,0,0,0,0,0,3.5
Devin Funchess (FA),2019,1,3,5,32,10.7,16,0,0,0,0,0,0,3.2
Curtis Samuel (WAS),2019,1,3,4,32,10.7,16,0,0,0,0,0,0,3.2
Kelvin Harmon (FA),2019,1,2,2,31,15.5,21,1,0,0,0,0,0,3.1
Damion Willis (FA),2019,1,3,5,30,10.0,17,0,0,0,0,0,0,3.0
Ryan Switzer (FA),2019,1,6,6,29,4.8,8,0,0,0,0,0,0,2.9
Mike Williams (LAC),2019,1,2,3,29,14.5,17,0,0,0,0,0,0,2.9
Mike Evans (TB),2019,1,2,5,28,14.0,16,0,0,0,0,0,0,2.8
Trevor Davis (FA),2019,1,1,1,28,28.0,28,1,0,0,0,0,0,2.8
Diontae Johnson (PIT),2019,1,3,5,25,8.3,9,0,0,0,0,0,0,2.5
Taylor Gabriel (FA),2019,1,2,5,24,12.0,15,0,0,0,0,0,0,2.4
Chosen Anderson (FA),2019,1,3,7,23,7.7,9,0,0,0,0,0,0,2.3
Jakobi Meyers (LV),2019,1,1,1,22,22.0,22,1,0,0,0,0,0,2.2
Allen Hurns (FA),2019,1,1,2,22,22.0,22,1,0,0,0,0,0,2.2
Tyreek Hill (MIA),2019,1,2,2,16,8.0,8,0,0,1,5,0,0,2.1
Zay Jones (JAC),2019,1,2,4,18,9.0,20,1,0,0,0,0,0,1.8
Damion Ratley (FA),2019,1,2,2,17,8.5,10,0,0,0,0,0,0,1.7
Deebo Samuel (SF),2019,1,3,3,17,5.7,14,0,0,0,0,0,1,1.7
Ryan Grant (FA),2019,1,3,4,16,5.3,9,0,0,0,0,0,0,1.6
Josh Bellamy (FA),2019,1,1,1,15,15.0,15,0,0,0,0,0,0,1.5
Jarius Wright (FA),2019,1,1,1,14,14.0,14,0,0,0,0,0,0,1.4
Albert Wilson (FA),2019,1,2,4,13,6.5,12,0,0,1,1,0,0,1.4
Hunter Renfrow (LV),2019,1,2,3,13,6.5,10,0,0,0,0,0,0,1.3
Travis Benjamin (FA),2019,1,2,3,12,6.0,10,0,0,0,0,0,0,1.2
Russell Gage (TB),2019,1,1,2,13,13.0,13,0,0,1,-1,0,0,1.2
Nelson Agholor (BAL),2019,1,2,5,11,5.5,7,0,0,0,0,0,0,1.1
Breshad Perriman (FA),2019,1,2,5,10,5.0,5,0,0,0,0,0,0,1.0
Seth Roberts (FA),2019,1,1,1,10,10.0,10,0,0,0,0,0,0,1.0
Chad Beebe (FA),2019,1,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Kendrick Bourne (NE),2019,1,1,3,9,9.0,9,0,0,0,0,0,0,0.9
Parris Campbell (NYG),2019,1,1,1,1,1.0,1,0,0,1,7,0,0,0.8
Alex Erickson (WAS),2019,1,4,4,28,7.0,13,0,0,0,0,0,1,0.8
Tavon Austin (FA),2019,1,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Dante Pettis (FA),2019,1,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Dwayne Harris (FA),2019,1,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Donte Moncrief (FA),2019,1,3,10,7,2.3,3,0,0,0,0,0,0,0.7
Marquise Goodwin (CLE),2019,1,1,3,7,7.0,7,0,0,0,0,0,0,0.7
DaeSean Hamilton (FA),2019,1,2,4,5,2.5,7,0,0,0,0,0,0,0.5
Adam Humphries (FA),2019,1,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Dontrelle Inman (FA),2019,1,1,1,5,5.0,5,0,0,0,0,0,0,0.5
J.J. Arcega-Whiteside (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Malik Turner (IND),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
KhaDarel Hodge (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mecole Hardman (NYJ),2019,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Andy Isabella (BAL),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Steven Mitchell Jr. (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trent Sherfield (BUF),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Keith Kirkwood (NO),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Byron Pringle (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Jones (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Vyncint Smith (IND),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cam Phillips (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Janarion Grant (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cam Sims (LV),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Saeed Blacknall (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bisi Johnson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Gunner Olszewski (PIT),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Deonte Harty (BUF),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Steven Sims Jr. (HOU),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darvin Kidsy (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Deonte Thompson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Rod Streater (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andre Holmes (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Hogan (FA),2019,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Markus Wheaton (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Russell Shepard (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Doug Baldwin (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jeremy Ross (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Brian Quick (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kamar Aiken (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jaron Brown (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Terrance Williams (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hunter (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Martavis Bryant (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kelvin Benjamin (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marqise Lee (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jeremy Kerley (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jordy Nelson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Jones (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Slater (NE),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Brandon Tate (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Brandon Marshall (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darrius Heyward-Bey (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Michael Crabtree (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Torrey Smith (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
A.J. Green (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Pierre Garcon (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mike Wallace (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Brandon LaFell (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Isaiah Ford (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Corey Davis (NYJ),2019,1,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Josh Reynolds (DET),2019,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Gehrig Dieter (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Isaiah McKenzie (IND),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tim Patrick (DEN),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Josh Malone (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Austin Carr (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Keon Hatcher (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jehu Chesson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mack Hollins (ATL),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Noah Brown (HOU),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mike Thomas (BAL),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Geronimo Allison (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andy Jones (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Max McCaffrey (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mose Frazier (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chester Rogers (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Deontay Burnett (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marcell Ateman (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Anthony Miller (PIT),2019,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
River Cracraft (MIA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Lance Lenoir Jr. (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Derrick Willies (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Lacy (LV),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Justin Watson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ray-Ray McCloud III (SF),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Daurice Fountain (CHI),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Keke Coutee (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Antonio Callaway (DAL),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Robert Foster (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Javon Wims (ARI),2019,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Equanimeous St. Brown (CHI),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Auden Tate (ARI),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Allen Lazard (NYJ),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J'Mon Moore (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Braxton Berrios (MIA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
JoJo Natson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marcus Kemp (WAS),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Riley McCarron (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardee (NYJ),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Keelan Cole Sr. (LV),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
David Moore (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Victor Bolden Jr. (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bobo Wilson (FA),2019,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Zach Pascal (ARI),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marcus Johnson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Diontae Spencer (NYJ),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jake Kumerow (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ty Montgomery (NE),2019,1,0,0,0,0.0,0,0,0,2,4,0,0,0.0
Devin Smith (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Rashad Greene (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Freddie Martino (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Pharoh Cooper (ARI),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Corey Coleman (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Laquon Treadwell (SEA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tajae Sharpe (FA),2019,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Alonzo Russell (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Johnny Holton (FA),2019,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Keenan Reynolds (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cody Core (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Charone Peake (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Demarcus Robinson (FA),2019,1,1,2,0,0.0,0,0,0,0,0,0,0,0.0
Chris Moore (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Leonte Carroo (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Eli Rogers (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Nelson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kaelin Clay (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Geremy Davis (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bradley Marquez (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darius Jennings (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tony Jones (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
DeAndre Carter (FA),2019,1,1,1,-1,-1.0,0,0,0,0,0,0,0,-0.1
Jamal Agnew (JAC),2019,1,0,0,0,0.0,0,0,0,0,0,0,1,-2.0
Jakeem Grant Sr. (CLE),2019,1,1,4,-3,-3.0,0,0,0,0,0,0,1,-2.3
Quincy Enunwa (FA),2019,1,1,3,-4,-4.0,8,0,0,0,0,0,1,-2.4
Demarcus Robinson (FA),2019,2,6,6,172,28.7,44,9,2,0,0,0,0,29.2
Julio Jones (FA),2019,2,5,10,106,21.2,54,5,2,0,0,0,0,22.6
Odell Beckham Jr. (FA),2019,2,6,10,161,26.8,89,7,1,0,0,0,0,22.1
Chris Godwin (TB),2019,2,8,9,121,15.1,24,4,1,0,0,0,0,18.1
Emmanuel Sanders (FA),2019,2,11,13,98,8.9,21,1,1,0,0,0,0,17.8
Kenny Golladay (FA),2019,2,8,10,117,14.6,31,3,1,0,0,0,0,17.7
John Ross (FA),2019,2,4,8,112,28.0,66,6,1,0,0,0,0,17.2
Nelson Agholor (BAL),2019,2,8,11,107,13.4,43,3,1,0,0,0,0,16.7
Calvin Ridley (JAC),2019,2,8,10,105,13.1,34,2,1,0,0,0,0,16.5
Deebo Samuel (SF),2019,2,5,7,86,17.2,39,4,1,2,7,0,0,15.3
Marquise Goodwin (CLE),2019,2,3,3,77,25.7,38,3,1,0,0,0,0,13.7
Brandin Cooks (DAL),2019,2,3,4,74,24.7,57,4,1,1,2,0,0,13.6
Devin Smith (FA),2019,2,3,3,74,24.7,51,4,1,0,0,0,0,13.4
Cooper Kupp (LAR),2019,2,5,9,120,24.0,66,5,0,1,6,0,0,12.6
Terry McLaurin (WAS),2019,2,5,9,62,12.4,27,2,1,0,0,0,0,12.2
Tyler Boyd (CIN),2019,2,10,10,122,12.2,47,3,0,0,0,0,0,12.2
Antonio Brown (FA),2019,2,4,8,56,14.0,20,1,1,1,5,0,0,12.1
Mecole Hardman (NYJ),2019,2,4,6,61,15.3,42,3,1,0,0,0,0,12.1
DK Metcalf (SEA),2019,2,3,7,61,20.3,28,1,1,0,0,0,0,12.1
DJ Chark Jr. (CAR),2019,2,7,9,55,7.9,14,0,1,0,0,0,0,11.5
Christian Kirk (JAC),2019,2,6,8,114,19.0,34,4,0,0,0,0,0,11.4
Davante Adams (LV),2019,2,7,9,106,15.1,39,3,0,0,0,0,0,10.6
Tyrell Williams (FA),2019,2,5,7,46,9.2,19,0,1,0,0,0,0,10.6
Amari Cooper (CLE),2019,2,4,5,44,11.0,18,0,1,0,0,0,0,10.4
Isaiah McKenzie (IND),2019,2,2,2,40,20.0,26,1,1,1,4,0,0,10.4
Larry Fitzgerald (FA),2019,2,5,11,104,20.8,54,7,0,0,0,0,0,10.4
T.Y. Hilton (FA),2019,2,4,6,43,10.8,19,0,1,0,0,0,0,10.3
Keenan Allen (LAC),2019,2,8,15,98,12.3,23,1,0,0,0,0,0,9.8
T.J. Jones (FA),2019,2,3,4,38,12.7,28,1,1,0,0,0,0,9.8
Curtis Samuel (WAS),2019,2,5,13,91,18.2,44,4,0,1,2,0,0,9.3
DJ Moore (CHI),2019,2,9,14,89,9.9,18,0,0,0,0,0,0,8.9
Stefon Diggs (BUF),2019,2,1,7,49,49.0,45,3,1,0,0,0,1,8.9
Michael Thomas (NO),2019,2,10,13,89,8.9,19,0,0,0,0,0,0,8.9
Marquise Brown (ARI),2019,2,8,13,86,10.8,41,3,0,0,0,0,0,8.6
JuJu Smith-Schuster (NE),2019,2,5,8,84,16.8,45,3,0,0,0,0,0,8.4
Mike Williams (LAC),2019,2,3,5,83,27.7,47,3,0,0,0,0,0,8.3
Cole Beasley (BUF),2019,2,4,4,83,20.8,51,4,0,0,0,0,0,8.3
Chosen Anderson (FA),2019,2,4,6,81,20.3,36,3,0,0,0,0,0,8.1
Tyler Lockett (SEA),2019,2,10,12,79,7.9,22,1,0,0,0,0,0,7.9
Paul Richardson Jr. (FA),2019,2,3,3,16,5.3,9,0,1,0,0,0,0,7.6
Adam Thielen (CAR),2019,2,5,8,75,15.0,30,3,0,0,0,0,0,7.5
Chris Conley (TEN),2019,2,4,5,73,18.3,31,2,0,0,0,0,0,7.3
Parris Campbell (NYG),2019,2,1,1,12,12.0,12,0,1,0,0,0,0,7.2
John Brown (FA),2019,2,7,8,72,10.3,17,0,0,0,0,0,0,7.2
Bennie Fowler III (FA),2019,2,5,10,51,10.2,14,0,0,1,20,0,0,7.1
Michael Gallup (DAL),2019,2,6,8,68,11.3,16,0,0,0,0,0,0,6.8
Geronimo Allison (FA),2019,2,4,4,25,6.3,12,0,1,0,0,0,1,6.5
Preston Williams (CAR),2019,2,4,6,63,15.8,17,0,0,0,0,0,0,6.3
Chad Beebe (FA),2019,2,1,1,61,61.0,61,4,0,0,0,0,0,6.1
Mike Evans (TB),2019,2,4,8,61,15.3,41,3,0,0,0,0,0,6.1
Malik Turner (IND),2019,2,3,3,54,18.0,30,2,0,0,0,0,0,5.4
Julian Edelman (FA),2019,2,4,4,51,12.8,18,0,0,1,1,0,0,5.2
KeeSean Johnson (BUF),2019,2,1,2,31,31.0,31,2,0,0,0,0,0,5.1
Mack Hollins (ATL),2019,2,5,8,50,10.0,17,0,0,0,0,0,0,5.0
Damion Ratley (FA),2019,2,2,3,50,25.0,29,2,0,0,0,0,0,5.0
Sammy Watkins (FA),2019,2,6,13,49,8.2,14,0,0,0,0,0,0,4.9
Tre'Quan Smith (NO),2019,2,3,3,49,16.3,28,1,0,0,0,0,0,4.9
Damiere Byrd (FA),2019,2,6,7,45,7.5,13,0,0,0,0,0,0,4.5
Marvin Jones Jr. (FA),2019,2,5,6,43,8.6,24,1,0,0,0,0,0,4.3
Robert Woods (HOU),2019,2,2,2,33,16.5,19,0,0,1,9,0,0,4.2
Allen Robinson II (LAR),2019,2,4,7,41,10.3,25,1,0,0,0,0,0,4.1
Courtland Sutton (DEN),2019,2,4,7,40,10.0,16,0,0,0,0,0,0,4.0
DeAndre Hopkins (ARI),2019,2,5,8,40,8.0,14,0,0,0,0,0,0,4.0
Jamison Crowder (NYG),2019,2,4,6,40,10.0,30,2,0,0,0,0,0,4.0
William Fuller V (FA),2019,2,4,7,40,10.0,28,1,0,0,0,0,0,4.0
Phillip Dorsett II (LV),2019,2,3,3,39,13.0,18,0,0,0,0,0,0,3.9
Kenny Stills (FA),2019,2,2,3,38,19.0,31,2,0,0,0,0,0,3.8
Corey Davis (NYJ),2019,2,3,5,38,12.7,25,1,0,0,0,0,0,3.8
Trey Quinn (FA),2019,2,4,7,36,9.0,12,0,0,0,0,0,0,3.6
Randall Cobb (FA),2019,2,5,6,24,4.8,9,0,0,2,11,0,0,3.5
Jarvis Landry (FA),2019,2,3,7,32,10.7,25,1,0,0,0,0,0,3.2
