,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
Player,Season,Week,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,FPTS
Zach Pascal (ARI),2022,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardee (NYJ),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Keelan Cole Sr. (LV),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Moore (FA),2022,4,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Phillip Dorsett II (LV),2022,4,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Damiere Byrd (FA),2022,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
DeAndre Carter (FA),2022,4,2,3,16,8.0,14,0,0,0,0,0,1,-0.4
Richie James Jr. (FA),2022,4,1,3,9,9.0,9,0,0,0,0,0,1,-1.1
Velus Jones Jr. (CHI),2022,4,0,0,0,0.0,0,0,0,0,0,0,1,-2.0
Deonte Harty (BUF),2022,4,0,0,0,0.0,0,0,0,0,0,0,1,-2.0
Gabe Davis (BUF),2022,5,3,6,171,57.0,98,8,2,0,0,0,0,29.1
Davante Adams (LV),2022,5,3,7,124,41.3,58,7,2,0,0,0,0,24.4
Dyami Brown (WAS),2022,5,2,4,105,52.5,75,6,2,0,0,0,0,22.5
Tyler Lockett (SEA),2022,5,5,6,104,20.8,40,5,2,0,0,0,0,22.4
Cooper Kupp (LAR),2022,5,7,10,125,17.9,75,4,1,1,4,0,0,18.9
Justin Jefferson (MIN),2022,5,12,13,154,12.8,31,2,0,0,0,0,0,18.3
Jakobi Meyers (LV),2022,5,7,8,111,15.9,24,2,1,0,0,0,0,17.1
Stefon Diggs (BUF),2022,5,8,11,102,12.8,41,3,1,0,0,0,0,16.2
Marquise Brown (ARI),2022,5,8,10,78,9.8,25,1,1,0,0,0,0,13.8
Amari Cooper (CLE),2022,5,7,12,76,10.9,20,1,1,0,0,0,0,13.6
Khalil Shakir (BUF),2022,5,3,5,75,25.0,31,4,1,0,0,0,0,13.5
Mike Williams (LAC),2022,5,10,13,134,13.4,38,3,0,0,0,0,0,13.4
DK Metcalf (SEA),2022,5,5,8,88,17.6,50,4,1,0,0,0,1,12.8
Chris Olave (NO),2022,5,4,6,54,13.5,18,0,1,0,0,0,0,11.4
Marvin Jones Jr. (FA),2022,5,7,11,104,14.9,37,3,0,0,0,0,0,10.4
Olamide Zaccheaus (FA),2022,5,2,4,39,19.5,20,1,1,0,0,0,0,9.9
Randall Cobb (FA),2022,5,7,13,99,14.1,35,3,0,0,0,0,0,9.9
Allen Lazard (NYJ),2022,5,4,8,35,8.8,17,0,1,0,0,0,0,9.5
Josh Reynolds (DET),2022,5,6,10,92,15.3,31,3,0,0,0,0,0,9.2
Deebo Samuel (SF),2022,5,2,9,20,10.0,16,0,1,2,12,0,0,9.2
Marquez Valdes-Scantling (KC),2022,5,6,8,90,15.0,23,1,0,0,0,0,0,9.0
DeVonta Smith (PHI),2022,5,10,11,87,8.7,22,2,0,0,0,0,0,8.7
George Pickens (PIT),2022,5,6,8,83,13.8,29,1,0,0,0,0,0,8.3
Mike Evans (TB),2022,5,4,8,81,20.3,40,4,0,0,0,0,0,8.1
Alec Pierce (IND),2022,5,8,9,81,10.1,17,0,0,0,0,0,0,8.1
Mecole Hardman (NYJ),2022,5,4,5,73,18.3,36,3,0,1,7,0,0,8.0
Darius Slayton (NYG),2022,5,6,7,79,13.2,26,1,0,0,0,0,0,7.9
Devin Duvernay (BAL),2022,5,5,7,54,10.8,21,1,0,3,24,0,0,7.8
Terry McLaurin (WAS),2022,5,5,6,76,15.2,34,3,0,0,0,0,0,7.6
Courtland Sutton (DEN),2022,5,5,11,74,14.8,51,4,0,0,0,0,0,7.4
Braxton Berrios (MIA),2022,5,1,1,-1,-1.0,0,0,0,1,15,1,0,7.4
Nick Westbrook-Ikhine (TEN),2022,5,2,3,72,36.0,61,4,0,0,0,0,0,7.2
Shi Smith (CAR),2022,5,4,5,69,17.3,31,3,0,0,0,0,0,6.9
Velus Jones Jr. (CHI),2022,5,1,1,9,9.0,9,0,1,0,0,0,0,6.9
DJ Moore (CHI),2022,5,4,8,59,14.8,27,1,0,1,8,0,0,6.7
Nico Collins (HOU),2022,5,4,6,65,16.3,23,2,0,0,0,0,0,6.5
Chris Godwin (TB),2022,5,6,6,61,10.2,20,1,0,1,2,0,0,6.3
Curtis Samuel (WAS),2022,5,6,8,62,10.3,32,2,0,0,0,0,0,6.2
Rondale Moore (ARI),2022,5,7,8,68,9.7,28,1,0,2,-7,0,0,6.1
Jalen Reagor (MIN),2022,5,1,1,1,1.0,1,0,1,0,0,0,0,6.1
Diontae Johnson (PIT),2022,5,5,13,60,12.0,23,1,0,0,0,0,0,6.0
Tyreek Hill (MIA),2022,5,7,7,47,6.7,13,0,0,2,13,0,0,6.0
Michael Pittman Jr. (IND),2022,5,5,8,59,11.8,19,0,0,0,0,0,0,5.9
Brandon Aiyuk (SF),2022,5,3,4,58,19.3,24,1,0,0,0,0,0,5.8
Tutu Atwell (LAR),2022,5,1,2,54,54.0,54,4,0,0,0,0,0,5.4
KhaDarel Hodge (FA),2022,5,3,5,33,11.0,13,0,0,0,0,0,0,5.3
Jerry Jeudy (DEN),2022,5,3,8,53,17.7,37,2,0,0,0,0,0,5.3
CeeDee Lamb (DAL),2022,5,5,8,53,10.6,16,0,0,0,0,0,0,5.3
Darnell Mooney (CHI),2022,5,2,5,52,26.0,39,2,0,0,0,0,0,5.2
Ja'Marr Chase (CIN),2022,5,7,12,50,7.1,13,0,0,1,0,0,0,5.0
Donovan Peoples-Jones (CLE),2022,5,4,7,50,12.5,19,0,0,0,0,0,0,5.0
Chase Claypool (CHI),2022,5,5,9,50,10.0,20,1,0,0,0,0,0,5.0
Kalif Raymond (DET),2022,5,5,7,45,9.0,20,1,0,0,0,0,0,4.5
Jauan Jennings (SF),2022,5,2,2,45,22.5,32,2,0,0,0,0,0,4.5
Michael Gallup (DAL),2022,5,4,5,44,11.0,27,1,0,0,0,0,0,4.4
Isaiah Hodgins (NYG),2022,5,4,6,41,10.3,26,1,0,0,0,0,0,4.1
K.J. Osborn (MIN),2022,5,5,5,41,8.2,10,0,0,0,0,0,0,4.1
Ben Skowronek (LAR),2022,5,6,8,41,6.8,12,0,0,0,0,0,0,4.1
Russell Gage (TB),2022,5,2,6,20,10.0,14,0,0,0,0,0,0,4.0
Corey Davis (NYJ),2022,5,2,4,38,19.0,21,1,0,0,0,0,0,3.8
Robert Woods (HOU),2022,5,4,8,37,9.3,13,0,0,0,0,0,0,3.7
Scotty Miller (FA),2022,5,4,7,35,8.8,12,0,0,0,0,0,0,3.5
Drake London (ATL),2022,5,4,7,35,8.8,15,0,0,0,0,0,0,3.5
Marcus Johnson (FA),2022,5,3,3,35,11.7,16,0,0,0,0,0,0,3.5
JuJu Smith-Schuster (NE),2022,5,3,8,33,11.0,13,0,0,0,0,0,0,3.3
Mike Thomas (BAL),2022,5,1,3,33,33.0,33,2,0,0,0,0,0,3.3
Chosen Anderson (FA),2022,5,1,5,32,32.0,32,2,0,0,0,0,0,3.2
Tyler Boyd (CIN),2022,5,3,4,32,10.7,18,0,0,0,0,0,0,3.2
A.J. Brown (PHI),2022,5,3,7,32,10.7,15,0,0,0,0,0,0,3.2
Terrace Marshall Jr. (CAR),2022,5,4,4,30,7.5,12,0,0,0,0,0,0,3.0
Romeo Doubs (GB),2022,5,3,5,29,9.7,22,1,0,0,0,0,0,2.9
Adam Thielen (CAR),2022,5,4,7,27,6.8,13,0,0,0,0,0,0,2.7
Garrett Wilson (NYJ),2022,5,3,4,27,9.0,13,0,0,0,0,0,0,2.7
Hunter Renfrow (LV),2022,5,4,4,25,6.3,9,0,0,0,0,0,0,2.5
Equanimeous St. Brown (CHI),2022,5,2,2,24,12.0,18,0,0,0,0,0,0,2.4
Joshua Palmer (LAC),2022,5,3,6,24,8.0,9,0,0,0,0,0,0,2.4
Jaylen Waddle (MIA),2022,5,3,4,23,7.7,11,0,0,0,0,0,0,2.3
Parris Campbell (NYG),2022,5,2,3,22,11.0,12,0,0,0,0,0,0,2.2
Brandin Cooks (DAL),2022,5,4,6,20,5.0,7,0,0,0,0,0,0,2.0
A.J. Green (FA),2022,5,3,5,20,6.7,9,0,0,0,0,0,0,2.0
Cedrick Wilson Jr. (MIA),2022,5,2,4,20,10.0,11,0,0,0,0,0,0,2.0
Quez Watkins (PHI),2022,5,3,4,19,6.3,7,0,0,0,0,0,0,1.9
Ashton Dulin (IND),2022,5,1,1,18,18.0,18,0,0,0,0,0,0,1.8
Amon-Ra St. Brown (DET),2022,5,4,6,18,4.5,11,0,0,0,0,0,0,1.8
Richie James Jr. (FA),2022,5,2,2,16,8.0,15,0,0,0,0,0,0,1.6
Skyy Moore (KC),2022,5,2,3,15,7.5,8,0,0,0,0,0,0,1.5
David Sills V (NYG),2022,5,2,2,12,6.0,7,0,0,0,0,0,0,1.2
Zay Jones (JAC),2022,5,3,8,12,4.0,7,0,0,0,0,0,0,1.2
Allen Robinson II (LAR),2022,5,3,5,12,4.0,6,0,0,0,0,0,0,1.2
Christian Kirk (JAC),2022,5,1,3,11,11.0,5,0,0,0,0,0,0,1.1
Jeff Smith (NYJ),2022,5,1,1,11,11.0,11,0,0,0,0,0,0,1.1
Miles Boykin (FA),2022,5,1,1,11,11.0,11,0,0,0,0,0,0,1.1
Elijah Moore (CLE),2022,5,1,4,11,11.0,11,0,0,0,0,0,0,1.1
Tre'Quan Smith (NO),2022,5,1,4,10,10.0,10,0,0,0,0,0,0,1.0
Bryan Edwards (NO),2022,5,1,1,10,10.0,10,0,0,0,0,0,0,1.0
Justin Watson (FA),2022,5,1,1,10,10.0,10,0,0,0,0,0,0,1.0
KJ Hamler (DEN),2022,5,1,2,10,10.0,10,0,0,0,0,0,0,1.0
Montrell Washington (DEN),2022,5,0,0,0,0.0,0,0,0,1,9,0,0,0.9
DeAndre Carter (FA),2022,5,2,2,9,4.5,7,0,0,0,0,0,0,0.9
Tylan Wallace (BAL),2022,5,1,2,8,8.0,8,0,0,0,0,0,0,0.8
Demarcus Robinson (FA),2022,5,1,2,8,8.0,8,0,0,0,0,0,0,0.8
Kyle Philips (TEN),2022,5,1,2,7,7.0,7,0,0,0,0,0,0,0.7
Tyquan Thornton (NE),2022,5,2,3,7,3.5,5,0,0,0,0,0,0,0.7
Cam Sims (LV),2022,5,1,2,7,7.0,7,0,0,0,0,0,0,0.7
James Proche II (BAL),2022,5,1,2,7,7.0,7,0,0,0,0,0,0,0.7
David Bell (CLE),2022,5,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Trent Sherfield (BUF),2022,5,1,2,5,5.0,5,0,0,0,0,0,0,0.5
Marquez Callaway (DEN),2022,5,2,3,5,2.5,4,0,0,0,0,0,0,0.5
Noah Brown (HOU),2022,5,1,2,5,5.0,5,0,0,0,0,0,0,0.5
Keith Kirkwood (NO),2022,5,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Jamal Agnew (JAC),2022,5,0,1,0,0.0,0,0,0,1,3,0,0,0.3
Brandon Powell (MIN),2022,5,0,0,0,0.0,0,0,0,1,1,0,0,0.1
Dan Chisena (PIT),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Anthony Schwartz (CLE),2022,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Tyrie Cleveland (PHI),2022,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Amari Rodgers (HOU),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Greg Dortch (ARI),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
KaVontae Turpin (DAL),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Lil'Jordan Humphrey (DEN),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Malik Turner (IND),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tom Kennedy (DET),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ray-Ray McCloud III (SF),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Stanley Morgan Jr. (CIN),2022,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Steven Sims Jr. (HOU),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Deonte Harty (BUF),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tanner Conner (MIA),2022,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Danny Gray (SF),2022,5,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Britain Covey (PHI),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Maurice Alexander (DET),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dax Milne (WAS),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jaelon Darden (CLE),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dee Eskridge (SEA),2022,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Mack Hollins (ATL),2022,5,0,4,0,0.0,0,0,0,0,0,0,0,0.0
Chester Rogers (FA),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kendrick Bourne (NE),2022,5,1,1,1,1.0,1,0,0,1,-1,0,0,0.0
Dante Pettis (FA),2022,5,0,2,0,0.0,0,0,0,0,0,0,0,0.0
River Cracraft (MIA),2022,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Tanner Gentry (FA),2022,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Cody Hollister (TEN),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trent Taylor (CIN),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardee (NYJ),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Keelan Cole Sr. (LV),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Nelson Agholor (BAL),2022,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
DeVante Parker (NE),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Phillip Dorsett II (LV),2022,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Damiere Byrd (FA),2022,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Christian Watson (GB),2022,5,1,1,1,1.0,1,0,0,1,-3,0,0,-0.2
Ihmir Smith-Marsette (KC),2022,5,1,2,15,15.0,15,0,0,0,0,0,1,-0.5
Ja'Marr Chase (CIN),2022,6,7,10,132,18.9,60,5,2,0,0,0,0,25.2
Stefon Diggs (BUF),2022,6,10,13,148,14.8,31,4,1,0,0,0,0,20.8
Brandon Aiyuk (SF),2022,6,8,11,83,10.4,14,0,2,0,0,0,0,20.3
Tyreek Hill (MIA),2022,6,12,15,177,14.8,28,3,0,0,0,0,0,17.7
Tyquan Thornton (NE),2022,6,4,5,37,9.3,21,1,1,3,16,1,0,17.3
JuJu Smith-Schuster (NE),2022,6,5,5,113,22.6,42,6,1,0,0,0,0,17.3
Chase Claypool (CHI),2022,6,7,7,96,13.7,26,1,1,1,8,0,0,16.4
Dante Pettis (FA),2022,6,4,7,84,21.0,40,3,1,0,0,0,0,14.4
Allen Lazard (NYJ),2022,6,4,9,76,19.0,35,3,1,0,0,0,0,13.6
Gabe Davis (BUF),2022,6,3,6,74,24.7,34,3,1,0,0,0,0,13.4
Michael Pittman Jr. (IND),2022,6,13,16,134,10.3,20,1,0,0,0,0,0,13.4
A.J. Brown (PHI),2022,6,5,8,67,13.4,22,1,1,0,0,0,0,12.7
Allen Robinson II (LAR),2022,6,5,6,63,12.6,22,1,1,0,0,0,0,12.3
Parris Campbell (NYG),2022,6,7,11,57,8.1,15,0,1,0,0,0,0,11.7
Ben Skowronek (LAR),2022,6,5,5,40,8.0,19,0,0,1,17,1,0,11.7
Adam Thielen (CAR),2022,6,4,8,36,9.0,14,0,1,0,0,0,0,11.6
Alec Pierce (IND),2022,6,3,7,49,16.3,32,2,1,0,0,0,0,10.9
Jaylen Waddle (MIA),2022,6,6,10,129,21.5,49,5,0,0,0,0,1,10.9
Justin Jefferson (MIN),2022,6,6,8,107,17.8,47,5,0,0,0,0,0,10.7
Amari Cooper (CLE),2022,6,4,12,44,11.0,15,0,1,0,0,0,0,10.4
Rashid Shaheed (NO),2022,6,0,1,0,0.0,0,0,0,1,44,1,0,10.4
DeVonta Smith (PHI),2022,6,5,5,44,8.8,13,0,1,0,0,0,0,10.4
Tre'Quan Smith (NO),2022,6,3,3,43,14.3,18,0,1,0,0,0,0,10.3
Mecole Hardman (NYJ),2022,6,3,4,42,14.0,26,1,1,0,0,0,0,10.2
Wan'Dale Robinson (NYG),2022,6,3,4,37,12.3,17,0,1,0,0,0,0,9.7
Cooper Kupp (LAR),2022,6,7,8,80,11.4,22,2,0,2,17,0,0,9.7
Chris Godwin (TB),2022,6,6,12,95,15.8,28,2,0,0,0,0,0,9.5
Deebo Samuel (SF),2022,6,7,10,79,11.3,27,2,0,2,11,0,0,9.0
Braxton Berrios (MIA),2022,6,1,1,6,6.0,6,0,0,1,20,1,0,8.6
CeeDee Lamb (DAL),2022,6,5,10,68,13.6,24,1,0,2,9,0,0,7.7
Donovan Peoples-Jones (CLE),2022,6,4,5,74,18.5,37,3,0,1,2,0,0,7.6
Marquise Brown (ARI),2022,6,5,9,68,13.6,26,2,0,0,0,0,0,6.8
Christian Kirk (JAC),2022,6,4,5,24,6.0,12,0,1,1,4,0,1,6.8
Darnell Mooney (CHI),2022,6,7,12,68,9.7,26,2,0,0,0,0,0,6.8
Tyler Boyd (CIN),2022,6,6,6,66,11.0,21,1,0,0,0,0,0,6.6
DeVante Parker (NE),2022,6,4,6,64,16.0,29,1,0,0,0,0,0,6.4
Jakobi Meyers (LV),2022,6,4,4,60,15.0,27,2,0,0,0,0,0,6.0
Olamide Zaccheaus (FA),2022,6,4,4,58,14.5,37,2,0,0,0,0,0,5.8
Joshua Palmer (LAC),2022,6,9,12,57,6.3,14,0,0,0,0,0,0,5.7
Jerry Jeudy (DEN),2022,6,3,7,54,18.0,37,2,0,0,0,0,0,5.4
Corey Davis (NYJ),2022,6,2,4,52,26.0,41,3,0,0,0,0,0,5.2
Terry McLaurin (WAS),2022,6,3,4,41,13.7,17,0,0,2,11,0,0,5.2
Rondale Moore (ARI),2022,6,6,10,49,8.2,26,1,0,0,0,0,0,4.9
Tee Higgins (CIN),2022,6,6,9,47,7.8,13,0,0,0,0,0,0,4.7
KJ Hamler (DEN),2022,6,2,3,44,22.0,47,3,0,0,0,0,0,4.4
Mike Evans (TB),2022,6,4,4,42,10.5,20,1,0,0,0,0,0,4.2
Zay Jones (JAC),2022,6,5,5,42,8.4,18,0,0,0,0,0,0,4.2
Drake London (ATL),2022,6,3,4,40,13.3,20,1,0,0,0,0,0,4.0
Brandon Powell (MIN),2022,6,4,5,27,6.8,16,0,0,3,13,0,0,4.0
Dee Eskridge (SEA),2022,6,3,3,39,13.0,16,0,0,0,0,0,0,3.9
Diontae Johnson (PIT),2022,6,5,7,28,5.6,9,0,0,2,8,0,0,3.6
Marquez Callaway (DEN),2022,6,3,7,36,12.0,20,1,0,0,0,0,0,3.6
DK Metcalf (SEA),2022,6,2,7,34,17.0,17,0,0,0,0,0,0,3.4
George Pickens (PIT),2022,6,3,6,27,9.0,14,0,0,1,1,0,0,2.8
Demarcus Robinson (FA),2022,6,3,5,27,9.0,15,0,0,0,0,0,0,2.7
Marquise Goodwin (CLE),2022,6,2,2,26,13.0,22,1,0,0,0,0,0,2.6
Marcus Johnson (FA),2022,6,2,4,25,12.5,18,0,0,0,0,0,0,2.5
Skyy Moore (KC),2022,6,1,3,24,24.0,24,1,0,0,0,0,0,2.4
Jamal Agnew (JAC),2022,6,1,1,5,5.0,5,0,0,1,19,0,0,2.4
Romeo Doubs (GB),2022,6,4,9,21,5.3,8,0,0,0,0,0,0,2.1
Tim Jones (JAC),2022,6,1,1,20,20.0,20,1,0,0,0,0,0,2.0
Russell Gage (TB),2022,6,2,4,20,10.0,11,0,0,0,0,0,0,2.0
K.J. Osborn (MIN),2022,6,3,5,18,6.0,8,0,0,0,0,0,0,1.8
Richie James Jr. (FA),2022,6,2,2,18,9.0,10,0,0,0,0,0,0,1.8
Darius Slayton (NYG),2022,6,1,3,18,18.0,18,0,0,0,0,0,0,1.8
Jauan Jennings (SF),2022,6,2,3,18,9.0,9,0,0,0,0,0,0,1.8
Michael Gallup (DAL),2022,6,2,7,18,9.0,9,0,0,0,0,0,0,1.8
Mike Williams (LAC),2022,6,2,6,17,8.5,9,0,0,0,0,0,0,1.7
Tyler Lockett (SEA),2022,6,2,5,17,8.5,10,0,0,0,0,0,0,1.7
DeAndre Carter (FA),2022,6,3,5,17,5.7,7,0,0,0,0,0,0,1.7
Kendrick Bourne (NE),2022,6,1,1,17,17.0,17,0,0,0,0,0,0,1.7
Michael Woods II (CLE),2022,6,1,2,15,15.0,15,0,0,0,0,0,0,1.5
Khalil Shakir (BUF),2022,6,1,2,14,14.0,14,0,0,0,0,0,0,1.4
Devin Duvernay (BAL),2022,6,1,5,14,14.0,14,0,0,0,0,0,0,1.4
Courtland Sutton (DEN),2022,6,2,3,14,7.0,9,0,0,0,0,0,0,1.4
Keith Kirkwood (NO),2022,6,1,1,14,14.0,14,0,0,0,0,0,0,1.4
Amari Rodgers (HOU),2022,6,1,1,14,14.0,14,0,0,0,0,0,0,1.4
David Bell (CLE),2022,6,1,2,13,13.0,13,0,0,0,0,0,0,1.3
Noah Brown (HOU),2022,6,1,3,10,10.0,10,0,0,0,0,0,0,1.0
Tutu Atwell (LAR),2022,6,0,0,0,0.0,0,0,0,1,9,0,0,0.9
Isaiah McKenzie (IND),2022,6,2,5,9,4.5,5,0,0,0,0,0,0,0.9
Kendall Hinton (DEN),2022,6,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Garrett Wilson (NYJ),2022,6,1,5,8,8.0,8,0,0,0,0,0,0,0.8
David Sills V (NYG),2022,6,1,2,8,8.0,8,0,0,0,0,0,0,0.8
Randall Cobb (FA),2022,6,1,1,8,8.0,8,0,0,0,0,0,0,0.8
A.J. Green (FA),2022,6,2,4,7,3.5,5,0,0,0,0,0,0,0.7
DJ Moore (CHI),2022,6,3,7,7,2.3,5,0,0,0,0,0,0,0.7
Curtis Samuel (WAS),2022,6,2,5,6,3.0,3,0,0,0,0,0,0,0.6
Cam Sims (LV),2022,6,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Trent Sherfield (BUF),2022,6,1,4,6,6.0,6,0,0,0,0,0,0,0.6
Dax Milne (WAS),2022,6,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Michael Bandy (FA),2022,6,1,2,4,4.0,4,0,0,0,0,0,0,0.4
Tylan Wallace (BAL),2022,6,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Equanimeous St. Brown (CHI),2022,6,0,0,0,0.0,0,0,0,1,1,0,0,0.1
Tyrie Cleveland (PHI),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Anthony Schwartz (CLE),2022,6,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Dyami Brown (WAS),2022,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Shi Smith (CAR),2022,6,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Elijah Moore (CLE),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
KhaDarel Hodge (FA),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marquez Valdes-Scantling (KC),2022,6,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Justin Watson (FA),2022,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Ray-Ray McCloud III (SF),2022,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Keke Coutee (FA),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Gunner Olszewski (PIT),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Greg Dortch (ARI),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
KaVontae Turpin (DAL),2022,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Scotty Miller (FA),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Quinton Bell (ATL),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Juwann Winfree (FA),2022,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Miles Boykin (FA),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tanner Conner (MIA),2022,6,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Britain Covey (PHI),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mike Strachan (IND),2022,6,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Terrace Marshall Jr. (CAR),2022,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jaelon Darden (CLE),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jalen Reagor (MIN),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zach Pascal (ARI),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
River Cracraft (MIA),2022,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardee (NYJ),2022,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kevin White (FA),2022,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Breshad Perriman (FA),2022,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Ihmir Smith-Marsette (KC),2022,6,0,1,0,0.0,0,0,0,1,-1,0,0,-0.1
Velus Jones Jr. (CHI),2022,6,1,1,10,10.0,10,0,0,1,8,0,1,-0.2
Quez Watkins (PHI),2022,6,1,1,0,0.0,0,0,0,1,-3,0,0,-0.3
Steven Sims Jr. (HOU),2022,6,0,0,0,0.0,0,0,0,1,-5,0,0,-0.5
Montrell Washington (DEN),2022,6,1,1,0,0.0,0,0,0,0,0,0,1,-2.0
Trent Taylor (CIN),2022,6,0,0,0,0.0,0,0,0,0,0,0,1,-2.0
Chester Rogers (FA),2022,6,0,0,0,0.0,0,0,0,0,0,0,1,-2.0
Ja'Marr Chase (CIN),2022,7,8,11,130,16.3,41,5,2,0,0,0,0,25.0
Mecole Hardman (NYJ),2022,7,4,4,32,8.0,18,0,1,2,28,2,0,24.0
Tyler Boyd (CIN),2022,7,8,9,155,19.4,60,6,1,0,0,0,0,21.5
Marquise Goodwin (CLE),2022,7,4,5,67,16.8,23,3,2,0,0,0,0,18.7
JuJu Smith-Schuster (NE),2022,7,7,8,124,17.7,45,4,1,0,0,0,0,18.4
Mike Williams (LAC),2022,7,7,9,86,12.3,21,1,1,0,0,0,0,14.6
Damiere Byrd (FA),2022,7,1,1,75,75.0,75,4,1,0,0,0,0,13.5
Terry McLaurin (WAS),2022,7,5,8,73,14.6,37,2,1,0,0,0,0,13.3
Parris Campbell (NYG),2022,7,10,12,70,7.0,11,0,1,0,0,0,0,13.0
DJ Moore (CHI),2022,7,7,10,69,9.9,21,2,1,1,-3,0,0,12.6
Ray-Ray McCloud III (SF),2022,7,4,4,65,16.3,22,2,1,0,0,0,0,12.5
George Pickens (PIT),2022,7,6,6,61,10.2,30,2,1,0,0,0,0,12.1
Darius Slayton (NYG),2022,7,3,6,58,19.3,32,2,1,0,0,0,0,11.8
Rashid Shaheed (NO),2022,7,1,1,53,53.0,53,4,1,0,0,0,0,11.3
Marquez Valdes-Scantling (KC),2022,7,3,4,111,37.0,57,7,0,0,0,0,0,11.1
Chris Olave (NO),2022,7,7,14,106,15.1,41,3,0,0,0,0,0,10.6
