,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
Marquez Callaway (DEN),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Quinton Bell (ATL),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Nsimba Webster (CHI),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Malik Taylor (NYJ),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mohamed Sanu Sr. (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Slater (NE),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andre Roberts (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mack Hollins (ATL),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
John Ross (FA),2020,2,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Jaydon Mickens (NYG),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kalif Raymond (DET),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Brandon Zylstra (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cyril Grayson Jr. (FA),2020,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Anthony Miller (PIT),2020,2,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Damion Ratley (FA),2020,2,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Ray-Ray McCloud III (SF),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Daurice Fountain (CHI),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dante Pettis (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cedrick Wilson Jr. (MIA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardee (NYJ),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
JoJo Natson (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jamal Agnew (JAC),2020,2,1,1,0,0.0,0,0,0,0,0,0,0,0.0
Marcus Kemp (WAS),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Alex Erickson (WAS),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Diontae Spencer (NYJ),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ty Montgomery (NE),2020,2,2,3,25,12.5,17,0,0,0,0,0,0,0.0
Seth Roberts (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bennie Fowler III (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
William Fuller V (FA),2020,2,0,0,0,0.0,0,0,0,1,0,0,0,0.0
Tajae Sharpe (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Rashard Higgins (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Pharoh Cooper (ARI),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
DeAndre Carter (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Lynn Bowden Jr. (NE),2020,2,1,1,-1,-1.0,0,0,0,0,0,0,0,-0.1
Keke Coutee (FA),2020,2,2,2,11,5.5,6,0,0,0,0,0,1,-0.9
Tyler Lockett (SEA),2020,3,9,13,100,11.1,43,3,3,0,0,0,0,28.0
Justin Jefferson (MIN),2020,3,7,9,175,25.0,71,8,1,0,0,0,0,23.5
Cedrick Wilson Jr. (MIA),2020,3,5,7,107,21.4,42,6,2,0,0,0,0,22.7
Allen Lazard (NYJ),2020,3,6,8,146,24.3,72,7,1,1,-2,0,0,20.4
Michael Gallup (DAL),2020,3,6,9,138,23.0,52,7,1,0,0,0,0,19.8
Allen Robinson II (LAR),2020,3,10,13,123,12.3,37,2,1,0,0,0,0,18.3
Keenan Allen (LAC),2020,3,13,19,132,10.2,22,2,1,0,0,0,1,17.2
Cooper Kupp (LAR),2020,3,9,10,107,11.9,20,2,1,0,0,0,0,16.7
Robert Woods (HOU),2020,3,5,6,74,14.8,31,3,1,3,30,0,0,16.4
Tyreek Hill (MIA),2020,3,5,6,77,15.4,33,3,1,2,25,0,0,16.2
Brandon Aiyuk (SF),2020,3,5,8,70,14.0,20,1,0,3,31,1,0,16.1
Andy Isabella (BAL),2020,3,4,4,47,11.8,26,1,2,1,-6,0,0,16.1
Tee Higgins (CIN),2020,3,5,9,40,8.0,16,0,2,0,0,0,0,16.0
Dontrelle Inman (FA),2020,3,3,6,38,12.7,17,0,2,0,0,0,0,15.8
Randall Cobb (FA),2020,3,4,4,95,23.8,34,3,1,0,0,0,0,15.5
DK Metcalf (SEA),2020,3,4,8,110,27.5,62,5,1,0,0,0,1,15.0
Hunter Renfrow (LV),2020,3,6,9,84,14.0,26,2,1,0,0,0,0,14.4
Mecole Hardman (NYJ),2020,3,4,6,81,20.3,49,3,1,0,0,0,0,14.1
DeAndre Hopkins (ARI),2020,3,10,12,137,13.7,30,3,0,0,0,0,0,13.7
Greg Ward (PHI),2020,3,8,11,72,9.0,29,1,1,1,-6,0,0,12.6
Tyler Boyd (CIN),2020,3,10,13,125,12.5,25,1,0,0,0,0,0,12.5
Braxton Berrios (MIA),2020,3,4,4,64,16.0,28,1,1,0,0,0,0,12.4
Chris Godwin (TB),2020,3,5,6,64,12.8,30,2,1,0,0,0,0,12.4
JuJu Smith-Schuster (NE),2020,3,4,5,43,10.8,26,1,1,0,0,0,0,12.3
Mike Evans (TB),2020,3,2,4,2,1.0,1,0,2,0,0,0,0,12.2
Calvin Ridley (JAC),2020,3,5,13,110,22.0,63,5,0,1,7,0,0,11.7
Kenny Golladay (FA),2020,3,6,7,57,9.5,19,0,1,0,0,0,0,11.7
Emmanuel Sanders (FA),2020,3,4,5,56,14.0,18,0,1,0,0,0,0,11.6
Kalif Raymond (DET),2020,3,3,3,118,39.3,61,7,0,1,-3,0,0,11.5
William Fuller V (FA),2020,3,4,5,54,13.5,17,0,1,0,0,0,0,11.4
Anthony Miller (PIT),2020,3,2,5,41,20.5,28,1,1,1,9,0,0,11.0
Stefon Diggs (BUF),2020,3,4,6,49,12.3,23,1,1,0,0,0,0,10.9
Tim Patrick (DEN),2020,3,4,4,43,10.8,27,1,1,0,0,0,0,10.3
Cole Beasley (BUF),2020,3,6,7,100,16.7,29,2,0,0,0,0,0,10.0
Adam Thielen (CAR),2020,3,3,5,29,9.7,16,0,1,1,4,0,0,9.3
Terry McLaurin (WAS),2020,3,4,8,83,20.8,33,3,0,1,3,0,0,8.6
Amari Cooper (CLE),2020,3,9,12,86,9.6,28,2,0,0,0,0,0,8.6
Scotty Miller (FA),2020,3,3,5,83,27.7,47,4,0,0,0,0,0,8.3
Gabe Davis (BUF),2020,3,4,4,81,20.3,39,3,0,0,0,0,0,8.1
Corey Davis (NYJ),2020,3,5,6,69,13.8,38,2,0,0,0,0,0,6.9
DeVante Parker (NE),2020,3,5,5,69,13.8,20,1,0,0,0,0,0,6.9
Devin Duvernay (BAL),2020,3,2,3,7,3.5,7,0,0,0,0,0,0,6.7
Preston Williams (CAR),2020,3,2,2,7,3.5,4,0,1,0,0,0,0,6.7
CeeDee Lamb (DAL),2020,3,5,7,65,13.0,28,2,0,1,1,0,0,6.6
DJ Moore (CHI),2020,3,2,4,65,32.5,38,3,0,0,0,0,0,6.5
Kendrick Bourne (NE),2020,3,4,6,63,15.8,18,0,0,0,0,0,0,6.3
Sammy Watkins (FA),2020,3,7,8,62,8.9,15,0,0,0,0,0,0,6.2
Odell Beckham Jr. (FA),2020,3,4,6,59,14.8,18,0,0,0,0,0,0,5.9
Jerry Jeudy (DEN),2020,3,5,9,55,11.0,22,1,0,0,0,0,0,5.5
Chosen Anderson (FA),2020,3,5,5,55,11.0,18,0,0,0,0,0,0,5.5
T.Y. Hilton (FA),2020,3,3,3,52,17.3,25,1,0,0,0,0,0,5.2
Curtis Samuel (WAS),2020,3,4,4,45,11.3,24,1,0,4,7,0,0,5.2
Marvin Jones Jr. (FA),2020,3,3,3,51,17.0,20,2,0,0,0,0,0,5.1
Jakeem Grant Sr. (CLE),2020,3,1,1,19,19.0,19,0,0,1,29,0,0,4.8
Bryan Edwards (NO),2020,3,2,3,48,24.0,34,2,0,0,0,0,0,4.8
Keelan Cole Sr. (LV),2020,3,4,6,43,10.8,16,0,0,0,0,0,0,4.3
Tre'Quan Smith (NO),2020,3,4,6,42,10.5,19,0,0,0,0,0,0,4.2
Adam Humphries (FA),2020,3,4,7,41,10.3,23,1,0,1,0,0,0,4.1
Olamide Zaccheaus (FA),2020,3,4,6,41,10.3,13,0,0,0,0,0,0,4.1
Josh Reynolds (DET),2020,3,4,5,60,15.0,23,1,0,0,0,0,1,4.0
Golden Tate (FA),2020,3,5,7,36,7.2,18,0,0,0,0,0,0,3.6
N'Keal Harry (FA),2020,3,2,4,34,17.0,27,1,0,1,2,0,0,3.6
James Washington (FA),2020,3,5,7,36,7.2,15,0,0,0,0,0,0,3.6
Jarvis Landry (FA),2020,3,4,4,36,9.0,12,0,0,0,0,0,0,3.6
A.J. Green (FA),2020,3,5,6,36,7.2,12,0,0,0,0,0,0,3.6
Kenny Stills (FA),2020,3,3,4,35,11.7,20,1,0,0,0,0,0,3.5
Lawrence Cager (NYG),2020,3,2,4,35,17.5,19,0,0,0,0,0,0,3.5
Zach Pascal (ARI),2020,3,2,4,34,17.0,20,1,0,0,0,0,0,3.4
Laviska Shenault Jr. (CAR),2020,3,5,6,33,6.6,16,0,0,1,1,0,0,3.4
Chris Conley (TEN),2020,3,3,8,34,11.3,18,0,0,0,0,0,0,3.4
Darius Slayton (NYG),2020,3,3,7,53,17.7,23,2,0,0,0,0,1,3.3
Zay Jones (JAC),2020,3,3,3,32,10.7,13,0,0,0,0,0,0,3.2
Nelson Agholor (BAL),2020,3,2,3,32,16.0,18,0,0,0,0,0,0,3.2
Isaiah Wright (FA),2020,3,4,6,24,6.0,7,0,0,1,6,0,0,3.0
Damion Ratley (FA),2020,3,1,2,29,29.0,29,1,0,0,0,0,0,2.9
Ted Ginn Jr. (FA),2020,3,1,3,29,29.0,29,1,0,0,0,0,0,2.9
Auden Tate (ARI),2020,3,2,4,29,14.5,19,0,0,0,0,0,0,2.9
KJ Hamler (DEN),2020,3,3,5,30,10.0,17,0,0,1,-2,0,0,2.8
Brandon Powell (MIN),2020,3,3,4,27,9.0,13,0,0,0,0,0,0,2.7
Damiere Byrd (FA),2020,3,3,3,27,9.0,23,1,0,0,0,0,0,2.7
Russell Gage (TB),2020,3,2,3,26,13.0,14,0,0,0,0,0,0,2.6
Michael Pittman Jr. (IND),2020,3,3,4,26,8.7,13,0,0,0,0,0,0,2.6
KeeSean Johnson (BUF),2020,3,2,7,24,12.0,14,0,0,0,0,0,0,2.4
Chase Claypool (CHI),2020,3,1,4,24,24.0,24,1,0,0,0,0,0,2.4
Brandin Cooks (DAL),2020,3,3,5,23,7.7,20,1,0,0,0,0,0,2.3
Daurice Fountain (CHI),2020,3,2,2,23,11.5,12,0,0,0,0,0,0,2.3
Jalen Guyton (FA),2020,3,2,3,23,11.5,16,0,0,0,0,0,0,2.3
Jamal Agnew (JAC),2020,3,2,2,20,10.0,20,1,0,1,2,0,0,2.2
Julian Edelman (FA),2020,3,2,6,23,11.5,15,0,0,1,-1,0,0,2.2
Antonio Gandy-Golden (FA),2020,3,0,2,0,0.0,0,0,0,1,22,0,0,2.2
Trent Taylor (CIN),2020,3,1,1,20,20.0,20,1,0,0,0,0,0,2.0
Darnell Mooney (CHI),2020,3,2,5,19,9.5,12,0,0,0,0,0,0,1.9
John Hightower (LAC),2020,3,2,3,19,9.5,11,0,0,0,0,0,0,1.9
Deontay Burnett (FA),2020,3,3,4,19,6.3,10,0,0,0,0,0,0,1.9
Danny Amendola (FA),2020,3,1,4,18,18.0,18,0,0,0,0,0,0,1.8
Mike Williams (LAC),2020,3,1,1,17,17.0,17,0,0,0,0,0,0,1.7
Seth Roberts (FA),2020,3,2,3,16,8.0,12,0,0,0,0,0,0,1.6
KJ Hill Jr. (FA),2020,3,1,4,15,15.0,15,0,0,0,0,0,0,1.5
Isaiah Ford (FA),2020,3,2,2,14,7.0,11,0,0,0,0,0,0,1.4
Isaiah Zuber (LV),2020,3,0,0,0,0.0,0,0,0,1,13,0,0,1.3
Marquise Brown (ARI),2020,3,2,6,13,6.5,7,0,0,0,0,0,0,1.3
Freddie Swain (MIA),2020,3,1,1,13,13.0,13,0,0,0,0,0,0,1.3
DeSean Jackson (FA),2020,3,2,4,11,5.5,9,0,0,0,0,0,0,1.1
Isaiah McKenzie (IND),2020,3,1,2,6,6.0,6,0,0,1,4,0,0,1.0
Noah Brown (HOU),2020,3,1,2,9,9.0,9,0,0,0,0,0,0,0.9
Diontae Johnson (PIT),2020,3,0,2,0,0.0,0,0,0,1,9,0,0,0.9
Mohamed Sanu Sr. (FA),2020,3,1,1,9,9.0,9,0,0,0,0,0,0,0.9
C.J. Board (TEN),2020,3,1,2,9,9.0,9,0,0,0,0,0,0,0.9
Mike Thomas (BAL),2020,3,2,2,9,4.5,7,0,0,0,0,0,0,0.9
Miles Boykin (FA),2020,3,1,2,8,8.0,8,0,0,0,0,0,0,0.8
Chad Beebe (FA),2020,3,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Diontae Spencer (NYJ),2020,3,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Marquez Valdes-Scantling (KC),2020,3,1,4,5,5.0,5,0,0,0,0,0,0,0.5
Deonte Harty (BUF),2020,3,2,3,5,2.5,3,0,0,0,0,0,0,0.5
Willie Snead IV (FA),2020,3,2,2,4,2.0,4,0,0,0,0,0,0,0.4
Dede Westbrook (FA),2020,3,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Collin Johnson (NYG),2020,3,1,2,3,3.0,3,0,0,0,0,0,0,0.3
JoJo Natson (FA),2020,3,0,0,0,0.0,0,0,0,1,3,0,0,0.3
David Moore (FA),2020,3,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Dan Chisena (PIT),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Byron Pringle (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ashton Dulin (IND),2020,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Johnson (LV),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jakobi Meyers (LV),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cam Sims (LV),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Penny Hart (SEA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bisi Johnson (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Quinton Bell (ATL),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Malik Turner (IND),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
KhaDarel Hodge (FA),2020,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Marquez Callaway (DEN),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Van Jefferson (LAR),2020,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Joe Reed (CHI),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Quintez Cephus (DET),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Proche II (BAL),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trent Sherfield (BUF),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Nick Westbrook-Ikhine (TEN),2020,3,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Christian Blake (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyrie Cleveland (PHI),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Steven Sims Jr. (HOU),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Nsimba Webster (CHI),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Malik Taylor (NYJ),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cameron Batson (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darrius Shepherd (FA),2020,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Rico Gafford (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Hogan (FA),2020,3,0,3,0,0.0,0,0,0,0,0,0,0,0.0
John Brown (FA),2020,3,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Slater (NE),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Larry Fitzgerald (FA),2020,3,1,3,0,0.0,0,0,0,0,0,0,0,0.0
Andre Roberts (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marvin Hall (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mack Hollins (ATL),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jaydon Mickens (NYG),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Johnny Holton (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Alex Erickson (WAS),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Josh Malone (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Brandon Zylstra (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ray-Ray McCloud III (SF),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
DaeSean Hamilton (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Javon Wims (ARI),2020,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Dante Pettis (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardee (NYJ),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Deante Burton (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marcus Kemp (WAS),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bennie Fowler III (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Demarcus Robinson (FA),2020,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Pharoh Cooper (ARI),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
DeAndre Carter (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Odell Beckham Jr. (FA),2020,4,5,8,81,16.2,37,2,2,2,73,1,0,33.4
DJ Chark Jr. (CAR),2020,4,8,9,95,11.9,22,1,2,0,0,0,0,21.5
Amari Cooper (CLE),2020,4,12,16,134,11.2,20,1,1,0,0,0,0,21.4
CeeDee Lamb (DAL),2020,4,5,7,79,15.8,43,3,2,1,3,0,0,20.2
Adam Thielen (CAR),2020,4,8,10,114,14.3,39,3,1,1,8,0,0,18.2
Mike Evans (TB),2020,4,7,8,122,17.4,48,4,1,0,0,0,0,18.2
Tre'Quan Smith (NO),2020,4,4,4,54,13.5,20,1,2,0,0,0,0,17.4
Tim Patrick (DEN),2020,4,6,7,113,18.8,40,6,1,0,0,0,0,17.3
William Fuller V (FA),2020,4,6,7,108,18.0,43,4,1,0,0,0,0,16.8
Allen Robinson II (LAR),2020,4,7,10,101,14.4,27,3,1,0,0,0,0,16.1
David Moore (FA),2020,4,3,4,95,31.7,57,5,1,0,0,0,0,15.5
Scotty Miller (FA),2020,4,5,7,83,16.6,44,3,1,0,0,0,0,14.3
Jalen Guyton (FA),2020,4,1,1,72,72.0,72,4,1,0,0,0,0,13.2
Cooper Kupp (LAR),2020,4,5,7,69,13.8,55,4,1,1,-2,0,0,12.7
Tyreek Hill (MIA),2020,4,4,6,64,16.0,22,1,1,0,0,0,0,12.4
Kenny Golladay (FA),2020,4,4,8,62,15.5,17,0,1,0,0,0,0,12.2
Jerry Jeudy (DEN),2020,4,2,4,61,30.5,48,3,1,0,0,0,0,12.1
Terry McLaurin (WAS),2020,4,10,14,118,11.8,39,2,0,0,0,0,0,11.8
Travis Fulgham (FA),2020,4,2,3,57,28.5,42,3,1,0,0,0,0,11.7
Brandon Aiyuk (SF),2020,4,2,5,18,9.0,14,0,0,1,38,1,0,11.6
Stefon Diggs (BUF),2020,4,6,7,115,19.2,49,4,0,0,0,0,0,11.5
Tyron Johnson (SF),2020,4,1,1,53,53.0,53,4,1,0,0,0,0,11.3
DeVante Parker (NE),2020,4,10,12,110,11.0,21,1,0,0,0,0,0,11.0
DK Metcalf (SEA),2020,4,4,6,106,26.5,37,4,0,0,0,0,0,10.6
Jamison Crowder (NYG),2020,4,7,10,104,14.9,35,3,0,0,0,0,0,10.4
Nelson Agholor (BAL),2020,4,4,4,44,11.0,14,0,1,0,0,0,0,10.4
Jarvis Landry (FA),2020,4,5,6,48,9.6,11,0,0,0,0,0,0,10.3
Justin Jefferson (MIN),2020,4,4,5,103,25.8,29,4,0,0,0,0,0,10.3
Kenny Stills (FA),2020,4,2,4,39,19.5,24,1,1,0,0,0,0,9.9
Chosen Anderson (FA),2020,4,8,11,99,12.4,24,2,0,0,0,0,0,9.9
Tyler Boyd (CIN),2020,4,7,8,90,12.9,20,1,0,1,4,0,0,9.4
Emmanuel Sanders (FA),2020,4,6,9,93,15.5,25,1,0,0,0,0,0,9.3
Cole Beasley (BUF),2020,4,3,4,32,10.7,14,0,1,0,0,0,0,9.2
Laviska Shenault Jr. (CAR),2020,4,5,6,86,17.2,28,3,0,1,5,0,0,9.1
Tee Higgins (CIN),2020,4,4,7,77,19.3,30,3,0,1,13,0,0,9.0
Mecole Hardman (NYJ),2020,4,4,4,27,6.8,10,0,1,0,0,0,0,8.7
Gabe Davis (BUF),2020,4,1,1,26,26.0,26,1,1,0,0,0,0,8.6
Marquise Brown (ARI),2020,4,4,8,86,21.5,33,4,0,0,0,0,0,8.6
Olamide Zaccheaus (FA),2020,4,8,9,86,10.8,16,0,0,0,0,0,0,8.6
N'Keal Harry (FA),2020,4,3,6,21,7.0,9,0,1,0,0,0,0,8.1
Jeff Smith (NYJ),2020,4,7,9,81,11.6,21,1,0,0,0,0,0,8.1
Damiere Byrd (FA),2020,4,5,10,80,16.0,30,3,0,0,0,0,0,8.0
Christian Kirk (JAC),2020,4,3,5,19,6.3,8,0,1,0,0,0,0,7.9
Keenan Allen (LAC),2020,4,8,11,62,7.8,17,0,0,0,0,0,0,6.2
Zach Pascal (ARI),2020,4,3,8,58,19.3,36,2,0,0,0,0,0,5.8
Hunter Renfrow (LV),2020,4,5,8,57,11.4,37,2,0,0,0,0,0,5.7
Danny Amendola (FA),2020,4,2,3,57,28.5,50,4,0,0,0,0,0,5.7
Darnell Mooney (CHI),2020,4,5,9,52,10.4,33,2,0,1,-3,0,0,4.9
DJ Moore (CHI),2020,4,4,6,49,12.3,23,1,0,0,0,0,0,4.9
Isaiah Ford (FA),2020,4,4,10,48,12.0,17,0,0,0,0,0,0,4.8
Darius Slayton (NYG),2020,4,3,7,48,16.0,33,2,0,0,0,0,0,4.8
Curtis Samuel (WAS),2020,4,3,4,51,17.0,24,1,0,2,-3,0,0,4.8
Christian Blake (FA),2020,4,3,5,47,15.7,21,1,0,0,0,0,0,4.7
Keelan Cole Sr. (LV),2020,4,4,5,46,11.5,20,1,0,0,0,0,0,4.6
Deebo Samuel (SF),2020,4,3,3,35,11.7,17,0,0,1,10,0,0,4.5
Marquez Valdes-Scantling (KC),2020,4,4,8,45,11.3,17,0,0,0,0,0,0,4.5
Chris Conley (TEN),2020,4,3,4,44,14.7,33,2,0,0,0,0,0,4.4
Noah Brown (HOU),2020,4,4,4,43,10.8,18,0,0,0,0,0,0,4.3
John Brown (FA),2020,4,4,5,42,10.5,14,0,0,0,0,0,0,4.2
DeAndre Hopkins (ARI),2020,4,7,9,41,5.9,13,0,0,0,0,0,0,4.1
Justin Watson (FA),2020,4,4,6,40,10.0,15,0,0,0,0,0,0,4.0
Tyler Lockett (SEA),2020,4,2,4,39,19.5,30,2,0,0,0,0,0,3.9
Greg Ward (PHI),2020,4,4,7,38,9.5,20,1,0,0,0,0,0,3.8
Robert Woods (HOU),2020,4,6,7,36,6.0,15,0,0,1,2,0,0,3.8
Jakeem Grant Sr. (CLE),2020,4,3,5,36,12.0,18,0,0,0,0,0,0,3.6
Randall Cobb (FA),2020,4,2,5,36,18.0,23,1,0,0,0,0,0,3.6
Preston Williams (CAR),2020,4,1,3,15,15.0,15,0,0,0,0,0,0,3.5
Julian Edelman (FA),2020,4,3,6,35,11.7,19,0,0,0,0,0,0,3.5
Cedrick Wilson Jr. (MIA),2020,4,3,6,34,11.3,16,0,0,0,0,0,0,3.4
Damion Ratley (FA),2020,4,3,4,34,11.3,17,0,0,0,0,0,0,3.4
Kendrick Bourne (NE),2020,4,3,6,33,11.0,20,1,0,0,0,0,0,3.3
Freddie Swain (MIA),2020,4,2,3,32,16.0,23,1,0,0,0,0,0,3.2
Zay Jones (JAC),2020,4,4,7,32,8.0,16,0,0,0,0,0,0,3.2
Julio Jones (FA),2020,4,4,4,32,8.0,19,0,0,0,0,0,0,3.2
Isaiah Wright (FA),2020,4,4,5,20,5.0,11,0,0,1,9,0,0,2.9
Michael Gallup (DAL),2020,4,2,5,29,14.5,17,0,0,0,0,0,0,2.9
T.Y. Hilton (FA),2020,4,3,5,29,9.7,13,0,0,0,0,0,0,2.9
Isaiah McKenzie (IND),2020,4,1,1,18,18.0,18,0,0,2,11,0,0,2.9
Dontrelle Inman (FA),2020,4,4,5,29,7.3,13,0,0,0,0,0,0,2.9
Miles Boykin (FA),2020,4,2,4,28,14.0,15,0,0,0,0,0,0,2.8
Marcus Johnson (FA),2020,4,1,1,27,27.0,27,1,0,0,0,0,0,2.7
Josh Reynolds (DET),2020,4,3,4,25,8.3,11,0,0,0,0,0,0,2.5
Chris Hogan (FA),2020,4,4,8,23,5.8,10,0,0,0,0,0,0,2.3
Sammy Watkins (FA),2020,4,4,7,43,10.8,21,1,0,0,0,0,1,2.3
John Hightower (LAC),2020,4,2,2,22,11.0,13,0,0,0,0,0,0,2.2
Darrius Shepherd (FA),2020,4,2,3,21,10.5,19,0,0,0,0,0,0,2.1
Malik Taylor (NYJ),2020,4,1,1,20,20.0,20,1,0,0,0,0,0,2.0
Russell Gage (TB),2020,4,2,3,22,11.0,13,0,0,1,-2,0,0,2.0
Deonte Harty (BUF),2020,4,1,2,10,10.0,10,0,0,2,10,0,0,2.0
Willie Snead IV (FA),2020,4,2,2,20,10.0,10,0,0,0,0,0,0,2.0
Golden Tate (FA),2020,4,4,6,20,5.0,12,0,0,0,0,0,0,2.0
Cam Sims (LV),2020,4,2,2,17,8.5,9,0,0,0,0,0,0,1.7
Alex Erickson (WAS),2020,4,1,1,9,9.0,9,0,0,1,7,0,0,1.6
Marquez Callaway (DEN),2020,4,1,1,16,16.0,16,0,0,0,0,0,0,1.6
Anthony Miller (PIT),2020,4,3,5,16,5.3,12,0,0,0,0,0,0,1.6
Auden Tate (ARI),2020,4,1,1,15,15.0,15,0,0,0,0,0,0,1.5
Gunner Olszewski (PIT),2020,4,1,1,11,11.0,11,0,0,0,0,0,0,1.1
Ted Ginn Jr. (FA),2020,4,2,2,11,5.5,6,0,0,0,0,0,0,1.1
Seth Roberts (FA),2020,4,1,1,10,10.0,10,0,0,0,0,0,0,1.0
Marvin Jones Jr. (FA),2020,4,1,2,9,9.0,9,0,0,0,0,0,0,0.9
DaeSean Hamilton (FA),2020,4,1,3,9,9.0,9,0,0,0,0,0,0,0.9
Isaiah Zuber (LV),2020,4,0,0,0,0.0,0,0,0,1,8,0,0,0.8
