,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
CeeDee Lamb (DAL),2020,1,5,6,59,11.8,33,2,0,0,0,0,0,5.9
Cole Beasley (BUF),2020,1,4,7,58,14.5,29,1,0,0,0,0,0,5.8
Jerry Jeudy (DEN),2020,1,4,8,56,14.0,25,2,0,0,0,0,0,5.6
Bisi Johnson (FA),2020,1,3,4,56,18.7,29,2,0,0,0,0,0,5.6
Marvin Jones Jr. (FA),2020,1,4,8,55,13.8,21,1,0,0,0,0,0,5.5
Jalen Reagor (MIN),2020,1,1,4,55,55.0,55,4,0,0,0,0,0,5.5
DJ Moore (CHI),2020,1,4,9,54,13.5,18,0,0,0,0,0,0,5.4
T.Y. Hilton (FA),2020,1,4,9,53,13.3,20,1,0,0,0,0,0,5.3
A.J. Green (FA),2020,1,5,9,51,10.2,14,0,0,0,0,0,0,5.1
Steven Sims Jr. (HOU),2020,1,3,3,50,16.7,19,0,0,0,0,0,0,5.0
Michael Gallup (DAL),2020,1,3,5,50,16.7,24,1,0,0,0,0,0,5.0
DeVante Parker (NE),2020,1,4,4,47,11.8,18,0,0,0,0,0,0,4.7
Sterling Shepard (NYG),2020,1,6,6,47,7.8,14,0,0,0,0,0,0,4.7
Chase Claypool (CHI),2020,1,2,2,39,19.5,28,1,0,1,8,0,0,4.7
Adam Humphries (FA),2020,1,6,7,47,7.8,10,0,0,0,0,0,0,4.7
DeSean Jackson (FA),2020,1,2,7,46,23.0,27,1,0,0,0,0,0,4.6
Curtis Samuel (WAS),2020,1,5,8,38,7.6,19,0,0,1,5,0,0,4.3
Quintez Cephus (DET),2020,1,3,10,43,14.3,20,1,0,0,0,0,0,4.3
Preston Williams (CAR),2020,1,2,7,41,20.5,21,2,0,0,0,0,0,4.1
David Moore (FA),2020,1,3,3,28,9.3,18,0,0,1,12,0,0,4.0
Cooper Kupp (LAR),2020,1,4,5,40,10.0,15,0,0,0,0,0,0,4.0
A.J. Brown (PHI),2020,1,5,8,39,7.8,12,0,0,0,0,0,0,3.9
Darnell Mooney (CHI),2020,1,3,3,38,12.7,19,0,0,0,0,0,0,3.8
Miles Boykin (FA),2020,1,3,4,37,12.3,25,1,0,0,0,0,0,3.7
Keenan Allen (LAC),2020,1,4,8,37,9.3,13,0,0,0,0,0,0,3.7
Diontae Johnson (PIT),2020,1,6,10,57,9.5,18,0,0,0,0,0,1,3.7
Larry Fitzgerald (FA),2020,1,4,5,34,8.5,10,0,0,0,0,0,0,3.4
Kendrick Bourne (NE),2020,1,2,5,34,17.0,18,0,0,0,0,0,0,3.4
Tyler Boyd (CIN),2020,1,4,5,33,8.3,11,0,0,0,0,0,0,3.3
Van Jefferson (LAR),2020,1,1,3,31,31.0,31,2,0,0,0,0,0,3.1
Greg Ward (PHI),2020,1,5,7,31,6.2,11,0,0,0,0,0,0,3.1
Tim Patrick (DEN),2020,1,4,5,29,7.3,15,0,0,0,0,0,0,2.9
Justin Jefferson (MIN),2020,1,2,3,26,13.0,17,0,0,0,0,0,0,2.6
Deonte Harty (BUF),2020,1,1,1,17,17.0,17,0,0,1,9,0,0,2.6
Marvin Hall (FA),2020,1,1,2,26,26.0,26,1,0,0,0,0,0,2.6
Jakeem Grant Sr. (CLE),2020,1,3,3,25,8.3,14,0,0,0,0,0,0,2.5
Randall Cobb (FA),2020,1,2,3,23,11.5,17,0,0,0,0,0,0,2.3
Odell Beckham Jr. (FA),2020,1,3,10,22,7.3,16,0,0,0,0,0,0,2.2
Dontrelle Inman (FA),2020,1,2,5,21,10.5,11,0,0,0,0,0,0,2.1
Hunter Renfrow (LV),2020,1,2,2,21,10.5,11,0,0,0,0,0,0,2.1
Demarcus Robinson (FA),2020,1,3,6,20,6.7,9,0,0,0,0,0,0,2.0
Brandin Cooks (DAL),2020,1,2,5,20,10.0,11,0,0,0,0,0,0,2.0
N'Keal Harry (FA),2020,1,5,6,39,7.8,13,0,0,0,0,0,1,1.9
Zach Pascal (ARI),2020,1,2,3,18,9.0,12,0,0,0,0,0,0,1.8
DaeSean Hamilton (FA),2020,1,1,3,18,18.0,18,0,0,0,0,0,0,1.8
John Ross (FA),2020,1,2,5,17,8.5,15,0,0,0,0,0,0,1.7
Freddie Swain (MIA),2020,1,1,1,17,17.0,17,0,0,0,0,0,0,1.7
Michael Thomas (NO),2020,1,3,5,17,5.7,8,0,0,0,0,0,0,1.7
Mike Thomas (BAL),2020,1,2,3,17,8.5,12,0,0,0,0,0,0,1.7
Isaiah McKenzie (IND),2020,1,3,3,17,5.7,10,0,0,0,0,0,0,1.7
C.J. Board (TEN),2020,1,2,2,17,8.5,10,0,0,0,0,0,0,1.7
Breshad Perriman (FA),2020,1,3,5,17,5.7,13,0,0,0,0,0,0,1.7
Josh Reynolds (DET),2020,1,1,1,17,17.0,17,0,0,0,0,0,0,1.7
Jalen Guyton (FA),2020,1,1,1,16,16.0,16,0,0,0,0,0,0,1.6
Gabe Davis (BUF),2020,1,2,2,16,8.0,13,0,0,0,0,0,0,1.6
Collin Johnson (NYG),2020,1,1,1,14,14.0,14,0,0,0,0,0,0,1.4
Isaiah Ford (FA),2020,1,2,5,13,6.5,8,0,0,0,0,0,0,1.3
KhaDarel Hodge (FA),2020,1,1,3,12,12.0,12,0,0,0,0,0,0,1.2
Devin Duvernay (BAL),2020,1,1,1,12,12.0,12,0,0,0,0,0,0,1.2
Michael Pittman Jr. (IND),2020,1,2,2,10,5.0,5,0,0,0,0,0,0,1.0
Bryan Edwards (NO),2020,1,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Rashard Higgins (FA),2020,1,1,1,9,9.0,9,0,0,0,0,0,0,0.9
DeAndre Carter (FA),2020,1,1,2,8,8.0,8,0,0,0,0,0,0,0.8
Tyrie Cleveland (PHI),2020,1,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Trent Taylor (CIN),2020,1,2,5,7,3.5,5,0,0,0,0,0,0,0.7
Chris Conley (TEN),2020,1,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Mecole Hardman (NYJ),2020,1,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Justin Watson (FA),2020,1,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Seth Roberts (FA),2020,1,1,2,5,5.0,5,0,0,0,0,0,0,0.5
Tre'Quan Smith (NO),2020,1,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Dan Chisena (PIT),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Malik Turner (IND),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andy Isabella (BAL),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Christian Blake (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Brandon Powell (MIN),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Byron Pringle (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cam Sims (LV),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trent Sherfield (BUF),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
K.J. Osborn (MIN),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tee Higgins (CIN),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
KJ Hill Jr. (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Isaiah Wright (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Proche II (BAL),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Joe Reed (CHI),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Quinton Bell (ATL),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ashton Dulin (IND),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Penny Hart (SEA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jakobi Meyers (LV),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Nsimba Webster (CHI),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Olamide Zaccheaus (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Malik Taylor (NYJ),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Hogan (FA),2020,1,1,4,0,0.0,0,0,0,0,0,0,0,0.0
Kenny Stills (FA),2020,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Slater (NE),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andre Roberts (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ted Ginn Jr. (FA),2020,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Mack Hollins (ATL),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Josh Malone (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cody Hollister (TEN),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Noah Brown (HOU),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zay Jones (JAC),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jaydon Mickens (NYG),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kalif Raymond (DET),2020,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Brandon Zylstra (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Richie James Jr. (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Damion Ratley (FA),2020,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Ray-Ray McCloud III (SF),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Auden Tate (ARI),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Braxton Berrios (MIA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Christian Kirk (JAC),2020,1,1,5,0,0.0,0,0,0,0,0,0,0,0.0
Dante Pettis (FA),2020,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Cedrick Wilson Jr. (MIA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Justin Hardee (NYJ),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
JoJo Natson (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jamal Agnew (JAC),2020,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Marcus Kemp (WAS),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Diontae Spencer (NYJ),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ty Montgomery (NE),2020,1,0,0,0,0.0,0,0,0,1,-4,0,0,0.0
Bennie Fowler III (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Alex Erickson (WAS),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tajae Sharpe (FA),2020,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Pharoh Cooper (ARI),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Damiere Byrd (FA),2020,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
John Hightower (LAC),2020,1,1,4,-2,-2.0,0,0,0,0,0,0,0,-0.2
Calvin Ridley (JAC),2020,2,7,10,109,15.6,25,3,2,0,0,0,0,22.9
Stefon Diggs (BUF),2020,2,8,13,153,19.1,47,6,1,0,0,0,0,21.3
Terry McLaurin (WAS),2020,2,7,10,125,17.9,26,3,1,0,0,0,0,18.5
Julian Edelman (FA),2020,2,8,11,179,22.4,49,6,0,0,0,0,0,17.9
Tyreek Hill (MIA),2020,2,5,11,99,19.8,54,4,1,1,9,0,0,16.8
Mike Evans (TB),2020,2,7,10,104,14.9,50,5,1,0,0,0,0,16.4
DK Metcalf (SEA),2020,2,4,6,92,23.0,54,4,1,0,0,0,0,15.2
Diontae Johnson (PIT),2020,2,8,13,92,11.5,28,1,1,0,0,0,0,15.2
Chase Claypool (CHI),2020,2,3,3,88,29.3,84,4,1,0,0,0,0,14.8
John Brown (FA),2020,2,4,6,82,20.5,46,3,1,0,0,0,0,14.2
Odell Beckham Jr. (FA),2020,2,4,6,74,18.5,43,3,1,0,0,0,0,13.4
Tyler Boyd (CIN),2020,2,7,8,72,10.3,17,0,1,0,0,0,0,13.2
DeAndre Hopkins (ARI),2020,2,8,9,68,8.5,25,1,1,0,0,0,0,12.8
Tyler Lockett (SEA),2020,2,7,8,67,9.6,16,0,1,0,0,0,0,12.7
DJ Moore (CHI),2020,2,8,13,120,15.0,30,2,0,0,0,0,0,12.0
Braxton Berrios (MIA),2020,2,6,8,59,9.8,30,2,1,0,0,0,0,11.9
Keelan Cole Sr. (LV),2020,2,6,7,58,9.7,23,1,1,0,0,0,0,11.8
CeeDee Lamb (DAL),2020,2,6,9,106,17.7,37,3,0,1,9,0,0,11.5
DeVante Parker (NE),2020,2,5,8,53,10.6,20,1,1,0,0,0,0,11.3
Adam Humphries (FA),2020,2,5,6,48,9.6,18,0,1,0,0,0,0,10.8
David Moore (FA),2020,2,3,3,48,16.0,38,2,1,0,0,0,0,10.8
Russell Gage (TB),2020,2,6,9,46,7.7,14,0,1,0,0,0,0,10.6
Amari Cooper (CLE),2020,2,6,9,100,16.7,58,4,0,0,0,0,0,10.0
Darnell Mooney (CHI),2020,2,3,3,36,12.0,16,0,1,0,0,0,0,9.6
Keenan Allen (LAC),2020,2,7,10,96,13.7,28,2,0,0,0,0,0,9.6
Corey Davis (NYJ),2020,2,3,5,36,12.0,17,0,1,0,0,0,0,9.6
Brandin Cooks (DAL),2020,2,5,8,95,19.0,38,3,0,0,0,0,0,9.5
Robert Woods (HOU),2020,2,2,5,14,7.0,13,0,0,3,19,1,0,9.3
Mike Thomas (BAL),2020,2,4,4,31,7.8,14,0,1,0,0,0,0,9.1
Chosen Anderson (FA),2020,2,9,10,109,12.1,39,2,0,0,0,0,1,8.9
Tre'Quan Smith (NO),2020,2,5,7,86,17.2,29,2,0,0,0,0,0,8.6
DJ Chark Jr. (CAR),2020,2,4,4,84,21.0,45,3,0,0,0,0,0,8.4
Marvin Hall (FA),2020,2,1,2,24,24.0,24,1,1,0,0,0,0,8.4
Marvin Jones Jr. (FA),2020,2,4,6,23,5.8,8,0,1,0,0,0,0,8.3
Freddie Swain (MIA),2020,2,1,1,21,21.0,21,1,1,0,0,0,0,8.1
Cooper Kupp (LAR),2020,2,5,6,81,16.2,24,2,0,2,19,0,1,8.0
Zach Pascal (ARI),2020,2,3,4,19,6.3,14,0,1,0,0,0,0,7.9
Isaiah Ford (FA),2020,2,7,9,76,10.9,14,0,0,0,0,0,0,7.6
Chris Hogan (FA),2020,2,6,8,75,12.5,27,1,0,0,0,0,0,7.5
Zay Jones (JAC),2020,2,1,1,15,15.0,15,0,1,0,0,0,0,7.5
Jalen Guyton (FA),2020,2,1,2,14,14.0,14,0,1,0,0,0,0,7.4
Damiere Byrd (FA),2020,2,6,9,72,12.0,20,1,0,0,0,0,0,7.2
Laviska Shenault Jr. (CAR),2020,2,3,4,35,11.7,14,0,0,5,37,0,0,7.2
N'Keal Harry (FA),2020,2,8,12,72,9.0,17,0,0,0,0,0,0,7.2
Cole Beasley (BUF),2020,2,5,6,70,14.0,26,2,0,0,0,0,0,7.0
Andy Isabella (BAL),2020,2,2,3,67,33.5,54,4,0,0,0,0,0,6.7
Kendrick Bourne (NE),2020,2,4,5,67,16.8,24,1,0,0,0,0,0,6.7
Gabe Davis (BUF),2020,2,1,1,6,6.0,6,0,1,1,0,0,0,6.6
Courtland Sutton (DEN),2020,2,3,6,66,22.0,45,4,0,0,0,0,0,6.6
DeSean Jackson (FA),2020,2,6,9,64,10.7,25,1,0,0,0,0,0,6.4
Marquez Valdes-Scantling (KC),2020,2,3,7,64,21.3,41,3,0,0,0,0,0,6.4
Jerry Jeudy (DEN),2020,2,4,7,62,15.5,20,1,0,0,0,0,0,6.2
Christian Kirk (JAC),2020,2,2,4,57,28.5,49,3,0,1,3,0,0,6.0
Randall Cobb (FA),2020,2,5,6,59,11.8,23,1,0,0,0,0,0,5.9
Michael Gallup (DAL),2020,2,2,5,58,29.0,38,3,0,0,0,0,0,5.8
KJ Hamler (DEN),2020,2,3,7,48,16.0,18,0,0,1,9,0,0,5.7
Quintez Cephus (DET),2020,2,3,3,54,18.0,36,2,0,0,0,0,0,5.4
Mecole Hardman (NYJ),2020,2,2,3,30,15.0,22,1,0,1,3,0,0,5.3
Larry Fitzgerald (FA),2020,2,7,7,50,7.1,12,0,0,0,0,0,0,5.0
Justin Watson (FA),2020,2,2,3,48,24.0,36,2,0,0,0,0,0,4.8
JuJu Smith-Schuster (NE),2020,2,7,8,48,6.9,18,0,0,0,0,0,0,4.8
Chris Conley (TEN),2020,2,4,7,48,12.0,24,1,0,0,0,0,0,4.8
Golden Tate (FA),2020,2,5,5,47,9.4,20,1,0,0,0,0,0,4.7
Isaiah McKenzie (IND),2020,2,2,2,47,23.5,46,3,0,0,0,0,0,4.7
Preston Williams (CAR),2020,2,1,5,26,26.0,26,1,0,0,0,0,0,4.6
Jarvis Landry (FA),2020,2,3,3,46,15.3,21,1,0,0,0,0,0,4.6
Allen Lazard (NYJ),2020,2,3,5,45,15.0,25,1,0,0,0,0,0,4.5
Justin Jefferson (MIN),2020,2,3,3,44,14.7,22,1,0,0,0,0,0,4.4
Van Jefferson (LAR),2020,2,4,5,45,11.3,21,1,0,1,-1,0,0,4.4
Bryan Edwards (NO),2020,2,2,2,42,21.0,22,2,0,0,0,0,0,4.2
Marquise Brown (ARI),2020,2,5,6,42,8.4,25,1,0,0,0,0,0,4.2
Jalen Reagor (MIN),2020,2,4,4,41,10.3,16,0,0,0,0,0,0,4.1
Curtis Samuel (WAS),2020,2,2,2,13,6.5,10,0,0,4,26,0,0,3.9
KhaDarel Hodge (FA),2020,2,2,2,39,19.5,26,1,0,0,0,0,0,3.9
Miles Boykin (FA),2020,2,4,5,38,9.5,14,0,0,0,0,0,0,3.8
Michael Pittman Jr. (IND),2020,2,4,6,37,9.3,16,0,0,0,0,0,0,3.7
Cameron Batson (FA),2020,2,2,2,26,13.0,18,0,0,1,11,0,0,3.7
Hunter Renfrow (LV),2020,2,3,3,37,12.3,17,0,0,0,0,0,0,3.7
Davante Adams (LV),2020,2,3,3,36,12.0,17,0,0,0,0,0,0,3.6
Sterling Shepard (NYG),2020,2,2,4,29,14.5,24,1,0,1,6,0,0,3.5
Tee Higgins (CIN),2020,2,3,6,35,11.7,18,0,0,0,0,0,0,3.5
Deonte Harty (BUF),2020,2,3,5,23,7.7,9,0,0,1,11,0,0,3.4
Allen Robinson II (LAR),2020,2,3,9,33,11.0,17,0,0,0,0,0,0,3.3
Josh Reynolds (DET),2020,2,2,2,33,16.5,20,1,0,0,0,0,0,3.3
Darius Slayton (NYG),2020,2,3,6,33,11.0,17,0,0,0,0,0,0,3.3
Steven Sims Jr. (HOU),2020,2,3,5,53,17.7,30,2,0,0,0,0,1,3.3
C.J. Board (TEN),2020,2,3,3,32,10.7,12,0,0,0,0,0,0,3.2
Adam Thielen (CAR),2020,2,3,8,31,10.3,18,0,0,0,0,0,0,3.1
A.J. Green (FA),2020,2,3,13,29,9.7,15,0,0,0,0,0,0,2.9
Willie Snead IV (FA),2020,2,2,2,29,14.5,22,1,0,0,0,0,0,2.9
Demarcus Robinson (FA),2020,2,3,4,28,9.3,14,0,0,0,0,0,0,2.8
Josh Malone (FA),2020,2,4,6,16,4.0,13,0,0,1,12,0,0,2.8
T.Y. Hilton (FA),2020,2,3,5,28,9.3,28,1,0,0,0,0,0,2.8
Noah Brown (HOU),2020,2,2,2,28,14.0,20,1,0,0,0,0,0,2.8
Bisi Johnson (FA),2020,2,1,3,24,24.0,24,1,0,0,0,0,0,2.4
Julio Jones (FA),2020,2,2,4,24,12.0,19,0,0,0,0,0,0,2.4
Tim Patrick (DEN),2020,2,2,5,24,12.0,17,0,0,0,0,0,0,2.4
James Washington (FA),2020,2,3,5,22,7.3,10,0,0,0,0,0,0,2.2
Brandon Aiyuk (SF),2020,2,2,3,21,10.5,13,0,0,0,0,0,0,2.1
Danny Amendola (FA),2020,2,2,7,21,10.5,13,0,0,0,0,0,0,2.1
Nelson Agholor (BAL),2020,2,1,1,19,19.0,19,0,0,0,0,0,0,1.9
Devin Duvernay (BAL),2020,2,1,1,19,19.0,19,0,0,0,0,0,0,1.9
Emmanuel Sanders (FA),2020,2,1,3,18,18.0,18,0,0,0,0,0,0,1.8
Javon Wims (ARI),2020,2,2,2,17,8.5,12,0,0,0,0,0,0,1.7
Dontrelle Inman (FA),2020,2,2,5,17,8.5,14,0,0,0,0,0,0,1.7
Kenny Stills (FA),2020,2,2,3,16,8.0,13,0,0,0,0,0,0,1.6
Mike Williams (LAC),2020,2,2,4,14,7.0,8,0,0,0,0,0,0,1.4
Scotty Miller (FA),2020,2,2,3,11,5.5,6,0,0,1,1,0,0,1.2
Breshad Perriman (FA),2020,2,2,2,12,6.0,9,0,0,0,0,0,0,1.2
Sammy Watkins (FA),2020,2,1,3,11,11.0,11,0,0,0,0,0,0,1.1
Olamide Zaccheaus (FA),2020,2,1,1,10,10.0,10,0,0,0,0,0,0,1.0
Trent Taylor (CIN),2020,2,2,3,10,5.0,9,0,0,0,0,0,0,1.0
Joe Reed (CHI),2020,2,0,0,0,0.0,0,0,0,1,8,0,0,0.8
Parris Campbell (NYG),2020,2,0,0,0,0.0,0,0,0,1,7,0,0,0.7
Jakobi Meyers (LV),2020,2,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Ashton Dulin (IND),2020,2,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Greg Ward (PHI),2020,2,1,1,5,5.0,5,0,0,0,0,0,0,0.5
DaeSean Hamilton (FA),2020,2,1,3,5,5.0,5,0,0,0,0,0,0,0.5
Henry Ruggs III (FA),2020,2,1,3,4,4.0,4,0,0,0,0,0,0,0.4
Antonio Gandy-Golden (FA),2020,2,1,1,3,3.0,3,0,0,0,0,0,0,0.3
Jakeem Grant Sr. (CLE),2020,2,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Nick Westbrook-Ikhine (TEN),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dan Chisena (PIT),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
KJ Hill Jr. (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Malik Turner (IND),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2020,2,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Collin Johnson (NYG),2020,2,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Byron Pringle (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Brandon Powell (MIN),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Christian Blake (FA),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cam Sims (LV),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trent Sherfield (BUF),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
John Hightower (LAC),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Proche II (BAL),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
K.J. Osborn (MIN),2020,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
