Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE
Ben Skowronek ,LAR,WR,4.0,13.43,31.0,2.26,49.29,3.59,306.57,22.35,10.34,32.86,11.58,5.86,0.43,0.0,0.0,0.71,0.05,12.14,0.86,12.14,0.71,0.05,31.71,2.31,50.0,3.64,0.0,0.0,0.0,1.0,36.16,2.63,1.46,2.98,3.13,11.29,1.43,0.71,0.0,0.0,0.06,0.0,2.46,51.66,3.76,2.36,3.79,4.34,10.57,1.43,1.43,0.0,0.0,0.12,0.0,3.43,67.16,4.88,3.07,4.65,5.51,10.29,1.71,0.71,0.71,0.0,0.12,0.07,4.3,2
Greg Ward ,PHI,WR,4.0,11.23,20.95,1.71,31.41,2.56,194.38,16.53,11.66,29.41,9.78,1.87,0.16,3.56,0.3,0.62,0.05,-0.51,0.01,0.0,0.0,0.0,21.56,1.76,32.03,2.6,0.0,0.0,0.0,0.96,41.5,3.52,1.39,4.02,3.93,7.82,2.28,0.87,0.26,0.0,0.1,0.02,2.6,51.98,4.37,2.32,4.51,4.87,7.62,2.49,0.51,0.62,0.0,0.1,0.08,3.41,62.45,5.23,3.2,5.03,5.8,7.1,2.74,0.77,0.62,0.0,0.13,0.09,4.19,4
Preston Williams ,CAR,WR,4.0,6.72,11.74,1.63,25.38,3.6,163.26,22.3,13.06,37.44,12.52,5.21,0.73,1.33,0.17,0.64,0.11,4.49,0.75,4.49,0.0,0.0,12.38,1.74,26.03,3.71,0.1,0.01,0.0,0.82,25.59,3.41,2.28,3.5,3.77,4.54,1.56,0.26,0.26,0.1,0.1,0.1,2.73,31.47,4.22,3.03,3.99,4.7,4.54,1.56,0.26,0.26,0.1,0.1,0.1,3.36,37.34,5.04,3.81,4.49,5.65,4.33,1.67,0.36,0.26,0.1,0.12,0.17,4.05,4
Kendall Hinton ,DEN,WR,7.0,9.97,19.23,1.75,27.05,2.46,244.23,22.2,11.3,32.69,15.41,6.15,0.56,0.26,0.02,1.49,0.32,9.05,1.47,4.53,0.0,0.0,20.72,2.07,28.54,2.78,0.0,0.0,0.0,0.93,26.71,2.36,2.03,1.98,3.19,9.08,0.9,0.0,0.0,0.0,0.0,0.0,2.65,36.33,3.23,2.48,2.59,4.17,7.79,2.18,0.0,0.0,0.0,0.0,0.0,3.29,45.94,4.1,2.93,3.24,5.11,6.9,3.08,0.0,0.0,0.0,0.0,0.0,3.91,3
Byron Pringle ,FA,WR,23.0,11.91,18.26,1.4,26.94,2.09,245.49,18.79,13.41,36.15,13.06,6.52,0.51,2.6,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26,1.4,26.94,2.09,0.25,0.01,0.0,0.98,40.25,3.16,1.68,3.84,3.56,9.46,0.96,1.21,0.04,0.25,0.14,0.02,2.59,49.38,3.86,2.29,4.28,4.35,9.06,1.35,1.21,0.04,0.25,0.14,0.03,3.21,58.51,4.56,2.93,4.75,5.15,9.06,1.72,0.84,0.0,0.29,0.09,0.03,3.83,4
Keelan Cole Sr. ,LV,WR,6.0,13.04,19.42,1.4,35.58,2.6,274.89,19.98,14.38,38.97,12.71,7.03,0.52,1.47,0.1,0.14,0.01,0.43,0.03,0.43,0.0,0.0,19.56,1.41,35.72,2.61,0.0,0.0,0.0,1.0,36.96,2.68,1.63,3.39,3.1,10.9,0.75,1.2,0.2,0.0,0.12,0.02,2.45,46.67,3.38,2.43,3.78,3.91,10.94,0.71,1.1,0.3,0.0,0.12,0.03,3.18,56.38,4.09,3.18,4.21,4.72,10.7,0.66,1.29,0.39,0.0,0.15,0.05,3.9,4
Cedrick Wilson Jr. ,MIA,WR,4.0,13.27,20.34,1.49,29.18,2.15,252.45,18.5,11.73,35.6,11.32,5.76,0.41,1.67,0.12,1.4,0.1,6.45,0.5,5.89,0.0,0.0,21.75,1.6,30.59,2.25,0.0,0.0,0.0,0.99,37.78,2.73,1.58,2.97,3.1,11.59,0.59,0.49,0.25,0.34,0.11,0.07,2.39,47.95,3.48,2.22,3.49,3.95,11.55,0.63,0.25,0.49,0.34,0.11,0.1,3.07,58.12,4.23,3.02,4.03,4.79,11.31,0.88,0.0,0.74,0.34,0.11,0.15,3.82,4
Tyler Johnson ,LV,WR,5.0,15.43,29.14,1.85,44.14,2.8,305.43,19.52,11.17,32.14,10.98,5.71,0.37,0.57,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.14,1.85,44.14,2.8,0.0,0.0,0.0,1.0,33.97,2.2,1.34,2.36,2.82,13.14,2.29,0.0,0.0,0.0,0.0,0.0,2.15,48.54,3.13,2.3,3.03,3.87,12.43,3.0,0.0,0.0,0.0,0.0,0.0,3.06,63.11,4.05,3.26,3.74,4.9,12.0,3.43,0.0,0.0,0.0,0.0,0.0,3.96,3
Trent Sherfield ,BUF,WR,5.0,14.92,21.34,1.38,37.53,2.45,286.28,18.36,12.71,54.67,12.99,5.76,0.36,1.48,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34,1.38,37.53,2.45,0.0,0.0,0.0,1.0,37.5,2.42,1.71,3.21,2.79,13.44,0.25,0.62,0.62,0.0,0.09,0.04,2.33,48.17,3.11,2.45,3.52,3.62,12.82,0.86,1.23,0.0,0.0,0.09,0.0,3.02,58.83,3.8,3.19,3.88,4.45,12.72,0.96,1.23,0.0,0.0,0.09,0.0,3.73,4
Greg Dortch ,ARI,WR,4.0,12.38,36.34,2.38,44.54,2.9,323.09,20.76,7.5,34.84,9.22,5.46,0.34,1.37,0.08,5.05,0.36,36.61,3.19,10.85,0.0,0.0,41.39,2.74,49.59,3.25,0.73,0.06,inf,0.9,42.71,2.78,0.67,3.66,3.06,8.28,2.05,2.05,0.0,0.0,0.16,0.0,2.07,60.88,3.97,1.53,4.8,4.21,8.28,1.37,2.05,0.68,0.0,0.23,0.07,3.01,79.05,5.16,2.38,6.03,5.31,8.28,0.68,1.37,1.37,0.68,0.31,0.2,3.95,4
Zach Pascal ,ARI,WR,5.0,15.38,24.55,1.57,38.53,2.46,272.84,17.44,10.64,36.63,11.13,6.19,0.39,2.04,0.13,1.19,0.08,5.8,0.36,2.9,0.0,0.0,25.73,1.65,39.71,2.53,0.25,0.01,0.0,1.0,39.72,2.54,1.45,3.62,2.84,13.65,0.14,1.14,0.33,0.14,0.12,0.04,2.25,51.99,3.32,2.12,4.0,3.75,13.2,0.58,1.14,0.33,0.14,0.12,0.04,2.96,64.26,4.11,2.88,4.44,4.66,12.57,1.21,1.1,0.36,0.14,0.12,0.05,3.72,4
Laquon Treadwell ,SEA,WR,3.0,5.85,12.77,2.05,20.04,3.28,144.84,19.01,9.16,24.23,11.32,2.74,0.22,0.48,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77,2.05,20.04,3.28,0.0,0.0,0.0,0.7,17.38,2.28,2.39,2.06,2.96,4.63,1.18,0.04,0.0,0.0,0.0,0.0,2.13,23.76,3.3,3.6,2.65,4.19,3.85,1.71,0.29,0.0,0.0,0.03,0.0,2.94,30.15,4.33,4.8,3.26,5.4,3.95,1.62,0.29,0.0,0.0,0.03,0.0,3.73,4
DeSean Jackson ,FA,WR,19.0,8.37,12.2,1.54,21.8,2.74,235.55,28.19,18.42,66.72,20.9,8.67,1.0,0.67,0.08,0.34,0.04,2.17,0.31,2.17,0.0,0.0,12.55,1.58,22.14,2.78,0.25,0.02,0.01,0.86,27.3,3.3,1.48,4.09,3.65,6.78,0.96,0.0,0.34,0.29,0.09,0.1,2.23,33.4,4.07,2.39,4.42,4.57,6.78,0.96,0.1,0.49,0.04,0.09,0.06,2.91,39.5,4.84,3.05,4.8,5.51,6.78,0.86,0.2,0.49,0.04,0.13,0.06,3.52,4
Tutu Atwell ,LAR,WR,5.0,10.29,12.86,1.07,25.0,2.09,212.86,17.74,11.83,44.29,13.51,8.57,0.71,0.71,0.06,6.43,0.54,24.29,2.02,2.7,0.71,0.06,19.29,1.61,31.43,2.62,0.0,0.0,0.0,0.94,32.29,2.69,1.32,2.92,3.01,8.14,0.71,1.43,0.0,0.0,0.14,0.0,2.28,38.71,3.23,2.04,3.09,3.66,7.43,1.43,1.43,0.0,0.0,0.14,0.0,2.9,45.14,3.76,2.75,3.31,4.32,7.43,2.14,0.71,0.0,0.0,0.06,0.0,3.48,2
Breshad Perriman ,FA,WR,15.0,7.89,12.63,1.58,24.76,3.04,184.04,22.65,13.63,38.48,15.48,5.73,0.72,1.39,0.16,1.66,0.22,-3.83,-0.6,-1.99,0.0,0.0,14.28,1.8,26.42,3.25,0.62,0.07,0.06,0.86,25.15,3.06,1.7,4.28,3.32,6.3,0.33,1.08,0.0,0.18,0.19,0.02,2.27,31.47,3.85,2.41,4.67,4.23,6.3,0.3,1.12,0.0,0.18,0.2,0.02,2.89,37.78,4.64,3.11,5.12,5.16,6.05,0.54,1.08,0.04,0.18,0.2,0.03,3.51,4
Dante Pettis ,FA,WR,16.0,12.33,14.99,1.61,30.72,2.97,184.07,17.48,12.34,42.13,11.13,4.93,0.38,2.27,0.21,1.23,0.07,22.78,1.34,11.39,0.0,0.0,16.22,1.68,31.96,3.04,0.1,0.01,0.02,0.88,34.29,3.18,2.01,4.41,3.46,10.06,0.69,0.96,0.62,0.0,0.22,0.04,2.29,41.78,3.98,2.95,5.04,4.3,9.81,0.94,0.96,0.62,0.0,0.22,0.04,2.88,49.28,4.78,3.89,5.71,5.14,9.81,0.9,1.0,0.62,0.0,0.22,0.04,3.49,4
Trenton Irwin ,CIN,WR,4.0,6.91,9.83,1.23,15.59,2.02,151.11,17.97,14.16,34.36,14.28,3.94,0.46,2.46,0.27,0.62,0.07,6.77,0.75,6.77,0.0,0.0,10.44,1.29,16.21,2.09,0.0,0.0,0.0,0.79,30.57,3.52,1.59,3.89,3.63,5.06,0.0,1.23,0.62,0.0,0.31,0.1,2.47,35.48,4.13,1.95,4.18,4.27,5.06,0.0,1.23,0.62,0.0,0.31,0.1,2.86,40.39,4.74,2.3,4.48,4.94,5.06,0.0,1.23,0.62,0.0,0.31,0.1,3.26,4
Anthony Miller ,PIT,WR,3.0,7.67,21.74,2.4,35.9,4.33,207.67,17.32,6.51,18.72,8.53,2.92,0.18,1.36,0.25,0.62,0.04,2.97,0.19,1.44,0.0,0.0,22.36,2.44,36.51,4.37,0.36,0.02,0.01,0.72,28.5,3.25,1.11,4.42,3.58,5.74,1.1,0.36,0.46,0.0,0.06,0.04,2.04,39.37,4.45,1.91,5.24,4.84,5.28,1.31,0.62,0.36,0.1,0.08,0.04,2.78,50.24,5.65,2.72,6.1,6.09,4.92,0.92,1.36,0.26,0.21,0.41,0.05,3.61,4
Steven Sims Jr. ,HOU,WR,4.0,12.21,16.75,1.36,26.56,2.15,135.82,10.98,7.83,30.2,7.58,1.65,0.13,0.34,0.02,11.22,0.92,63.99,5.24,7.24,0.05,0.0,27.97,2.28,37.78,3.08,0.26,0.02,0.01,1.0,22.12,1.76,1.73,1.68,2.44,11.82,0.18,0.1,0.05,0.05,0.02,0.01,2.19,30.5,2.44,2.14,2.23,3.24,11.74,0.26,0.1,0.05,0.05,0.02,0.01,2.74,38.87,3.12,2.68,2.85,4.02,11.56,0.44,0.1,0.05,0.05,0.02,0.01,3.33,4
KJ Hamler ,DEN,WR,5.0,6.59,8.85,1.31,17.28,2.58,163.82,24.44,20.21,47.46,21.23,7.85,1.16,0.31,0.02,2.21,0.26,18.85,2.42,7.83,0.0,0.0,11.05,1.56,19.49,2.83,0.0,0.0,0.0,0.78,20.11,2.83,2.22,2.71,3.51,5.64,0.85,0.0,0.0,0.1,0.01,0.01,2.25,24.54,3.48,2.77,3.1,4.3,5.44,0.95,0.1,0.0,0.1,0.02,0.01,2.73,28.96,4.14,3.36,3.52,5.08,5.44,0.95,0.1,0.0,0.1,0.02,0.01,3.22,3
John Brown ,FA,WR,28.0,3.45,6.7,0.86,11.63,1.73,112.76,20.73,27.81,32.48,16.19,4.05,1.12,1.15,0.36,0.08,0.01,0.28,0.02,0.14,0.0,0.0,6.78,0.86,11.7,1.74,0.0,0.0,0.0,0.54,18.39,4.23,4.15,5.24,4.16,1.87,0.33,1.03,0.14,0.08,0.72,0.06,2.47,21.74,4.66,4.7,5.59,4.64,1.79,1.03,0.22,0.33,0.08,0.11,0.19,2.72,25.1,5.09,5.24,5.95,5.11,1.69,0.95,0.26,0.47,0.08,0.17,0.29,3.12,4
Lawrence Cager ,NYG,WR,7.0,5.45,11.48,2.01,17.21,3.15,106.55,19.37,10.24,19.86,9.65,0.86,0.15,0.86,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.48,2.01,17.21,3.15,0.0,0.0,0.0,0.73,15.83,2.8,1.97,3.08,3.35,3.72,1.72,0.0,0.0,0.0,0.0,0.0,2.02,21.57,3.8,2.68,4.26,4.32,3.72,0.86,0.86,0.0,0.0,0.17,0.0,2.66,27.31,4.8,3.4,5.54,5.26,3.72,0.86,0.86,0.0,0.0,0.17,0.0,3.22,3
N'Keal Harry ,FA,WR,24.0,7.81,10.99,1.32,17.52,2.0,151.33,19.2,15.25,44.43,16.34,3.37,0.45,0.89,0.13,0.39,0.04,1.93,0.28,0.39,0.0,0.0,11.38,1.36,17.92,2.04,0.34,0.03,0.02,0.85,19.99,2.65,1.61,2.82,3.23,6.82,0.95,0.04,0.0,0.0,0.01,0.0,2.02,25.48,3.31,2.38,3.1,4.07,6.82,0.89,0.1,0.0,0.0,0.01,0.0,2.66,30.98,3.97,3.08,3.39,4.91,6.72,0.99,0.1,0.0,0.0,0.01,0.0,3.26,4
Jakeem Grant Sr. ,CLE,WR,5.0,14.23,18.23,1.32,28.13,2.05,197.08,14.15,11.23,39.03,8.99,4.23,0.29,1.54,0.1,4.38,0.31,26.79,1.83,6.07,0.1,0.01,22.62,1.64,32.51,2.37,2.03,0.14,0.13,1.0,34.18,2.43,1.08,4.72,2.72,12.33,0.26,0.9,0.74,0.0,0.13,0.06,2.01,43.3,3.1,1.62,5.1,3.5,12.33,0.26,0.9,0.74,0.0,0.13,0.06,2.61,52.41,3.76,2.02,5.55,4.27,11.82,0.77,0.26,1.38,0.0,0.13,0.11,3.14,4
Jalen Guyton ,FA,WR,21.0,6.87,11.63,1.27,19.78,2.34,200.1,29.75,25.06,54.88,23.17,6.7,1.49,1.03,0.07,1.92,0.12,8.37,0.52,1.2,0.0,0.0,13.55,1.39,21.7,2.46,0.0,0.0,0.0,0.64,27.05,3.42,2.81,4.35,3.72,5.12,0.96,0.2,0.59,0.0,0.06,0.04,2.12,32.87,4.05,3.53,4.93,4.41,4.87,1.21,0.2,0.59,0.0,0.06,0.05,2.6,38.68,4.68,4.14,5.53,5.1,4.87,1.21,0.3,0.49,0.0,0.06,0.04,3.03,4
Phillip Dorsett II ,LV,WR,4.0,12.22,16.84,1.38,33.51,2.76,222.96,18.95,13.67,35.6,12.02,5.76,0.53,0.9,0.06,0.4,0.06,0.92,0.07,0.31,0.0,0.0,17.25,1.45,33.91,2.82,0.0,0.0,0.0,0.92,27.8,2.27,1.33,3.02,2.73,10.68,0.73,0.77,0.0,0.04,0.06,0.0,1.99,36.22,2.96,1.93,3.48,3.54,10.41,0.96,0.77,0.04,0.04,0.07,0.01,2.58,44.64,3.65,2.44,3.97,4.35,10.41,0.96,0.77,0.04,0.04,0.07,0.01,3.13,4
Equanimeous St. Brown ,CHI,WR,4.0,14.03,15.84,1.05,28.87,1.92,234.56,15.41,13.8,43.25,10.97,6.08,0.39,0.71,0.04,4.53,0.3,37.39,2.43,7.38,0.0,0.0,20.37,1.35,33.4,2.22,0.0,0.0,0.0,0.97,31.48,2.06,1.35,2.36,2.58,12.08,1.95,0.0,0.0,0.0,0.0,0.0,1.99,39.4,2.59,1.96,2.69,3.24,12.7,1.33,0.0,0.0,0.0,0.0,0.0,2.56,47.32,3.11,2.52,3.05,3.89,12.08,1.95,0.0,0.0,0.0,0.0,0.0,3.1,4
Denzel Mims ,NYJ,WR,5.0,9.26,11.46,1.25,26.44,2.87,189.95,20.73,16.69,53.72,15.67,5.85,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46,1.25,26.44,2.87,0.0,0.0,0.0,0.94,19.2,2.1,1.33,2.25,2.7,8.21,1.05,0.0,0.0,0.0,0.0,0.0,1.96,24.93,2.72,1.98,2.63,3.48,8.21,1.05,0.0,0.0,0.0,0.0,0.0,2.56,30.66,3.35,2.62,3.04,4.24,8.1,1.15,0.0,0.0,0.0,0.0,0.0,3.15,3
Ashton Dulin ,IND,WR,4.0,11.89,12.81,1.15,19.64,1.75,175.97,15.86,13.85,43.15,10.72,3.28,0.28,1.11,0.09,2.17,0.18,13.89,1.07,5.63,0.0,0.0,14.98,1.34,21.8,1.93,0.0,0.0,0.0,0.98,25.64,2.25,1.39,2.79,2.72,10.17,1.48,0.25,0.0,0.0,0.02,0.0,2.0,32.04,2.82,2.01,3.22,3.39,10.41,1.23,0.25,0.0,0.0,0.02,0.0,2.56,38.45,3.4,2.6,3.71,4.05,10.41,0.62,0.86,0.0,0.0,0.08,0.0,3.14,4
Chris Conley ,TEN,WR,4.0,8.02,13.67,1.38,23.18,2.36,184.83,17.77,12.51,34.51,11.56,4.79,0.44,0.89,0.06,0.25,0.02,0.74,0.05,0.74,0.0,0.0,13.92,1.4,23.42,2.38,0.34,0.02,0.01,0.78,23.27,2.1,1.62,2.38,2.61,7.0,0.33,0.57,0.12,0.0,0.06,0.01,1.88,30.1,2.79,2.48,2.9,3.41,6.82,0.41,0.67,0.12,0.0,0.07,0.01,2.51,36.94,3.48,3.05,3.51,4.19,6.58,0.55,0.77,0.12,0.0,0.07,0.02,3.04,4
David Bell ,CLE,WR,6.0,15.0,24.0,1.6,35.0,2.33,214.0,14.27,8.92,20.0,8.87,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.6,35.0,2.33,0.0,0.0,0.0,1.0,21.4,1.43,1.3,1.16,2.19,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,33.4,2.23,1.8,1.74,3.18,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,45.4,3.03,2.3,2.37,4.11,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,1
Scotty Miller ,FA,WR,17.0,10.84,19.16,1.64,33.09,2.85,180.52,14.93,8.92,23.99,8.73,3.04,0.23,0.33,0.02,1.48,0.16,17.53,2.33,11.0,0.25,0.04,20.64,1.8,34.58,3.01,0.0,0.0,0.0,0.94,23.29,2.11,0.76,2.9,2.56,10.02,0.24,0.38,0.2,0.0,0.08,0.02,1.74,32.87,2.93,1.4,3.63,3.46,9.4,0.85,0.38,0.2,0.0,0.08,0.02,2.42,42.45,3.74,2.07,4.4,4.35,9.4,0.24,1.0,0.1,0.1,0.13,0.02,3.12,4
Khalil Shakir ,BUF,WR,6.0,10.0,10.0,1.0,20.0,2.0,161.0,16.1,16.1,31.0,10.8,5.0,0.5,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,20.0,2.0,0.0,0.0,0.0,0.96,24.1,2.41,1.2,4.04,2.7,9.0,0.0,0.0,1.0,0.0,0.11,0.11,1.97,29.1,2.91,1.7,4.45,3.28,9.0,0.0,1.0,0.0,0.0,0.11,0.0,2.41,34.1,3.41,2.2,4.87,3.87,9.0,0.0,1.0,0.0,0.0,0.11,0.0,2.88,1
Auden Tate ,ARI,WR,7.0,6.21,9.62,1.2,16.41,1.9,122.44,15.06,12.55,19.79,10.6,1.03,0.08,0.74,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,1.2,16.41,1.9,0.1,0.01,0.0,0.76,16.5,2.5,1.91,2.73,3.08,4.69,1.51,0.0,0.0,0.0,0.0,0.0,1.91,21.31,3.1,2.56,3.18,3.78,4.49,1.62,0.1,0.0,0.0,0.01,0.0,2.4,26.12,3.69,3.21,3.65,4.48,5.13,0.62,0.46,0.0,0.0,0.05,0.0,2.92,4
Ray-Ray McCloud III ,SF,WR,4.0,16.22,20.2,1.23,33.82,2.06,225.44,13.54,12.82,33.05,9.86,5.42,0.32,0.62,0.04,3.35,0.2,58.13,3.46,15.46,0.62,0.04,23.55,1.43,37.17,2.26,0.38,0.03,inf,0.99,34.98,2.08,1.07,3.17,2.44,14.65,0.34,1.23,0.0,0.0,0.08,0.0,1.85,45.08,2.7,1.58,3.67,3.15,14.65,0.1,1.48,0.0,0.0,0.1,0.0,2.4,55.17,3.31,2.14,4.2,3.84,14.4,0.34,1.48,0.0,0.0,0.1,0.0,2.97,4
Quintez Cephus ,DET,WR,4.0,4.54,7.18,1.36,11.15,2.05,97.72,16.42,10.08,22.59,9.75,3.28,0.5,0.72,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,1.36,11.15,2.05,0.0,0.0,0.0,0.65,14.59,2.45,2.41,2.13,2.86,3.56,0.51,0.46,0.0,0.0,0.08,0.0,1.93,18.18,3.13,3.02,2.66,3.65,3.56,0.51,0.46,0.0,0.0,0.08,0.0,2.4,21.77,3.81,3.6,3.21,4.44,3.46,0.1,0.97,0.0,0.0,0.4,0.0,2.96,3
Deonte Harty ,BUF,WR,7.0,7.1,12.31,1.23,18.46,1.72,167.67,14.91,8.98,27.73,10.12,4.24,0.34,0.84,0.07,1.98,0.17,16.34,1.42,3.16,0.0,0.0,14.29,1.4,20.44,1.89,1.0,0.19,0.32,0.78,21.66,1.68,1.65,2.38,1.79,6.02,0.25,0.59,0.25,0.0,0.09,0.03,1.76,27.82,2.29,2.37,2.59,2.57,5.28,0.99,0.59,0.25,0.0,0.09,0.04,2.37,33.97,2.91,3.03,2.85,3.36,5.28,0.99,0.59,0.25,0.0,0.09,0.04,2.96,4
Samori Toure ,GB,WR,3.0,4.0,5.0,1.25,10.0,2.5,82.0,20.5,16.4,37.0,20.0,4.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.25,10.0,2.5,0.0,0.0,0.0,0.65,14.2,3.55,2.05,4.32,3.92,3.0,0.0,1.0,0.0,0.0,0.33,0.0,2.01,16.7,4.18,2.8,4.32,4.74,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.36,19.2,4.8,3.55,4.33,5.61,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.83,1
Shi Smith ,CAR,WR,6.0,13.57,17.43,1.26,32.43,2.35,241.14,18.38,14.56,45.14,13.26,6.86,0.56,1.43,0.09,0.29,0.06,-0.86,-0.17,-0.86,0.0,0.0,17.71,1.32,32.71,2.41,0.71,0.04,0.04,0.92,31.17,2.24,0.86,3.65,2.58,11.14,1.71,0.71,0.0,0.0,0.04,0.0,1.71,39.89,2.88,1.66,4.21,3.29,11.14,1.71,0.71,0.0,0.0,0.04,0.0,2.35,48.6,3.51,2.16,4.81,3.99,11.14,1.71,0.0,0.71,0.0,0.04,0.05,2.87,2
Justin Watson ,FA,WR,27.0,16.16,13.95,0.85,30.58,1.85,277.95,16.78,19.47,60.33,12.93,10.07,0.6,1.74,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,0.85,30.58,1.85,0.0,0.0,0.0,1.0,38.23,2.29,0.98,3.12,2.73,12.79,2.45,0.92,0.0,0.0,0.06,0.0,1.88,45.2,2.72,1.39,3.52,3.24,13.61,1.63,0.92,0.0,0.0,0.06,0.0,2.3,52.18,3.15,1.8,3.96,3.75,14.29,0.95,0.87,0.05,0.0,0.06,0.0,2.71,4
Jalen Reagor ,MIN,WR,3.0,16.38,16.77,1.09,28.49,1.85,183.95,12.13,11.97,38.72,8.84,4.13,0.27,1.26,0.08,5.54,0.34,26.9,1.67,5.49,0.0,0.0,22.31,1.43,34.03,2.19,0.0,0.0,0.0,1.0,29.44,1.92,1.02,2.35,2.4,14.92,1.0,0.46,0.0,0.0,0.04,0.0,1.78,37.83,2.46,1.32,2.65,3.09,14.95,0.97,0.46,0.0,0.0,0.04,0.0,2.22,46.21,3.0,1.67,3.0,3.77,14.64,1.38,0.1,0.26,0.0,0.03,0.02,2.69,3
Dyami Brown ,WAS,WR,4.0,9.29,7.0,0.74,17.14,1.83,149.29,16.06,24.36,67.29,12.77,5.71,0.62,1.43,0.16,1.0,0.11,9.57,1.08,9.57,0.0,0.0,8.0,0.85,18.14,1.94,0.0,0.0,0.0,0.94,24.46,2.67,0.79,5.78,2.76,8.57,0.0,0.0,0.0,0.71,0.09,0.09,1.74,27.96,3.04,1.29,6.11,3.2,8.57,0.0,0.0,0.0,0.71,0.09,0.09,2.13,31.46,3.4,1.71,6.47,3.65,8.57,0.0,0.0,0.0,0.71,0.09,0.09,2.51,2
Bryan Edwards ,NO,WR,5.0,7.9,11.77,1.12,19.87,1.88,175.82,13.2,9.31,22.97,8.32,5.49,0.36,0.87,0.06,0.26,0.02,0.0,0.0,0.0,0.0,0.0,12.03,1.14,20.13,1.89,0.0,0.0,0.0,0.78,22.81,1.66,1.16,1.73,2.05,6.0,1.28,0.36,0.26,0.0,0.05,0.03,1.54,28.7,2.22,1.92,2.01,2.83,6.0,1.28,0.36,0.26,0.0,0.05,0.03,2.11,34.58,2.78,2.67,2.33,3.58,6.0,1.03,0.62,0.26,0.0,0.07,0.03,2.68,3
Collin Johnson ,NYG,WR,8.0,9.71,13.0,1.35,23.86,2.5,152.71,14.92,11.14,24.57,8.53,2.29,0.16,0.57,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.35,23.86,2.5,0.0,0.0,0.0,0.91,19.27,1.78,0.85,2.59,2.21,8.86,0.57,0.0,0.29,0.0,0.02,0.03,1.53,25.77,2.45,1.53,3.36,2.95,8.14,1.29,0.0,0.29,0.0,0.02,0.03,2.11,32.27,3.13,2.06,4.15,3.68,8.14,0.71,0.57,0.29,0.0,0.08,0.03,2.66,3
Jalen Nailor ,MIN,WR,5.0,8.0,9.0,1.12,13.0,1.62,179.0,22.38,19.89,47.0,12.62,6.0,0.75,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.12,13.0,1.62,0.0,0.0,0.0,0.88,23.9,2.99,0.65,5.25,3.14,6.0,1.0,0.0,1.0,0.0,0.14,0.17,1.75,28.4,3.55,0.9,5.89,3.73,6.0,1.0,0.0,1.0,0.0,0.14,0.17,2.09,32.9,4.11,1.15,6.55,4.33,6.0,1.0,0.0,1.0,0.0,0.14,0.17,2.42,1
