Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE
Freddie Swain ,MIA,WR,5.0,7.92,10.31,1.31,16.26,2.02,151.69,22.01,16.63,53.13,20.5,6.21,1.07,1.23,0.07,1.28,0.07,8.21,0.48,1.64,0.0,0.0,11.59,1.39,17.54,2.1,0.0,0.0,0.0,0.72,23.37,2.69,1.18,3.08,3.22,6.44,1.23,0.0,0.26,0.0,0.02,0.02,1.61,28.53,3.34,1.73,3.44,4.02,6.44,1.23,0.0,0.26,0.0,0.02,0.02,2.05,33.68,4.0,2.21,3.82,4.84,6.18,1.49,0.0,0.26,0.0,0.02,0.02,2.45,3
KhaDarel Hodge ,FA,WR,29.0,12.48,12.45,1.01,21.03,1.71,183.78,14.95,14.9,40.11,10.15,3.34,0.27,0.62,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,1.01,21.03,1.71,0.0,0.0,0.0,0.99,23.8,1.92,0.65,2.73,2.35,11.52,0.34,0.62,0.0,0.0,0.05,0.0,1.53,30.02,2.42,1.13,3.24,2.94,11.52,0.96,0.0,0.0,0.0,0.0,0.0,1.99,36.25,2.93,1.61,3.78,3.52,10.9,1.33,0.25,0.0,0.0,0.02,0.0,2.47,4
Cam Sims ,LV,WR,7.0,12.85,11.85,0.9,21.6,1.63,154.83,11.62,12.31,29.04,8.92,3.37,0.24,0.59,0.05,0.34,0.03,2.22,0.17,2.22,0.0,0.0,12.2,0.92,21.94,1.66,0.0,0.0,0.0,1.0,19.25,1.46,0.95,1.84,1.9,11.97,0.54,0.34,0.0,0.0,0.03,0.0,1.46,25.18,1.91,1.48,2.16,2.48,11.87,0.54,0.44,0.0,0.0,0.04,0.0,1.97,31.1,2.36,2.07,2.51,3.05,11.52,0.89,0.44,0.0,0.0,0.04,0.0,2.49,4
Tom Kennedy ,DET,WR,5.0,6.74,7.1,1.01,12.98,1.85,111.07,15.86,14.49,34.15,12.33,2.73,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,1.01,12.98,1.85,0.0,0.0,0.0,0.82,13.02,1.86,1.15,2.27,2.4,6.46,0.27,0.0,0.0,0.0,0.0,0.0,1.49,16.57,2.37,1.76,2.66,3.02,6.46,0.27,0.0,0.0,0.0,0.0,0.0,1.95,20.12,2.88,2.24,3.08,3.63,5.78,0.96,0.0,0.0,0.0,0.0,0.0,2.37,4
Dez Fitzpatrick ,PIT,WR,4.0,3.0,5.0,1.67,8.0,2.67,49.0,16.33,9.8,18.0,10.67,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.67,8.0,2.67,0.0,0.0,0.0,0.56,10.9,3.63,1.4,5.13,3.84,2.0,0.0,1.0,0.0,0.0,0.5,0.0,1.6,13.4,4.47,1.9,5.7,4.73,2.0,0.0,1.0,0.0,0.0,0.5,0.0,1.95,15.9,5.3,2.4,6.27,5.64,2.0,0.0,1.0,0.0,0.0,0.5,0.0,2.31,2
Skyy Moore ,KC,WR,3.0,16.0,22.0,1.38,33.0,2.06,250.0,15.62,11.36,30.0,9.38,3.0,0.19,0.0,0.0,3.0,0.19,24.0,1.5,8.0,0.0,0.0,25.0,1.56,36.0,2.25,3.0,0.19,0.12,1.0,21.4,1.34,1.2,2.05,1.78,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.56,32.4,2.02,1.2,2.71,2.58,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.93,43.4,2.71,1.65,3.44,3.36,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2.48,1
Velus Jones Jr. ,CHI,WR,5.0,11.0,7.0,0.64,14.0,1.27,107.0,9.73,15.29,44.0,9.0,4.0,0.36,1.0,0.09,9.0,0.82,103.0,9.36,11.44,1.0,0.09,16.0,1.45,23.0,2.09,3.0,0.27,0.19,1.0,27.0,2.45,0.6,4.48,2.68,9.0,1.0,1.0,0.0,0.0,0.1,0.0,1.74,30.5,2.77,0.6,4.66,3.09,9.0,1.0,1.0,0.0,0.0,0.1,0.0,1.92,34.0,3.09,0.8,4.85,3.51,10.0,0.0,1.0,0.0,0.0,0.1,0.0,2.2,1
David Sills V ,NYG,WR,9.0,6.14,8.43,1.26,13.86,2.16,80.57,12.03,9.31,20.57,9.58,0.71,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43,1.26,13.86,2.16,0.0,0.0,0.0,0.79,8.06,1.2,0.93,0.98,1.89,6.14,0.0,0.0,0.0,0.0,0.0,0.0,1.21,12.27,1.84,1.71,1.3,2.77,6.14,0.0,0.0,0.0,0.0,0.0,0.0,1.82,16.49,2.47,2.29,1.64,3.62,6.14,0.0,0.0,0.0,0.0,0.0,0.0,2.34,2
Rashard Higgins ,FA,WR,31.0,5.25,9.71,0.79,17.13,1.4,128.92,10.4,4.96,10.79,5.13,2.1,0.16,0.68,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71,0.79,17.13,1.4,0.0,0.0,0.0,0.56,16.97,1.37,1.23,1.27,1.58,4.02,0.93,0.2,0.1,0.0,0.03,0.02,1.42,21.83,1.76,1.64,1.54,2.0,3.78,1.17,0.1,0.2,0.0,0.03,0.03,1.8,26.68,2.16,1.94,1.82,2.42,3.82,1.03,0.1,0.3,0.0,0.04,0.05,2.14,4
Jeff Smith ,NYJ,WR,6.0,7.75,8.61,1.1,14.68,1.81,127.27,16.72,15.23,41.95,12.93,3.67,0.5,0.0,0.0,0.25,0.03,-0.25,-0.03,-0.25,0.0,0.0,8.86,1.13,14.93,1.84,0.0,0.0,0.0,0.86,12.7,1.67,1.01,2.26,2.08,7.03,0.71,0.0,0.0,0.0,0.0,0.0,1.34,17.01,2.22,1.51,2.87,2.68,7.03,0.62,0.1,0.0,0.0,0.01,0.0,1.78,21.31,2.77,2.01,3.48,3.28,7.03,0.62,0.1,0.0,0.0,0.01,0.0,2.2,4
Lil'Jordan Humphrey ,DEN,WR,8.0,4.93,4.73,0.81,7.43,1.34,78.18,12.25,12.38,22.24,9.74,2.22,0.28,0.59,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.81,7.43,1.34,0.0,0.0,0.0,0.7,11.36,1.79,1.36,1.66,2.27,4.09,0.59,0.25,0.0,0.0,0.03,0.0,1.39,13.73,2.19,1.85,1.97,2.79,4.33,0.34,0.25,0.0,0.0,0.03,0.0,1.74,16.09,2.6,2.33,2.28,3.31,4.33,0.34,0.25,0.0,0.0,0.03,0.0,2.08,4
River Cracraft ,MIA,WR,8.0,6.63,6.13,0.76,9.51,1.18,66.85,8.3,7.65,14.73,4.77,0.62,0.07,1.23,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,0.76,9.51,1.18,0.0,0.0,0.0,0.79,14.07,1.76,1.05,1.96,2.13,5.4,1.23,0.0,0.0,0.0,0.0,0.0,1.37,17.14,2.13,1.51,2.28,2.58,5.4,1.23,0.0,0.0,0.0,0.0,0.0,1.73,20.21,2.51,1.97,2.63,3.03,5.4,1.23,0.0,0.0,0.0,0.0,0.0,2.1,4
Marcus Johnson ,FA,WR,18.0,8.09,9.81,1.21,22.29,2.76,136.41,16.75,13.59,30.79,8.79,2.78,0.34,0.08,0.01,0.49,0.07,-0.49,-0.07,-0.25,0.0,0.0,10.3,1.28,22.78,2.83,0.0,0.0,0.0,0.88,14.06,1.72,0.48,2.54,2.14,7.67,0.0,0.38,0.04,0.0,0.06,0.01,1.33,18.97,2.32,0.72,3.29,2.81,7.63,0.04,0.38,0.04,0.0,0.06,0.01,1.7,23.87,2.93,0.96,4.05,3.46,7.28,0.38,0.38,0.04,0.0,0.06,0.01,2.06,4
Brandon Powell ,MIN,WR,4.0,13.97,16.62,0.99,22.36,1.33,107.08,6.36,4.76,11.59,3.98,0.0,0.0,0.21,0.01,11.1,0.65,52.0,3.07,3.38,0.0,0.0,27.72,1.64,33.46,1.98,0.1,0.01,0.01,0.94,18.47,1.27,0.61,2.29,1.64,12.87,1.1,0.0,0.0,0.0,0.0,0.0,1.18,26.78,1.76,0.93,2.67,2.25,13.13,0.85,0.0,0.0,0.0,0.0,0.0,1.6,35.09,2.25,1.25,3.09,2.84,12.49,0.85,0.64,0.0,0.0,0.04,0.0,2.02,3
James Washington ,FA,WR,25.0,6.48,10.6,0.69,20.12,1.89,137.78,9.02,4.87,18.38,5.23,3.92,0.26,1.1,0.07,0.49,0.03,3.2,0.21,1.6,0.0,0.0,11.09,0.73,20.62,1.93,0.04,0.0,0.0,0.56,20.64,1.35,0.67,1.59,1.49,5.05,0.87,0.38,0.18,0.0,0.04,0.02,1.13,25.94,1.7,1.12,1.79,1.88,5.05,0.83,0.48,0.12,0.0,0.05,0.01,1.51,31.24,2.04,1.55,2.0,2.27,4.87,1.0,0.38,0.22,0.0,0.05,0.02,1.88,4
Andre Baccellia ,ARI,WR,6.0,5.0,7.0,1.4,10.0,2.0,45.0,9.0,6.43,11.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.4,10.0,2.0,0.0,0.0,0.0,0.72,4.5,0.9,0.7,0.32,1.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,8.0,1.6,1.2,0.6,2.98,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,11.5,2.3,1.7,0.87,4.01,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1
Dee Eskridge ,SEA,WR,4.0,8.71,7.86,0.91,15.0,1.74,59.71,6.89,7.75,16.29,4.64,0.0,0.0,0.29,0.03,2.57,0.3,24.0,2.9,7.79,0.0,0.0,10.43,1.21,17.57,2.05,0.0,0.0,0.0,0.92,10.09,1.2,0.6,1.85,1.58,8.43,0.0,0.29,0.0,0.0,0.04,0.0,1.09,14.01,1.65,1.03,2.28,2.15,8.43,0.0,0.29,0.0,0.0,0.04,0.0,1.5,17.94,2.1,1.67,2.73,2.71,8.43,0.0,0.29,0.0,0.0,0.04,0.0,1.99,2
Anthony Schwartz ,CLE,WR,7.0,8.71,5.71,0.63,13.71,1.53,75.0,8.17,12.96,26.14,7.38,0.86,0.07,0.29,0.02,4.57,0.54,51.86,6.67,12.04,0.71,0.1,10.29,1.17,18.29,2.07,0.71,0.1,0.09,0.89,17.26,2.02,0.0,3.83,2.3,7.43,0.57,0.71,0.0,0.0,0.12,0.0,1.15,20.11,2.34,0.21,4.03,2.7,7.43,0.57,0.71,0.0,0.0,0.12,0.0,1.39,22.97,2.66,0.57,4.25,3.12,7.43,1.29,0.0,0.0,0.0,0.0,0.0,1.64,2
Brandon Johnson ,DEN,WR,6.0,5.0,6.0,1.2,14.0,2.8,42.0,8.4,7.0,12.0,4.6,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.2,14.0,2.8,1.0,0.2,0.17,0.72,8.2,1.64,0.2,3.49,1.91,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89,11.2,2.24,0.7,3.99,2.59,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.27,14.2,2.84,1.2,4.53,3.28,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.66,1
James Proche II ,BAL,WR,5.0,10.92,9.33,1.02,16.33,1.67,92.97,10.82,9.64,17.33,5.69,0.77,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,1.02,16.33,1.67,0.0,0.0,0.0,0.96,8.66,1.03,0.38,1.46,1.35,10.41,0.51,0.0,0.0,0.0,0.0,0.0,0.84,13.32,1.54,0.64,2.11,1.92,10.41,0.26,0.26,0.0,0.0,0.04,0.0,1.19,17.99,2.05,0.9,2.79,2.48,10.41,0.0,0.51,0.0,0.0,0.1,0.0,1.54,3
Amari Rodgers ,HOU,WR,5.0,15.29,12.57,0.84,20.14,1.34,158.57,10.52,12.32,31.86,8.0,2.86,0.19,0.71,0.05,1.71,0.11,8.14,0.53,5.64,0.0,0.0,14.29,0.95,21.86,1.45,1.43,0.09,0.08,1.0,18.1,1.2,0.0,2.52,1.47,14.57,0.0,0.71,0.0,0.0,0.05,0.0,0.84,24.39,1.62,0.29,2.94,1.97,14.57,0.0,0.71,0.0,0.0,0.05,0.0,1.18,30.67,2.04,1.0,3.39,2.46,14.57,0.0,0.71,0.0,0.0,0.05,0.0,1.73,2
Ja'Marcus Bradley ,PIT,WR,5.0,3.71,4.29,1.19,6.0,1.76,62.86,17.14,14.86,32.71,10.49,1.71,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,1.19,6.0,1.76,0.0,0.0,0.0,0.62,6.29,1.71,0.64,2.54,2.17,3.43,0.29,0.0,0.0,0.0,0.0,0.0,0.9,8.43,2.31,1.0,3.32,2.81,3.43,0.29,0.0,0.0,0.0,0.0,0.0,1.18,10.57,2.91,1.36,4.11,3.45,3.43,0.29,0.0,0.0,0.0,0.0,0.0,1.46,3
Albert Wilson ,FA,WR,32.0,5.35,8.71,0.83,13.37,1.27,73.54,7.0,2.68,19.02,4.45,1.31,0.13,0.04,0.0,1.31,0.13,6.61,0.62,1.55,0.0,0.0,10.02,0.95,14.68,1.4,0.0,0.0,0.0,0.69,8.31,0.78,0.51,0.95,0.95,4.9,0.17,0.27,0.0,0.0,0.03,0.0,0.79,12.67,1.2,0.92,1.12,1.43,4.86,0.17,0.32,0.0,0.0,0.03,0.0,1.18,17.02,1.61,1.36,1.33,1.9,4.86,0.17,0.32,0.0,0.0,0.03,0.0,1.58,4
Jameson Williams ,DET,WR,6.0,6.0,1.0,0.17,9.0,1.5,41.0,6.83,41.0,41.0,6.83,3.0,0.5,1.0,0.17,1.0,0.17,40.0,6.67,40.0,0.0,0.0,2.0,0.33,10.0,1.67,0.0,0.0,0.0,0.78,14.1,2.35,0.0,4.12,2.62,5.0,0.0,1.0,0.0,0.0,0.2,0.0,1.13,14.6,2.43,0.0,4.31,2.76,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,15.1,2.52,0.0,4.5,2.91,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.16,1
Kyle Philips ,TEN,WR,2.0,4.0,8.0,2.0,13.0,3.25,78.0,19.5,9.75,21.0,8.25,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,13.0,3.25,2.0,0.5,0.25,0.65,3.8,0.95,0.35,2.6,1.19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,7.8,1.95,0.6,3.87,2.28,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.05,11.8,2.95,0.85,5.19,3.29,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.42,1
Simi Fehoko ,DAL,WR,5.0,3.0,3.0,1.0,4.0,1.33,24.0,8.0,8.0,12.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.33,0.0,0.0,0.0,0.56,2.4,0.8,1.2,0.69,1.39,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,3.9,1.3,1.7,1.15,2.05,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,5.4,1.8,2.2,1.64,2.68,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1
Keke Coutee ,FA,WR,36.0,5.74,4.98,0.83,6.22,0.97,62.97,8.92,15.2,21.86,5.65,1.68,0.21,0.3,0.04,0.08,0.01,0.55,0.06,0.28,0.04,0.0,5.06,0.83,6.3,0.97,0.95,0.13,0.63,0.71,6.66,0.91,0.87,0.56,0.88,5.17,0.47,0.0,0.1,0.0,0.01,0.03,0.73,9.15,1.32,1.16,0.79,1.24,5.03,0.41,0.2,0.1,0.0,0.06,0.05,0.97,11.64,1.74,1.51,1.03,1.57,5.03,0.41,0.2,0.0,0.1,0.06,0.05,1.19,4
Michael Woods II ,CLE,WR,9.0,8.0,5.0,0.62,10.0,1.25,45.0,5.62,9.0,15.0,5.62,0.0,0.0,0.0,0.0,1.0,0.12,-5.0,-0.62,-5.0,0.0,0.0,6.0,0.75,11.0,1.38,0.0,0.0,0.0,0.88,4.0,0.5,0.25,0.67,0.88,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,6.5,0.81,0.7,0.85,1.38,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,9.0,1.12,1.2,1.07,1.86,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,1
Michael Bandy ,FA,WR,26.0,6.29,7.14,0.89,15.0,1.87,63.57,7.94,6.36,17.86,4.91,1.43,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.89,15.0,1.87,0.0,0.0,0.0,0.75,6.36,0.79,0.14,1.31,1.09,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.66,9.93,1.24,0.32,1.74,1.63,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.94,13.5,1.69,0.68,2.24,2.14,6.29,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2
Dazz Newsome ,SF,WR,5.0,3.0,2.0,0.67,5.0,1.67,23.0,7.67,11.5,13.0,7.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.67,5.0,1.67,0.0,0.0,0.0,0.56,2.3,0.77,1.0,0.68,1.34,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,3.3,1.1,1.5,0.96,1.82,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,4.3,1.43,2.0,1.25,2.28,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,2
Tyron Johnson ,SF,WR,7.0,4.31,3.21,0.57,4.59,0.73,50.05,6.55,9.22,13.33,5.76,1.95,0.16,0.31,0.03,0.31,0.03,1.74,0.15,0.58,0.0,0.0,3.51,0.59,4.9,0.75,0.0,0.0,0.0,0.6,7.03,0.82,0.69,0.94,1.14,3.9,0.1,0.31,0.0,0.0,0.03,0.0,0.71,8.63,1.11,0.93,1.28,1.52,3.9,0.1,0.31,0.0,0.0,0.03,0.0,0.88,10.23,1.39,1.17,1.64,1.88,3.9,0.1,0.21,0.1,0.0,0.03,0.01,1.06,3
Mike Thomas ,BAL,WR,4.0,6.81,3.82,0.52,11.13,1.78,49.76,7.47,15.54,28.21,7.13,1.43,0.26,0.1,0.01,0.1,0.01,0.1,0.01,0.1,0.0,0.0,3.92,0.52,11.23,1.79,0.1,0.01,0.01,0.79,6.61,1.02,0.12,1.47,1.47,6.71,0.1,0.0,0.0,0.0,0.0,0.0,0.7,8.52,1.28,0.25,1.74,1.83,6.71,0.0,0.1,0.0,0.0,0.01,0.0,0.88,10.43,1.54,0.37,2.01,2.19,6.71,0.0,0.1,0.0,0.0,0.01,0.0,1.06,4
Brandon Zylstra ,FA,WR,39.0,6.08,5.04,0.43,7.02,0.6,69.2,5.87,5.09,17.88,3.85,1.98,0.17,0.25,0.02,0.1,0.01,0.1,0.01,0.1,0.0,0.0,5.14,0.43,7.12,0.6,0.0,0.0,0.0,0.65,8.41,0.71,0.43,0.98,0.86,5.55,0.25,0.29,0.0,0.0,0.03,0.0,0.65,10.93,0.92,0.68,1.17,1.1,5.55,0.25,0.29,0.0,0.0,0.03,0.0,0.87,13.45,1.14,0.87,1.37,1.35,5.3,0.49,0.29,0.0,0.0,0.03,0.0,1.07,4
Austin Trammell ,LAR,WR,6.0,2.0,2.0,1.0,4.0,2.0,13.0,6.5,6.5,8.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.44,1.3,0.65,0.65,0.21,1.52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,2.3,1.15,1.15,0.21,2.77,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,3.3,1.65,1.65,0.21,4.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1
Malik Turner ,IND,WR,7.0,4.14,3.55,0.46,4.81,0.62,46.35,5.89,3.7,16.33,4.24,1.3,0.16,0.78,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.46,4.81,0.62,0.0,0.0,0.0,0.59,9.31,1.24,0.32,1.8,1.24,3.61,0.04,0.0,0.49,0.0,0.1,0.1,0.72,11.08,1.47,0.47,2.01,1.47,3.61,0.04,0.0,0.49,0.0,0.1,0.1,0.86,12.85,1.7,0.61,2.22,1.71,3.57,0.08,0.0,0.49,0.0,0.1,0.1,1.01,4
Deven Thompkins ,TB,WR,4.0,5.0,5.0,1.0,10.0,2.0,32.0,6.4,6.4,13.0,4.0,0.0,0.0,0.0,0.0,2.0,0.4,26.0,5.2,13.0,0.0,0.0,7.0,1.4,12.0,2.4,0.0,0.0,0.0,0.72,5.8,1.16,0.0,1.84,1.58,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,8.3,1.66,0.0,2.7,2.12,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,10.8,2.16,0.0,3.56,2.65,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.03,1
Jalen Virgil ,DEN,WR,10.0,7.0,2.0,0.29,5.0,0.71,75.0,10.71,37.5,66.0,10.71,4.0,0.57,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.29,5.0,0.71,1.0,0.14,0.5,0.84,11.5,1.64,0.0,4.91,1.75,6.0,0.0,1.0,0.0,0.0,0.17,0.0,0.79,12.5,1.79,0.0,5.09,1.95,6.0,0.0,1.0,0.0,0.0,0.17,0.0,0.86,13.5,1.93,0.0,5.27,2.14,6.0,0.0,1.0,0.0,0.0,0.17,0.0,0.94,1
Andy Isabella ,BAL,WR,6.0,5.07,3.9,0.57,7.29,1.15,45.65,6.49,11.55,18.76,5.96,0.91,0.07,0.24,0.02,0.87,0.17,0.62,0.15,0.17,0.0,0.0,4.77,0.74,8.16,1.32,0.0,0.0,0.0,0.68,6.05,0.77,0.42,1.15,1.16,4.8,0.14,0.0,0.14,0.0,0.01,0.01,0.63,8.0,1.06,0.68,1.45,1.54,4.8,0.14,0.0,0.14,0.0,0.01,0.01,0.85,9.95,1.34,0.9,1.76,1.91,4.8,0.14,0.04,0.1,0.0,0.01,0.01,1.04,4
Dax Milne ,WAS,WR,5.0,13.29,6.86,0.57,9.0,0.78,50.14,4.4,7.04,14.86,4.14,0.29,0.03,0.71,0.05,0.29,0.03,0.29,0.03,0.29,0.0,0.0,7.14,0.6,9.29,0.81,0.29,0.03,0.03,0.98,8.76,0.67,0.14,1.44,0.98,12.57,0.71,0.0,0.0,0.0,0.0,0.0,0.57,12.19,0.95,0.31,1.59,1.42,12.57,0.71,0.0,0.0,0.0,0.0,0.0,0.83,15.61,1.24,0.46,1.78,1.84,13.29,0.0,0.0,0.0,0.0,0.0,0.0,1.07,2
Tylan Wallace ,BAL,WR,7.0,7.14,3.43,0.54,6.71,1.01,30.14,4.59,9.18,13.71,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.54,6.71,1.01,0.0,0.0,0.0,0.83,3.01,0.46,0.43,0.52,0.86,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.55,4.73,0.72,0.79,0.74,1.28,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.82,6.44,0.99,1.14,0.97,1.68,7.14,0.0,0.0,0.0,0.0,0.0,0.0,1.09,2
Cade Johnson ,SEA,WR,5.0,2.0,2.0,1.0,4.0,2.0,21.0,10.5,10.5,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.44,2.1,1.05,1.05,1.48,1.51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.1,1.55,1.55,2.19,2.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,4.1,2.05,2.05,2.9,2.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1
Chester Rogers ,FA,WR,37.0,6.95,8.9,0.57,12.97,0.84,90.07,5.79,3.23,11.84,3.41,1.18,0.08,0.36,0.02,0.32,0.02,3.25,0.22,3.25,0.0,0.0,9.21,0.59,13.29,0.86,1.0,0.25,inf,0.7,9.5,0.25,0.43,1.56,0.2,6.04,0.86,0.04,0.0,0.0,0.0,0.0,0.51,13.94,0.53,0.67,1.73,0.52,6.04,0.86,0.04,0.0,0.0,0.0,0.0,0.77,18.39,0.82,0.91,1.92,0.83,6.31,0.59,0.04,0.0,0.0,0.0,0.0,1.02,4
Mike Strachan ,IND,WR,5.0,4.86,2.71,0.64,7.29,1.5,49.57,10.74,17.76,21.0,7.41,1.43,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.64,7.29,1.5,0.0,0.0,0.0,0.68,4.96,1.07,0.37,1.65,1.51,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.63,6.31,1.39,0.51,2.15,1.88,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.77,7.67,1.71,0.66,2.65,2.26,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2
Dennis Houston ,DAL,WR,4.0,2.0,2.0,1.0,6.0,3.0,16.0,8.0,8.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,3.0,0.0,0.0,0.0,0.44,1.6,0.8,0.8,1.13,1.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,2.6,1.3,1.3,1.84,1.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.6,1.8,1.8,2.55,2.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1
Jake Kumerow ,FA,WR,34.0,5.95,3.53,0.61,6.71,1.15,57.1,9.84,16.19,31.81,7.86,1.61,0.28,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,0.61,6.71,1.15,0.0,0.0,0.0,0.77,6.54,1.1,0.03,1.96,1.46,5.81,0.1,0.04,0.0,0.0,0.0,0.0,0.6,8.3,1.41,0.05,2.34,1.84,5.81,0.1,0.04,0.0,0.0,0.0,0.0,0.74,10.07,1.71,0.07,2.73,2.22,5.81,0.1,0.04,0.0,0.0,0.0,0.0,0.88,4
