Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Ja'Marr Chase,CIN,WR,1.0,17,81,4.76,128,7.53,1455,85.59,17.96,82,35.94,49,2.88,13,0.76,7,0.41,21,1.24,3.0,0,0.0,88,5.18,135,7.94,1,0.06,0.01,1.0,223.6,13.15,10.1,10.94,11.5,5,1,5,1,5,1.83,1.2,11.73,264.1,15.54,11.7,11.93,13.68,4,2,4,2,5,1.83,1.75,13.57,304.6,17.92,13.7,12.96,15.91,3,2,5,2,5,2.4,2.33,15.9
Adam Thielen,CAR,WR,1.0,13,67,5.15,95,7.31,726,55.85,10.84,35,21.08,16,1.23,10,0.77,1,0.08,2,0.15,2.0,0,0.0,68,5.23,96,7.38,0,0.0,0.0,1.0,132.8,10.22,9.9,6.63,10.12,4,2,2,2,3,1.17,1.25,10.64,166.3,12.79,12.9,7.96,12.47,4,2,2,2,3,1.17,1.25,13.05,199.8,15.37,15.9,9.33,14.82,4,2,1,2,4,1.17,1.5,15.52
Robert Woods,HOU,WR,1.0,9,45,5.0,69,7.67,556,61.78,12.36,28,20.67,8,0.89,4,0.44,8,0.89,46,5.11,5.75,1,0.11,53,5.89,77,8.56,0,0.0,0.0,0.93,92.2,10.24,9.4,4.1,11.45,1,4,2,2,0,0.8,2.0,10.32,114.7,12.74,12.0,4.85,14.06,1,2,4,1,1,2.0,2.0,13.05,137.2,15.24,14.8,5.92,16.47,1,1,4,2,1,3.5,3.0,16.15
Brandin Cooks,DAL,WR,1.0,16,90,5.62,134,8.38,1037,64.81,11.52,52,25.12,24,1.5,6,0.38,2,0.12,21,1.31,10.5,0,0.0,92,5.75,136,8.5,0,0.0,0.0,1.0,141.8,8.86,9.5,5.74,9.1,7,1,5,2,1,1.0,0.43,9.83,186.8,11.68,12.7,6.52,11.96,5,2,3,5,1,1.29,1.2,12.89,231.8,14.49,15.7,7.41,14.79,4,3,1,6,2,1.29,2.0,15.72
Jaylen Waddle,MIA,WR,2.0,16,104,6.5,140,8.75,1015,63.44,9.76,57,23.12,15,0.94,6,0.38,2,0.12,3,0.19,1.5,1,0.06,106,6.62,142,8.88,1,0.06,0.01,1.0,141.8,8.86,8.3,5.5,9.2,6,5,2,1,2,0.45,0.5,9.12,193.8,12.11,11.8,6.52,12.41,5,1,6,1,3,1.67,0.8,12.82,245.8,15.36,15.7,7.7,15.54,4,2,4,3,3,1.67,1.5,16.15
DeAndre Hopkins,ARI,WR,2.0,10,42,4.2,64,6.4,572,57.2,13.62,55,25.5,13,1.3,8,0.8,0,0.0,0,0.0,0.0,0,0.0,42,4.2,64,6.4,0,0.0,0.0,0.96,105.2,10.52,10.25,5.7,10.83,2,3,2,2,1,1.0,1.5,10.61,126.2,12.62,11.8,6.11,13.14,1,4,2,2,1,1.0,3.0,12.65,147.2,14.72,13.3,6.61,15.47,1,4,1,3,1,1.0,4.0,14.56
Antonio Brown,FA,WR,1.0,7,42,6.0,62,8.86,545,77.86,12.98,62,31.86,15,2.14,4,0.57,1,0.14,6,0.86,6.0,0,0.0,43,6.14,63,9.0,0,0.0,0.0,0.84,79.1,11.3,10.1,8.53,10.51,2,1,1,1,2,1.33,1.5,9.39,100.1,14.3,15.1,9.44,13.36,2,1,0,2,2,1.33,2.0,12.45,121.1,17.3,20.1,10.51,16.19,2,0,1,1,3,2.5,2.0,15.88
Tee Higgins,CIN,WR,2.0,14,74,5.29,110,7.86,1091,77.93,14.74,54,26.07,25,1.79,6,0.43,0,0.0,0,0.0,0.0,0,0.0,74,5.29,110,7.86,1,0.07,0.01,1.0,145.1,10.36,8.75,8.0,9.8,4,3,4,1,2,1.0,0.75,9.82,182.1,13.01,11.25,9.23,12.22,3,3,5,0,3,1.33,1.0,12.26,219.1,15.65,13.75,10.5,14.65,3,2,6,0,3,1.8,1.0,14.72
Mike Williams,LAC,WR,2.0,16,76,4.75,129,8.06,1146,71.62,15.08,72,33.12,37,2.31,9,0.56,0,0.0,0,0.0,0.0,0,0.0,76,4.75,129,8.06,0,0.0,0.0,1.0,170.6,10.66,8.55,8.49,9.93,7,1,2,4,2,1.0,0.86,9.84,208.6,13.04,11.3,9.52,12.15,7,1,2,3,3,1.0,0.86,12.07,246.6,15.41,13.7,10.6,14.39,7,0,3,1,5,1.29,0.86,14.31
Tyreek Hill,MIA,WR,1.0,17,111,6.53,159,9.35,1239,72.88,11.16,75,23.53,24,1.41,9,0.53,9,0.53,96,5.65,10.67,0,0.0,120,7.06,168,9.88,1,0.06,0.01,1.0,185.5,10.91,7.6,10.07,9.74,7,3,1,2,4,0.7,0.86,9.35,241.0,14.18,9.7,11.62,12.57,5,4,1,2,5,0.89,1.4,11.8,296.5,17.44,12.7,13.23,15.41,5,3,2,1,6,1.12,1.4,14.55
Tyler Lockett,SEA,WR,2.0,16,73,4.56,107,6.69,1175,73.44,16.1,69,32.69,43,2.69,8,0.5,2,0.12,9,0.56,4.5,0,0.0,75,4.69,109,6.81,0,0.0,0.0,1.0,168.4,10.52,9.35,8.18,9.9,7,1,3,1,4,1.0,0.71,10.02,204.9,12.81,10.85,8.93,12.13,6,2,2,1,5,1.0,1.0,11.77,241.4,15.09,12.35,9.79,14.37,6,1,3,1,5,1.29,1.0,13.6
DJ Moore,CHI,WR,1.0,17,93,5.47,163,9.59,1157,68.06,12.44,64,23.24,20,1.18,4,0.24,8,0.47,48,2.82,6.0,0,0.0,101,5.94,171,10.06,1,0.06,0.01,1.0,144.5,8.5,7.3,5.17,8.96,7,4,4,1,1,0.55,0.29,8.67,191.0,11.24,10.3,5.81,11.85,4,5,5,2,1,0.89,0.75,11.6,237.5,13.97,13.3,6.48,14.75,3,4,6,3,1,1.43,1.33,14.68
Michael Pittman Jr.,IND,WR,1.0,17,88,5.18,129,7.59,1082,63.65,12.3,57,24.29,20,1.18,6,0.35,5,0.29,44,2.59,8.8,0,0.0,93,5.47,134,7.88,0,0.0,0.0,1.0,150.6,8.86,7.3,5.63,9.14,7,3,3,3,1,0.7,0.57,8.68,194.6,11.45,10.3,6.51,11.73,4,5,3,4,1,0.89,1.25,11.46,238.6,14.04,13.3,7.47,14.31,4,3,3,6,1,1.43,1.75,14.36
CeeDee Lamb,DAL,WR,2.0,16,79,4.94,120,7.5,1102,68.88,13.95,49,27.44,31,1.94,6,0.38,9,0.56,76,4.75,8.44,0,0.0,88,5.5,129,8.06,0,0.0,0.0,1.0,153.8,9.61,7.05,7.48,9.24,6,4,2,2,2,0.6,0.67,8.6,193.3,12.08,9.75,8.35,11.64,5,3,3,3,2,1.0,1.0,11.18,232.8,14.55,12.8,9.28,14.05,4,4,1,4,3,1.0,1.75,13.83
DK Metcalf,SEA,WR,1.0,17,75,4.41,129,7.59,967,56.88,12.89,84,26.0,19,1.12,12,0.71,1,0.06,6,0.35,6.0,0,0.0,76,4.47,130,7.65,0,0.0,0.0,1.0,169.3,9.96,6.0,7.05,9.72,8,1,3,3,2,0.89,0.62,8.44,206.8,12.16,8.8,7.33,12.1,4,5,3,3,2,0.89,1.25,10.93,244.3,14.37,11.8,7.69,14.54,3,6,3,1,4,0.89,1.67,13.48
Darnell Mooney,CHI,WR,2.0,17,81,4.76,140,8.24,1055,62.06,13.02,64,25.41,26,1.53,4,0.24,6,0.35,32,1.88,5.33,1,0.06,87,5.12,146,8.59,0,0.0,0.0,1.0,138.7,8.16,6.6,5.53,8.46,7,3,4,2,1,0.7,0.43,8.09,179.2,10.54,9.4,6.17,10.95,6,4,2,4,1,0.7,0.83,10.57,219.7,12.92,12.4,6.98,13.39,6,2,3,4,2,1.12,1.0,13.28
Marquise Brown,ARI,WR,1.0,16,91,5.69,146,9.12,1008,63.0,11.08,49,23.94,24,1.5,6,0.38,1,0.06,5,0.31,5.0,0,0.0,92,5.75,147,9.19,1,0.06,0.01,1.0,135.3,8.46,5.2,6.67,8.37,10,0,2,3,1,0.6,0.4,7.42,180.8,11.3,8.55,7.17,11.3,7,3,0,4,2,0.6,0.86,10.37,226.3,14.14,11.8,7.81,14.26,3,5,2,4,2,1.0,2.0,13.64
Tyler Boyd,CIN,WR,3.0,16,67,4.19,94,5.88,828,51.75,12.36,68,24.25,18,1.12,5,0.31,2,0.12,22,1.38,11.0,0,0.0,69,4.31,96,6.0,0,0.0,0.0,1.0,116.8,7.3,6.8,5.03,7.75,6,4,3,3,0,0.6,0.5,7.57,150.3,9.39,10.05,5.66,9.97,6,2,4,4,0,1.0,0.67,10.28,183.8,11.49,12.9,6.4,12.17,6,1,5,4,0,1.29,0.67,12.69
Amari Cooper,CLE,WR,2.0,15,68,4.53,104,6.93,865,57.67,12.72,41,22.8,20,1.33,8,0.53,0,0.0,0,0.0,0.0,0,0.0,68,4.53,104,6.93,0,0.0,0.0,1.0,134.5,8.97,7.8,6.88,8.8,7,2,3,1,2,0.67,0.43,8.6,168.5,11.23,9.3,8.2,10.87,5,4,3,1,2,0.67,0.6,10.25,202.5,13.5,10.8,9.56,12.94,5,3,4,1,2,0.88,0.6,11.96
Amon-Ra St. Brown,DET,WR,1.0,16,90,5.62,119,7.44,912,57.0,10.13,37,19.88,15,0.94,5,0.31,7,0.44,61,3.81,8.71,1,0.06,97,6.06,126,7.88,0,0.0,0.0,1.0,137.3,8.58,6.3,7.7,8.19,7,4,0,3,2,0.45,0.71,7.71,182.3,11.39,9.05,8.82,10.82,6,4,1,2,3,0.6,0.83,10.24,227.3,14.21,11.55,10.01,13.46,6,2,3,0,5,1.0,0.83,12.75
Elijah Moore,CLE,WR,1.0,11,43,3.91,77,7.0,538,48.91,12.51,62,22.0,12,1.09,5,0.45,5,0.45,54,4.91,10.8,1,0.09,48,4.36,82,7.45,0,0.0,0.0,1.0,95.2,8.65,7.1,7.55,8.3,5,2,1,1,2,0.57,0.6,8.11,116.7,10.61,9.7,8.65,10.13,4,3,1,1,2,0.57,0.75,10.14,138.2,12.56,10.2,9.8,11.97,3,3,2,1,2,0.83,1.0,11.39
Christian Kirk,JAC,WR,2.0,17,77,4.53,103,6.06,982,57.76,12.75,50,25.29,28,1.65,5,0.29,1,0.06,11,0.65,11.0,0,0.0,78,4.59,104,6.12,0,0.0,0.0,1.0,130.6,7.68,6.5,5.13,8.12,8,3,3,2,1,0.55,0.38,7.56,169.1,9.95,9.3,5.9,10.45,5,5,4,2,1,0.7,0.6,10.0,207.6,12.21,11.8,6.77,12.75,4,5,4,2,2,0.89,1.0,12.36
A.J. Brown,PHI,WR,1.0,13,63,4.85,105,8.08,869,66.85,13.79,57,24.23,17,1.31,5,0.38,2,0.15,10,0.77,5.0,0,0.0,65,5.0,107,8.23,0,0.0,0.0,1.0,117.9,9.07,4.8,7.34,8.76,7,1,2,0,3,0.62,0.43,7.34,149.4,11.49,7.3,8.86,10.9,6,1,3,0,3,0.86,0.5,9.57,180.9,13.92,9.8,10.43,13.05,5,2,2,1,3,0.86,0.8,11.73
Russell Gage,TB,WR,2.0,13,66,5.08,94,7.23,770,59.23,11.67,49,19.38,11,0.85,4,0.31,0,0.0,0,0.0,0.0,0,0.0,66,5.08,94,7.23,2,0.15,0.03,1.0,97.0,7.46,6.4,5.94,7.6,6,2,3,1,1,0.62,0.33,7.42,130.0,10.0,8.4,7.23,9.98,5,3,1,3,1,0.62,0.8,9.51,163.0,12.54,10.4,8.62,12.33,4,3,1,2,3,0.86,1.25,11.69
Jakobi Meyers,LV,WR,2.0,16,83,5.19,126,7.88,866,54.12,10.43,39,21.5,14,0.88,2,0.12,1,0.06,9,0.56,9.0,0,0.0,84,5.25,127,7.94,1,0.06,0.01,1.0,103.3,6.46,5.6,3.17,7.69,10,3,3,0,0,0.23,0.0,6.89,144.8,9.05,7.95,3.9,10.54,4,7,4,1,0,0.45,0.25,9.41,186.3,11.64,10.85,4.72,13.31,3,8,2,3,0,0.45,1.0,12.14
Tim Patrick,DEN,WR,3.0,16,53,3.31,85,5.31,734,45.88,13.85,44,20.44,15,0.94,5,0.31,0,0.0,0,0.0,0.0,0,0.0,53,3.31,85,5.31,0,0.0,0.0,1.0,103.4,6.46,7.65,4.35,7.12,7,2,6,1,0,0.78,0.14,7.6,129.9,8.12,9.55,4.89,8.94,7,1,7,1,0,1.0,0.14,9.39,156.4,9.78,11.05,5.49,10.76,7,1,7,1,0,1.0,0.14,10.88
Terry McLaurin,WAS,WR,1.0,17,77,4.53,130,7.65,1053,61.94,13.68,46,24.65,27,1.59,5,0.29,1,0.06,12,0.71,12.0,0,0.0,78,4.59,131,7.71,0,0.0,0.0,1.0,136.5,8.03,5.9,6.71,7.93,9,4,0,2,2,0.31,0.44,7.26,175.0,10.29,8.2,7.57,10.16,7,5,1,1,3,0.42,0.57,9.38,213.5,12.56,10.2,8.52,12.38,6,5,2,1,3,0.55,0.67,11.37
Chase Claypool,CHI,WR,3.0,15,59,3.93,105,7.0,860,57.33,14.58,59,27.6,26,1.73,2,0.13,14,0.93,96,6.4,6.86,0,0.0,73,4.87,119,7.93,0,0.0,0.0,1.0,107.6,7.17,6.7,4.64,7.77,6,5,3,0,1,0.36,0.17,7.53,137.1,9.14,8.2,5.37,9.83,6,4,3,1,1,0.5,0.33,9.24,166.6,11.11,10.0,6.23,11.84,5,5,1,3,1,0.5,0.8,11.07
Calvin Ridley,JAC,WR,1.0,5,31,6.2,52,10.4,281,56.2,9.06,22,18.0,3,0.6,2,0.4,0,0.0,0,0.0,0.0,0,0.0,31,6.2,52,10.4,0,0.0,0.0,0.72,40.1,8.02,8.0,2.78,9.88,1,3,1,0,0,0.25,0.0,6.64,55.6,11.12,10.6,2.99,13.84,0,3,1,1,0,0.67,1.0,9.1,71.1,14.22,14.1,3.39,17.66,0,1,3,1,0,4.0,1.0,12.68
Jarvis Landry,FA,WR,3.0,12,52,4.33,87,7.25,570,47.5,10.96,38,19.17,10,0.83,2,0.17,6,0.5,40,3.33,6.67,2,0.17,58,4.83,93,7.75,2,0.17,0.03,1.0,81.0,6.75,5.25,4.61,7.33,7,1,2,2,0,0.5,0.29,6.76,107.0,8.92,7.5,5.1,9.71,5,2,3,2,0,0.71,0.4,8.98,133.0,11.08,9.75,5.64,12.12,3,4,3,2,0,0.71,0.67,11.14
Brandon Aiyuk,SF,WR,2.0,17,56,3.29,84,4.94,826,48.59,14.75,43,22.06,23,1.35,5,0.29,5,0.29,17,1.0,3.4,0,0.0,61,3.59,89,5.24,1,0.06,0.02,1.0,114.3,6.72,6.5,4.82,7.22,8,2,6,1,0,0.7,0.12,7.08,142.3,8.37,8.5,5.82,8.82,7,2,5,3,0,0.89,0.43,8.87,170.3,10.02,10.5,6.83,10.44,7,2,4,4,0,0.89,0.57,10.53
A.J. Green,FA,WR,7.0,16,54,3.38,92,5.75,848,53.0,15.7,42,27.12,28,1.75,3,0.19,0,0.0,0,0.0,0.0,0,0.0,54,3.38,92,5.75,0,0.0,0.0,1.0,102.8,6.42,6.5,4.34,7.08,7,4,4,1,0,0.45,0.14,6.95,129.8,8.11,8.25,5.06,8.85,6,5,3,2,0,0.45,0.33,8.58,156.8,9.8,10.2,5.84,10.62,6,5,2,3,0,0.45,0.5,10.3
DeVonta Smith,PHI,WR,2.0,17,64,3.76,104,6.12,916,53.88,14.31,46,24.47,22,1.29,5,0.29,0,0.0,0,0.0,0.0,0,0.0,64,3.76,104,6.12,1,0.06,0.02,1.0,121.6,7.15,5.4,5.74,7.35,9,3,2,2,1,0.42,0.33,6.64,153.6,9.04,6.9,6.4,9.3,9,2,1,3,2,0.55,0.56,8.31,185.6,10.92,8.4,7.11,11.26,8,3,1,3,2,0.55,0.62,9.89
DeVante Parker,NE,WR,1.0,10,40,4.0,73,7.3,515,51.5,12.88,42,20.9,11,1.1,2,0.2,0,0.0,0,0.0,0.0,0,0.0,40,4.0,73,7.3,0,0.0,0.0,0.96,63.5,6.35,5.4,4.5,6.93,5,3,1,1,0,0.25,0.2,6.23,83.5,8.35,7.7,5.1,9.1,5,2,2,1,0,0.43,0.2,8.25,103.5,10.35,10.2,5.82,11.23,2,4,2,2,0,0.67,1.0,10.57
Cyril Grayson Jr.,FA,WR,15.0,3,10,3.33,12,4.0,212,70.67,21.2,62,48.33,11,3.67,2,0.67,1,0.33,14,4.67,14.0,0,0.0,11,3.67,13,4.33,0,0.0,0.0,0.56,34.6,11.53,11.0,2.35,14.82,0,0,2,1,0,3.0,1.0,7.7,39.6,13.2,11.5,3.39,15.93,0,0,2,1,0,3.0,1.0,8.1,44.6,14.87,12.5,4.54,17.16,0,0,2,1,0,3.0,1.0,8.66
Kendrick Bourne,NE,WR,3.0,17,55,3.24,70,4.12,800,47.06,14.55,75,26.53,22,1.29,5,0.29,12,0.71,125,7.35,10.42,0,0.0,67,3.94,82,4.82,1,0.06,0.01,1.0,125.5,7.38,4.9,6.19,7.44,10,2,1,2,2,0.42,0.4,6.34,153.0,9.0,6.9,6.66,9.17,9,2,3,1,2,0.55,0.33,8.07,180.5,10.62,8.9,7.19,10.93,8,3,3,1,2,0.55,0.38,9.77
Van Jefferson,LAR,WR,3.0,17,50,2.94,89,5.24,802,47.18,16.04,79,31.41,26,1.53,6,0.35,2,0.12,20,1.18,10.0,0,0.0,52,3.06,91,5.35,0,0.0,0.0,1.0,118.2,6.95,5.4,5.09,7.36,9,2,3,3,0,0.55,0.33,6.63,143.2,8.42,6.9,5.52,9.0,9,2,4,2,0,0.55,0.22,8.02,168.2,9.89,8.4,6.01,10.65,7,4,4,2,0,0.55,0.29,9.45
Michael Gallup,DAL,WR,3.0,9,35,3.89,62,6.89,445,49.44,12.71,41,23.67,11,1.22,2,0.22,0,0.0,0,0.0,0.0,0,0.0,35,3.89,62,6.89,0,0.0,0.0,0.93,56.5,6.28,5.3,2.88,7.66,5,1,3,0,0,0.5,0.0,6.28,74.0,8.22,6.9,3.13,10.12,5,1,3,0,0,0.5,0.0,7.97,91.5,10.17,9.4,3.46,12.56,4,2,3,0,0,0.5,0.0,10.03
Marvin Jones Jr.,FA,WR,4.0,17,73,4.29,120,7.06,832,48.94,11.4,33,20.24,15,0.88,4,0.24,0,0.0,0,0.0,0.0,0,0.0,73,4.29,120,7.06,0,0.0,0.0,1.0,107.2,6.31,4.6,4.82,6.77,10,3,1,3,0,0.31,0.3,6.05,143.7,8.45,6.3,5.67,8.97,9,3,2,3,0,0.42,0.33,7.87,180.2,10.6,8.5,6.58,11.15,7,3,3,3,1,0.7,0.57,10.04
Allen Lazard,NYJ,WR,3.0,14,40,2.86,60,4.29,513,36.64,12.82,42,20.57,12,0.86,8,0.57,3,0.21,32,2.29,10.67,0,0.0,43,3.07,63,4.5,0,0.0,0.0,1.0,102.5,7.32,6.1,6.14,7.39,7,2,3,1,1,0.56,0.29,6.87,122.5,8.75,6.6,6.88,8.84,7,2,2,2,1,0.56,0.43,7.78,142.5,10.18,7.15,7.67,10.31,7,2,1,3,1,0.56,0.57,8.73
Odell Beckham Jr.,FA,WR,6.0,14,44,3.14,82,5.86,537,38.36,12.2,54,21.29,12,0.86,5,0.36,2,0.14,14,1.0,7.0,0,0.0,46,3.29,84,6.0,0,0.0,0.0,1.0,85.1,6.08,5.5,4.83,6.52,7,3,2,2,0,0.4,0.29,6.28,107.1,7.65,6.95,5.62,8.13,7,2,3,2,0,0.56,0.29,7.74,129.1,9.22,7.95,6.43,9.76,7,1,4,2,0,0.75,0.29,9.01
Corey Davis,NYJ,WR,1.0,9,34,3.78,59,6.56,492,54.67,14.47,53,22.22,14,1.56,4,0.44,0,0.0,0,0.0,0.0,0,0.0,34,3.78,59,6.56,1,0.11,0.03,0.93,71.2,7.91,4.5,7.25,7.67,5,1,1,1,1,0.5,0.4,6.01,88.2,9.8,6.6,7.61,9.66,5,1,1,1,1,0.5,0.4,7.71,105.2,11.69,9.1,8.01,11.71,3,2,2,1,1,0.8,0.67,9.81
Henry Ruggs III,FA,WR,8.0,7,24,3.43,36,5.14,469,67.0,19.54,61,37.0,21,3.0,2,0.29,3,0.43,16,2.29,5.33,0,0.0,27,3.86,39,5.57,0,0.0,0.0,0.84,60.5,8.64,6.0,5.7,8.89,3,2,0,2,0,0.4,0.67,6.38,72.5,10.36,7.5,5.95,10.86,3,2,0,1,1,0.4,0.67,7.69,84.5,12.07,9.0,6.23,12.88,2,2,1,1,1,0.75,1.0,9.23
Deonte Harty,BUF,WR,3.0,13,36,2.77,59,4.54,570,43.85,15.83,72,27.46,16,1.23,3,0.23,5,0.38,41,3.15,8.2,0,0.0,41,3.15,64,4.92,1,0.08,0.02,1.0,77.1,5.93,5.2,5.07,6.28,9,1,2,1,0,0.3,0.11,5.84,95.1,7.32,7.2,5.23,7.92,6,4,2,1,0,0.3,0.17,7.49,113.1,8.7,8.7,5.5,9.57,6,4,2,1,0,0.3,0.17,8.91
Cedrick Wilson Jr.,MIA,WR,3.5,14,45,3.21,61,4.36,602,43.0,13.38,73,24.71,16,1.14,6,0.43,2,0.14,11,0.79,5.5,0,0.0,47,3.36,63,4.5,0,0.0,0.0,1.0,102.8,7.34,4.6,6.54,7.3,8,2,2,1,1,0.4,0.25,6.07,125.3,8.95,5.9,7.04,9.0,8,2,1,2,1,0.4,0.38,7.45,147.8,10.56,7.9,7.61,10.71,7,3,0,3,1,0.4,0.57,9.17
