Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
DeVante Parker ,NE,WR,1.0,16,72,4.5,128,8.0,1202,75.12,16.69,51,27.88,39,2.44,9,0.56,0,0.0,0,0.0,0.0,0,0.0,72,4.5,128,8.0,0,0.0,0.0,1.0,174.2,10.89,10.3,6.78,10.73,4,4,3,3,2,1.0,1.25,11.08,210.2,13.14,12.9,7.46,13.01,2,5,4,3,2,1.29,2.5,13.73,246.2,15.39,15.4,8.22,15.31,2,5,3,3,3,1.29,3.0,16.01
Robert Woods ,HOU,WR,1.0,15,90,6.0,139,9.27,1134,75.6,12.6,48,24.73,20,1.33,2,0.13,17,1.13,115,7.67,6.76,1,0.07,107,7.13,156,10.4,0,0.0,0.0,1.0,142.9,9.53,8.6,5.17,10.05,5,3,3,3,1,0.88,0.8,10.07,187.9,12.53,12.6,6.7,12.75,3,3,4,2,3,1.5,1.67,13.61,232.9,15.53,15.7,8.35,15.39,4,2,4,2,3,1.5,1.25,16.09
Allen Robinson II ,LAR,WR,1.0,16,98,6.12,154,9.62,1147,71.69,11.7,49,23.25,22,1.38,7,0.44,1,0.06,2,0.12,2.0,0,0.0,99,6.19,155,9.69,0,0.0,0.0,1.0,156.9,9.81,8.15,6.2,9.88,4,5,2,3,2,0.78,1.25,9.78,205.9,12.87,11.7,6.83,13.03,3,3,4,4,2,1.67,2.0,13.43,254.9,15.93,15.5,7.55,16.19,2,3,4,3,4,2.2,3.5,17.21
Golden Tate ,FA,WR,6.0,11,49,4.45,85,7.73,676,61.45,13.8,64,29.27,21,1.91,6,0.55,1,0.09,16,1.45,16.0,0,0.0,50,4.55,86,7.82,1,0.09,0.02,1.0,103.2,9.38,9.3,5.59,9.7,3,3,3,1,1,0.83,0.67,9.91,127.7,11.61,11.6,5.98,12.15,2,1,5,2,1,2.67,1.5,13.18,152.2,13.84,14.0,6.54,14.58,2,1,5,1,2,2.67,1.5,15.35
Keenan Allen ,LAC,WR,1.0,16,104,6.5,149,9.31,1199,74.94,11.53,45,23.56,21,1.31,6,0.38,3,0.19,16,1.0,5.33,0,0.0,107,6.69,152,9.5,0,0.0,0.0,1.0,157.5,9.84,8.45,7.1,9.59,5,4,4,1,2,0.78,0.6,9.61,209.5,13.09,11.7,8.32,12.62,3,4,4,3,2,1.29,1.67,12.95,261.5,16.34,14.95,9.58,15.65,3,3,3,4,3,1.67,2.33,16.14
Amari Cooper ,CLE,WR,1.0,16,79,4.94,119,7.44,1189,74.31,15.05,53,25.75,31,1.94,8,0.5,1,0.06,6,0.38,6.0,0,0.0,80,5.0,120,7.5,0,0.0,0.0,1.0,167.5,10.47,10.1,8.32,9.8,6,1,3,3,3,1.29,1.0,10.6,207.0,12.94,12.45,9.68,12.01,5,1,4,3,3,1.67,1.2,12.89,246.5,15.41,15.0,11.1,14.22,5,1,4,2,4,1.67,1.2,15.03
Mike Evans ,TB,WR,1.0,13,67,5.15,118,9.08,1157,89.0,17.27,67,32.62,34,2.62,8,0.62,0,0.0,0,0.0,0.0,0,0.0,67,5.15,118,9.08,0,0.0,0.0,1.0,165.7,12.75,8.2,11.4,11.03,4,3,2,1,3,0.86,1.0,10.24,199.2,15.32,10.2,12.87,13.24,2,5,1,2,3,0.86,2.5,12.51,232.7,17.9,12.2,14.44,15.47,2,4,2,2,3,1.17,2.5,14.57
Michael Gallup ,DAL,WR,1.0,14,66,4.71,113,8.07,1107,79.07,16.77,62,29.0,32,2.29,6,0.43,0,0.0,0,0.0,0.0,0,0.0,66,4.71,113,8.07,0,0.0,0.0,1.0,146.7,10.48,9.55,7.02,10.23,4,3,2,4,1,1.0,1.25,10.52,179.7,12.84,11.3,7.68,12.62,3,4,2,3,2,1.0,1.67,12.49,212.7,15.19,13.8,8.43,15.02,2,4,2,2,4,1.33,3.0,15.19
Tyreek Hill ,MIA,WR,1.0,12,58,4.83,89,7.42,860,71.67,14.83,57,29.75,26,2.17,7,0.58,8,0.67,23,1.92,2.88,0,0.0,66,5.5,97,8.08,0,0.0,0.0,1.0,130.3,10.86,7.65,7.73,10.36,3,4,1,0,4,0.71,1.33,9.6,159.3,13.28,10.55,8.67,12.67,2,4,2,0,4,1.0,2.0,12.26,188.3,15.69,13.55,9.7,14.98,2,2,4,0,4,2.0,2.0,15.15
John Brown ,FA,WR,7.0,15,72,4.8,115,7.67,1060,70.67,14.72,53,27.93,26,1.73,6,0.4,2,0.13,7,0.47,3.5,0,0.0,74,4.93,117,7.8,0,0.0,0.0,1.0,147.8,9.85,7.7,5.81,10.09,3,6,3,1,2,0.67,1.0,9.37,183.8,12.25,10.2,6.44,12.59,1,8,3,1,2,0.67,3.0,12.12,219.8,14.65,12.5,7.18,15.08,1,6,4,2,2,1.14,4.0,14.76
Deebo Samuel ,SF,WR,1.0,15,57,3.8,81,5.4,802,53.47,14.07,42,23.27,24,1.6,3,0.2,14,0.93,159,10.6,11.36,3,0.2,71,4.73,95,6.33,1,0.07,0.01,1.0,132.1,8.81,10.9,5.71,9.06,6,0,7,1,1,1.5,0.33,10.45,160.6,10.71,12.3,6.36,11.04,6,0,5,3,1,1.5,0.67,12.05,189.1,12.61,13.8,7.11,13.01,5,1,5,3,1,1.5,0.8,13.65
Courtland Sutton ,DEN,WR,1.0,16,72,4.5,124,7.75,1112,69.5,15.44,70,32.31,36,2.25,6,0.38,3,0.19,17,1.06,5.67,0,0.0,75,4.69,127,7.94,0,0.0,0.0,1.0,150.4,9.4,8.3,5.25,9.88,5,5,2,2,2,0.6,0.8,9.47,186.4,11.65,10.55,5.55,12.43,4,4,3,3,2,1.0,1.25,11.95,222.4,13.9,12.8,5.91,15.02,1,7,2,4,2,1.0,6.0,15.31
Tyler Lockett ,SEA,WR,1.0,16,82,5.12,110,6.88,1057,66.06,12.89,44,24.75,25,1.56,8,0.5,4,0.25,-5,-0.31,-1.25,0,0.0,86,5.38,114,7.12,0,0.0,0.0,1.0,153.2,9.57,8.95,7.41,9.23,6,2,5,0,3,1.0,0.5,9.52,194.2,12.14,11.6,9.06,11.45,5,2,6,0,3,1.29,0.6,11.88,235.2,14.7,13.55,10.8,13.66,4,3,3,3,3,1.29,1.5,13.98
Jarvis Landry ,FA,WR,4.0,16,83,5.19,138,8.62,1174,73.38,14.14,65,30.06,30,1.88,6,0.38,1,0.06,10,0.62,10.0,0,0.0,84,5.25,139,8.69,0,0.0,0.0,1.0,154.4,9.65,7.6,6.22,9.72,3,7,2,3,1,0.6,1.33,9.29,195.9,12.24,10.15,7.07,12.29,3,6,3,1,3,0.78,1.33,11.69,237.4,14.84,12.65,8.0,14.87,3,5,4,1,3,1.0,1.33,14.08
Terry McLaurin ,WAS,WR,2.0,14,58,4.14,93,6.64,919,65.64,15.84,75,29.79,26,1.86,7,0.5,0,0.0,0,0.0,0.0,0,0.0,58,4.14,93,6.64,0,0.0,0.0,1.0,133.9,9.56,7.9,6.75,9.43,5,3,3,0,3,0.75,0.6,8.99,162.9,11.64,10.9,7.2,11.63,5,2,3,1,3,1.0,0.8,11.5,191.9,13.71,13.9,7.7,13.87,4,2,3,2,3,1.33,1.25,14.14
Cole Beasley ,BUF,WR,1.0,15,67,4.47,106,7.07,778,51.87,11.61,51,18.87,14,0.93,6,0.4,0,0.0,0,0.0,0.0,0,0.0,67,4.47,106,7.07,0,0.0,0.0,1.0,117.8,7.85,7.5,4.3,8.67,4,6,3,2,0,0.5,0.5,8.36,151.3,10.09,10.3,4.85,11.13,4,4,5,1,1,0.88,0.5,10.91,184.8,12.32,12.3,5.52,13.54,3,4,5,2,1,1.14,1.0,13.16
Stefon Diggs ,BUF,WR,2.0,15,63,4.2,94,6.27,1130,75.33,17.94,66,34.67,45,3.0,6,0.4,5,0.33,61,4.07,12.2,0,0.0,68,4.53,99,6.6,3,0.2,0.04,1.0,149.1,9.94,8.8,8.72,9.2,6,4,2,1,2,0.5,0.5,9.13,180.6,12.04,10.0,9.42,11.25,5,3,3,2,2,0.88,0.8,10.86,212.1,14.14,12.0,10.19,13.34,5,2,4,2,2,1.14,0.8,12.83
DJ Chark Jr. ,CAR,WR,1.0,15,73,4.87,118,7.87,1008,67.2,13.81,69,27.67,29,1.93,8,0.53,2,0.13,20,1.33,10.0,0,0.0,75,5.0,120,8.0,0,0.0,0.0,1.0,152.8,10.19,7.3,8.08,9.61,7,2,1,2,3,0.67,0.71,8.92,189.3,12.62,8.8,8.8,11.99,6,2,2,2,3,0.88,0.83,10.8,225.8,15.05,10.8,9.59,14.41,5,3,1,3,3,0.88,1.2,12.88
Sterling Shepard ,NYG,WR,1.0,10,57,5.7,83,8.3,576,57.6,10.11,36,18.4,9,0.9,3,0.3,6,0.6,72,7.2,12.0,0,0.0,63,6.3,89,8.9,0,0.0,0.0,0.96,84.8,8.48,7.3,5.5,8.8,5,0,3,1,1,1.0,0.4,8.43,113.3,11.33,9.35,5.95,11.88,3,2,2,2,1,1.0,1.0,10.8,141.8,14.18,11.6,6.47,14.98,1,4,1,3,1,1.0,4.0,13.85
Tyler Boyd ,CIN,WR,1.0,16,90,5.62,148,9.25,1046,65.38,11.62,47,23.19,19,1.19,5,0.31,4,0.25,23,1.44,5.75,0,0.0,94,5.88,152,9.5,2,0.12,0.02,1.0,132.9,8.31,6.55,6.53,8.26,6,5,2,1,2,0.45,0.5,7.97,177.9,11.12,9.8,7.55,10.98,5,6,1,2,2,0.45,0.8,10.73,222.9,13.93,12.8,8.64,13.69,4,2,5,2,3,1.67,1.25,14.02
Marvin Jones Jr. ,FA,WR,11.0,13,62,4.77,91,7.0,779,59.92,12.56,47,22.54,15,1.15,9,0.69,2,0.15,0,0.0,0.0,0,0.0,64,4.92,93,7.15,0,0.0,0.0,1.0,131.9,10.15,7.7,8.87,9.35,5,3,1,2,2,0.62,0.8,8.9,162.9,12.53,9.2,9.82,11.59,4,4,1,2,2,0.62,1.0,10.63,193.9,14.92,10.7,10.79,13.87,3,4,2,1,3,0.86,1.33,12.53
A.J. Brown ,PHI,WR,2.0,16,52,3.25,84,5.25,1051,65.69,20.21,91,33.81,40,2.5,8,0.5,3,0.19,60,3.75,20.0,1,0.06,55,3.44,87,5.44,0,0.0,0.0,1.0,165.1,10.32,7.6,8.54,9.6,6,3,1,2,4,0.78,1.0,8.92,191.1,11.94,9.65,9.06,11.27,6,3,2,0,5,0.78,0.83,10.55,217.1,13.57,12.15,9.64,12.97,6,1,4,0,5,1.29,0.83,12.7
Odell Beckham Jr. ,FA,WR,5.0,16,74,4.62,133,8.31,1035,64.69,13.99,89,30.5,28,1.75,4,0.25,3,0.19,10,0.62,3.33,0,0.0,77,4.81,136,8.5,1,0.06,0.01,1.0,127.3,7.96,6.3,5.27,8.35,7,4,2,2,1,0.45,0.43,7.78,164.3,10.27,9.6,5.69,10.88,4,7,2,2,1,0.45,0.75,10.48,201.3,12.58,12.4,6.23,13.42,4,4,5,2,1,1.0,0.75,13.16
DK Metcalf ,SEA,WR,2.0,16,58,3.62,100,6.25,900,56.25,15.52,54,27.31,26,1.62,7,0.44,2,0.12,11,0.69,5.5,0,0.0,60,3.75,102,6.38,3,0.19,0.05,1.0,129.1,8.07,7.55,5.41,8.41,6,4,4,1,1,0.6,0.33,8.2,158.1,9.88,9.95,5.91,10.37,4,5,5,1,1,0.78,0.5,10.3,187.1,11.69,11.55,6.53,12.33,4,5,5,1,1,0.78,0.5,11.9
Mike Williams ,LAC,WR,2.0,15,49,3.27,90,6.0,1001,66.73,20.43,56,34.6,38,2.53,2,0.13,1,0.07,2,0.13,2.0,0,0.0,50,3.33,91,6.07,0,0.0,0.0,1.0,112.3,7.49,7.2,3.26,8.86,6,5,4,0,0,0.36,0.0,8.01,136.8,9.12,8.6,3.49,10.92,6,5,3,1,0,0.36,0.17,9.62,161.3,10.75,9.9,3.81,12.97,4,5,4,2,0,0.67,0.5,11.36
Tyrell Williams ,FA,WR,30.0,14,42,3.0,64,4.57,651,46.5,15.5,46,23.0,20,1.43,6,0.43,0,0.0,0,0.0,0.0,0,0.0,42,3.0,64,4.57,0,0.0,0.0,1.0,101.1,7.22,8.2,5.15,7.62,6,3,3,2,0,0.56,0.33,7.94,122.1,8.72,10.2,5.72,9.23,6,3,3,2,0,0.56,0.33,9.56,143.1,10.22,12.05,6.33,10.86,6,1,5,1,1,1.0,0.33,11.35
Christian Kirk ,JAC,WR,1.0,13,68,5.23,108,8.31,709,54.54,10.43,69,19.08,12,0.92,3,0.23,10,0.77,93,7.15,9.3,0,0.0,78,6.0,118,9.08,0,0.0,0.0,1.0,100.2,7.71,6.1,7.88,7.31,6,4,2,0,1,0.3,0.17,7.14,134.2,10.32,8.4,8.47,9.91,4,4,4,0,1,0.62,0.25,9.52,168.2,12.94,10.4,9.22,12.51,3,4,2,3,1,0.86,1.33,11.98
Larry Fitzgerald ,FA,WR,13.0,16,75,4.69,109,6.81,804,50.25,10.72,54,21.06,19,1.19,4,0.25,0,0.0,0,0.0,0.0,0,0.0,75,4.69,109,6.81,1,0.06,0.01,1.0,102.4,6.4,5.7,4.19,7.11,9,3,3,1,0,0.33,0.11,6.64,139.9,8.74,8.7,4.92,9.61,6,5,4,0,1,0.45,0.17,9.19,177.4,11.09,11.7,5.71,12.09,5,4,6,0,1,0.78,0.2,11.82
Adam Thielen ,CAR,WR,3.0,10,30,3.0,48,4.8,418,41.8,13.93,44,19.6,12,1.2,6,0.6,4,0.4,6,0.6,1.5,1,0.1,34,3.4,52,5.2,0,0.0,0.0,0.96,84.4,8.44,8.0,8.19,7.93,4,2,2,1,1,0.67,0.5,7.86,99.4,9.94,9.5,9.12,9.36,4,2,2,1,1,0.67,0.5,9.14,114.4,11.44,11.0,10.11,10.81,4,1,2,2,1,1.0,0.75,10.64
Alshon Jeffery ,FA,WR,8.0,10,43,4.3,73,7.3,490,49.0,11.4,38,17.9,8,0.8,4,0.4,1,0.1,2,0.2,2.0,1,0.1,44,4.4,74,7.4,0,0.0,0.0,0.96,79.2,7.92,5.8,6.91,7.77,5,1,1,2,1,0.67,0.6,7.07,100.7,10.07,8.3,8.31,9.71,4,2,1,2,1,0.67,0.75,9.04,122.2,12.22,10.8,9.8,11.64,4,2,1,0,3,0.67,0.75,10.96
Darius Slayton ,NYG,WR,3.0,14,48,3.43,84,6.0,740,52.86,15.42,55,24.29,23,1.64,8,0.57,0,0.0,0,0.0,0.0,0,0.0,48,3.43,84,6.0,0,0.0,0.0,1.0,122.0,8.71,5.85,8.62,8.09,7,3,1,1,2,0.4,0.43,7.18,146.0,10.43,8.05,9.46,9.74,5,5,1,1,2,0.4,0.6,8.95,170.0,12.14,10.55,10.37,11.4,5,5,1,1,2,0.4,0.6,10.83
Jamison Crowder ,NYG,WR,2.0,16,78,4.88,122,7.62,833,52.06,10.68,41,20.06,15,0.94,6,0.38,1,0.06,4,0.25,4.0,0,0.0,79,4.94,123,7.69,0,0.0,0.0,1.0,119.7,7.48,5.0,6.21,7.53,8,1,3,3,1,0.78,0.5,6.92,158.7,9.92,7.0,7.27,9.89,8,1,1,5,1,0.78,0.75,8.94,197.7,12.36,9.0,8.49,12.2,7,2,1,3,3,0.78,0.86,10.91
T.Y. Hilton ,FA,WR,14.0,10,45,4.5,68,6.8,501,50.1,11.13,35,20.1,8,0.8,5,0.5,0,0.0,0,0.0,0.0,0,0.0,45,4.5,68,6.8,0,0.0,0.0,0.96,80.1,8.01,6.3,6.14,8.09,5,1,3,0,1,0.67,0.2,7.27,102.6,10.26,7.55,7.05,10.31,5,1,1,2,1,0.67,0.6,8.88,125.1,12.51,8.95,7.99,12.54,5,1,1,2,1,0.67,0.6,10.45
Dede Westbrook ,FA,WR,12.0,15,66,4.4,101,6.73,660,44.0,10.0,39,18.6,14,0.93,3,0.2,5,0.33,27,1.8,5.4,0,0.0,71,4.73,106,7.07,0,0.0,0.0,1.0,90.7,6.05,5.3,4.88,6.47,8,4,1,2,0,0.25,0.25,6.19,123.7,8.25,7.5,5.77,8.71,7,2,4,2,0,0.67,0.29,8.41,156.7,10.45,10.0,6.75,10.92,5,4,3,2,1,0.67,0.6,10.61
Curtis Samuel ,WAS,WR,1.0,16,54,3.38,105,6.56,627,39.19,11.61,44,18.44,13,0.81,6,0.38,19,1.19,130,8.12,6.84,1,0.06,73,4.56,124,7.75,0,0.0,0.0,1.0,117.7,7.36,4.75,5.24,7.73,9,1,5,0,1,0.6,0.11,6.72,144.7,9.04,6.25,5.59,9.63,9,0,6,0,1,0.78,0.11,8.34,171.7,10.73,8.0,5.98,11.56,8,1,6,0,1,0.78,0.12,10.0
Preston Williams ,CAR,WR,2.0,8,32,4.0,60,7.5,428,53.5,13.38,35,21.75,7,0.88,3,0.38,0,0.0,0,0.0,0.0,0,0.0,32,4.0,60,7.5,1,0.12,0.03,0.88,58.8,7.35,6.25,5.07,7.79,3,4,0,0,1,0.14,0.33,6.39,74.8,9.35,8.55,5.34,10.07,3,4,0,0,1,0.14,0.33,8.21,90.8,11.35,10.55,5.65,12.4,1,5,1,0,1,0.33,1.0,10.16
Chris Conley ,TEN,WR,1.0,16,47,2.94,90,5.62,775,48.44,16.49,70,24.62,21,1.31,5,0.31,0,0.0,0,0.0,0.0,0,0.0,47,2.94,90,5.62,0,0.0,0.0,1.0,109.5,6.84,5.3,5.64,7.06,10,1,2,3,0,0.45,0.3,6.43,133.0,8.31,7.3,6.23,8.61,8,3,2,3,0,0.45,0.38,8.04,156.5,9.78,9.3,6.89,10.17,7,4,2,3,0,0.45,0.43,9.66
Randall Cobb ,FA,WR,20.0,15,55,3.67,83,5.53,828,55.2,15.05,59,25.27,24,1.6,3,0.2,3,0.2,11,0.73,3.67,0,0.0,58,3.87,86,5.73,1,0.07,0.02,1.0,99.9,6.66,5.3,5.32,6.97,9,3,1,2,0,0.25,0.22,6.28,127.4,8.49,6.8,5.73,8.99,9,3,1,2,0,0.25,0.22,7.86,154.9,10.33,8.3,6.21,11.02,6,3,3,2,1,0.67,0.5,9.73
Kenny Stills ,FA,WR,34.0,13,40,3.08,55,4.23,561,43.15,14.02,45,22.46,18,1.38,4,0.31,0,0.0,0,0.0,0.0,0,0.0,40,3.08,55,4.23,0,0.0,0.0,1.0,80.1,6.16,5.2,4.74,6.64,8,1,3,1,0,0.44,0.12,6.0,100.1,7.7,7.2,4.98,8.44,6,2,4,1,0,0.62,0.17,7.81,120.1,9.24,9.2,5.27,10.27,6,2,4,1,0,0.62,0.17,9.54
William Fuller V ,FA,WR,17.0,11,49,4.45,71,6.45,670,60.91,13.67,54,25.73,25,2.27,3,0.27,0,0.0,0,0.0,0.0,0,0.0,49,4.45,71,6.45,0,0.0,0.0,1.0,85.0,7.73,4.4,11.26,6.71,7,2,0,1,1,0.22,0.29,5.83,109.5,9.95,6.9,13.03,8.58,6,3,0,1,1,0.22,0.33,7.8,134.0,12.18,8.9,14.81,10.46,4,5,0,1,1,0.22,0.5,9.6
Chosen Anderson ,FA,WR,19.0,16,52,3.25,96,6.0,779,48.69,14.98,92,24.19,22,1.38,5,0.31,1,0.06,4,0.25,4.0,0,0.0,53,3.31,97,6.06,0,0.0,0.0,1.0,110.3,6.89,5.45,5.98,7.01,8,4,1,1,2,0.33,0.38,6.47,136.3,8.52,6.7,6.71,8.66,8,4,1,1,2,0.33,0.38,7.78,162.3,10.14,7.95,7.5,10.33,8,2,2,2,2,0.6,0.5,9.26
Emmanuel Sanders ,FA,WR,21.0,17,66,3.88,97,5.71,869,51.12,13.17,75,22.71,22,1.29,5,0.29,0,0.0,0,0.0,0.0,0,0.0,66,3.88,97,5.71,0,0.0,0.0,1.0,124.3,7.31,4.1,7.7,6.98,9,3,1,3,1,0.42,0.44,5.88,157.3,9.25,6.1,8.85,8.78,9,3,1,1,3,0.42,0.44,7.59,190.3,11.19,8.1,10.04,10.6,8,3,2,1,3,0.55,0.5,9.38
Marquise Brown ,ARI,WR,3.0,14,46,3.29,71,5.07,584,41.71,12.7,83,23.57,18,1.29,7,0.5,0,0.0,0,0.0,0.0,0,0.0,46,3.29,71,5.07,0,0.0,0.0,1.0,100.4,7.17,4.85,7.66,6.85,8,2,1,2,1,0.4,0.38,6.07,123.4,8.81,6.1,8.15,8.54,8,1,2,2,1,0.56,0.38,7.47,146.4,10.46,7.35,8.71,10.26,8,1,2,2,1,0.56,0.38,8.8
Diontae Johnson ,PIT,WR,1.0,16,59,3.69,92,5.75,680,42.5,11.53,45,21.5,13,0.81,5,0.31,4,0.25,41,2.56,10.25,0,0.0,63,3.94,96,6.0,2,0.12,0.03,1.0,104.1,6.51,3.65,5.87,6.65,10,1,2,2,1,0.45,0.3,5.54,133.6,8.35,5.95,6.66,8.51,9,2,2,2,1,0.45,0.33,7.42,163.1,10.19,8.45,7.51,10.37,8,3,1,2,2,0.45,0.5,9.42
