Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Chris Godwin ,TB,WR,1.0,15,104,6.93,142,9.47,1023,68.2,9.84,44,20.4,13,0.87,3,0.2,3,0.2,5,0.33,1.67,0,0.0,107,7.13,145,9.67,2,0.13,0.02,1.0,118.8,7.92,6.3,4.28,8.76,6,4,3,2,0,0.5,0.33,8.08,170.8,11.39,10.3,5.0,12.47,2,8,1,3,1,0.5,2.0,11.96,222.8,14.85,13.5,5.8,16.13,1,4,6,2,2,2.0,4.0,16.3
DK Metcalf ,SEA,WR,1.0,17,90,5.29,141,8.29,1048,61.65,11.64,54,22.41,20,1.18,6,0.35,0,0.0,0,0.0,0.0,0,0.0,90,5.29,141,8.29,2,0.12,0.02,1.0,136.8,8.05,8.1,5.35,8.41,7,3,5,1,1,0.7,0.29,8.68,181.8,10.69,11.6,6.15,11.12,6,2,5,3,1,1.12,0.67,11.78,226.8,13.34,14.7,7.1,13.77,5,1,4,6,1,1.83,1.4,14.91
Terry McLaurin ,WAS,WR,2.0,17,77,4.53,120,7.06,1191,70.06,15.47,52,31.65,34,2.0,5,0.29,7,0.41,29,1.71,4.14,0,0.0,84,4.94,127,7.47,0,0.0,0.0,1.0,152.0,8.94,8.2,4.22,9.92,6,3,6,2,0,0.89,0.33,9.43,190.5,11.21,10.2,4.78,12.41,3,6,4,3,1,0.89,1.33,11.7,229.0,13.47,13.0,5.44,14.86,2,4,7,3,1,1.83,2.0,14.7
Deebo Samuel ,SF,WR,1.0,13,56,4.31,94,7.23,632,48.62,11.29,57,21.0,11,0.85,2,0.15,42,3.23,232,17.85,5.52,3,0.23,98,7.54,136,10.46,2,0.15,0.02,1.0,112.4,8.65,9.0,4.38,9.5,4,4,3,2,0,0.62,0.5,9.81,140.4,10.8,10.4,4.93,11.87,4,3,4,1,1,0.86,0.5,11.62,168.4,12.95,12.6,5.59,14.2,3,2,6,0,2,1.6,0.67,14.07
Jerry Jeudy ,DEN,WR,2.0,15,67,4.47,100,6.67,972,64.8,14.51,67,30.07,31,2.07,6,0.4,4,0.27,40,2.67,10.0,0,0.0,71,4.73,104,6.93,0,0.0,0.0,1.0,137.2,9.15,7.6,7.09,8.91,6,2,4,1,2,0.88,0.5,8.69,170.7,11.38,11.1,7.9,11.11,5,2,4,2,2,1.14,0.8,11.46,204.2,13.61,14.6,8.8,13.32,3,4,3,3,2,1.14,1.67,14.25
Amari Cooper ,CLE,WR,1.0,17,78,4.59,132,7.76,1160,68.24,14.87,55,27.24,31,1.82,9,0.53,0,0.0,0,0.0,0.0,0,0.0,78,4.59,132,7.76,0,0.0,0.0,1.0,169.0,9.94,7.4,7.12,9.68,7,3,1,3,3,0.7,0.86,9.03,208.0,12.24,10.2,7.91,11.94,6,3,2,2,4,0.89,1.0,11.44,247.0,14.53,13.2,8.78,14.22,5,3,3,1,5,1.12,1.2,13.98
Mike Williams ,LAC,WR,2.0,13,63,4.85,93,7.15,895,68.85,14.21,55,27.15,20,1.54,4,0.31,0,0.0,0,0.0,0.0,0,0.0,63,4.85,93,7.15,0,0.0,0.0,1.0,113.5,8.73,7.6,5.91,8.91,4,4,2,3,0,0.62,0.75,8.64,145.0,11.15,9.6,7.12,11.18,4,3,1,3,2,0.86,1.25,10.81,176.5,13.58,11.6,8.4,13.44,4,3,1,2,3,0.86,1.25,12.72
Brandon Aiyuk ,SF,WR,2.0,17,78,4.59,114,6.71,1015,59.71,13.01,54,24.59,23,1.35,8,0.47,2,0.12,23,1.35,11.5,0,0.0,80,4.71,116,6.82,1,0.06,0.01,1.0,149.8,8.81,6.5,5.12,9.31,6,5,2,3,1,0.55,0.67,8.24,188.8,11.11,9.4,5.76,11.74,3,7,4,1,2,0.7,1.0,10.79,227.8,13.4,12.4,6.51,14.13,3,5,6,1,2,1.12,1.0,13.44
Chris Olave ,NO,WR,1.0,15,72,4.8,119,7.93,1042,69.47,14.47,53,27.73,25,1.67,4,0.27,0,0.0,0,0.0,0.0,0,0.0,72,4.8,119,7.93,2,0.13,0.03,1.0,126.2,8.41,6.5,3.9,9.52,4,5,4,2,0,0.67,0.5,8.46,162.2,10.81,8.7,4.39,12.23,3,6,4,2,0,0.67,0.67,10.71,198.2,13.21,11.2,4.95,14.92,1,7,3,3,1,0.88,4.0,13.99
Michael Pittman Jr. ,IND,WR,1.0,16,99,6.19,141,8.81,925,57.81,9.34,28,18.75,8,0.5,4,0.25,3,0.19,30,1.88,10.0,0,0.0,102,6.38,144,9.0,1,0.06,0.01,1.0,117.5,7.34,6.55,4.48,8.03,8,4,3,0,1,0.33,0.12,7.66,167.0,10.44,9.65,5.59,11.11,5,5,3,2,1,0.6,0.6,10.69,216.5,13.53,12.3,6.84,14.1,4,2,6,2,2,1.67,1.0,13.86
Jakobi Meyers ,LV,WR,2.0,14,67,4.79,96,6.86,804,57.43,12.0,48,25.14,18,1.29,6,0.43,2,0.14,-11,-0.79,-5.5,0,0.0,69,4.93,98,7.0,2,0.14,0.03,1.0,113.3,8.09,7.7,4.51,8.83,4,5,3,2,0,0.56,0.5,8.54,146.8,10.49,9.3,5.28,11.32,3,6,2,2,1,0.56,1.0,10.51,180.3,12.88,10.8,6.18,13.77,3,5,1,4,1,0.75,1.67,12.55
Marquise Brown ,ARI,WR,2.0,12,67,5.58,107,8.92,709,59.08,10.58,47,21.25,11,0.92,3,0.25,1,0.08,1,0.08,1.0,0,0.0,68,5.67,108,9.0,0,0.0,0.0,1.0,89.0,7.42,6.45,4.78,7.97,5,3,1,3,0,0.5,0.6,7.79,122.5,10.21,9.2,6.01,10.67,3,5,1,2,1,0.5,1.0,10.34,156.0,13.0,11.95,7.39,13.29,3,3,3,2,1,1.0,1.0,13.01
Jahan Dotson ,WAS,WR,3.0,12,35,2.92,61,5.08,523,43.58,14.94,61,24.42,17,1.42,7,0.58,2,0.17,-7,-0.58,-3.5,0,0.0,37,3.08,63,5.25,0,0.0,0.0,1.0,95.6,7.97,8.75,6.19,8.03,5,1,2,4,0,1.0,0.8,8.78,113.1,9.42,10.25,6.9,9.52,5,1,2,4,0,1.0,0.8,10.12,130.6,10.88,11.75,7.65,11.03,5,1,2,4,0,1.0,0.8,11.47
Mike Evans ,TB,WR,2.0,15,77,5.13,127,8.47,1124,74.93,14.6,63,29.13,34,2.27,6,0.4,0,0.0,0,0.0,0.0,0,0.0,77,5.13,127,8.47,0,0.0,0.0,1.0,148.4,9.89,6.1,9.44,8.97,7,3,3,0,2,0.5,0.29,7.95,186.9,12.46,7.9,10.38,11.36,5,4,2,2,2,0.67,0.8,10.05,225.4,15.03,10.4,11.35,13.8,2,6,2,3,2,0.88,2.5,12.8
Garrett Wilson ,NYJ,WR,1.0,17,83,4.88,147,8.65,1103,64.88,13.29,60,26.18,27,1.59,4,0.24,4,0.24,4,0.24,1.0,0,0.0,87,5.12,151,8.88,1,0.06,0.01,1.0,132.7,7.81,6.0,6.77,7.69,8,3,3,1,2,0.55,0.38,7.42,174.2,10.25,9.0,7.63,10.09,7,2,5,0,3,0.89,0.43,10.03,215.7,12.69,12.0,8.57,12.5,7,1,3,3,3,1.12,0.86,12.69
Allen Lazard ,NYJ,WR,2.0,15,60,4.0,100,6.67,788,52.53,13.13,47,23.93,20,1.33,6,0.4,2,0.13,0,0.0,0.0,0,0.0,62,4.13,102,6.8,0,0.0,0.0,1.0,114.8,7.65,6.7,3.95,8.63,6,3,4,2,0,0.67,0.33,7.99,144.8,9.65,8.6,4.3,10.97,3,6,4,2,0,0.67,0.67,9.99,174.8,11.65,11.5,4.74,13.31,3,6,3,3,0,0.67,1.0,12.43
DJ Moore ,CHI,WR,1.0,17,63,3.71,118,6.94,888,52.24,14.1,62,24.47,27,1.59,7,0.41,10,0.59,53,3.12,5.3,0,0.0,73,4.29,128,7.53,0,0.0,0.0,1.0,136.1,8.01,6.1,6.86,7.87,8,2,3,3,1,0.7,0.5,7.51,167.6,9.86,8.7,7.63,9.71,8,2,1,4,2,0.7,0.75,9.57,199.1,11.71,10.7,8.45,11.57,7,2,2,4,2,0.89,0.86,11.43
Michael Thomas ,NO,WR,2.0,3,16,5.33,22,7.33,171,57.0,10.69,21,16.67,2,0.67,3,1.0,0,0.0,0,0.0,0.0,0,0.0,16,5.33,22,7.33,0,0.0,0.0,0.6,35.1,11.7,12.5,6.44,11.68,1,0,1,1,0,2.0,1.0,7.74,43.1,14.37,15.5,6.47,14.74,0,1,0,1,1,2.0,2.0,9.54,51.1,17.03,18.5,6.52,17.96,0,1,0,1,1,2.0,2.0,11.22
Courtland Sutton ,DEN,WR,1.0,15,64,4.27,109,7.27,829,55.27,12.95,51,21.4,18,1.2,2,0.13,1,0.07,5,0.33,5.0,0,0.0,65,4.33,110,7.33,0,0.0,0.0,1.0,95.4,6.36,7.2,3.78,7.25,5,7,3,0,0,0.25,0.0,7.36,127.4,8.49,9.6,4.72,9.43,5,6,3,1,0,0.36,0.2,9.53,159.4,10.63,12.3,5.71,11.59,4,3,6,2,0,1.14,0.5,12.18
Brandin Cooks ,DAL,WR,2.0,13,57,4.38,93,7.15,699,53.77,12.26,44,26.92,22,1.69,3,0.23,2,0.15,7,0.54,3.5,0,0.0,59,4.54,95,7.31,0,0.0,0.0,1.0,88.6,6.82,6.1,4.04,7.64,6,5,1,1,0,0.18,0.17,7.05,117.1,9.01,8.5,4.46,10.15,5,4,2,2,0,0.44,0.4,9.44,145.6,11.2,10.0,4.94,12.66,3,6,2,2,0,0.44,0.67,11.32
Curtis Samuel ,WAS,WR,1.0,17,64,3.76,92,5.41,656,38.59,10.25,49,18.35,13,0.76,4,0.24,38,2.24,187,11.0,4.92,1,0.06,102,6.0,130,7.65,1,0.06,0.01,1.0,112.3,6.61,6.2,4.81,7.09,7,6,2,2,0,0.31,0.29,6.97,144.3,8.49,9.3,5.67,9.01,7,5,2,3,0,0.42,0.43,9.32,176.3,10.37,10.9,6.64,10.89,7,2,5,2,1,0.89,0.43,11.12
Diontae Johnson ,PIT,WR,1.0,17,86,5.06,147,8.65,882,51.88,10.26,37,19.0,10,0.59,0,0.0,7,0.41,25,1.47,3.57,0,0.0,93,5.47,154,9.06,0,0.0,0.0,1.0,94.7,5.57,5.8,2.2,7.27,9,7,1,0,0,0.06,0.0,6.82,137.7,8.1,8.3,3.04,10.04,6,8,3,0,0,0.21,0.0,9.27,180.7,10.63,10.3,3.98,12.68,4,8,4,1,0,0.42,0.25,11.52
Mecole Hardman ,NYJ,WR,4.0,8,25,3.12,34,4.25,297,37.12,11.88,36,19.62,8,1.0,4,0.5,4,0.5,31,3.88,7.75,2,0.25,29,3.62,38,4.75,0,0.0,0.0,0.95,68.8,8.6,7.8,7.78,8.19,3,2,1,1,1,0.6,0.67,7.76,81.3,10.16,9.55,8.39,9.78,3,2,1,1,1,0.6,0.67,9.2,93.8,11.72,11.3,9.03,11.4,3,1,2,1,1,1.0,0.67,10.84
George Pickens ,PIT,WR,2.0,17,52,3.06,84,4.94,801,47.12,15.4,42,23.35,25,1.47,4,0.24,3,0.18,24,1.41,8.0,1,0.06,55,3.24,87,5.12,0,0.0,0.0,1.0,114.5,6.74,7.7,4.88,7.21,8,3,5,1,0,0.55,0.12,7.52,140.5,8.26,9.2,5.61,8.79,8,2,5,2,0,0.7,0.25,9.02,166.5,9.79,10.7,6.39,10.38,8,2,4,3,0,0.7,0.38,10.44
Darius Slayton ,NYG,WR,4.0,13,46,3.54,71,5.46,724,55.69,15.74,55,28.46,24,1.85,2,0.15,0,0.0,0,0.0,0.0,0,0.0,46,3.54,71,5.46,1,0.08,0.02,1.0,82.4,6.34,6.6,4.55,6.9,5,6,1,1,0,0.18,0.2,6.76,105.4,8.11,9.1,4.98,8.89,5,3,4,1,0,0.62,0.2,9.0,128.4,9.88,11.6,5.51,10.86,5,3,4,1,0,0.62,0.2,11.02
Adam Thielen ,CAR,WR,1.0,17,70,4.12,107,6.29,716,42.12,10.23,36,17.65,8,0.47,6,0.35,1,0.06,4,0.24,4.0,0,0.0,71,4.18,108,6.35,0,0.0,0.0,1.0,110.0,6.47,6.7,3.99,7.28,8,4,5,0,0,0.42,0.0,7.13,145.0,8.53,8.2,4.89,9.39,6,5,3,3,0,0.55,0.5,8.95,180.0,10.59,9.7,5.89,11.45,6,4,4,3,0,0.7,0.5,10.63
Donovan Peoples-Jones ,CLE,WR,2.0,17,61,3.59,96,5.65,839,49.35,13.75,42,23.12,21,1.24,3,0.18,1,0.06,2,0.12,2.0,0,0.0,62,3.65,97,5.71,1,0.06,0.02,1.0,106.1,6.24,7.1,3.86,7.08,7,6,4,0,0,0.31,0.0,7.11,136.6,8.04,9.0,4.68,8.94,5,7,4,1,0,0.42,0.2,8.9,167.1,9.83,11.6,5.59,10.77,5,4,6,2,0,0.89,0.4,11.18
Gabe Davis ,BUF,WR,2.0,15,48,3.2,93,6.2,836,55.73,17.42,98,27.13,20,1.33,7,0.47,0,0.0,0,0.0,0.0,0,0.0,48,3.2,93,6.2,1,0.07,0.02,1.0,123.6,8.24,5.6,7.29,7.97,8,3,1,2,1,0.36,0.38,7.0,147.6,9.84,7.6,7.52,9.73,7,4,1,2,1,0.36,0.43,8.71,171.6,11.44,9.5,7.8,11.54,7,4,1,2,1,0.36,0.43,10.37
Nico Collins ,HOU,WR,1.0,10,37,3.7,66,6.6,481,48.1,13.0,58,22.8,11,1.1,2,0.2,0,0.0,0,0.0,0.0,0,0.0,37,3.7,66,6.6,0,0.0,0.0,1.0,60.1,6.01,5.3,2.75,7.42,6,2,2,0,0,0.25,0.0,6.51,78.6,7.86,7.6,2.98,9.79,3,5,2,0,0,0.25,0.0,8.61,97.1,9.71,10.1,3.34,12.11,3,5,2,0,0,0.25,0.0,10.78
Rondale Moore ,ARI,WR,3.0,8,41,5.12,56,7.0,414,51.75,10.1,38,21.75,8,1.0,1,0.12,6,0.75,-5,-0.62,-0.83,0,0.0,47,5.88,62,7.75,0,0.0,0.0,0.95,46.9,5.86,5.5,5.37,6.12,4,3,0,1,0,0.14,0.25,5.86,67.4,8.43,8.75,6.69,8.58,3,2,2,1,0,0.6,0.33,8.55,87.9,10.99,12.0,8.14,10.96,3,1,2,1,1,1.0,0.67,11.24
Christian Watson ,GB,WR,2.0,14,41,2.93,65,4.64,611,43.64,14.9,63,23.0,17,1.21,7,0.5,7,0.5,80,5.71,11.43,2,0.14,48,3.43,72,5.14,0,0.0,0.0,1.0,123.1,8.79,4.75,9.01,8.07,8,1,1,2,2,0.56,0.5,6.69,143.6,10.26,7.25,9.41,9.59,7,2,1,2,2,0.56,0.57,8.51,164.1,11.72,8.95,9.86,11.15,6,3,1,2,2,0.56,0.67,10.0
Drake London ,ATL,WR,1.0,17,72,4.24,117,6.88,866,50.94,12.03,40,19.18,15,0.88,4,0.24,0,0.0,0,0.0,0.0,0,0.0,72,4.24,117,6.88,3,0.18,0.04,1.0,106.6,6.27,5.0,4.44,6.87,9,3,4,1,0,0.42,0.11,6.27,142.6,8.39,7.2,5.19,9.1,8,3,5,0,1,0.55,0.12,8.33,178.6,10.51,9.7,6.04,11.29,8,1,6,1,1,0.89,0.25,10.64
Zay Jones ,JAC,WR,2.0,16,82,5.12,121,7.56,823,51.44,10.04,59,18.31,10,0.62,5,0.31,4,0.25,18,1.12,4.5,0,0.0,86,5.38,125,7.81,0,0.0,0.0,1.0,116.1,7.26,4.1,7.59,6.95,9,3,0,3,1,0.33,0.44,6.03,157.1,9.82,6.6,8.61,9.38,9,2,1,2,2,0.45,0.44,8.31,198.1,12.38,9.1,9.74,11.81,7,3,2,1,3,0.6,0.57,10.63
Tyler Boyd ,CIN,WR,3.0,17,59,3.47,83,4.88,776,45.65,13.15,60,22.29,18,1.06,6,0.35,0,0.0,0,0.0,0.0,0,0.0,59,3.47,83,4.88,0,0.0,0.0,1.0,116.5,6.85,5.6,5.41,7.14,9,4,2,1,1,0.31,0.22,6.43,146.0,8.59,7.6,6.11,8.94,8,4,3,1,1,0.42,0.25,8.2,175.5,10.32,9.4,6.87,10.74,7,4,4,1,1,0.55,0.29,9.9
Joshua Palmer ,LAC,WR,3.0,16,72,4.5,107,6.69,769,48.06,10.68,50,18.69,12,0.75,3,0.19,1,0.06,4,0.25,4.0,0,0.0,73,4.56,108,6.75,0,0.0,0.0,1.0,97.3,6.08,5.45,5.37,6.35,11,2,2,0,1,0.23,0.09,6.12,133.3,8.33,7.65,6.32,8.6,6,6,3,0,1,0.33,0.17,8.2,169.3,10.58,9.9,7.38,10.82,6,4,4,1,1,0.6,0.33,10.38
Isaiah Hodgins ,NYG,WR,5.0,9,37,4.11,48,5.33,392,43.56,10.59,29,20.33,4,0.44,4,0.44,0,0.0,0,0.0,0.0,0,0.0,37,4.11,48,5.33,1,0.11,0.03,1.0,63.2,7.02,4.1,4.84,7.53,5,0,3,1,0,0.8,0.2,6.22,81.7,9.08,6.1,5.52,9.69,5,0,3,1,0,0.8,0.2,8.09,100.2,11.13,8.1,6.24,11.87,4,1,3,0,1,0.8,0.25,9.98
JuJu Smith-Schuster ,NE,WR,1.0,16,78,4.88,101,6.31,933,58.31,11.96,53,22.62,18,1.12,3,0.19,0,0.0,0,0.0,0.0,0,0.0,78,4.88,101,6.31,2,0.12,0.03,1.0,107.3,6.71,4.2,5.35,7.01,10,3,1,1,1,0.23,0.2,5.84,146.3,9.14,6.2,6.28,9.45,8,2,3,2,1,0.6,0.38,8.07,185.3,11.58,8.2,7.36,11.85,8,2,1,2,3,0.6,0.62,10.11
Darnell Mooney ,CHI,WR,3.0,11,40,3.64,61,5.55,493,44.82,12.32,56,23.36,12,1.09,2,0.18,1,0.09,2,0.18,2.0,0,0.0,41,3.73,62,5.64,0,0.0,0.0,1.0,61.5,5.59,5.7,3.51,6.5,6,4,1,0,0,0.1,0.0,6.1,81.5,7.41,7.7,4.4,8.37,5,3,3,0,0,0.38,0.0,7.98,101.5,9.23,9.7,5.36,10.22,4,2,4,1,0,0.83,0.25,10.01
