Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Dalton Schultz,HOU,TE,1.0,15,57,3.8,89,5.93,577,38.47,10.12,30,14.0,6,0.4,5,0.33,0,0.0,0,0.0,0.0,0,0.0,57,3.8,89,5.93,1,0.07,0.02,1.0,85.7,5.71,4.3,5.47,5.34,5,5,2,1,2,0.5,0.6,5.33,114.2,7.61,5.8,6.38,7.08,5,4,3,1,2,0.67,0.6,6.87,142.7,9.51,7.3,7.37,8.82,4,4,3,2,2,0.88,1.0,8.54
Juwan Johnson,NO,TE,2.0,16,42,2.62,65,4.06,508,31.75,12.1,41,17.31,10,0.62,7,0.44,0,0.0,0,0.0,0.0,0,0.0,42,2.62,65,4.06,0,0.0,0.0,1.0,92.8,5.8,4.05,5.65,5.38,6,5,2,1,2,0.45,0.5,5.0,113.8,7.11,5.65,6.28,6.65,6,4,2,2,2,0.6,0.67,6.41,134.8,8.43,7.15,6.96,7.93,6,4,2,2,2,0.6,0.67,7.66
Cole Kmet,CHI,TE,1.0,17,50,2.94,69,4.06,544,32.0,10.88,50,16.82,9,0.53,7,0.41,2,0.12,9,0.53,4.5,0,0.0,52,3.06,71,4.18,0,0.0,0.0,1.0,97.3,5.72,3.5,5.63,5.31,7,4,3,1,2,0.55,0.43,4.76,122.3,7.19,5.0,6.11,6.77,4,7,3,1,2,0.55,0.75,6.17,147.3,8.66,6.5,6.67,8.24,4,7,3,1,2,0.55,0.75,7.51
Hayden Hurst,CAR,TE,1.0,14,54,3.86,70,5.0,439,31.36,8.13,29,15.5,5,0.36,2,0.14,0,0.0,0,0.0,0.0,0,0.0,54,3.86,70,5.0,0,0.0,0.0,1.0,55.9,3.99,3.15,2.97,4.35,7,5,1,1,0,0.17,0.14,3.99,82.9,5.92,5.45,3.51,6.4,6,4,3,1,0,0.4,0.17,6.07,109.9,7.85,7.8,4.16,8.4,4,5,4,1,0,0.56,0.25,8.13
Tyler Conklin,NYJ,TE,1.0,17,58,3.41,87,5.12,552,32.47,9.52,30,14.41,7,0.41,3,0.18,2,0.12,3,0.18,1.5,0,0.0,60,3.53,89,5.24,0,0.0,0.0,1.0,73.5,4.32,2.8,4.82,4.17,9,4,3,0,1,0.31,0.11,3.84,102.5,6.03,5.3,5.63,5.79,7,6,2,1,1,0.31,0.29,5.74,131.5,7.74,7.4,6.54,7.39,7,5,2,2,1,0.42,0.43,7.5
Jordan Akins,CLE,TE,2.0,15,37,2.47,54,3.6,495,33.0,13.38,46,20.27,13,0.87,5,0.33,0,0.0,0,0.0,0.0,0,0.0,37,2.47,54,3.6,1,0.07,0.03,1.0,79.5,5.3,3.8,5.48,4.95,6,3,5,0,1,0.67,0.17,4.67,98.0,6.53,4.8,5.96,6.18,6,3,4,1,1,0.67,0.33,5.72,116.5,7.77,5.8,6.47,7.44,5,4,4,1,1,0.67,0.4,6.75
Noah Fant,SEA,TE,1.0,17,50,2.94,63,3.71,486,28.59,9.72,51,15.88,8,0.47,4,0.24,0,0.0,0,0.0,0.0,0,0.0,50,2.94,63,3.71,0,0.0,0.0,1.0,72.6,4.27,3.4,3.2,4.57,7,6,4,0,0,0.31,0.0,4.11,97.6,5.74,4.9,3.68,6.13,5,8,2,2,0,0.31,0.4,5.59,122.6,7.21,6.4,4.25,7.67,5,7,2,3,0,0.42,0.6,7.06
Daniel Bellinger,NYG,TE,2.0,11,30,2.73,35,3.18,268,24.36,8.93,24,13.09,2,0.18,2,0.18,1,0.09,2,0.18,2.0,1,0.09,31,2.82,36,3.27,1,0.09,0.03,1.0,45.0,4.09,2.7,3.13,4.4,6,2,3,0,0,0.38,0.0,3.71,60.0,5.45,4.9,3.38,5.95,5,3,2,1,0,0.38,0.2,5.45,75.0,6.82,7.2,3.77,7.48,4,5,1,1,0,0.22,0.25,7.11
Kyle Pitts,ATL,TE,1.0,10,28,2.8,59,5.9,356,35.6,12.71,33,17.8,6,0.6,2,0.2,0,0.0,0,0.0,0.0,0,0.0,28,2.8,59,5.9,0,0.0,0.0,0.96,47.6,4.76,2.75,4.16,4.77,6,1,2,1,0,0.43,0.17,4.08,61.6,6.16,3.75,4.71,6.18,6,1,2,1,0,0.43,0.17,5.13,75.6,7.56,4.75,5.29,7.62,6,1,1,1,1,0.43,0.33,6.23
Robert Tonyan,CHI,TE,2.0,17,53,3.12,67,3.94,470,27.65,8.87,24,14.59,5,0.29,2,0.12,0,0.0,0,0.0,0.0,0,0.0,53,3.12,67,3.94,0,0.0,0.0,1.0,59.0,3.47,2.9,3.09,3.74,10,4,2,1,0,0.21,0.1,3.52,85.5,5.03,4.4,3.8,5.33,7,7,1,2,0,0.21,0.29,4.95,112.0,6.59,5.9,4.68,6.84,6,7,2,1,1,0.31,0.33,6.37
Chigoziem Okonkwo,TEN,TE,1.0,16,32,2.0,46,2.88,450,28.12,14.06,48,18.81,14,0.88,3,0.19,3,0.19,2,0.12,0.67,0,0.0,35,2.19,49,3.06,0,0.0,0.0,1.0,65.2,4.08,3.3,4.02,4.12,7,5,3,1,0,0.33,0.14,3.85,81.2,5.08,4.25,4.77,5.08,8,3,4,1,0,0.45,0.12,4.76,97.2,6.08,5.25,5.56,6.05,7,4,4,1,0,0.45,0.14,5.65
Foster Moreau,FA,TE,3.0,14,33,2.36,54,3.86,420,30.0,12.73,33,18.29,10,0.71,2,0.14,0,0.0,2,0.14,inf,0,0.0,33,2.36,54,3.86,1,0.07,0.03,1.0,52.2,3.73,3.05,2.9,4.08,6,6,2,0,0,0.17,0.0,3.68,68.7,4.91,4.05,3.26,5.4,7,5,2,0,0,0.17,0.0,4.72,85.2,6.09,5.1,3.72,6.7,7,4,3,0,0,0.27,0.0,5.83
Irv Smith Jr.,FA,TE,1.0,8,25,3.12,36,4.5,182,22.75,7.28,17,10.0,0,0.0,2,0.25,0,0.0,0,0.0,0.0,0,0.0,25,3.12,36,4.5,0,0.0,0.0,0.88,30.2,3.78,3.0,3.07,4.08,4,2,2,0,0,0.33,0.0,3.36,42.7,5.34,4.5,3.71,5.69,3,3,1,1,0,0.33,0.33,4.67,55.2,6.9,6.05,4.39,7.28,2,4,1,1,0,0.33,0.5,5.96
MyCole Pruitt,FA,TE,6.0,10,16,1.6,21,2.1,150,15.0,9.38,29,11.1,2,0.2,4,0.4,0,0.0,0,0.0,0.0,0,0.0,16,1.6,21,2.1,0,0.0,0.0,0.96,39.0,3.9,3.45,3.31,4.13,5,2,3,0,0,0.43,0.0,3.7,47.0,4.7,4.85,3.67,5.02,5,3,2,0,0,0.25,0.0,4.61,55.0,5.5,5.6,4.07,5.92,5,4,1,0,0,0.11,0.0,5.26
Jelani Woods,IND,TE,1.0,12,25,2.08,40,3.33,312,26.0,12.48,36,16.33,6,0.5,3,0.25,0,0.0,0,0.0,0.0,0,0.0,25,2.08,40,3.33,0,0.0,0.0,1.0,49.2,4.1,3.05,4.28,4.08,6,3,2,1,0,0.33,0.17,3.75,61.7,5.14,3.8,4.92,5.11,7,2,1,2,0,0.33,0.29,4.58,74.2,6.18,4.7,5.67,6.12,8,1,1,2,0,0.33,0.25,5.43
Isaiah Likely,BAL,TE,3.0,14,36,2.57,60,4.29,373,26.64,10.36,34,13.43,5,0.36,3,0.21,0,0.0,0,0.0,0.0,0,0.0,36,2.57,60,4.29,0,0.0,0.0,1.0,55.3,3.95,2.4,4.31,3.92,7,3,3,1,0,0.4,0.14,3.51,73.3,5.24,3.4,5.21,5.12,7,3,2,2,0,0.4,0.29,4.54,91.3,6.52,4.4,6.19,6.32,7,3,2,1,1,0.4,0.29,5.52
Logan Thomas,WAS,TE,1.0,13,39,3.0,61,4.69,323,24.85,8.28,27,11.62,2,0.15,1,0.08,0,0.0,0,0.0,0.0,0,0.0,39,3.0,61,4.69,0,0.0,0.0,1.0,38.3,2.95,1.9,2.89,3.23,8,3,2,0,0,0.18,0.0,2.87,57.8,4.45,3.5,3.53,4.8,7,3,3,0,0,0.3,0.0,4.35,77.3,5.95,5.0,4.31,6.31,6,3,4,0,0,0.44,0.0,5.78
Hunter Henry,NE,TE,1.0,16,41,2.56,59,3.69,509,31.81,12.41,39,18.5,15,0.94,2,0.12,0,0.0,0,0.0,0.0,0,0.0,41,2.56,59,3.69,0,0.0,0.0,1.0,62.9,3.93,2.1,3.81,4.02,9,4,1,2,0,0.23,0.22,3.3,83.4,5.21,2.85,4.34,5.34,9,4,1,2,0,0.23,0.22,4.23,103.9,6.49,3.65,4.96,6.65,9,0,5,2,0,0.78,0.22,5.45
Austin Hooper,LV,TE,1.0,17,41,2.41,60,3.53,444,26.12,10.83,24,13.12,2,0.12,2,0.12,0,0.0,0,0.0,0.0,0,0.0,41,2.41,60,3.53,0,0.0,0.0,1.0,56.4,3.32,2.2,3.66,3.43,9,6,1,0,1,0.13,0.11,2.98,76.9,4.52,3.7,4.16,4.69,9,6,1,0,1,0.13,0.11,4.22,97.4,5.73,5.2,4.71,5.94,8,6,2,0,1,0.21,0.12,5.51
Mike Gesicki,NE,TE,2.0,17,32,1.88,52,3.06,362,21.29,11.31,32,13.06,7,0.41,5,0.29,0,0.0,0,0.0,0.0,0,0.0,32,1.88,52,3.06,0,0.0,0.0,1.0,66.2,3.89,2.4,5.11,3.7,10,3,3,0,1,0.31,0.1,3.23,82.2,4.84,3.3,5.84,4.6,10,3,2,1,1,0.31,0.2,4.06,98.2,5.78,4.0,6.6,5.51,10,3,2,1,1,0.31,0.2,4.79
Will Dissly,SEA,TE,2.0,15,34,2.27,38,2.53,349,23.27,10.26,38,15.33,2,0.13,3,0.2,0,0.0,0,0.0,0.0,0,0.0,34,2.27,38,2.53,0,0.0,0.0,1.0,52.9,3.53,2.1,3.42,3.71,11,1,3,0,0,0.25,0.0,2.99,69.9,4.66,3.1,3.78,4.94,11,1,3,0,0,0.25,0.0,4.0,86.9,5.79,4.1,4.16,6.2,10,2,2,1,0,0.25,0.1,5.04
Cade Otton,TB,TE,1.0,16,42,2.62,65,4.06,391,24.44,9.31,35,13.0,5,0.31,2,0.12,0,0.0,0,0.0,0.0,0,0.0,42,2.62,65,4.06,0,0.0,0.0,1.0,51.1,3.19,2.15,3.49,3.34,11,3,1,1,0,0.14,0.09,2.97,72.1,4.51,3.0,4.3,4.63,9,4,2,1,0,0.23,0.11,3.98,93.1,5.82,4.0,5.16,5.9,9,3,2,2,0,0.33,0.22,5.08
Trey McBride,ARI,TE,2.0,12,29,2.42,39,3.25,265,22.08,9.14,29,10.42,3,0.25,1,0.08,0,0.0,0,0.0,0.0,0,0.0,29,2.42,39,3.25,0,0.0,0.0,1.0,32.5,2.71,1.55,3.91,2.75,9,2,0,1,0,0.09,0.11,2.33,47.0,3.92,3.3,4.86,3.9,8,3,0,0,1,0.09,0.12,3.64,61.5,5.12,5.05,5.85,5.04,6,4,1,0,1,0.2,0.17,5.01
Jonnu Smith,ATL,TE,2.0,12,27,2.25,38,3.17,245,20.42,9.07,53,13.75,6,0.5,0,0.0,1,0.08,5,0.42,5.0,0,0.0,28,2.33,39,3.25,0,0.0,0.0,1.0,25.0,2.08,2.1,1.87,2.55,9,3,0,0,0,0.0,0.0,2.42,38.5,3.21,3.5,2.33,3.84,8,4,0,0,0,0.0,0.0,3.63,52.0,4.33,4.75,2.87,5.09,6,6,0,0,0,0.0,0.0,4.75
Colby Parkinson,SEA,TE,3.0,14,25,1.79,34,2.43,322,23.0,12.88,39,17.0,8,0.57,2,0.14,0,0.0,0,0.0,0.0,0,0.0,25,1.79,34,2.43,0,0.0,0.0,1.0,44.2,3.16,2.0,3.29,3.35,9,3,2,0,0,0.17,0.0,2.73,56.7,4.05,2.7,3.74,4.31,9,3,1,1,0,0.17,0.11,3.51,69.2,4.94,3.45,4.23,5.27,9,3,1,1,0,0.17,0.11,4.28
Harrison Bryant,CLE,TE,3.0,14,31,2.21,42,3.0,239,17.07,7.71,30,10.64,2,0.14,1,0.07,1,0.07,8,0.57,8.0,0,0.0,32,2.29,43,3.07,0,0.0,0.0,1.0,30.7,2.19,1.8,1.95,2.65,11,2,1,0,0,0.08,0.0,2.35,46.2,3.3,2.85,2.33,3.95,11,2,1,0,0,0.08,0.0,3.41,61.7,4.41,3.85,2.77,5.22,10,3,1,0,0,0.08,0.0,4.43
Kylen Granson,IND,TE,2.0,13,31,2.38,40,3.08,302,23.23,9.74,32,13.62,4,0.31,0,0.0,1,0.08,0,0.0,0.0,0,0.0,32,2.46,41,3.15,0,0.0,0.0,1.0,30.2,2.32,1.6,1.92,2.82,9,4,0,0,0,0.0,0.0,2.3,45.7,3.52,2.6,2.47,4.15,9,3,1,0,0,0.08,0.0,3.39,61.2,4.71,4.1,3.08,5.43,7,4,2,0,0,0.18,0.0,4.7
Donald Parham Jr.,LAC,TE,2.0,6,10,1.67,12,2.0,130,21.67,13.0,24,12.67,2,0.33,1,0.17,0,0.0,0,0.0,0.0,0,0.0,10,1.67,12,2.0,0,0.0,0.0,0.78,19.0,3.17,3.3,2.45,3.62,2,4,0,0,0,0.0,0.0,2.59,24.0,4.0,4.55,2.83,4.56,2,4,0,0,0,0.0,0.0,3.37,29.0,4.83,5.8,3.27,5.49,2,4,0,0,0,0.0,0.0,4.14
Noah Gray,KC,TE,2.0,17,28,1.65,34,2.0,299,17.59,10.68,27,12.88,3,0.18,1,0.06,1,0.06,1,0.06,1.0,1,0.06,29,1.71,35,2.06,0,0.0,0.0,1.0,42.0,2.47,1.5,2.11,2.93,12,4,1,0,0,0.06,0.0,2.23,56.0,3.29,2.5,2.24,3.98,12,4,1,0,0,0.06,0.0,3.15,70.0,4.12,3.5,2.46,5.03,12,4,1,0,0,0.06,0.0,4.07
Brock Wright,DET,TE,1.0,14,18,1.29,24,1.71,216,15.43,12.0,51,11.57,6,0.43,4,0.29,0,0.0,0,0.0,0.0,0,0.0,18,1.29,24,1.71,0,0.0,0.0,1.0,45.6,3.26,1.55,4.31,3.23,10,2,0,2,0,0.17,0.2,2.46,54.6,3.9,2.3,4.65,3.93,10,2,1,1,0,0.17,0.1,3.08,63.6,4.54,3.05,5.05,4.63,10,1,2,1,0,0.27,0.1,3.79
C.J. Uzomah,NYJ,TE,2.0,14,21,1.5,27,1.93,232,16.57,11.05,40,13.86,8,0.57,2,0.14,0,0.0,0,0.0,0.0,0,0.0,21,1.5,27,1.93,0,0.0,0.0,1.0,35.2,2.51,1.65,4.05,2.53,11,2,0,0,1,0.08,0.09,2.14,45.7,3.26,2.9,4.2,3.37,13,0,0,0,1,0.08,0.08,3.07,56.2,4.01,3.7,4.4,4.23,12,1,0,1,0,0.08,0.08,3.82
Jake Ferguson,DAL,TE,1.0,11,19,1.73,22,2.0,174,15.82,9.16,30,11.36,4,0.36,2,0.18,0,0.0,0,0.0,0.0,0,0.0,19,1.73,22,2.0,0,0.0,0.0,1.0,29.4,2.67,1.3,3.2,2.86,8,2,1,0,0,0.1,0.0,2.12,38.9,3.54,2.3,3.57,3.8,8,2,1,0,0,0.1,0.0,3.0,48.4,4.4,3.3,3.98,4.76,8,2,0,1,0,0.1,0.12,3.91
Cameron Brate,FA,TE,2.0,9,20,2.22,38,4.22,174,19.33,8.7,21,11.11,1,0.11,0,0.0,0,0.0,0,0.0,0.0,0,0.0,20,2.22,38,4.22,0,0.0,0.0,0.93,17.4,1.93,1.4,1.48,2.51,7,2,0,0,0,0.0,0.0,2.02,27.4,3.04,2.4,2.15,3.72,7,2,0,0,0,0.0,0.0,2.94,37.4,4.16,3.4,2.84,4.89,7,1,1,0,0,0.12,0.0,3.91
Teagan Quitoriano,HOU,TE,3.0,7,7,1.0,14,2.0,113,16.14,16.14,52,10.71,5,0.71,2,0.29,0,0.0,0,0.0,0.0,0,0.0,7,1.0,14,2.0,0,0.0,0.0,0.84,23.3,3.33,2.0,3.65,3.44,4,1,2,0,0,0.4,0.0,2.38,26.8,3.83,3.0,4.1,3.98,4,2,1,0,0,0.17,0.0,2.87,30.3,4.33,4.0,4.57,4.52,4,2,1,0,0,0.17,0.0,3.45
Adam Trautman,NO,TE,3.0,13,18,1.38,22,1.69,207,15.92,11.5,22,12.08,2,0.15,1,0.08,0,0.0,0,0.0,0.0,0,0.0,18,1.38,22,1.69,0,0.0,0.0,1.0,26.7,2.05,1.6,2.39,2.36,11,1,1,0,0,0.08,0.0,1.99,35.7,2.75,2.2,2.66,3.18,11,1,1,0,0,0.08,0.0,2.63,44.7,3.44,2.7,2.99,4.0,11,1,1,0,0,0.08,0.0,3.22
Mitchell Wilcox,FA,TE,7.0,9,17,1.89,18,2.0,139,15.44,8.18,19,10.33,0,0.0,1,0.11,0,0.0,0,0.0,0.0,0,0.0,17,1.89,18,2.0,0,0.0,0.0,0.93,19.9,2.21,1.3,2.86,2.43,7,1,1,0,0,0.12,0.0,1.8,28.4,3.16,1.8,3.38,3.44,7,1,1,0,0,0.12,0.0,2.43,36.9,4.1,2.3,4.01,4.43,7,0,2,0,0,0.29,0.0,3.12
Tanner Hudson,CIN,TE,1.0,6,10,1.67,15,2.5,132,22.0,13.2,27,14.33,1,0.17,0,0.0,0,0.0,0,0.0,0.0,0,0.0,10,1.67,15,2.5,0,0.0,0.0,0.78,13.2,2.2,2.0,1.97,2.65,5,1,0,0,0,0.0,0.0,1.84,18.2,3.03,2.75,2.49,3.57,5,1,0,0,0,0.0,0.0,2.42,23.2,3.87,3.5,3.05,4.47,4,2,0,0,0,0.0,0.0,3.01
Marcedes Lewis,FA,TE,13.0,6,6,1.0,7,1.17,66,11.0,11.0,31,11.0,2,0.33,2,0.33,0,0.0,0,0.0,0.0,0,0.0,6,1.0,7,1.17,0,0.0,0.0,0.78,20.6,3.43,1.95,3.52,3.58,4,1,1,0,0,0.2,0.0,2.12,23.6,3.93,2.2,3.73,4.19,4,1,1,0,0,0.2,0.0,2.42,26.6,4.43,2.65,3.96,4.8,4,1,1,0,0,0.2,0.0,2.8
James Mitchell,DET,TE,3.0,8,11,1.38,11,1.38,113,14.12,10.27,22,12.0,2,0.25,1,0.12,0,0.0,0,0.0,0.0,0,0.0,11,1.38,11,1.38,0,0.0,0.0,0.88,17.3,2.16,1.45,2.06,2.58,6,1,1,0,0,0.14,0.0,1.79,22.8,2.85,2.1,2.23,3.45,6,1,1,0,0,0.14,0.0,2.39,28.3,3.54,2.85,2.41,4.34,6,2,0,0,0,0.0,0.0,2.98
Ian Thomas,CAR,TE,2.0,14,21,1.5,30,2.14,197,14.07,9.38,50,11.5,4,0.29,0,0.0,0,0.0,0,0.0,0.0,0,0.0,21,1.5,30,2.14,0,0.0,0.0,1.0,19.7,1.41,1.15,1.34,1.87,13,1,0,0,0,0.0,0.0,1.57,30.2,2.16,1.8,1.59,2.84,13,1,0,0,0,0.0,0.0,2.3,40.7,2.91,2.55,1.89,3.79,12,2,0,0,0,0.0,0.0,3.07
