Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Jack Doyle ,FA,TE,10.0,16,43,2.69,72,4.5,448,28.0,10.42,23,13.44,4,0.25,4,0.25,0,0.0,0,0.0,0.0,0,0.0,43,2.69,72,4.5,0,0.0,0.0,1.0,68.8,4.3,2.4,3.84,4.39,10,2,3,1,0,0.33,0.1,3.7,90.3,5.64,3.65,4.44,5.75,9,2,4,1,0,0.45,0.11,4.94,111.8,6.99,5.0,5.07,7.11,8,3,4,0,1,0.45,0.12,6.16
Tyler Eifert ,FA,TE,15.0,16,43,2.69,63,3.94,436,27.25,10.14,27,14.75,4,0.25,3,0.19,0,0.0,0,0.0,0.0,0,0.0,43,2.69,63,3.94,0,0.0,0.0,1.0,63.6,3.98,2.7,3.51,4.15,9,3,3,1,0,0.33,0.11,3.67,85.1,5.32,4.05,3.95,5.58,8,4,3,1,0,0.33,0.12,4.93,106.6,6.66,5.25,4.46,7.01,7,5,3,1,0,0.33,0.14,6.11
T.J. Hockenson ,MIN,TE,1.0,12,32,2.67,59,4.92,367,30.58,11.47,39,13.25,7,0.58,2,0.17,0,0.0,0,0.0,0.0,0,0.0,32,2.67,59,4.92,0,0.0,0.0,1.0,48.7,4.06,2.1,5.39,3.81,7,3,1,0,1,0.2,0.14,3.29,64.7,5.39,4.4,6.06,5.08,5,5,1,0,1,0.2,0.2,4.91,80.7,6.72,6.15,6.81,6.36,5,5,1,0,1,0.2,0.2,6.27
Darren Fells ,FA,TE,19.5,16,34,2.12,48,3.0,341,21.31,10.03,24,11.62,2,0.12,7,0.44,0,0.0,0,0.0,0.0,0,0.0,34,2.12,48,3.0,0,0.0,0.0,1.0,76.1,4.76,2.55,5.47,4.45,10,1,2,2,1,0.45,0.3,3.75,93.1,5.82,3.3,6.19,5.46,9,2,2,2,1,0.45,0.33,4.55,110.1,6.88,4.05,6.97,6.47,9,2,2,2,1,0.45,0.33,5.34
Noah Fant ,SEA,TE,2.0,16,40,2.5,66,4.12,562,35.12,14.05,75,22.38,18,1.12,3,0.19,3,0.19,-12,-0.75,-4.0,0,0.0,43,2.69,69,4.31,1,0.06,0.02,1.0,71.0,4.44,2.05,5.57,4.13,10,3,1,0,2,0.23,0.2,3.38,91.0,5.69,3.3,5.86,5.41,9,4,1,0,2,0.23,0.22,4.52,111.0,6.94,4.55,6.19,6.72,9,3,2,0,2,0.33,0.22,5.73
Jimmy Graham ,FA,TE,16.0,16,38,2.38,60,3.75,447,27.94,11.76,48,15.12,9,0.56,3,0.19,0,0.0,0,0.0,0.0,0,0.0,38,2.38,60,3.75,0,0.0,0.0,1.0,62.7,3.92,1.85,4.11,3.94,9,4,1,2,0,0.23,0.22,3.15,81.7,5.11,3.6,4.78,5.11,9,4,1,2,0,0.23,0.22,4.46,100.7,6.29,5.35,5.5,6.28,7,6,1,2,0,0.23,0.29,5.8
Kyle Rudolph ,FA,TE,19.5,16,39,2.44,48,3.0,367,22.94,9.41,32,11.38,4,0.25,6,0.38,0,0.0,0,0.0,0.0,0,0.0,39,2.44,48,3.0,0,0.0,0.0,1.0,74.7,4.67,1.45,5.31,4.4,9,2,1,3,1,0.45,0.44,3.27,94.2,5.89,2.8,6.01,5.56,9,2,1,3,1,0.45,0.44,4.4,113.7,7.11,4.3,6.74,6.74,9,2,1,3,1,0.45,0.44,5.61
Jonnu Smith ,ATL,TE,1.0,16,35,2.19,44,2.75,439,27.44,12.54,57,16.06,14,0.88,3,0.19,4,0.25,78,4.88,19.5,0,0.0,39,2.44,48,3.0,0,0.0,0.0,1.0,69.7,4.36,1.9,4.82,4.2,9,3,1,3,0,0.33,0.33,3.3,87.2,5.45,3.15,5.55,5.25,9,2,2,3,0,0.45,0.33,4.39,104.7,6.54,4.4,6.33,6.3,9,2,2,2,1,0.45,0.33,5.43
Ryan Griffin ,FA,TE,18.0,13,34,2.62,41,3.15,320,24.62,9.41,45,11.0,6,0.46,5,0.38,0,0.0,0,0.0,0.0,0,0.0,34,2.62,41,3.15,0,0.0,0.0,1.0,64.0,4.92,1.0,6.84,4.35,7,2,2,0,2,0.44,0.29,3.02,81.0,6.23,2.5,7.47,5.57,7,1,3,0,2,0.62,0.29,4.33,98.0,7.54,4.0,8.17,6.81,7,1,3,0,2,0.62,0.29,5.57
Blake Jarwin ,FA,TE,27.0,16,31,1.94,41,2.56,365,22.81,11.77,42,15.56,11,0.69,3,0.19,0,0.0,0,0.0,0.0,0,0.0,31,1.94,41,2.56,0,0.0,0.0,1.0,54.5,3.41,2.85,3.23,3.63,8,6,2,0,0,0.14,0.0,3.25,70.0,4.38,4.0,3.54,4.72,8,5,3,0,0,0.23,0.0,4.29,85.5,5.34,5.25,3.96,5.79,8,5,3,0,0,0.23,0.0,5.34
Gerald Everett ,LAC,TE,1.0,13,37,2.85,60,4.62,408,31.38,11.03,33,14.15,9,0.69,2,0.15,1,0.08,0,0.0,0.0,0,0.0,38,2.92,61,4.69,0,0.0,0.0,1.0,52.8,4.06,2.0,4.7,3.94,9,0,2,2,0,0.44,0.22,3.42,71.3,5.48,2.5,5.78,5.23,9,0,1,2,1,0.44,0.33,4.25,89.8,6.91,3.5,6.92,6.51,8,1,0,3,1,0.44,0.5,5.32
Vance McDonald ,FA,TE,13.0,14,38,2.71,55,3.93,273,19.5,7.18,22,10.93,2,0.14,3,0.21,1,0.07,2,0.14,2.0,0,0.0,39,2.79,56,4.0,0,0.0,0.0,1.0,45.5,3.25,1.9,4.27,3.23,9,3,1,0,1,0.17,0.11,2.82,64.5,4.61,3.15,5.04,4.55,9,3,1,0,1,0.17,0.11,3.97,83.5,5.96,4.6,5.83,5.86,8,4,0,1,1,0.17,0.25,5.25
Dawson Knox ,BUF,TE,1.0,15,28,1.87,50,3.33,388,25.87,13.86,49,17.6,11,0.73,2,0.13,1,0.07,9,0.6,9.0,0,0.0,29,1.93,51,3.4,0,0.0,0.0,1.0,51.7,3.45,1.8,3.75,3.54,9,4,1,1,0,0.15,0.11,2.85,65.7,4.38,3.2,4.05,4.57,10,3,1,1,0,0.15,0.1,3.94,79.7,5.31,4.2,4.39,5.61,11,1,2,1,0,0.25,0.09,4.9
Irv Smith Jr. ,FA,TE,21.0,16,36,2.25,47,2.94,311,19.44,8.64,29,11.31,5,0.31,2,0.12,0,0.0,0,0.0,0.0,0,0.0,36,2.25,47,2.94,0,0.0,0.0,1.0,43.1,2.69,2.1,2.68,3.01,10,4,2,0,0,0.14,0.0,2.66,61.1,3.82,3.6,3.24,4.21,10,3,3,0,0,0.23,0.0,3.92,79.1,4.94,5.0,3.87,5.38,8,5,3,0,0,0.23,0.0,5.08
Foster Moreau ,FA,TE,33.0,13,21,1.62,25,1.92,174,13.38,8.29,23,8.54,1,0.08,5,0.38,0,0.0,0,0.0,0.0,0,0.0,21,1.62,25,1.92,0,0.0,0.0,1.0,47.4,3.65,2.0,3.51,3.81,7,2,4,0,0,0.44,0.0,3.03,57.9,4.45,3.0,3.95,4.67,7,2,4,0,0,0.44,0.0,3.87,68.4,5.26,4.0,4.42,5.55,7,3,3,0,0,0.3,0.0,4.64
Jordan Akins ,CLE,TE,1.0,16,36,2.25,55,3.44,418,26.12,11.61,53,16.06,7,0.44,2,0.12,0,0.0,0,0.0,0.0,0,0.0,36,2.25,55,3.44,0,0.0,0.0,1.0,53.8,3.36,2.1,4.48,3.31,12,3,0,0,1,0.07,0.08,2.83,71.8,4.49,3.1,4.78,4.49,11,3,1,0,1,0.14,0.09,3.85,89.8,5.61,4.1,5.15,5.69,9,5,1,0,1,0.14,0.11,4.85
Vernon Davis ,FA,TE,6.0,4,10,2.5,19,4.75,123,30.75,12.3,48,20.75,3,0.75,1,0.25,0,0.0,0,0.0,0.0,0,0.0,10,2.5,19,4.75,0,0.0,0.0,0.7,18.3,4.58,2.95,5.02,4.37,2,1,0,1,0,0.33,0.5,2.84,23.3,5.82,4.2,5.59,5.6,1,2,0,1,0,0.33,1.0,3.71,28.3,7.08,5.45,6.18,6.86,1,2,0,1,0,0.33,1.0,4.49
Cameron Brate ,FA,TE,17.0,16,36,2.25,55,3.44,311,19.44,8.64,37,9.44,2,0.12,4,0.25,0,0.0,0,0.0,0.0,0,0.0,36,2.25,55,3.44,0,0.0,0.0,1.0,55.1,3.44,1.4,3.81,3.53,9,3,3,1,0,0.33,0.11,2.75,73.1,4.57,2.35,4.54,4.63,9,3,3,1,0,0.33,0.11,3.68,91.1,5.69,3.35,5.44,5.7,9,3,3,1,0,0.33,0.11,4.61
Hayden Hurst ,CAR,TE,1.0,16,30,1.88,39,2.44,349,21.81,11.63,61,15.25,7,0.44,2,0.12,0,0.0,0,0.0,0.0,0,0.0,30,1.88,39,2.44,0,0.0,0.0,1.0,46.9,2.93,1.95,3.18,3.14,10,5,0,1,0,0.07,0.1,2.59,61.9,3.87,2.8,3.44,4.2,10,5,0,1,0,0.07,0.1,3.45,76.9,4.81,3.8,3.75,5.28,9,6,0,1,0,0.07,0.11,4.39
Nick Boyle ,FA,TE,24.0,16,31,1.94,43,2.69,321,20.06,10.35,35,11.44,5,0.31,2,0.12,0,0.0,0,0.0,0.0,0,0.0,31,1.94,43,2.69,0,0.0,0.0,1.0,44.1,2.76,1.9,2.89,3.02,12,1,3,0,0,0.23,0.0,2.6,59.6,3.72,2.65,3.54,4.02,11,1,4,0,0,0.33,0.0,3.43,75.1,4.69,3.4,4.23,5.0,10,2,3,1,0,0.33,0.1,4.24
Dan Arnold ,FA,TE,30.0,6,8,1.33,14,2.33,127,21.17,15.88,37,13.67,4,0.67,2,0.33,0,0.0,0,0.0,0.0,0,0.0,8,1.33,14,2.33,0,0.0,0.0,0.85,24.7,4.12,2.25,5.24,3.89,4,0,1,1,0,0.5,0.25,2.8,28.7,4.78,3.0,5.92,4.54,4,1,0,1,0,0.2,0.25,3.2,32.7,5.45,3.75,6.61,5.19,4,1,0,1,0,0.2,0.25,3.74
Benjamin Watson ,FA,TE,29.0,10,17,1.7,24,2.4,173,17.3,10.18,26,11.7,3,0.3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,17,1.7,24,2.4,0,0.0,0.0,1.0,17.3,1.73,1.65,1.6,2.2,9,1,0,0,0,0.0,0.0,1.97,25.8,2.58,2.9,2.13,3.16,8,2,0,0,0,0.0,0.0,2.97,34.3,3.43,3.45,2.75,4.07,8,2,0,0,0,0.0,0.0,3.62
Jeremy Sprinkle ,FA,TE,28.0,16,26,1.62,40,2.5,241,15.06,9.27,23,11.25,2,0.12,1,0.06,0,0.0,0,0.0,0.0,0,0.0,26,1.62,40,2.5,0,0.0,0.0,1.0,30.1,1.88,1.5,1.73,2.35,14,1,1,0,0,0.07,0.0,2.01,43.1,2.69,2.35,1.9,3.39,14,1,1,0,0,0.07,0.0,2.87,56.1,3.51,3.3,2.11,4.44,14,1,1,0,0,0.07,0.0,3.77
Rhett Ellison ,FA,TE,23.0,10,18,1.8,28,2.8,167,16.7,9.28,31,13.0,4,0.4,1,0.1,0,0.0,0,0.0,0.0,0,0.0,18,1.8,28,2.8,0,0.0,0.0,1.0,22.7,2.27,1.25,2.82,2.5,7,2,1,0,0,0.11,0.0,2.02,31.7,3.17,2.0,3.09,3.54,7,2,1,0,0,0.11,0.0,2.83,40.7,4.07,2.75,3.39,4.58,6,3,1,0,0,0.11,0.0,3.64
Josh Hill ,FA,TE,31.0,16,25,1.56,35,2.19,226,14.12,9.04,29,9.81,4,0.25,3,0.19,0,0.0,0,0.0,0.0,0,0.0,25,1.56,35,2.19,0,0.0,0.0,1.0,40.6,2.54,1.0,3.06,2.74,10,4,2,0,0,0.14,0.0,1.97,53.1,3.32,1.75,3.45,3.6,9,6,1,0,0,0.07,0.0,2.66,65.6,4.1,2.5,3.89,4.46,9,6,1,0,0,0.07,0.0,3.38
Demetrius Harris ,FA,TE,34.0,15,15,1.0,27,1.8,149,9.93,9.93,23,6.93,2,0.13,3,0.2,0,0.0,0,0.0,0.0,0,0.0,15,1.0,27,1.8,0,0.0,0.0,1.0,34.9,2.33,2.0,2.81,2.57,12,2,1,0,0,0.07,0.0,2.27,42.4,2.83,2.0,3.05,3.16,11,3,1,0,0,0.07,0.0,2.54,49.9,3.33,2.3,3.34,3.76,11,3,1,0,0,0.07,0.0,2.94
Ryan Izzo ,FA,TE,42.0,6,6,1.0,9,1.5,114,19.0,19.0,41,15.5,5,0.83,1,0.17,0,0.0,0,0.0,0.0,0,0.0,6,1.0,9,1.5,0,0.0,0.0,0.85,17.4,2.9,1.7,3.85,2.96,3,2,1,0,0,0.2,0.0,1.98,20.4,3.4,2.45,4.2,3.51,3,2,1,0,0,0.2,0.0,2.48,23.4,3.9,3.2,4.56,4.08,3,2,1,0,0,0.2,0.0,2.98
Ricky Seals-Jones ,FA,TE,40.0,14,14,1.0,22,1.57,229,16.36,16.36,59,13.0,9,0.64,4,0.29,0,0.0,0,0.0,0.0,0,0.0,14,1.0,22,1.57,1,0.07,0.07,1.0,44.9,3.21,0.6,5.2,3.04,11,0,0,3,0,0.27,0.27,2.0,51.9,3.71,0.95,5.78,3.54,11,0,0,3,0,0.27,0.27,2.38,58.9,4.21,1.2,6.36,4.05,11,0,0,3,0,0.27,0.27,2.72
C.J. Uzomah ,NYJ,TE,1.0,16,27,1.69,40,2.5,242,15.12,8.96,36,8.31,3,0.19,2,0.12,0,0.0,0,0.0,0.0,0,0.0,27,1.69,40,2.5,0,0.0,0.0,1.0,36.2,2.26,0.45,3.31,2.4,12,1,3,0,0,0.23,0.0,1.65,49.7,3.11,1.1,4.17,3.22,12,1,3,0,0,0.23,0.0,2.31,63.2,3.95,1.6,5.05,4.03,12,0,3,1,0,0.33,0.08,2.97
Charles Clay ,FA,TE,37.5,15,18,1.2,24,1.6,237,15.8,13.17,47,12.53,6,0.4,1,0.07,0,0.0,0,0.0,0.0,0,0.0,18,1.2,24,1.6,0,0.0,0.0,1.0,29.7,1.98,0.9,2.49,2.25,13,0,2,0,0,0.15,0.0,1.66,38.7,2.58,1.7,2.72,2.97,13,1,1,0,0,0.07,0.0,2.3,47.7,3.18,2.2,2.97,3.7,13,1,1,0,0,0.07,0.0,2.85
Trey Burton ,FA,TE,25.0,9,14,1.56,24,2.67,84,9.33,6.0,16,6.89,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,14,1.56,24,2.67,0,0.0,0.0,1.0,8.4,0.93,1.1,0.81,1.41,9,0,0,0,0,0.0,0.0,1.39,15.4,1.71,2.1,1.46,2.3,8,1,0,0,0,0.0,0.0,2.25,22.4,2.49,2.6,2.15,3.14,8,1,0,0,0,0.0,0.0,2.85
Geoff Swaim ,FA,TE,22.0,6,13,2.17,17,2.83,65,10.83,5.0,9,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,13,2.17,17,2.83,0,0.0,0.0,0.85,6.5,1.08,1.1,0.59,1.77,6,0,0,0,0,0.0,0.0,1.33,13.0,2.17,2.1,1.24,3.04,6,0,0,0,0,0.0,0.0,2.19,19.5,3.25,3.1,1.9,4.23,5,1,0,0,0,0.0,0.0,3.03
Matt LaCosse ,FA,TE,39.0,12,13,1.08,19,1.58,131,10.92,10.08,24,9.25,3,0.25,1,0.08,0,0.0,0,0.0,0.0,0,0.0,13,1.08,19,1.58,0,0.0,0.0,1.0,19.1,1.59,0.95,2.01,1.91,10,1,1,0,0,0.09,0.0,1.49,25.6,2.13,1.85,2.24,2.58,10,2,0,0,0,0.0,0.0,2.15,32.1,2.68,2.75,2.54,3.24,9,3,0,0,0,0.0,0.0,2.85
Logan Thomas ,WAS,TE,1.0,16,16,1.0,28,1.75,173,10.81,10.81,17,7.56,0,0.0,1,0.06,0,0.0,0,0.0,0.0,0,0.0,16,1.0,28,1.75,0,0.0,0.0,1.0,23.3,1.46,1.4,2.06,1.74,15,0,1,0,0,0.07,0.0,1.62,31.3,1.96,1.9,2.39,2.33,14,1,1,0,0,0.07,0.0,2.11,39.3,2.46,2.4,2.78,2.91,14,1,1,0,0,0.07,0.0,2.6
