Player,Season,Week,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,FPTS
Matthew Wright (FA),2022,11,3,3,100.0,42,0,0,2,1,0,3,3,13.0
Joey Slye (WAS),2022,11,3,3,100.0,44,0,2,0,1,0,2,2,12.0
Chase McLaughlin (FA),2022,11,3,4,75.0,51,0,0,2,0,1,1,1,12.0
Younghoe Koo (ATL),2022,11,2,2,100.0,53,0,0,0,1,1,3,3,12.0
Wil Lutz (NO),2022,11,2,2,100.0,46,0,1,0,1,0,3,3,10.0
Matt Gay (IND),2022,11,2,2,100.0,58,0,0,1,0,1,2,2,10.0
Cameron Dicker (LAC),2022,11,2,2,100.0,46,0,1,0,1,0,3,3,10.0
Robbie Gould (FA),2022,11,1,1,100.0,39,0,0,1,0,0,5,5,8.0
Michael Badgley (DET),2022,11,1,1,100.0,24,0,1,0,0,0,4,4,7.0
Cairo Santos (CHI),2022,11,1,2,50.0,41,0,0,0,1,0,3,3,7.0
Justin Tucker (BAL),2022,11,2,2,100.0,37,0,0,2,0,0,1,1,7.0
Jake Elliott (PHI),2022,11,1,1,100.0,22,0,1,0,0,0,2,2,5.0
Matt Prater (ARI),2022,11,1,1,100.0,40,0,0,0,1,0,1,1,5.0
Cade York (CLE),2022,11,1,2,50.0,32,0,0,1,0,0,2,2,5.0
Ka'imi Fairbairn (HOU),2022,11,1,1,100.0,29,0,1,0,0,0,1,1,4.0
Greg Zuerlein (NYJ),2022,11,1,1,100.0,45,0,0,0,1,0,0,0,4.0
Nick Folk (NE),2022,11,1,3,33.3,24,0,1,0,0,0,1,1,4.0
Greg Joseph (MIN),2022,11,1,1,100.0,25,0,1,0,0,0,0,0,3.0
Eddy Pineiro (FA),2022,11,1,1,100.0,32,0,0,1,0,0,0,0,3.0
Mason Crosby (FA),2022,11,1,1,100.0,39,0,0,1,0,0,0,1,3.0
Josh Lambo (FA),2022,11,0,0,0.0,0,0,0,0,0,0,3,4,3.0
Quinn Nordin (FA),2022,11,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Graham Gano (NYG),2022,11,0,0,0.0,0,0,0,0,0,0,0,2,0.0
Michael Palardy (NE),2022,11,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Justin Tucker (BAL),2022,12,4,5,80.0,55,0,3,0,0,1,1,1,15.0
Nick Folk (NE),2022,12,4,4,100.0,46,0,2,1,1,0,2,2,15.0
Harrison Butker (KC),2022,12,4,4,100.0,32,0,3,1,0,0,2,2,14.0
Matthew Wright (FA),2022,12,3,3,100.0,52,0,1,0,1,1,1,1,13.0
Jason Sanders (MIA),2022,12,3,3,100.0,45,0,1,1,1,0,3,3,13.0
Eddy Pineiro (FA),2022,12,3,3,100.0,42,0,1,1,1,0,2,2,12.0
Jake Elliott (PHI),2022,12,2,2,100.0,54,0,0,1,0,1,4,5,12.0
Graham Gano (NYG),2022,12,2,2,100.0,57,0,0,0,1,1,2,2,11.0
Tyler Bass (BUF),2022,12,2,2,100.0,47,0,0,0,2,0,2,3,10.0
Daniel Carlson (LV),2022,12,2,3,66.7,36,0,1,1,0,0,4,4,10.0
Jason Myers (SEA),2022,12,2,2,100.0,34,0,1,1,0,0,4,4,10.0
Caleb Shudak (TEN),2022,12,3,4,75.0,38,0,1,2,0,0,1,1,10.0
Greg Joseph (MIN),2022,12,2,2,100.0,36,0,0,2,0,0,3,4,9.0
Younghoe Koo (ATL),2022,12,2,3,66.7,48,0,0,0,2,0,1,1,9.0
Mason Crosby (FA),2022,12,2,2,100.0,33,0,1,1,0,0,3,4,9.0
Evan McPherson (CIN),2022,12,2,2,100.0,47,0,0,1,1,0,2,2,9.0
Greg Zuerlein (NYJ),2022,12,1,2,50.0,57,0,0,0,0,1,4,4,9.0
Riley Patterson (JAC),2022,12,2,2,100.0,29,0,2,0,0,0,2,2,8.0
Joey Slye (WAS),2022,12,2,2,100.0,45,0,0,1,1,0,1,2,8.0
Robbie Gould (FA),2022,12,2,2,100.0,46,0,1,0,1,0,1,1,8.0
Matt Prater (ARI),2022,12,1,2,50.0,43,0,0,0,1,0,3,3,7.0
Chase McLaughlin (FA),2022,12,1,2,50.0,51,0,0,0,0,1,2,2,7.0
Cade York (CLE),2022,12,1,2,50.0,51,0,0,0,0,1,2,2,7.0
Michael Badgley (DET),2022,12,1,2,50.0,51,0,0,0,0,1,2,2,7.0
Ryan Succop (TB),2022,12,1,1,100.0,42,0,0,0,1,0,2,2,6.0
Matt Gay (IND),2022,12,1,1,100.0,47,0,0,0,1,0,1,1,5.0
Cameron Dicker (LAC),2022,12,1,1,100.0,26,0,1,0,0,0,2,2,5.0
Brandon McManus (DEN),2022,12,1,2,50.0,27,0,1,0,0,0,1,1,4.0
Cairo Santos (CHI),2022,12,1,1,100.0,22,0,1,0,0,0,1,1,4.0
Brett Maher (FA),2022,12,0,1,0.0,0,0,0,0,0,0,4,4,4.0
Ka'imi Fairbairn (HOU),2022,12,1,1,100.0,28,0,1,0,0,0,0,0,3.0
Wil Lutz (NO),2022,12,0,1,0.0,0,0,0,0,0,0,0,0,0.0
Michael Palardy (NE),2022,12,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Randy Bullock (FA),2022,12,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Greg Zuerlein (NYJ),2022,13,5,5,100.0,60,0,1,2,1,1,1,1,19.0
Michael Badgley (DET),2022,13,4,4,100.0,47,0,0,1,3,0,4,4,19.0
Robbie Gould (FA),2022,13,4,4,100.0,48,0,0,1,3,0,3,3,18.0
Matthew Wright (FA),2022,13,4,4,100.0,48,0,0,1,3,0,1,1,16.0
Younghoe Koo (ATL),2022,13,3,3,100.0,51,0,1,0,0,2,1,1,14.0
Matt Gay (IND),2022,13,3,3,100.0,54,0,0,1,1,1,2,2,14.0
Brandon McManus (DEN),2022,13,3,4,75.0,52,0,0,0,1,2,0,0,14.0
Greg Joseph (MIN),2022,13,2,2,100.0,51,0,0,0,1,1,3,3,12.0
Daniel Carlson (LV),2022,13,2,3,66.7,55,0,1,0,0,1,3,3,11.0
Cade York (CLE),2022,13,2,2,100.0,43,0,0,0,2,0,3,3,11.0
Jason Myers (SEA),2022,13,2,2,100.0,41,0,1,0,1,0,3,3,10.0
Evan McPherson (CIN),2022,13,2,2,100.0,41,0,0,1,1,0,3,3,10.0
Wil Lutz (NO),2022,13,3,3,100.0,38,0,2,1,0,0,1,1,10.0
Graham Gano (NYG),2022,13,2,3,66.7,48,0,1,0,1,0,2,2,9.0
Joey Slye (WAS),2022,13,2,3,66.7,42,0,1,0,1,0,2,2,9.0
Chase McLaughlin (FA),2022,13,2,2,100.0,52,0,0,1,0,1,1,1,9.0
Cameron Dicker (LAC),2022,13,2,3,66.7,37,0,0,2,0,0,2,2,8.0
Mason Crosby (FA),2022,13,2,2,100.0,32,0,1,1,0,0,2,2,8.0
Cairo Santos (CHI),2022,13,2,3,66.7,40,0,1,0,1,0,1,2,8.0
Ka'imi Fairbairn (HOU),2022,13,2,2,100.0,44,0,0,1,1,0,0,0,7.0
Riley Patterson (JAC),2022,13,2,2,100.0,42,0,0,1,1,0,0,0,7.0
Tyler Bass (BUF),2022,13,1,1,100.0,48,0,0,0,1,0,3,3,7.0
Harrison Butker (KC),2022,13,1,2,50.0,26,0,1,0,0,0,3,3,6.0
Jason Sanders (MIA),2022,13,1,1,100.0,43,0,0,0,1,0,2,2,6.0
Brett Maher (FA),2022,13,0,0,0.0,0,0,0,0,0,0,6,7,6.0
Jake Elliott (PHI),2022,13,0,0,0.0,0,0,0,0,0,0,5,5,5.0
Ryan Succop (TB),2022,13,1,1,100.0,21,0,1,0,0,0,2,2,5.0
Randy Bullock (FA),2022,13,1,1,100.0,36,0,0,1,0,0,1,1,4.0
Nick Folk (NE),2022,13,1,2,50.0,39,0,0,1,0,0,1,1,4.0
Justin Tucker (BAL),2022,13,1,1,100.0,26,0,1,0,0,0,1,1,4.0
Tristan Vizcaino (DAL),2022,13,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Quinn Nordin (FA),2022,13,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Michael Palardy (NE),2022,13,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Ka'imi Fairbairn (HOU),2022,14,3,3,100.0,54,0,0,0,1,2,2,2,16.0
Riley Patterson (JAC),2022,14,3,3,100.0,43,0,0,2,1,0,3,3,13.0
Eddy Pineiro (FA),2022,14,3,3,100.0,47,0,0,2,1,0,3,3,13.0
Michael Badgley (DET),2022,14,2,3,66.7,49,0,0,0,2,0,4,4,12.0
Daniel Carlson (LV),2022,14,3,3,100.0,52,0,0,2,0,1,1,1,12.0
Jake Elliott (PHI),2022,14,2,2,100.0,39,0,1,1,0,0,6,6,12.0
Justin Tucker (BAL),2022,14,3,3,100.0,42,0,0,2,1,0,1,1,11.0
Brett Maher (FA),2022,14,2,2,100.0,53,0,0,1,0,1,3,3,11.0
Harrison Butker (KC),2022,14,2,2,100.0,45,0,0,1,1,0,4,4,11.0
Nick Folk (NE),2022,14,2,2,100.0,51,0,1,0,0,1,3,3,11.0
Cameron Dicker (LAC),2022,14,3,3,100.0,33,0,1,2,0,0,2,2,11.0
Tyler Bass (BUF),2022,14,2,2,100.0,49,0,0,1,1,0,2,2,9.0
Matt Prater (ARI),2022,14,2,3,66.7,33,0,0,2,0,0,1,1,7.0
Matt Gay (IND),2022,14,1,2,50.0,55,0,0,0,0,1,2,2,7.0
Jason Sanders (MIA),2022,14,1,1,100.0,55,0,0,0,0,1,2,2,7.0
Jason Myers (SEA),2022,14,1,1,100.0,27,0,1,0,0,0,3,3,6.0
Greg Joseph (MIN),2022,14,1,1,100.0,41,0,0,0,1,0,2,2,6.0
Evan McPherson (CIN),2022,14,1,1,100.0,30,0,0,1,0,0,2,3,5.0
Robbie Gould (FA),2022,14,0,0,0.0,0,0,0,0,0,0,5,5,5.0
Greg Zuerlein (NYJ),2022,14,1,1,100.0,26,0,1,0,0,0,1,1,4.0
Brandon McManus (DEN),2022,14,0,0,0.0,0,0,0,0,0,0,4,4,4.0
Cade York (CLE),2022,14,1,1,100.0,26,0,1,0,0,0,1,1,4.0
Graham Gano (NYG),2022,14,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Chris Boswell (PIT),2022,14,0,1,0.0,0,0,0,0,0,0,2,2,2.0
Randy Bullock (FA),2022,14,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Ryan Succop (TB),2022,14,0,1,0.0,0,0,0,0,0,0,1,1,1.0
Michael Palardy (NE),2022,14,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Chase McLaughlin (FA),2022,15,5,5,100.0,52,0,3,0,1,1,3,3,21.0
Matt Prater (ARI),2022,15,3,3,100.0,55,0,0,0,1,2,0,0,14.0
Nick Folk (NE),2022,15,3,3,100.0,54,0,1,0,1,1,1,1,13.0
Brett Maher (FA),2022,15,2,2,100.0,53,0,1,0,0,1,4,4,12.0
Eddy Pineiro (FA),2022,15,3,3,100.0,52,0,1,1,0,1,1,1,12.0
Jason Sanders (MIA),2022,15,3,3,100.0,47,0,1,1,1,0,2,2,12.0
Graham Gano (NYG),2022,15,2,2,100.0,50,0,0,0,0,2,2,2,12.0
Riley Patterson (JAC),2022,15,2,2,100.0,48,0,0,1,1,0,4,4,11.0
Evan McPherson (CIN),2022,15,2,2,100.0,41,0,1,0,1,0,2,2,9.0
Jason Myers (SEA),2022,15,2,2,100.0,51,0,0,1,0,1,1,1,9.0
Joey Slye (WAS),2022,15,2,2,100.0,51,0,0,0,1,1,0,1,9.0
Michael Badgley (DET),2022,15,2,3,66.7,34,0,0,2,0,0,2,2,8.0
Greg Joseph (MIN),2022,15,1,1,100.0,40,0,0,0,1,0,4,4,8.0
Chris Boswell (PIT),2022,15,1,1,100.0,50,0,0,0,0,1,3,3,8.0
Brandon McManus (DEN),2022,15,1,2,50.0,52,0,0,0,0,1,3,3,8.0
Cade York (CLE),2022,15,2,4,50.0,47,0,1,0,1,0,1,1,8.0
Matt Gay (IND),2022,15,2,2,100.0,55,0,0,1,0,1,0,1,8.0
Daniel Carlson (LV),2022,15,1,1,100.0,49,0,0,0,1,0,3,3,7.0
Tyler Bass (BUF),2022,15,1,1,100.0,25,0,1,0,0,0,3,3,6.0
Ka'imi Fairbairn (HOU),2022,15,1,1,100.0,29,0,1,0,0,0,3,3,6.0
Cameron Dicker (LAC),2022,15,1,1,100.0,43,0,0,0,1,0,2,2,6.0
Mason Crosby (FA),2022,15,1,1,100.0,34,0,0,1,0,0,3,3,6.0
Justin Tucker (BAL),2022,15,1,3,33.3,53,0,0,0,0,1,0,0,5.0
Ryan Succop (TB),2022,15,1,2,50.0,21,0,1,0,0,0,2,2,5.0
Greg Zuerlein (NYJ),2022,15,1,2,50.0,34,0,0,1,0,0,2,2,5.0
Jake Elliott (PHI),2022,15,1,2,50.0,32,0,0,1,0,0,2,2,5.0
Harrison Butker (KC),2022,15,1,2,50.0,27,0,1,0,0,0,1,2,4.0
Younghoe Koo (ATL),2022,15,1,1,100.0,28,0,1,0,0,0,1,1,4.0
Robbie Gould (FA),2022,15,0,1,0.0,0,0,0,0,0,0,3,3,3.0
Wil Lutz (NO),2022,15,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Cairo Santos (CHI),2022,15,0,0,0.0,0,0,0,0,0,0,2,3,2.0
Randy Bullock (FA),2022,15,0,1,0.0,0,0,0,0,0,0,2,2,2.0
Michael Palardy (NE),2022,15,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Matt Gay (IND),2022,16,3,3,100.0,55,0,0,1,0,2,6,6,19.0
Brett Maher (FA),2022,16,4,4,100.0,48,0,2,0,2,0,4,4,18.0
Riley Patterson (JAC),2022,16,4,5,80.0,45,0,0,2,2,0,1,1,15.0
Mason Crosby (FA),2022,16,4,4,100.0,46,0,2,1,1,0,2,2,15.0
Ryan Succop (TB),2022,16,4,4,100.0,42,0,0,2,2,0,1,1,15.0
Matt Prater (ARI),2022,16,3,3,100.0,56,0,0,1,0,2,1,1,14.0
Graham Gano (NYG),2022,16,3,3,100.0,55,0,0,0,2,1,1,1,14.0
Eddy Pineiro (FA),2022,16,3,3,100.0,40,0,0,2,1,0,4,4,14.0
Robbie Gould (FA),2022,16,3,3,100.0,35,0,2,1,0,0,4,4,13.0
Greg Joseph (MIN),2022,16,2,2,100.0,61,0,0,0,1,1,3,3,12.0
Jake Elliott (PHI),2022,16,2,2,100.0,47,0,1,0,1,0,4,4,11.0
Jason Sanders (MIA),2022,16,2,3,66.7,46,0,0,1,1,0,2,2,9.0
Younghoe Koo (ATL),2022,16,3,3,100.0,37,0,0,3,0,0,0,0,9.0
Justin Tucker (BAL),2022,16,3,4,75.0,27,0,3,0,0,0,0,0,9.0
Chris Boswell (PIT),2022,16,2,4,50.0,44,0,0,0,2,0,1,1,9.0
Brandon McManus (DEN),2022,16,2,2,100.0,54,0,0,0,1,1,0,0,9.0
Cameron Dicker (LAC),2022,16,2,2,100.0,24,0,2,0,0,0,2,2,8.0
Harrison Butker (KC),2022,16,1,1,100.0,47,0,0,0,1,0,3,3,7.0
Ka'imi Fairbairn (HOU),2022,16,2,2,100.0,25,0,2,0,0,0,1,1,7.0
Cairo Santos (CHI),2022,16,2,2,100.0,37,0,0,2,0,0,1,1,7.0
Wil Lutz (NO),2022,16,1,1,100.0,23,0,1,0,0,0,2,2,5.0
Michael Badgley (DET),2022,16,1,1,100.0,34,0,0,1,0,0,2,2,5.0
Daniel Carlson (LV),2022,16,1,1,100.0,40,0,0,0,1,0,1,1,5.0
Jason Myers (SEA),2022,16,1,1,100.0,22,0,1,0,0,0,1,1,4.0
Cade York (CLE),2022,16,1,1,100.0,30,0,0,1,0,0,1,1,4.0
Evan McPherson (CIN),2022,16,1,2,50.0,28,0,1,0,0,0,1,2,4.0
Chase McLaughlin (FA),2022,16,1,1,100.0,46,0,0,0,1,0,0,0,4.0
Greg Zuerlein (NYJ),2022,16,1,1,100.0,37,0,0,1,0,0,0,0,3.0
Tyler Bass (BUF),2022,16,0,1,0.0,0,0,0,0,0,0,3,4,3.0
Joey Slye (WAS),2022,16,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Randy Bullock (FA),2022,16,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Tristan Vizcaino (DAL),2022,16,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Nick Folk (NE),2022,16,0,0,0.0,0,0,0,0,0,0,0,2,0.0
Michael Palardy (NE),2022,16,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Matt Prater (ARI),2022,17,4,5,80.0,57,0,0,3,0,1,1,1,15.0
Robbie Gould (FA),2022,17,3,4,75.0,43,0,2,0,1,0,4,4,14.0
Mason Crosby (FA),2022,17,2,2,100.0,56,0,1,0,0,1,5,5,13.0
Michael Badgley (DET),2022,17,2,2,100.0,41,0,1,0,1,0,5,5,12.0
Daniel Carlson (LV),2022,17,2,2,100.0,57,0,1,0,0,1,4,4,12.0
Chris Boswell (PIT),2022,17,3,4,75.0,51,0,1,1,0,1,1,1,12.0
Jason Myers (SEA),2022,17,3,4,75.0,31,0,1,2,0,0,2,2,11.0
Brett Maher (FA),2022,17,2,2,100.0,45,0,0,1,1,0,3,3,10.0
Wil Lutz (NO),2022,17,2,2,100.0,54,0,1,0,0,1,2,2,10.0
Justin Tucker (BAL),2022,17,2,2,100.0,51,0,0,1,0,1,1,1,9.0
Riley Patterson (JAC),2022,17,1,1,100.0,53,0,0,0,0,1,4,4,9.0
Graham Gano (NYG),2022,17,1,1,100.0,36,0,0,1,0,0,5,5,8.0
Cameron Dicker (LAC),2022,17,1,1,100.0,40,0,0,0,1,0,4,4,8.0
Younghoe Koo (ATL),2022,17,2,2,100.0,27,0,2,0,0,0,2,2,8.0
Greg Zuerlein (NYJ),2022,17,2,3,66.7,44,0,0,0,2,0,0,0,8.0
Brandon McManus (DEN),2022,17,1,1,100.0,49,0,0,0,1,0,3,3,7.0
Randy Bullock (FA),2022,17,2,2,100.0,37,0,1,1,0,0,1,1,7.0
Eddy Pineiro (FA),2022,17,1,1,100.0,49,0,0,0,1,0,3,3,7.0
Cade York (CLE),2022,17,1,1,100.0,37,0,0,1,0,0,3,3,6.0
Jake Elliott (PHI),2022,17,1,1,100.0,56,0,0,0,0,1,1,1,6.0
Nick Folk (NE),2022,17,1,1,100.0,49,0,0,0,1,0,2,3,6.0
Greg Joseph (MIN),2022,17,1,3,33.3,21,0,1,0,0,0,2,2,5.0
Joey Slye (WAS),2022,17,1,1,100.0,43,0,0,0,1,0,1,1,5.0
Ka'imi Fairbairn (HOU),2022,17,1,1,100.0,56,0,0,0,0,1,0,0,5.0
Ryan Succop (TB),2022,17,1,3,33.3,22,0,1,0,0,0,1,2,4.0
Matt Gay (IND),2022,17,1,1,100.0,23,0,1,0,0,0,1,1,4.0
Cairo Santos (CHI),2022,17,1,1,100.0,23,0,1,0,0,0,1,1,4.0
Chase McLaughlin (FA),2022,17,1,2,50.0,23,0,1,0,0,0,1,1,4.0
Harrison Butker (KC),2022,17,0,1,0.0,0,0,0,0,0,0,3,3,3.0
Jason Sanders (MIA),2022,17,0,1,0.0,0,0,0,0,0,0,3,3,3.0
Tyler Bass (BUF),2022,17,1,1,100.0,25,0,1,0,0,0,0,0,3.0
Evan McPherson (CIN),2022,17,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Michael Palardy (NE),2022,17,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Jake Elliott (PHI),2022,18,5,5,100.0,54,0,1,2,0,2,1,1,20.0
Younghoe Koo (ATL),2022,18,3,3,100.0,51,0,1,0,1,1,3,3,15.0
Greg Joseph (MIN),2022,18,3,3,100.0,50,0,1,0,1,1,2,3,14.0
Jason Myers (SEA),2022,18,4,5,80.0,37,0,1,3,0,0,1,1,13.0
Randy Bullock (FA),2022,18,3,3,100.0,51,0,0,1,1,1,1,1,13.0
Justin Tucker (BAL),2022,18,3,3,100.0,51,0,2,0,0,1,1,1,12.0
Mason Crosby (FA),2022,18,3,4,75.0,49,0,1,0,2,0,1,1,12.0
Jason Sanders (MIA),2022,18,3,3,100.0,50,0,0,2,0,1,0,0,11.0
Matt Gay (IND),2022,18,3,3,100.0,45,0,1,1,1,0,1,1,11.0
Chase McLaughlin (FA),2022,18,1,1,100.0,54,0,0,0,0,1,4,4,9.0
Daniel Carlson (LV),2022,18,2,2,100.0,54,0,0,1,0,1,1,1,9.0
Evan McPherson (CIN),2022,18,2,2,100.0,34,0,1,1,0,0,3,3,9.0
Chris Boswell (PIT),2022,18,2,2,100.0,49,0,0,1,1,0,2,2,9.0
Cameron Dicker (LAC),2022,18,2,2,100.0,48,0,0,1,1,0,2,2,9.0
Michael Badgley (DET),2022,18,2,3,66.7,37,0,0,2,0,0,2,2,8.0
Riley Patterson (JAC),2022,18,2,2,100.0,36,0,1,1,0,0,2,2,8.0
Robbie Gould (FA),2022,18,1,1,100.0,27,0,1,0,0,0,5,5,8.0
Joey Slye (WAS),2022,18,2,4,50.0,29,0,2,0,0,0,2,3,8.0
Harrison Butker (KC),2022,18,1,1,100.0,44,0,0,0,1,0,4,4,8.0
Brandon McManus (DEN),2022,18,1,1,100.0,33,0,0,1,0,0,4,4,7.0
Greg Zuerlein (NYJ),2022,18,2,3,66.7,35,0,0,2,0,0,0,0,6.0
Ka'imi Fairbairn (HOU),2022,18,1,1,100.0,37,0,0,1,0,0,3,3,6.0
Ryan Succop (TB),2022,18,1,1,100.0,41,0,0,0,1,0,2,2,6.0
Eddy Pineiro (FA),2022,18,1,1,100.0,42,0,0,0,1,0,1,1,5.0
Nick Folk (NE),2022,18,1,1,100.0,24,0,1,0,0,0,2,2,5.0
Tyler Bass (BUF),2022,18,0,0,0.0,0,0,0,0,0,0,5,5,5.0
Graham Gano (NYG),2022,18,1,1,100.0,24,0,1,0,0,0,1,1,4.0
Cade York (CLE),2022,18,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Cairo Santos (CHI),2022,18,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Wil Lutz (NO),2022,18,0,2,0.0,0,0,0,0,0,0,1,1,1.0
Matt Prater (ARI),2022,18,0,0,0.0,0,0,0,0,0,0,1,2,1.0
Brett Maher (FA),2022,18,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Michael Palardy (NE),2022,18,0,0,0.0,0,0,0,0,0,0,0,0,0.0
