Player,Season,Week,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,FPTS
Cairo Santos (CHI),2022,2,1,1,100.0,44,0,0,0,1,0,1,1,5.0
Wil Lutz (NO),2022,2,1,1,100.0,31,0,0,1,0,0,1,1,4.0
Matt Prater (ARI),2022,2,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Jason Myers (SEA),2022,2,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Greg Joseph (MIN),2022,2,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Randy Bullock (FA),2022,2,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Joey Slye (WAS),2022,2,0,0,0.0,0,0,0,0,0,0,1,2,1.0
Chase McLaughlin (FA),2022,2,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Greg Zuerlein (NYJ),2022,3,4,4,100.0,52,0,0,0,2,2,0,0,18.0
Graham Gano (NYG),2022,3,3,4,75.0,51,0,0,0,1,2,1,1,15.0
Cairo Santos (CHI),2022,3,3,3,100.0,50,0,0,1,1,1,2,2,14.0
Matt Prater (ARI),2022,3,4,4,100.0,49,0,1,1,2,0,0,0,14.0
Riley Patterson (JAC),2022,3,3,3,100.0,23,0,3,0,0,0,3,3,12.0
Brett Maher (FA),2022,3,3,4,75.0,44,0,2,0,1,0,2,2,12.0
Younghoe Koo (ATL),2022,3,2,2,100.0,54,0,0,0,1,1,3,3,12.0
Eddy Pineiro (FA),2022,3,3,3,100.0,48,0,0,1,2,0,1,1,12.0
Jason Myers (SEA),2022,3,3,3,100.0,32,0,1,2,0,0,2,2,11.0
Chase McLaughlin (FA),2022,3,2,2,100.0,51,0,0,0,1,1,2,2,11.0
Evan McPherson (CIN),2022,3,2,3,66.7,43,0,1,0,1,0,3,3,10.0
Daniel Carlson (LV),2022,3,3,3,100.0,35,0,1,2,0,0,1,1,10.0
Nick Folk (NE),2022,3,2,2,100.0,50,0,0,1,0,1,2,2,10.0
Justin Tucker (BAL),2022,3,1,1,100.0,56,0,0,0,0,1,4,5,9.0
Matt Gay (IND),2022,3,2,2,100.0,40,0,1,0,1,0,2,2,9.0
Ka'imi Fairbairn (HOU),2022,3,2,2,100.0,39,0,1,1,0,0,2,2,8.0
Ryan Succop (TB),2022,3,2,2,100.0,45,0,0,0,2,0,0,0,8.0
Austin Seibert (FA),2022,3,1,3,33.3,40,0,0,0,1,0,3,3,7.0
Randy Bullock (FA),2022,3,1,1,100.0,48,0,0,0,1,0,3,3,7.0
Jake Elliott (PHI),2022,3,1,1,100.0,32,0,0,1,0,0,3,3,6.0
Robbie Gould (FA),2022,3,1,1,100.0,51,0,0,0,0,1,1,1,6.0
Cade York (CLE),2022,3,1,1,100.0,34,0,0,1,0,0,2,3,5.0
Tyler Bass (BUF),2022,3,1,2,50.0,30,0,0,1,0,0,2,2,5.0
Brandon McManus (DEN),2022,3,1,2,50.0,55,0,0,0,0,1,0,0,5.0
Chris Boswell (PIT),2022,3,1,2,50.0,34,0,0,1,0,0,2,2,5.0
Greg Joseph (MIN),2022,3,0,2,0.0,0,0,0,0,0,0,4,4,4.0
Dustin Hopkins (LAC),2022,3,1,1,100.0,25,0,1,0,0,0,1,1,4.0
Jason Sanders (MIA),2022,3,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Matt Ammendola (FA),2022,3,1,2,50.0,26,0,1,0,0,0,0,1,3.0
Wil Lutz (NO),2022,3,0,2,0.0,0,0,0,0,0,0,2,2,2.0
Mason Crosby (FA),2022,3,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Joey Slye (WAS),2022,3,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Greg Joseph (MIN),2022,4,5,5,100.0,47,0,2,1,2,0,1,2,18.0
Brett Maher (FA),2022,4,4,4,100.0,53,0,2,0,1,1,1,2,16.0
Jason Myers (SEA),2022,4,2,3,66.7,56,0,1,0,0,1,6,6,14.0
Daniel Carlson (LV),2022,4,4,4,100.0,39,0,2,2,0,0,2,3,14.0
Michael Badgley (DET),2022,4,4,4,100.0,40,0,2,1,1,0,0,0,13.0
Chris Boswell (PIT),2022,4,2,2,100.0,59,0,0,0,0,2,2,2,12.0
Matthew Wright (FA),2022,4,2,2,100.0,44,0,0,1,1,0,5,5,12.0
Younghoe Koo (ATL),2022,4,3,3,100.0,45,0,1,1,1,0,2,2,12.0
Tyler Bass (BUF),2022,4,3,3,100.0,39,0,1,2,0,0,2,2,11.0
Evan McPherson (CIN),2022,4,2,2,100.0,57,1,0,0,0,1,3,3,11.0
Justin Tucker (BAL),2022,4,2,2,100.0,51,0,0,0,1,1,2,2,11.0
Jason Sanders (MIA),2022,4,3,4,75.0,48,0,2,0,1,0,0,1,10.0
Graham Gano (NYG),2022,4,2,3,66.7,44,0,0,0,2,0,2,2,10.0
Dustin Hopkins (LAC),2022,4,2,2,100.0,37,0,1,1,0,0,4,4,10.0
Matt Gay (IND),2022,4,3,3,100.0,39,0,2,1,0,0,0,0,9.0
Cade York (CLE),2022,4,2,2,100.0,45,0,1,0,1,0,2,2,9.0
Mason Crosby (FA),2022,4,2,2,100.0,38,0,0,2,0,0,3,3,9.0
Ryan Succop (TB),2022,4,1,1,100.0,45,0,0,0,1,0,4,4,8.0
Matt Prater (ARI),2022,4,2,2,100.0,39,0,0,2,0,0,2,2,8.0
Randy Bullock (FA),2022,4,1,1,100.0,44,0,0,0,1,0,3,3,7.0
Wil Lutz (NO),2022,4,1,2,50.0,60,0,0,0,0,1,2,2,7.0
Ka'imi Fairbairn (HOU),2022,4,1,2,50.0,40,0,0,0,1,0,3,3,7.0
Greg Zuerlein (NYJ),2022,4,1,1,100.0,38,0,0,1,0,0,3,3,6.0
Dominik Eberle (FA),2022,4,1,1,100.0,49,0,0,0,1,0,2,4,6.0
Nick Folk (NE),2022,4,1,1,100.0,37,0,0,1,0,0,3,3,6.0
Eddy Pineiro (FA),2022,4,1,1,100.0,54,0,0,0,0,1,1,1,6.0
Robbie Gould (FA),2022,4,1,2,50.0,25,0,1,0,0,0,3,3,6.0
Joey Slye (WAS),2022,4,1,1,100.0,45,0,0,0,1,0,1,1,5.0
Brandon McManus (DEN),2022,4,1,1,100.0,28,0,1,0,0,0,2,3,5.0
Jake Elliott (PHI),2022,4,1,1,100.0,28,0,1,0,0,0,2,3,5.0
Chase McLaughlin (FA),2022,4,1,2,50.0,27,0,1,0,0,0,2,2,5.0
Riley Patterson (JAC),2022,4,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Nick Folk (NE),2022,5,5,5,100.0,44,0,1,3,1,0,2,2,18.0
Chase McLaughlin (FA),2022,5,4,4,100.0,52,0,0,1,1,2,0,0,17.0
Justin Tucker (BAL),2022,5,4,4,100.0,58,0,1,1,1,1,1,1,16.0
Daniel Carlson (LV),2022,5,3,3,100.0,53,0,0,0,1,2,2,2,16.0
Cairo Santos (CHI),2022,5,3,3,100.0,51,0,0,0,1,2,1,1,15.0
Taylor Bertolet (FA),2022,5,3,3,100.0,28,0,3,0,0,0,3,3,12.0
Brandon McManus (DEN),2022,5,3,4,75.0,45,0,0,1,2,0,0,0,11.0
Brett Maher (FA),2022,5,3,3,100.0,40,0,0,2,1,0,1,1,11.0
Ka'imi Fairbairn (HOU),2022,5,2,2,100.0,51,0,0,0,0,2,1,1,11.0
Eddy Pineiro (FA),2022,5,3,4,75.0,43,0,0,2,1,0,0,0,10.0
Jason Myers (SEA),2022,5,2,2,100.0,56,0,0,1,0,1,2,3,10.0
Mason Crosby (FA),2022,5,2,2,100.0,48,0,0,0,2,0,2,2,10.0
Graham Gano (NYG),2022,5,2,2,100.0,48,0,0,1,1,0,3,3,10.0
Cameron Dicker (LAC),2022,5,2,2,100.0,42,0,1,0,1,0,2,2,9.0
Wil Lutz (NO),2022,5,1,1,100.0,56,0,0,0,0,1,4,4,9.0
Matthew Wright (FA),2022,5,1,2,50.0,59,0,0,0,0,1,3,3,8.0
Tyler Bass (BUF),2022,5,1,2,50.0,35,0,0,1,0,0,5,5,8.0
Ryan Succop (TB),2022,5,2,2,100.0,44,0,1,0,1,0,1,1,8.0
Greg Zuerlein (NYJ),2022,5,1,1,100.0,34,0,0,1,0,0,5,5,8.0
Joey Slye (WAS),2022,5,1,1,100.0,50,0,0,0,0,1,2,2,7.0
Riley Patterson (JAC),2022,5,2,2,100.0,45,0,1,0,1,0,0,0,7.0
Robbie Gould (FA),2022,5,1,2,50.0,49,0,0,0,1,0,3,3,7.0
Evan McPherson (CIN),2022,5,1,1,100.0,40,0,0,0,1,0,2,2,6.0
Jason Sanders (MIA),2022,5,1,2,50.0,46,0,0,0,1,0,2,2,6.0
Matt Ammendola (FA),2022,5,1,2,50.0,20,0,1,0,0,0,2,2,5.0
Cade York (CLE),2022,5,0,2,0.0,0,0,0,0,0,0,4,4,4.0
Matt Gay (IND),2022,5,1,2,50.0,29,0,1,0,0,0,1,1,4.0
Chris Boswell (PIT),2022,5,1,3,33.3,29,0,1,0,0,0,0,0,3.0
Greg Joseph (MIN),2022,5,0,2,0.0,0,0,0,0,0,0,3,3,3.0
Randy Bullock (FA),2022,5,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Younghoe Koo (ATL),2022,5,0,1,0.0,0,0,0,0,0,0,1,1,1.0
Quinn Nordin (FA),2022,5,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Ryan Succop (TB),2022,6,4,4,100.0,54,0,2,1,0,1,0,0,14.0
Wil Lutz (NO),2022,6,4,4,100.0,37,0,0,4,0,0,2,2,14.0
Jason Myers (SEA),2022,6,4,4,100.0,39,0,1,3,0,0,1,1,13.0
Dustin Hopkins (LAC),2022,6,4,4,100.0,39,0,0,4,0,0,1,1,13.0
Brandon McManus (DEN),2022,6,3,3,100.0,51,0,1,0,1,1,1,1,13.0
Cade York (CLE),2022,6,3,3,100.0,51,0,0,1,1,1,0,0,12.0
Harrison Butker (KC),2022,6,2,3,66.7,62,0,0,0,1,1,2,2,11.0
Chris Boswell (PIT),2022,6,2,2,100.0,55,0,1,0,0,1,2,2,10.0
Jake Elliott (PHI),2022,6,2,2,100.0,51,0,0,1,0,1,2,2,10.0
Chase McLaughlin (FA),2022,6,2,2,100.0,42,0,1,0,1,0,2,2,9.0
Greg Zuerlein (NYJ),2022,6,2,3,66.7,32,0,1,1,0,0,3,3,9.0
Nick Folk (NE),2022,6,1,2,50.0,19,1,0,0,0,0,5,5,8.0
Justin Tucker (BAL),2022,6,2,3,66.7,34,0,1,1,0,0,2,2,8.0
Evan McPherson (CIN),2022,6,1,1,100.0,52,0,0,0,0,1,3,3,8.0
Tyler Bass (BUF),2022,6,1,1,100.0,39,0,0,1,0,0,3,3,6.0
Joey Slye (WAS),2022,6,2,3,66.7,38,0,1,1,0,0,0,0,6.0
Matt Gay (IND),2022,6,1,1,100.0,21,0,1,0,0,0,3,3,6.0
Graham Gano (NYG),2022,6,1,1,100.0,34,0,0,1,0,0,3,3,6.0
Eddy Pineiro (FA),2022,6,1,1,100.0,42,0,0,0,1,0,1,1,5.0
Brett Maher (FA),2022,6,1,2,50.0,30,0,0,1,0,0,2,2,5.0
Jason Sanders (MIA),2022,6,1,2,50.0,44,0,0,0,1,0,1,1,5.0
Greg Joseph (MIN),2022,6,1,1,100.0,34,0,0,1,0,0,1,2,4.0
Mason Crosby (FA),2022,6,1,2,50.0,29,0,1,0,0,0,1,1,4.0
Younghoe Koo (ATL),2022,6,0,0,0.0,0,0,0,0,0,0,4,4,4.0
Riley Patterson (JAC),2022,6,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Matt Ammendola (FA),2022,6,1,1,100.0,23,0,1,0,0,0,0,1,3.0
Robbie Gould (FA),2022,6,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Cairo Santos (CHI),2022,6,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Cairo Santos (CHI),2022,7,4,4,100.0,50,0,1,1,1,1,3,3,18.0
Jason Myers (SEA),2022,7,3,3,100.0,50,0,0,1,1,1,4,4,16.0
Robbie Gould (FA),2022,7,3,3,100.0,50,0,0,1,1,1,2,2,14.0
Randy Bullock (FA),2022,7,4,4,100.0,48,0,2,1,1,0,1,1,14.0
Justin Tucker (BAL),2022,7,3,3,100.0,55,0,0,2,0,1,2,2,13.0
Greg Zuerlein (NYJ),2022,7,3,3,100.0,45,0,0,1,2,0,1,1,12.0
Jason Sanders (MIA),2022,7,3,3,100.0,47,0,1,0,2,0,1,1,12.0
Joey Slye (WAS),2022,7,3,4,75.0,31,1,1,1,0,0,2,2,11.0
Wil Lutz (NO),2022,7,2,2,100.0,45,0,1,0,1,0,4,4,11.0
Graham Gano (NYG),2022,7,3,3,100.0,34,0,0,3,0,0,2,2,11.0
Rodrigo Blankenship (FA),2022,7,2,2,100.0,50,0,1,0,0,1,2,3,10.0
Ka'imi Fairbairn (HOU),2022,7,2,3,66.7,55,0,0,1,0,1,2,2,10.0
Daniel Carlson (LV),2022,7,1,1,100.0,50,0,0,0,0,1,5,5,10.0
Michael Badgley (DET),2022,7,2,2,100.0,53,0,0,0,1,1,0,0,9.0
Cade York (CLE),2022,7,2,3,66.7,41,0,0,1,1,0,2,2,9.0
Brett Maher (FA),2022,7,1,1,100.0,22,0,1,0,0,0,3,3,6.0
Younghoe Koo (ATL),2022,7,1,1,100.0,43,0,0,0,1,0,2,2,6.0
Harrison Butker (KC),2022,7,0,1,0.0,0,0,0,0,0,0,6,6,6.0
Chase McLaughlin (FA),2022,7,1,1,100.0,50,0,0,0,0,1,1,1,6.0
Evan McPherson (CIN),2022,7,0,0,0.0,0,0,0,0,0,0,5,5,5.0
Chris Boswell (PIT),2022,7,1,1,100.0,45,0,0,0,1,0,1,1,5.0
Brandon McManus (DEN),2022,7,1,2,50.0,44,0,0,0,1,0,0,1,4.0
Eddy Pineiro (FA),2022,7,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Mason Crosby (FA),2022,7,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Riley Patterson (JAC),2022,7,1,1,100.0,27,0,1,0,0,0,0,1,3.0
Ryan Succop (TB),2022,7,1,1,100.0,27,0,1,0,0,0,0,0,3.0
Taylor Bertolet (FA),2022,7,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Nick Folk (NE),2022,7,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Nick Folk (NE),2022,8,5,5,100.0,52,0,0,1,3,1,1,1,21.0
Younghoe Koo (ATL),2022,8,3,3,100.0,41,0,0,2,1,0,4,4,14.0
Chase McLaughlin (FA),2022,8,3,3,100.0,46,0,1,1,1,0,1,1,11.0
Jason Myers (SEA),2022,8,2,2,100.0,51,0,0,1,0,1,3,3,11.0
Ryan Succop (TB),2022,8,3,3,100.0,31,0,1,2,0,0,1,1,10.0
Tyler Bass (BUF),2022,8,2,2,100.0,42,0,0,1,1,0,3,3,10.0
Michael Badgley (DET),2022,8,2,2,100.0,42,0,1,0,1,0,3,3,10.0
Eddy Pineiro (FA),2022,8,2,3,66.7,42,0,0,1,1,0,2,3,9.0
Justin Tucker (BAL),2022,8,2,3,66.7,30,0,1,1,0,0,3,3,9.0
Matt Prater (ARI),2022,8,2,2,100.0,44,0,0,1,1,0,2,2,9.0
Jason Sanders (MIA),2022,8,1,1,100.0,45,0,0,0,1,0,4,4,8.0
Graham Gano (NYG),2022,8,2,2,100.0,45,0,0,1,1,0,1,1,8.0
Cade York (CLE),2022,8,1,2,50.0,55,0,0,0,0,1,3,3,8.0
Nick Sciba (FA),2022,8,2,2,100.0,38,0,1,1,0,0,1,1,7.0
Brett Maher (FA),2022,8,0,0,0.0,0,0,0,0,0,0,7,7,7.0
Robbie Gould (FA),2022,8,1,1,100.0,29,0,1,0,0,0,4,4,7.0
Wil Lutz (NO),2022,8,1,2,50.0,37,0,0,1,0,0,3,3,6.0
Cairo Santos (CHI),2022,8,1,1,100.0,36,0,0,1,0,0,2,2,5.0
Riley Patterson (JAC),2022,8,1,1,100.0,37,0,0,1,0,0,2,2,5.0
Mason Crosby (FA),2022,8,1,2,50.0,38,0,0,1,0,0,2,2,5.0
Greg Zuerlein (NYJ),2022,8,1,2,50.0,28,0,1,0,0,0,2,2,5.0
Ka'imi Fairbairn (HOU),2022,8,1,1,100.0,43,0,0,0,1,0,1,1,5.0
Randy Bullock (FA),2022,8,1,2,50.0,29,0,1,0,0,0,2,2,5.0
Jake Elliott (PHI),2022,8,0,0,0.0,0,0,0,0,0,0,5,5,5.0
Joey Slye (WAS),2022,8,1,1,100.0,28,0,1,0,0,0,2,2,5.0
Greg Joseph (MIN),2022,8,0,1,0.0,0,0,0,0,0,0,4,5,4.0
Brandon McManus (DEN),2022,8,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Matt Gay (IND),2022,8,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Evan McPherson (CIN),2022,8,0,1,0.0,0,0,0,0,0,0,1,2,1.0
Rodrigo Blankenship (FA),2022,8,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Daniel Carlson (LV),2022,8,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Nick Folk (NE),2022,9,4,4,100.0,49,0,1,0,3,0,2,2,17.0
Ryan Succop (TB),2022,9,3,4,75.0,50,0,1,1,0,1,1,1,12.0
Riley Patterson (JAC),2022,9,2,3,66.7,48,0,0,0,2,0,3,3,11.0
Justin Tucker (BAL),2022,9,2,2,100.0,41,0,0,1,1,0,3,3,10.0
Greg Zuerlein (NYJ),2022,9,2,2,100.0,53,0,1,0,0,1,2,2,10.0
Jason Myers (SEA),2022,9,1,1,100.0,49,0,0,0,1,0,4,4,8.0
Greg Joseph (MIN),2022,9,2,2,100.0,28,0,2,0,0,0,2,2,8.0
Cameron Dicker (LAC),2022,9,2,2,100.0,37,0,0,2,0,0,2,2,8.0
Daniel Carlson (LV),2022,9,2,2,100.0,38,0,0,2,0,0,2,2,8.0
Wil Lutz (NO),2022,9,2,2,100.0,37,0,0,2,0,0,1,1,7.0
Matt Gay (IND),2022,9,2,2,100.0,35,0,1,1,0,0,1,1,7.0
Tyler Bass (BUF),2022,9,1,2,50.0,51,0,0,0,0,1,2,2,7.0
Randy Bullock (FA),2022,9,1,1,100.0,44,0,0,0,1,0,2,2,6.0
Evan McPherson (CIN),2022,9,0,1,0.0,0,0,0,0,0,0,6,6,6.0
Joey Slye (WAS),2022,9,1,1,100.0,44,0,0,0,1,0,2,2,6.0
Harrison Butker (KC),2022,9,2,3,66.7,28,0,2,0,0,0,0,1,6.0
Cairo Santos (CHI),2022,9,1,1,100.0,32,0,0,1,0,0,3,3,6.0
Ka'imi Fairbairn (HOU),2022,9,1,1,100.0,30,0,0,1,0,0,2,2,5.0
Younghoe Koo (ATL),2022,9,1,2,50.0,29,0,1,0,0,0,2,2,5.0
Jason Sanders (MIA),2022,9,0,1,0.0,0,0,0,0,0,0,5,5,5.0
Chase McLaughlin (FA),2022,9,1,2,50.0,40,0,0,0,1,0,0,0,4.0
Eddy Pineiro (FA),2022,9,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Matt Prater (ARI),2022,9,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Jake Elliott (PHI),2022,9,0,1,0.0,0,0,0,0,0,0,3,3,3.0
Mason Crosby (FA),2022,9,1,1,100.0,25,0,1,0,0,0,0,0,3.0
Michael Badgley (DET),2022,9,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Joey Slye (WAS),2022,10,4,4,100.0,58,0,0,1,1,2,2,2,19.0
Eddy Pineiro (FA),2022,10,4,4,100.0,49,0,0,1,3,0,1,2,16.0
Tyler Bass (BUF),2022,10,3,3,100.0,45,0,1,1,1,0,3,3,13.0
Cameron Dicker (LAC),2022,10,3,3,100.0,47,0,1,0,2,0,1,1,12.0
Ka'imi Fairbairn (HOU),2022,10,3,3,100.0,46,0,0,2,1,0,1,1,11.0
Tristan Vizcaino (DAL),2022,10,2,2,100.0,46,0,0,1,1,0,3,3,10.0
Robbie Gould (FA),2022,10,3,3,100.0,26,0,3,0,0,0,1,2,10.0
Jason Sanders (MIA),2022,10,2,2,100.0,39,0,0,2,0,0,3,5,9.0
Chase McLaughlin (FA),2022,10,2,3,66.7,48,0,0,0,2,0,1,1,9.0
Greg Joseph (MIN),2022,10,2,2,100.0,33,0,1,1,0,0,3,4,9.0
Matthew Wright (FA),2022,10,2,4,50.0,33,0,0,2,0,0,2,2,8.0
Graham Gano (NYG),2022,10,1,1,100.0,49,0,0,0,1,0,3,3,7.0
Mason Crosby (FA),2022,10,1,2,50.0,28,0,1,0,0,0,4,4,7.0
Michael Badgley (DET),2022,10,1,1,100.0,25,0,1,0,0,0,4,4,7.0
Jason Myers (SEA),2022,10,1,1,100.0,55,0,0,0,0,1,1,1,6.0
Cairo Santos (CHI),2022,10,1,1,100.0,33,0,0,1,0,0,3,4,6.0
Cade York (CLE),2022,10,1,1,100.0,37,0,0,1,0,0,2,2,5.0
Riley Patterson (JAC),2022,10,1,3,33.3,35,0,0,1,0,0,2,2,5.0
Randy Bullock (FA),2022,10,1,1,100.0,35,0,0,1,0,0,2,2,5.0
Matt Gay (IND),2022,10,1,1,100.0,36,0,0,1,0,0,2,2,5.0
Wil Lutz (NO),2022,10,1,1,100.0,44,0,0,0,1,0,1,1,5.0
Brandon McManus (DEN),2022,10,1,1,100.0,39,0,0,1,0,0,1,1,4.0
Brett Maher (FA),2022,10,0,0,0.0,0,0,0,0,0,0,4,4,4.0
Ryan Succop (TB),2022,10,0,1,0.0,0,0,0,0,0,0,3,3,3.0
Jake Elliott (PHI),2022,10,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Harrison Butker (KC),2022,10,0,0,0.0,0,0,0,0,0,0,3,4,3.0
Younghoe Koo (ATL),2022,10,1,1,100.0,33,0,0,1,0,0,0,2,3.0
Daniel Carlson (LV),2022,10,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Taylor Bertolet (FA),2022,10,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Ramiz Ahmed (FA),2022,10,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Tyler Bass (BUF),2022,11,6,6,100.0,56,0,1,2,2,1,1,1,23.0
Brett Maher (FA),2022,11,4,4,100.0,60,0,1,0,0,3,4,4,22.0
Evan McPherson (CIN),2022,11,3,3,100.0,54,0,0,0,2,1,4,4,17.0
Daniel Carlson (LV),2022,11,3,4,75.0,57,0,1,0,0,2,1,1,14.0
Harrison Butker (KC),2022,11,3,3,100.0,52,0,0,2,0,1,3,3,14.0
Brandon McManus (DEN),2022,11,3,4,75.0,52,0,0,0,2,1,1,1,14.0
