Player,Season,Week,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,FPTS
Chris Boswell (PIT),2019,15,1,1,100.0,49,0,0,0,1,0,1,1,5.0
Michael Badgley (DET),2019,15,1,1,100.0,41,0,0,0,1,0,1,1,5.0
Stephen Hauschka (FA),2019,15,1,1,100.0,36,0,0,1,0,0,2,2,5.0
Aldrick Rosas (FA),2019,15,0,0,0.0,0,0,0,0,0,0,4,5,4.0
Justin Tucker (BAL),2019,15,0,0,0.0,0,0,0,0,0,0,4,5,4.0
Brandon McManus (DEN),2019,15,1,1,100.0,32,0,0,1,0,0,0,0,3.0
Mason Crosby (FA),2019,15,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Ryan Succop (FA),2019,15,0,1,0.0,0,0,0,0,0,0,3,3,3.0
Sam Ficken (FA),2019,15,0,1,0.0,0,0,0,0,0,0,1,2,1.0
Greg Zuerlein (NYJ),2019,15,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Chase McLaughlin (FA),2019,15,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Ryan Santoso (FA),2019,15,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Ty Long (FA),2019,15,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Michael Palardy (NE),2019,15,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Sam Ficken (FA),2019,16,3,3,100.0,54,0,0,1,1,1,1,1,13.0
Nick Folk (NE),2019,16,3,3,100.0,51,0,1,1,0,1,1,1,12.0
Matt Gay (IND),2019,16,2,3,66.7,50,0,0,0,1,1,2,2,11.0
Kai Forbath (LAR),2019,16,3,3,100.0,49,0,0,1,2,0,0,0,11.0
Ka'imi Fairbairn (HOU),2019,16,3,3,100.0,37,0,1,2,0,0,2,2,11.0
Zane Gonzalez (SF),2019,16,2,3,66.7,46,0,1,0,1,0,3,3,10.0
Robbie Gould (FA),2019,16,2,2,100.0,33,0,1,1,0,0,4,4,10.0
Harrison Butker (KC),2019,16,2,2,100.0,56,0,0,1,0,1,2,3,10.0
Mason Crosby (FA),2019,16,3,3,100.0,42,1,0,1,1,0,0,1,10.0
Wil Lutz (NO),2019,16,1,1,100.0,47,0,0,0,1,0,5,5,9.0
Brandon McManus (DEN),2019,16,2,2,100.0,34,0,1,1,0,0,3,3,9.0
Randy Bullock (FA),2019,16,2,2,100.0,57,0,1,0,0,1,1,1,9.0
Greg Zuerlein (NYJ),2019,16,1,2,50.0,52,0,0,0,0,1,4,4,9.0
Jason Myers (SEA),2019,16,2,2,100.0,51,0,0,1,0,1,1,1,9.0
Jason Sanders (MIA),2019,16,1,2,50.0,37,0,0,1,0,0,5,5,8.0
Chase McLaughlin (FA),2019,16,1,1,100.0,35,0,0,1,0,0,5,5,8.0
Joey Slye (WAS),2019,16,2,2,100.0,50,0,1,0,0,1,0,0,8.0
Justin Tucker (BAL),2019,16,1,1,100.0,31,0,0,1,0,0,4,4,7.0
Daniel Carlson (LV),2019,16,1,1,100.0,48,0,0,0,1,0,3,3,7.0
Josh Lambo (FA),2019,16,2,2,100.0,40,0,1,0,1,0,0,0,7.0
Younghoe Koo (ATL),2019,16,1,2,50.0,23,0,1,0,0,0,3,3,6.0
Jake Elliott (PHI),2019,16,1,3,33.3,36,0,0,1,0,0,2,2,5.0
Dustin Hopkins (LAC),2019,16,0,0,0.0,0,0,0,0,0,0,5,5,5.0
Chris Boswell (PIT),2019,16,1,1,100.0,49,0,0,0,1,0,1,1,5.0
Michael Badgley (DET),2019,16,1,1,100.0,27,0,1,0,0,0,2,2,5.0
Matt Prater (ARI),2019,16,1,1,100.0,26,0,1,0,0,0,2,2,5.0
Aldrick Rosas (FA),2019,16,0,1,0.0,0,0,0,0,0,0,5,5,5.0
Stephen Hauschka (FA),2019,16,1,1,100.0,35,0,0,1,0,0,2,2,5.0
Greg Joseph (MIN),2019,16,0,0,0.0,0,0,0,0,0,0,4,4,4.0
Eddy Pineiro (CAR),2019,16,1,1,100.0,46,0,0,0,1,0,0,0,4.0
Austin Seibert (FA),2019,16,1,1,100.0,47,0,0,0,1,0,0,1,4.0
Dan Bailey (FA),2019,16,1,1,100.0,23,0,1,0,0,0,1,1,4.0
Ty Long (FA),2019,16,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Michael Palardy (NE),2019,16,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Kai Forbath (LAR),2019,17,4,4,100.0,48,0,1,0,3,0,5,5,20.0
Younghoe Koo (ATL),2019,17,5,5,100.0,45,0,1,2,2,0,1,1,18.0
Justin Tucker (BAL),2019,17,4,4,100.0,47,0,1,0,3,0,2,2,17.0
Josh Lambo (FA),2019,17,3,3,100.0,56,0,1,0,0,2,3,3,16.0
Brandon McManus (DEN),2019,17,3,4,75.0,51,0,0,0,2,1,1,1,14.0
Dan Bailey (FA),2019,17,4,4,100.0,39,0,0,4,0,0,1,1,13.0
Eddy Pineiro (CAR),2019,17,4,4,100.0,34,0,2,2,0,0,1,1,13.0
Jake Elliott (PHI),2019,17,2,2,100.0,50,0,0,1,0,1,4,4,12.0
Mason Crosby (FA),2019,17,3,4,75.0,40,0,0,2,1,0,2,2,12.0
Randy Bullock (FA),2019,17,2,2,100.0,47,0,0,0,2,0,3,4,11.0
Dustin Hopkins (LAC),2019,17,3,3,100.0,42,0,1,1,1,0,1,1,11.0
Matt Prater (ARI),2019,17,2,2,100.0,56,0,0,0,1,1,2,2,11.0
Chase McLaughlin (FA),2019,17,2,2,100.0,50,0,1,0,0,1,2,2,10.0
Jason Sanders (MIA),2019,17,2,2,100.0,32,0,1,1,0,0,3,3,9.0
Robbie Gould (FA),2019,17,2,2,100.0,47,0,0,1,1,0,2,2,9.0
Daniel Carlson (LV),2019,17,3,4,75.0,33,0,2,1,0,0,0,0,9.0
Harrison Butker (KC),2019,17,1,1,100.0,40,0,0,0,1,0,4,4,8.0
Greg Zuerlein (NYJ),2019,17,1,2,50.0,47,0,0,0,1,0,4,4,8.0
Sam Ficken (FA),2019,17,2,4,50.0,47,0,0,1,1,0,1,1,8.0
Austin Seibert (FA),2019,17,1,1,100.0,42,0,0,0,1,0,2,3,6.0
Stephen Hauschka (FA),2019,17,2,2,100.0,29,0,2,0,0,0,0,0,6.0
Wil Lutz (NO),2019,17,0,0,0.0,0,0,0,0,0,0,6,6,6.0
Nick Folk (NE),2019,17,1,1,100.0,25,0,1,0,0,0,3,3,6.0
Zane Gonzalez (SF),2019,17,1,1,100.0,31,0,0,1,0,0,3,3,6.0
Aldrick Rosas (FA),2019,17,1,1,100.0,37,0,0,1,0,0,2,2,5.0
Greg Joseph (MIN),2019,17,0,0,0.0,0,0,0,0,0,0,5,5,5.0
Chris Boswell (PIT),2019,17,1,1,100.0,26,0,1,0,0,0,1,1,4.0
Joey Slye (WAS),2019,17,1,1,100.0,23,0,1,0,0,0,1,1,4.0
Jason Myers (SEA),2019,17,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Michael Badgley (DET),2019,17,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Matt Gay (IND),2019,17,0,3,0.0,0,0,0,0,0,0,2,2,2.0
Ka'imi Fairbairn (HOU),2019,17,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Ty Long (FA),2019,17,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Michael Palardy (NE),2019,17,0,0,0.0,0,0,0,0,0,0,0,0,0.0
