Player,TEAM,POS,G,SACK,SACK_mean,INT,INT_mean,FR,FR_mean,FF,FF_mean,SFTY,SFTY_mean,D_TD,D_TD_mean,ST_TD,ST_TD_mean,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Green Bay Packers,GB,DST,16,41,2.56,11,0.69,7,0.44,11,0.69,1,0.06,2,0.12,0,0.0,94.0,5.88,6.0,3.98,6.46,2,5,6,2,1,1.29,1.5,6.63,94.0,5.88,6.0,3.98,6.46,2,5,6,2,1,1.29,1.5,6.63,94.0,5.88,6.0,3.98,6.46,2,5,6,2,1,1.29,1.5,6.63
Philadelphia Eagles,PHI,DST,16,49,3.06,8,0.5,11,0.69,12,0.75,1,0.06,3,0.19,1,0.06,103.0,6.44,6.5,5.93,6.41,3,4,7,0,2,1.29,0.67,6.62,103.0,6.44,6.5,5.93,6.41,3,4,7,0,2,1.29,0.67,6.62,103.0,6.44,6.5,5.93,6.41,3,4,7,0,2,1.29,0.67,6.62
Washington Commanders,WAS,DST,16,47,2.94,16,1.0,7,0.44,13,0.81,1,0.06,3,0.19,0,0.0,127.0,7.94,4.5,6.74,7.66,2,7,1,2,4,0.78,3.0,6.61,127.0,7.94,4.5,6.74,7.66,2,7,1,2,4,0.78,3.0,6.61,127.0,7.94,4.5,6.74,7.66,2,7,1,2,4,0.78,3.0,6.61
New York Giants,NYG,DST,16,40,2.5,11,0.69,11,0.69,13,0.81,0,0.0,2,0.12,0,0.0,103.0,6.44,5.0,4.8,6.76,2,7,3,3,1,0.78,2.0,6.18,103.0,6.44,5.0,4.8,6.76,2,7,3,3,1,0.78,2.0,6.18,103.0,6.44,5.0,4.8,6.76,2,7,3,3,1,0.78,2.0,6.18
New England Patriots,NE,DST,16,24,1.5,18,1.12,4,0.25,5,0.31,0,0.0,2,0.12,2,0.12,108.0,6.75,5.0,7.72,6.29,2,7,4,1,2,0.78,1.5,5.85,108.0,6.75,5.0,7.72,6.29,2,7,4,1,2,0.78,1.5,5.85,108.0,6.75,5.0,7.72,6.29,2,7,4,1,2,0.78,1.5,5.85
Kansas City Chiefs,KC,DST,16,32,2.0,16,1.0,6,0.38,11,0.69,1,0.06,2,0.12,2,0.12,108.0,6.75,5.0,7.13,6.42,4,5,4,0,3,0.78,0.75,5.71,108.0,6.75,5.0,7.13,6.42,4,5,4,0,3,0.78,0.75,5.71,108.0,6.75,5.0,7.13,6.42,4,5,4,0,3,0.78,0.75,5.71
Cleveland Browns,CLE,DST,16,38,2.38,11,0.69,10,0.62,16,1.0,2,0.12,2,0.12,0,0.0,97.0,6.06,5.0,5.48,6.16,3,6,4,1,2,0.78,1.0,5.66,97.0,6.06,5.0,5.48,6.16,3,6,4,1,2,0.78,1.0,5.66,97.0,6.06,5.0,5.48,6.16,3,6,4,1,2,0.78,1.0,5.66
Chicago Bears,CHI,DST,16,35,2.19,10,0.62,8,0.5,13,0.81,1,0.06,1,0.06,1,0.06,92.0,5.75,4.5,5.53,5.83,3,6,2,4,1,0.78,1.67,5.45,92.0,5.75,4.5,5.53,5.83,3,6,2,4,1,0.78,1.67,5.45,92.0,5.75,4.5,5.53,5.83,3,6,2,4,1,0.78,1.67,5.45
San Francisco 49ers,SF,DST,16,30,1.88,12,0.75,8,0.5,11,0.69,0,0.0,1,0.06,0,0.0,90.0,5.62,5.0,6.17,5.55,4,5,3,2,2,0.78,1.0,5.38,90.0,5.62,5.0,6.17,5.55,4,5,3,2,2,0.78,1.0,5.38,90.0,5.62,5.0,6.17,5.55,4,5,3,2,2,0.78,1.0,5.38
New York Jets,NYJ,DST,16,31,1.94,10,0.62,9,0.56,17,1.06,1,0.06,1,0.06,0,0.0,67.0,4.19,5.0,4.09,4.58,4,5,7,0,0,0.78,0.0,4.7,67.0,4.19,5.0,4.09,4.58,4,5,7,0,0,0.78,0.0,4.7,67.0,4.19,5.0,4.09,4.58,4,5,7,0,0,0.78,0.0,4.7
Denver Broncos,DEN,DST,16,42,2.62,10,0.62,6,0.38,11,0.69,0,0.0,0,0.0,1,0.06,77.0,4.81,4.0,4.74,5.07,3,8,1,3,1,0.45,1.33,4.64,77.0,4.81,4.0,4.74,5.07,3,8,1,3,1,0.45,1.33,4.64,77.0,4.81,4.0,4.74,5.07,3,8,1,3,1,0.45,1.33,4.64
Los Angeles Chargers,LAC,DST,16,27,1.69,12,0.75,7,0.44,5,0.31,1,0.06,2,0.12,0,0.0,76.0,4.75,4.0,3.57,5.37,2,8,5,1,0,0.6,0.5,4.64,76.0,4.75,4.0,3.57,5.37,2,8,5,1,0,0.6,0.5,4.64,76.0,4.75,4.0,3.57,5.37,2,8,5,1,0,0.6,0.5,4.64
Carolina Panthers,CAR,DST,16,29,1.81,7,0.44,15,0.94,13,0.81,0,0.0,3,0.19,0,0.0,99.0,6.19,3.0,6.89,5.93,3,9,0,1,3,0.33,1.33,4.52,99.0,6.19,3.0,6.89,5.93,3,9,0,1,3,0.33,1.33,4.52,99.0,6.19,3.0,6.89,5.93,3,9,0,1,3,0.33,1.33,4.52
Dallas Cowboys,DAL,DST,16,31,1.94,10,0.62,12,0.75,13,0.81,0,0.0,2,0.12,1,0.06,78.0,4.88,3.0,6.47,4.75,6,4,2,2,2,0.6,0.67,3.95,78.0,4.88,3.0,6.47,4.75,6,4,2,2,2,0.6,0.67,3.95,78.0,4.88,3.0,6.47,4.75,6,4,2,2,2,0.6,0.67,3.95
Atlanta Falcons,ATL,DST,16,29,1.81,12,0.75,9,0.56,17,1.06,0,0.0,1,0.06,0,0.0,72.0,4.5,3.5,6.73,4.34,4,9,2,0,1,0.23,0.25,3.71,72.0,4.5,3.5,6.73,4.34,4,9,2,0,1,0.23,0.25,3.71,72.0,4.5,3.5,6.73,4.34,4,9,2,0,1,0.23,0.25,3.71
Tennessee Titans,TEN,DST,17,19,1.12,15,0.88,8,0.47,11,0.65,0,0.0,2,0.12,1,0.06,66.0,3.88,3.0,4.65,4.11,6,4,5,1,1,0.7,0.33,3.63,66.0,3.88,3.0,4.65,4.11,6,4,5,1,1,0.7,0.33,3.63,66.0,3.88,3.0,4.65,4.11,6,4,5,1,1,0.7,0.33,3.63
Minnesota Vikings,MIN,DST,16,23,1.44,15,0.94,7,0.44,8,0.5,1,0.06,0,0.0,0,0.0,60.0,3.75,3.0,4.28,4.05,5,7,2,2,0,0.33,0.4,3.44,60.0,3.75,3.0,4.28,4.05,5,7,2,2,0,0.33,0.4,3.44,60.0,3.75,3.0,4.28,4.05,5,7,2,2,0,0.33,0.4,3.44
Cincinnati Bengals,CIN,DST,16,17,1.06,11,0.69,6,0.38,10,0.62,0,0.0,0,0.0,1,0.06,45.0,2.81,3.0,3.76,3.14,4,9,3,0,0,0.23,0.0,2.88,45.0,2.81,3.0,3.76,3.14,4,9,3,0,0,0.23,0.0,2.88,45.0,2.81,3.0,3.76,3.14,4,9,3,0,0,0.23,0.0,2.88
Jacksonville Jaguars,JAC,DST,16,18,1.12,12,0.75,5,0.31,8,0.5,0,0.0,1,0.06,2,0.12,54.0,3.38,2.0,4.16,3.67,6,7,1,1,1,0.23,0.33,2.75,54.0,3.38,2.0,4.16,3.67,6,7,1,1,1,0.23,0.33,2.75,54.0,3.38,2.0,4.16,3.67,6,7,1,1,1,0.23,0.33,2.75
Houston Texans,HOU,DST,16,34,2.12,3,0.19,6,0.38,9,0.56,0,0.0,1,0.06,0,0.0,45.0,2.81,2.5,4.68,2.97,7,7,1,0,1,0.14,0.14,2.57,45.0,2.81,2.5,4.68,2.97,7,7,1,0,1,0.14,0.14,2.57,45.0,2.81,2.5,4.68,2.97,7,7,1,0,1,0.14,0.14,2.57
Las Vegas Raiders,LV,DST,16,21,1.31,10,0.62,5,0.31,8,0.5,0,0.0,0,0.0,0,0.0,43.0,2.69,2.5,5.17,2.77,7,6,2,0,1,0.23,0.14,2.52,43.0,2.69,2.5,5.17,2.77,7,6,2,0,1,0.23,0.14,2.52,43.0,2.69,2.5,5.17,2.77,7,6,2,0,1,0.23,0.14,2.52
Detroit Lions,DET,DST,16,24,1.5,7,0.44,5,0.31,15,0.94,1,0.06,0,0.0,1,0.06,35.0,2.19,2.5,3.12,2.56,8,5,3,0,0,0.23,0.0,2.39,35.0,2.19,2.5,3.12,2.56,8,5,3,0,0,0.23,0.0,2.39,35.0,2.19,2.5,3.12,2.56,8,5,3,0,0,0.23,0.0,2.39
