Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
David Johnson ,FA,RB,20.5,4,12,3.0,24,6.0,2.0,5,2.25,0,0.0,0,0.0,4,1.0,4,1.0,47,11.75,11.75,0,0.0,16,4.0,16,4.0,1,0.25,0.06,0.65,5.1,1.27,1.55,1.66,1.82,4,0,0,0,0,0.0,0.0,1.24,7.1,1.78,2.05,2.03,2.44,4,0,0,0,0,0.0,0.0,1.57,9.1,2.28,2.55,2.41,3.08,4,0,0,0,0,0.0,0.0,1.9
Hassan Haskins ,TEN,RB,2.0,14,25,1.79,93,6.64,3.72,12,2.64,0,0.0,0,0.0,11,0.79,12,0.86,57,4.07,5.18,0,0.0,36,2.57,37,2.64,0,0.0,0.0,1.0,15.0,1.07,0.25,1.62,1.53,14,0,0,0,0,0.0,0.0,1.07,20.5,1.46,0.5,1.96,2.03,14,0,0,0,0,0.0,0.0,1.4,26.0,1.86,0.75,2.34,2.53,14,0,0,0,0,0.0,0.0,1.74
Pierre Strong Jr. ,NE,RB,6.0,10,10,1.0,100,10.0,10.0,44,6.3,3,0.3,1,0.1,7,0.7,7,0.7,42,4.2,6.0,0,0.0,17,1.7,17,1.7,0,0.0,0.0,0.96,20.2,2.02,0.0,4.7,2.22,9,0,0,1,0,0.11,0.11,1.21,23.7,2.37,0.0,5.07,2.59,9,0,0,1,0,0.11,0.11,1.37,27.2,2.72,0.0,5.47,3.0,9,0,0,1,0,0.11,0.11,1.55
Keaontay Ingram ,ARI,RB,3.0,11,27,2.45,60,5.45,2.22,13,4.45,0,0.0,1,0.09,4,0.36,5,0.45,21,1.91,5.25,0,0.0,31,2.82,32,2.91,0,0.0,0.0,1.0,14.1,1.28,0.3,2.84,1.59,10,0,1,0,0,0.1,0.0,1.19,16.1,1.46,0.5,3.12,1.8,10,1,0,0,0,0.0,0.0,1.33,18.1,1.65,0.5,3.42,2.04,10,1,0,0,0,0.0,0.0,1.43
Salvon Ahmed ,MIA,RB,5.0,7,12,1.71,64,9.14,5.33,11,4.0,0,0.0,1,0.14,1,0.14,1,0.14,8,1.14,8.0,0,0.0,13,1.86,13,1.86,0,0.0,0.0,0.84,13.2,1.89,0.7,3.73,2.19,6,0,1,0,0,0.17,0.0,1.31,13.7,1.96,0.7,3.71,2.31,6,1,0,0,0,0.0,0.0,1.29,14.2,2.03,0.7,3.7,2.46,6,1,0,0,0,0.0,0.0,1.35
Kevin Harris ,NE,RB,5.0,5,18,3.6,52,10.4,2.89,14,6.2,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,18,3.6,18,3.6,0,0.0,0.0,0.72,11.2,2.24,0.5,3.63,2.62,4,1,0,0,0,0.0,0.0,1.27,11.2,2.24,0.5,3.63,2.66,4,1,0,0,0,0.0,0.0,1.28,11.2,2.24,0.5,3.63,2.73,4,1,0,0,0,0.0,0.0,1.31
Isaiah Spiller ,LAC,RB,4.0,5,18,3.6,41,8.2,2.28,11,5.0,0,0.0,0,0.0,3,0.6,3,0.6,13,2.6,4.33,0,0.0,21,4.2,21,4.2,0,0.0,0.0,0.72,5.4,1.08,0.5,1.41,1.6,5,0,0,0,0,0.0,0.0,0.98,6.9,1.38,1.0,1.62,2.0,5,0,0,0,0,0.0,0.0,1.28,8.4,1.68,1.5,1.91,2.41,5,0,0,0,0,0.0,0.0,1.57
Gary Brightwell ,NYG,RB,3.0,15,31,2.07,141,9.4,4.55,25,5.07,1,0.07,1,0.07,5,0.33,8,0.53,39,2.6,7.8,0,0.0,36,2.4,39,2.6,0,0.0,0.0,1.0,24.0,1.6,0.0,2.49,2.06,13,2,0,0,0,0.0,0.0,1.19,26.5,1.77,0.0,2.74,2.25,15,0,0,0,0,0.0,0.0,1.27,29.0,1.93,0.0,3.01,2.47,15,0,0,0,0,0.0,0.0,1.37
Zander Horvath ,LAC,RB,5.0,8,4,0.5,8,1.0,2.0,3,1.0,0,0.0,0,0.0,5,0.62,8,1.0,8,1.0,1.6,2,0.25,9,1.12,12,1.5,0,0.0,0.0,0.88,13.6,1.7,0.2,2.94,2.1,6,2,0,0,0,0.0,0.0,1.05,16.1,2.01,0.4,3.22,2.46,7,1,0,0,0,0.0,0.0,1.27,18.6,2.33,0.65,3.53,2.86,7,1,0,0,0,0.0,0.0,1.53
Benny Snell Jr. ,FA,RB,26.0,9,20,2.22,90,10.0,4.5,16,2.78,0,0.0,1,0.11,2,0.22,2,0.22,17,1.89,8.5,0,0.0,22,2.44,22,2.44,0,0.0,0.0,0.93,16.7,1.86,0.0,4.26,2.09,8,0,1,0,0,0.12,0.0,1.15,17.7,1.97,0.0,4.45,2.22,8,0,1,0,0,0.12,0.0,1.21,18.7,2.08,0.0,4.64,2.39,8,0,1,0,0,0.12,0.0,1.28
Snoop Conner ,JAC,RB,3.0,5,12,2.4,42,8.4,3.5,8,5.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,12,2.4,12,2.4,0,0.0,0.0,0.72,10.2,2.04,0.6,3.18,2.47,4,1,0,0,0,0.0,0.0,1.17,10.2,2.04,0.6,3.18,2.5,4,1,0,0,0,0.0,0.0,1.18,10.2,2.04,0.6,3.18,2.57,5,0,0,0,0,0.0,0.0,1.2
Patrick Ricard ,BAL,RB,4.0,13,7,0.54,16,1.23,2.29,5,1.23,0,0.0,0,0.0,11,0.85,13,1.0,74,5.69,6.73,0,0.0,18,1.38,20,1.54,0,0.0,0.0,1.0,9.0,0.69,0.5,0.73,1.21,13,0,0,0,0,0.0,0.0,0.92,14.5,1.12,0.5,1.19,1.75,13,0,0,0,0,0.0,0.0,1.17,20.0,1.54,1.0,1.67,2.28,13,0,0,0,0,0.0,0.0,1.63
Derek Watt ,FA,RB,31.0,12,9,0.75,21,1.75,2.33,4,1.58,0,0.0,1,0.08,5,0.42,5,0.42,11,0.92,2.2,1,0.08,14,1.17,14,1.17,0,0.0,0.0,1.0,15.2,1.27,0.25,2.39,1.65,10,2,0,0,0,0.0,0.0,0.97,17.7,1.48,0.4,2.56,1.91,11,1,0,0,0,0.0,0.0,1.16,20.2,1.68,0.4,2.76,2.2,11,1,0,0,0,0.0,0.0,1.29
Larry Rountree III ,LAC,RB,3.0,3,13,4.33,19,6.33,1.46,5,2.33,0,0.0,0,0.0,2,0.67,2,0.67,14,4.67,7.0,0,0.0,15,5.0,15,5.0,0,0.0,0.0,0.56,3.3,1.1,0.5,1.49,1.61,3,0,0,0,0,0.0,0.0,0.81,4.3,1.43,1.0,1.69,2.06,3,0,0,0,0,0.0,0.0,1.05,5.3,1.77,1.5,1.91,2.53,3,0,0,0,0,0.0,0.0,1.29
Ke'Shawn Vaughn ,TB,RB,3.0,9,17,1.89,53,5.89,3.12,12,3.44,0,0.0,0,0.0,3,0.33,4,0.44,19,2.11,6.33,0,0.0,20,2.22,21,2.33,0,0.0,0.0,0.93,7.2,0.8,0.4,1.13,1.25,9,0,0,0,0,0.0,0.0,0.91,8.7,0.97,0.4,1.46,1.44,9,0,0,0,0,0.0,0.0,0.98,10.2,1.13,0.4,1.79,1.65,9,0,0,0,0,0.0,0.0,1.07
Julius Chestnut ,TEN,RB,3.5,6,9,1.5,12,2.0,1.33,5,1.0,0,0.0,0,0.0,3,0.5,3,0.5,41,6.83,13.67,0,0.0,12,2.0,12,2.0,0,0.0,0.0,0.78,5.3,0.88,0.4,1.26,1.35,6,0,0,0,0,0.0,0.0,0.77,6.8,1.13,0.65,1.48,1.68,6,0,0,0,0,0.0,0.0,0.98,8.3,1.38,0.65,1.77,2.02,6,0,0,0,0,0.0,0.0,1.1
Patrick Taylor Jr. ,GB,RB,3.0,7,10,1.43,31,4.43,3.1,6,2.14,0,0.0,0,0.0,1,0.14,1,0.14,17,2.43,17.0,0,0.0,11,1.57,11,1.57,0,0.0,0.0,0.84,4.8,0.69,0.6,0.73,1.2,7,0,0,0,0,0.0,0.0,0.81,5.3,0.76,0.6,0.86,1.29,7,0,0,0,0,0.0,0.0,0.84,5.8,0.83,0.6,1.01,1.39,7,0,0,0,0,0.0,0.0,0.88
Zamir White ,LV,RB,4.0,11,17,1.55,70,6.36,4.12,22,5.73,1,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,17,1.55,17,1.55,0,0.0,0.0,1.0,7.0,0.64,0.4,1.06,1.01,11,0,0,0,0,0.0,0.0,0.79,7.0,0.64,0.4,1.06,1.03,11,0,0,0,0,0.0,0.0,0.8,7.0,0.64,0.4,1.06,1.06,11,0,0,0,0,0.0,0.0,0.81
Adam Prentice ,NO,RB,5.0,6,4,0.67,9,1.5,2.25,3,1.17,0,0.0,0,0.0,3,0.5,3,0.5,9,1.5,3.0,0,0.0,7,1.17,7,1.17,0,0.0,0.0,0.78,1.8,0.3,0.25,0.22,0.71,6,0,0,0,0,0.0,0.0,0.43,3.3,0.55,0.6,0.4,1.13,6,0,0,0,0,0.0,0.0,0.7,4.8,0.8,0.85,0.65,1.5,6,0,0,0,0,0.0,0.0,0.92
Chris Evans ,CIN,RB,3.0,10,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,3,0.3,4,0.4,38,3.8,12.67,1,0.1,3,0.3,4,0.4,0,0.0,0.0,0.96,9.8,0.98,0.0,2.2,1.3,9,1,0,0,0,0.0,0.0,0.6,11.3,1.13,0.0,2.38,1.49,9,1,0,0,0,0.0,0.0,0.69,12.8,1.28,0.0,2.57,1.7,10,0,0,0,0,0.0,0.0,0.78
Mike Davis ,FA,RB,28.0,5,8,1.6,18,3.6,2.25,10,3.2,0,0.0,0,0.0,2,0.4,2,0.4,4,0.8,2.0,0,0.0,10,2.0,10,2.0,0,0.0,0.0,0.72,2.2,0.44,0.4,0.52,0.84,5,0,0,0,0,0.0,0.0,0.55,3.2,0.64,0.4,0.47,1.26,5,0,0,0,0,0.0,0.0,0.68,4.2,0.84,0.7,0.57,1.63,5,0,0,0,0,0.0,0.0,0.9
Jonathan Ward ,TEN,RB,3.5,4,5,1.25,25,6.25,5.0,12,3.0,0,0.0,0,0.0,2,0.5,3,0.75,7,1.75,3.5,0,0.0,7,1.75,8,2.0,0,0.0,0.0,0.65,3.2,0.8,0.1,1.47,1.17,4,0,0,0,0,0.0,0.0,0.5,4.2,1.05,0.35,1.67,1.51,4,0,0,0,0,0.0,0.0,0.67,5.2,1.3,0.6,1.89,1.87,4,0,0,0,0,0.0,0.0,0.85
Trestan Ebner ,CHI,RB,5.0,11,24,2.18,54,4.91,2.25,11,2.91,0,0.0,0,0.0,2,0.18,8,0.73,8,0.73,4.0,0,0.0,26,2.36,32,2.91,1,0.09,0.04,1.0,4.2,0.38,0.0,0.77,0.66,11,0,0,0,0,0.0,0.0,0.59,5.2,0.47,0.0,0.87,0.8,11,0,0,0,0,0.0,0.0,0.65,6.2,0.56,0.0,1.06,0.94,11,0,0,0,0,0.0,0.0,0.71
Giovanni Ricci ,CAR,RB,5.0,11,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,8,0.73,9,0.82,100,9.09,12.5,0,0.0,8,0.73,9,0.82,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,0.0,0.0,0.08,4.0,0.36,0.5,0.45,0.73,11,0,0,0,0,0.0,0.0,0.63,8.0,0.73,1.0,0.9,1.26,11,0,0,0,0,0.0,0.0,1.1
Ty Chandler ,MIN,RB,3.0,2,6,3.0,20,10.0,3.33,10,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,6,3.0,6,3.0,0,0.0,0.0,0.44,2.0,1.0,1.0,1.41,1.48,2,0,0,0,0,0.0,0.0,0.63,2.0,1.0,1.0,1.41,1.5,2,0,0,0,0,0.0,0.0,0.63,2.0,1.0,1.0,1.41,1.55,2,0,0,0,0,0.0,0.0,0.64
Dwayne Washington ,NO,RB,4.0,7,11,1.57,38,5.43,3.45,8,2.43,0,0.0,0,0.0,1,0.14,1,0.14,7,1.0,7.0,0,0.0,12,1.71,12,1.71,0,0.0,0.0,0.84,4.5,0.64,0.0,0.82,1.09,7,0,0,0,0,0.0,0.0,0.55,5.0,0.71,0.0,0.91,1.2,7,0,0,0,0,0.0,0.0,0.59,5.5,0.79,0.0,1.03,1.31,7,0,0,0,0,0.0,0.0,0.64
Trayveon Williams ,CIN,RB,2.0,9,6,0.67,30,3.33,5.0,16,3.22,0,0.0,0,0.0,2,0.22,3,0.33,30,3.33,15.0,0,0.0,8,0.89,9,1.0,0,0.0,0.0,0.93,6.0,0.67,0.0,1.36,1.0,9,0,0,0,0,0.0,0.0,0.51,7.0,0.78,0.0,1.54,1.14,9,0,0,0,0,0.0,0.0,0.57,8.0,0.89,0.0,1.72,1.31,9,0,0,0,0,0.0,0.0,0.64
Kene Nwangwu ,MIN,RB,5.0,14,9,0.64,14,1.0,1.56,8,0.86,0,0.0,0,0.0,2,0.14,2,0.14,21,1.5,10.5,0,0.0,11,0.79,11,0.79,0,0.0,0.0,1.0,9.5,0.68,0.0,1.72,0.96,13,1,0,0,0,0.0,0.0,0.51,10.5,0.75,0.0,1.77,1.06,14,0,0,0,0,0.0,0.0,0.56,11.5,0.82,0.0,1.85,1.19,14,0,0,0,0,0.0,0.0,0.61
Giovani Bernard ,FA,RB,25.0,4,8,2.0,28,7.0,3.5,8,2.0,0,0.0,0,0.0,2,0.5,2,0.5,-1,-0.25,-0.5,0,0.0,10,2.5,10,2.5,0,0.0,0.0,0.65,2.7,0.68,0.0,1.35,1.01,4,0,0,0,0,0.0,0.0,0.46,3.7,0.92,0.0,1.85,1.3,4,0,0,0,0,0.0,0.0,0.54,4.7,1.18,0.0,2.35,1.6,4,0,0,0,0,0.0,0.0,0.63
Connor Heyward ,PIT,RB,4.0,15,2,0.13,27,1.8,13.5,21,1.8,1,0.07,0,0.0,12,0.8,17,1.13,151,10.07,12.58,1,0.07,14,0.93,19,1.27,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0,0,0.0,0.0,0.13,6.0,0.4,0.0,0.51,0.78,15,0,0,0,0,0.0,0.0,0.48,12.0,0.8,0.0,1.01,1.34,15,0,0,0,0,0.0,0.0,0.73
Andrew Beck ,HOU,RB,5.0,9,2,0.22,0,0.0,0.0,1,0.11,0,0.0,0,0.0,5,0.56,11,1.22,69,7.67,13.8,0,0.0,7,0.78,13,1.44,0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0.0,0.0,0.13,2.5,0.28,0.0,0.44,0.56,9,0,0,0,0,0.0,0.0,0.37,5.0,0.56,0.0,0.88,0.97,9,0,0,0,0,0.0,0.0,0.54
D'Ernest Johnson ,JAC,RB,4.0,10,4,0.4,17,1.7,4.25,7,0.7,0,0.0,0,0.0,3,0.3,3,0.3,7,0.7,2.33,0,0.0,7,0.7,7,0.7,0,0.0,0.0,0.96,2.4,0.24,0.0,0.59,0.44,10,0,0,0,0,0.0,0.0,0.26,3.9,0.39,0.0,0.75,0.69,10,0,0,0,0,0.0,0.0,0.37,5.4,0.54,0.0,1.0,0.91,10,0,0,0,0,0.0,0.0,0.46
Jakob Johnson ,LV,RB,5.0,11,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,5,0.45,6,0.55,10,0.91,2.0,0,0.0,5,0.45,6,0.55,0,0.0,0.0,1.0,1.0,0.09,0.0,0.16,0.23,11,0,0,0,0,0.0,0.0,0.16,3.5,0.32,0.0,0.39,0.66,11,0,0,0,0,0.0,0.0,0.35,6.0,0.55,0.0,0.64,1.03,11,0,0,0,0,0.0,0.0,0.52
Devine Ozigbo ,FA,RB,30.0,3,3,1.0,4,1.33,1.33,4,2.0,0,0.0,0,0.0,1,0.33,1,0.33,3,1.0,3.0,0,0.0,4,1.33,4,1.33,0,0.0,0.0,0.56,0.7,0.23,0.2,0.06,0.77,3,0,0,0,0,0.0,0.0,0.32,1.2,0.4,0.2,0.35,0.85,3,0,0,0,0,0.0,0.0,0.34,1.7,0.57,0.2,0.64,1.07,3,0,0,0,0,0.0,0.0,0.39
Troy Hairston II ,HOU,RB,6.0,12,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,5,0.42,8,0.67,19,1.58,3.8,0,0.0,5,0.42,8,0.67,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,0.0,0.0,0.07,2.5,0.21,0.0,0.33,0.45,12,0,0,0,0,0.0,0.0,0.27,5.0,0.42,0.0,0.67,0.78,12,0,0,0,0,0.0,0.0,0.42
Michael Burton ,DEN,RB,5.0,12,5,0.42,7,0.58,1.4,6,0.67,0,0.0,0,0.0,2,0.17,3,0.25,11,0.92,5.5,0,0.0,7,0.58,8,0.67,0,0.0,0.0,1.0,1.8,0.15,0.0,0.33,0.32,12,0,0,0,0,0.0,0.0,0.21,2.8,0.23,0.0,0.53,0.45,12,0,0,0,0,0.0,0.0,0.27,3.8,0.32,0.0,0.72,0.58,12,0,0,0,0,0.0,0.0,0.33
Demetric Felton Jr. ,CLE,RB,2.0,6,1,0.17,-4,-0.67,-4.0,0,0.0,0,0.0,0,0.0,2,0.33,4,0.67,8,1.33,4.0,0,0.0,3,0.5,5,0.83,0,0.0,0.0,0.78,0.4,0.07,0.0,0.22,0.16,6,0,0,0,0,0.0,0.0,0.12,1.4,0.23,0.0,0.41,0.48,6,0,0,0,0,0.0,0.0,0.23,2.4,0.4,0.0,0.65,0.75,6,0,0,0,0,0.0,0.0,0.33
Godwin Igwebuike ,SEA,RB,3.0,5,3,0.6,4,0.8,1.33,4,0.8,0,0.0,0,0.0,1,0.2,1,0.2,3,0.6,3.0,0,0.0,4,0.8,4,0.8,0,0.0,0.0,0.72,0.7,0.14,0.0,0.31,0.3,5,0,0,0,0,0.0,0.0,0.16,1.2,0.24,0.0,0.54,0.46,5,0,0,0,0,0.0,0.0,0.21,1.7,0.34,0.0,0.76,0.61,5,0,0,0,0,0.0,0.0,0.26
Keith Smith ,ATL,RB,5.0,10,1,0.1,2,0.2,2.0,2,0.2,0,0.0,0,0.0,1,0.1,2,0.2,8,0.8,8.0,0,0.0,2,0.2,3,0.3,0,0.0,0.0,0.96,1.0,0.1,0.0,0.32,0.22,10,0,0,0,0,0.0,0.0,0.12,1.5,0.15,0.0,0.47,0.3,10,0,0,0,0,0.0,0.0,0.16,2.0,0.2,0.0,0.63,0.38,10,0,0,0,0,0.0,0.0,0.19
Jerome Ford ,CLE,RB,3.0,13,8,0.62,12,0.92,1.5,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,8,0.62,8,0.62,0,0.0,0.0,1.0,1.2,0.09,0.0,0.26,0.21,13,0,0,0,0,0.0,0.0,0.16,1.2,0.09,0.0,0.26,0.21,13,0,0,0,0,0.0,0.0,0.16,1.2,0.09,0.0,0.26,0.22,13,0,0,0,0,0.0,0.0,0.16
Jason Cabinda ,DET,RB,4.0,7,1,0.14,4,0.57,4.0,4,0.57,0,0.0,0,0.0,1,0.14,4,0.57,5,0.71,5.0,0,0.0,2,0.29,5,0.71,0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0.0,0.0,0.06,0.5,0.07,0.0,0.19,0.18,7,0,0,0,0,0.0,0.0,0.13,1.0,0.14,0.0,0.38,0.31,7,0,0,0,0,0.0,0.0,0.18
Khari Blasingame ,CHI,RB,7.0,5,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0.0,0.0,0.01
Nick Bellore ,SEA,RB,4.0,12,1,0.08,3,0.25,3.0,3,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,0.08,1,0.08,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,0.0,0.0,0.01
Tyler Badie ,DEN,RB,4.0,1,1,1.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,24,24.0,24.0,1,1.0,2,2.0,2,2.0,0,0.0,0.0,0.28,8.4,8.4,8.4,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,8.9,8.9,8.9,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,9.4,9.4,9.4,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0
J.P. Holtz ,FA,RB,37.5,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Trey Sermon ,PHI,RB,4.0,1,2,2.0,19,19.0,9.5,14,14.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,2.0,2,2.0,0,0.0,0.0,0.28,1.9,1.9,1.9,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,1.9,1.9,1.9,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,1.9,1.9,1.9,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Jake Funk ,IND,RB,4.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Jake Tonges ,CHI,RB,6.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Ty Montgomery ,NE,RB,4.0,1,2,2.0,-2,-2.0,-1.0,0,0.0,0,0.0,0,0.0,3,3.0,4,4.0,15,15.0,5.0,1,1.0,5,5.0,6,6.0,0,0.0,0.0,0.28,7.3,7.3,7.3,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,8.8,8.8,8.8,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,10.3,10.3,10.3,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0
Ty'Son Williams ,ARI,RB,4.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,5,5.0,5.0,0,0.0,1,1.0,1,1.0,0,0.0,0.0,0.28,0.5,0.5,0.5,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,1.5,1.5,1.5,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Trenton Cannon ,FA,RB,37.5,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0
Rico Dowdle ,DAL,RB,4.0,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0
Anthony McFarland Jr. ,PIT,RB,2.0,1,6,6.0,30,30.0,5.0,14,14.0,0,0.0,0,0.0,2,2.0,2,2.0,11,11.0,5.5,0,0.0,8,8.0,8,8.0,0,0.0,0.0,0.28,4.1,4.1,4.1,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,5.1,5.1,5.1,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,6.1,6.1,6.1,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Jashaun Corbin ,NYG,RB,4.0,2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0
La'Mical Perine ,KC,RB,3.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Kylin Hill ,FA,RB,32.5,1,1,1.0,7,7.0,7.0,7,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0.0,0.28,0.7,0.7,0.7,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
J.J. Taylor ,NE,RB,3.0,1,10,10.0,9,9.0,0.9,5,5.0,0,0.0,0,0.0,1,1.0,1,1.0,8,8.0,8.0,0,0.0,11,11.0,11,11.0,0,0.0,0.0,0.28,1.7,1.7,1.7,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,2.2,2.2,2.2,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,2.7,2.7,2.7,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
