,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
Beau Brinkley (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Winchester (KC),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Ott (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Patrick Scales (CHI),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jeff Driskel (FA),2020,3,0,0,0,0.0,0,0,0,3,14,0,0,0.0
Stephen Anderson (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2020,3,1,1,1,1.0,1,0,0,2,6,0,1,0.0
Colin Thompson (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Pharaoh Brown (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jordan Thomas (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Adam Shaheen (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jeremy Sprinkle (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mason Schreck (HOU),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Johnny Mundt (MIN),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Anthony Firkser (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cameron Brate (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Josh Hill (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darren Fells (FA),2020,3,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Daniel Brown (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kyle Nelson (FA),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Blake Bell (KC),2020,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Chris Manhertz (DEN),2020,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Robert Tonyan (CHI),2020,4,6,6,98,16.3,27,3,3,0,0,0,0,27.8
George Kittle (SF),2020,4,15,15,183,12.2,38,3,1,1,8,0,0,25.1
Mark Andrews (BAL),2020,4,3,3,57,19.0,25,2,2,0,0,0,0,17.7
Dalton Schultz (HOU),2020,4,4,8,72,18.0,26,2,1,0,0,0,0,13.2
O.J. Howard (LV),2020,4,3,6,50,16.7,28,1,1,0,0,0,0,11.0
Austin Hooper (LV),2020,4,5,7,34,6.8,12,0,1,0,0,0,0,9.4
T.J. Hockenson (MIN),2020,4,2,4,9,4.5,8,0,1,0,0,0,0,8.9
Donald Parham Jr. (LAC),2020,4,1,1,19,19.0,19,0,1,0,0,0,0,7.9
Jason Witten (FA),2020,4,2,2,18,9.0,15,0,1,0,0,0,0,7.8
Mo Alie-Cox (IND),2020,4,1,2,13,13.0,13,0,1,0,0,0,0,7.3
Travis Kelce (KC),2020,4,3,7,70,23.3,45,4,0,0,0,0,0,7.0
Darren Waller (NYG),2020,4,9,11,88,9.8,22,1,0,0,0,0,1,6.8
Ian Thomas (CAR),2020,4,2,5,5,2.5,3,0,1,0,0,0,0,6.5
Jordan Thomas (FA),2020,4,1,1,3,3.0,3,0,1,0,0,0,0,6.3
Cameron Brate (FA),2020,4,1,1,3,3.0,3,0,1,0,0,0,0,6.3
Gerald Everett (LAC),2020,4,1,1,10,10.0,10,0,0,1,2,1,1,5.2
Hayden Hurst (CAR),2020,4,4,6,51,12.8,18,0,0,0,0,0,0,5.1
Drew Sample (FA),2020,4,3,5,47,15.7,23,1,0,0,0,0,0,4.7
Jordan Akins (CLE),2020,4,3,3,46,15.3,26,1,0,0,0,0,0,4.6
Dan Arnold (FA),2020,4,4,4,39,9.8,25,1,0,0,0,0,0,3.9
Hunter Henry (NE),2020,4,2,4,39,19.5,29,1,0,0,0,0,0,3.9
Harrison Bryant (CLE),2020,4,4,4,37,9.3,16,0,0,0,0,0,0,3.7
Noah Fant (SEA),2020,4,5,6,35,7.0,11,0,0,0,0,0,0,3.5
Evan Engram (JAC),2020,4,6,10,35,5.8,12,0,0,0,0,0,0,3.5
Greg Olsen (FA),2020,4,5,7,35,7.0,11,0,0,0,0,0,0,3.5
Richard Rodgers (FA),2020,4,3,4,35,11.7,23,1,0,0,0,0,0,3.5
Jimmy Graham (FA),2020,4,4,5,33,8.3,11,0,0,0,0,0,0,3.3
Jesse James (FA),2020,4,1,2,31,31.0,31,2,0,0,0,0,0,3.1
Durham Smythe (MIA),2020,4,2,2,30,15.0,18,0,0,0,0,0,0,3.0
Rob Gronkowski (FA),2020,4,1,3,29,29.0,29,1,0,0,0,0,0,2.9
Zach Ertz (ARI),2020,4,4,5,9,2.3,8,0,0,0,0,0,0,2.9
Kyle Rudolph (FA),2020,4,2,2,27,13.5,19,0,0,0,0,0,0,2.7
James O'Shaughnessy (FA),2020,4,1,2,26,26.0,26,1,0,0,0,0,0,2.6
Blake Bell (KC),2020,4,2,2,24,12.0,12,0,0,0,0,0,0,2.4
Cethan Carter (FA),2020,4,1,1,24,24.0,24,1,0,0,0,0,0,2.4
Tyler Eifert (FA),2020,4,2,6,22,11.0,13,0,0,0,0,0,0,2.2
Darren Fells (FA),2020,4,2,2,21,10.5,14,0,0,0,0,0,0,2.1
Tyler Higbee (LAR),2020,4,3,4,20,6.7,8,0,0,0,0,0,0,2.0
Stephen Carlson (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,2.0
Chris Manhertz (DEN),2020,4,1,1,17,17.0,17,0,0,0,0,0,0,1.7
Dawson Knox (BUF),2020,4,2,3,16,8.0,9,0,0,0,0,0,0,1.6
Trey Burton (FA),2020,4,2,5,16,8.0,8,0,0,0,0,0,0,1.6
Will Dissly (SEA),2020,4,2,2,15,7.5,14,0,0,0,0,0,0,1.5
Mike Gesicki (NE),2020,4,1,3,15,15.0,15,0,0,0,0,0,0,1.5
Tyler Kroft (FA),2020,4,1,3,12,12.0,12,0,0,0,0,0,0,1.2
Jack Doyle (FA),2020,4,1,1,12,12.0,12,0,0,0,0,0,0,1.2
Chris Herndon IV (FA),2020,4,1,3,11,11.0,11,0,0,0,0,0,0,1.1
Ryan Griffin (FA),2020,4,3,3,10,3.3,4,0,0,0,0,0,0,1.0
Kaden Smith (FA),2020,4,1,1,10,10.0,10,0,0,0,0,0,0,1.0
Nick Boyle (FA),2020,4,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Foster Moreau (FA),2020,4,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Logan Thomas (WAS),2020,4,1,4,8,8.0,8,0,0,0,0,0,0,0.8
Nick Vannett (NYG),2020,4,1,2,7,7.0,7,0,0,0,0,0,0,0.7
Josh Hill (FA),2020,4,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Demetrius Harris (FA),2020,4,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Deon Yelder (FA),2020,4,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Johnny Mundt (MIN),2020,4,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Tyler Davis (GB),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Reggie Gilliam (BUF),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jaeden Graham (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trevon Wesco (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Irv Smith Jr. (FA),2020,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jace Sternberger (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andrew Beck (HOU),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ryan Izzo (FA),2020,4,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Conklin (NYJ),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Nick Keizer (FA),2020,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Tanner Hudson (CIN),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ross Dwelley (SF),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Lawrence Cager (NYG),2020,4,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Antonio Gandy-Golden (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Adam Trautman (NO),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Josiah Deguara (GB),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Charlie Woerner (SF),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cole Kmet (CHI),2020,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
John Lovett (MIA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marcus Baugh (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Luke Stocker (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Virgil Green (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bruce Miller (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Luke Willson (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Derek Carrier (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Levine Toilolo (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Clark Harris (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.P. Holtz (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zach Wood (NO),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Garrett Griffin (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Stephen Anderson (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Ott (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Patrick Scales (CHI),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jeff Driskel (FA),2020,4,0,0,0,0.0,0,0,0,1,9,0,0,0.0
Taysom Hill (NO),2020,4,1,1,8,8.0,8,0,0,3,6,0,0,0.0
Colin Thompson (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Pharaoh Brown (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jake Butt (FA),2020,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Adam Shaheen (FA),2020,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jeremy Sprinkle (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jacob Hollister (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mason Schreck (HOU),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darrell Daniels (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Daniel Brown (FA),2020,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Travis Kelce (KC),2020,5,8,12,108,13.5,32,3,1,0,0,0,0,16.8
Jonnu Smith (ATL),2020,5,5,7,40,8.0,14,0,2,0,0,0,0,16.0
Darren Fells (FA),2020,5,2,2,57,28.5,44,3,1,0,0,0,0,11.7
Mark Andrews (BAL),2020,5,6,9,56,9.3,14,0,1,0,0,0,0,11.6
Jared Cook (FA),2020,5,2,3,52,26.0,41,3,1,0,0,0,0,11.2
Darren Waller (NYG),2020,5,5,7,48,9.6,23,1,1,0,0,0,0,10.8
Jimmy Graham (FA),2020,5,3,5,33,11.0,13,0,1,0,0,0,0,9.3
Mike Gesicki (NE),2020,5,5,6,91,18.2,70,4,0,0,0,0,0,9.1
Gerald Everett (LAC),2020,5,4,4,90,22.5,40,4,0,0,0,0,0,9.0
Evan Engram (JAC),2020,5,1,2,16,16.0,16,0,0,2,9,1,0,8.5
Hunter Henry (NE),2020,5,4,8,23,5.8,8,0,1,0,0,0,0,8.3
Will Dissly (SEA),2020,5,1,1,19,19.0,19,0,1,0,0,0,0,7.9
Irv Smith Jr. (FA),2020,5,4,5,64,16.0,25,2,0,0,0,0,0,6.4
Adam Shaheen (FA),2020,5,1,1,3,3.0,3,0,1,0,0,0,0,6.3
Austin Hooper (LV),2020,5,5,10,57,11.4,18,0,0,0,0,0,0,5.7
Rob Gronkowski (FA),2020,5,3,6,52,17.3,23,1,0,0,0,0,0,5.2
Cameron Brate (FA),2020,5,5,6,44,8.8,20,1,0,0,0,0,0,4.4
George Kittle (SF),2020,5,4,8,44,11.0,12,0,0,0,0,0,0,4.4
Darrell Daniels (FA),2020,5,2,2,37,18.5,31,2,0,0,0,0,0,3.7
Trey Burton (FA),2020,5,5,6,33,6.6,10,0,0,0,0,0,0,3.3
Chris Herndon IV (FA),2020,5,2,3,24,12.0,15,0,0,0,0,0,0,2.4
Eric Ebron (FA),2020,5,5,6,43,8.6,17,0,0,0,0,0,1,2.3
Drew Sample (FA),2020,5,2,2,22,11.0,14,0,0,0,0,0,0,2.2
James O'Shaughnessy (FA),2020,5,3,3,20,6.7,8,0,0,0,0,0,0,2.0
Greg Olsen (FA),2020,5,1,1,20,20.0,20,1,0,0,0,0,0,2.0
Anthony Firkser (FA),2020,5,3,5,19,6.3,12,0,0,0,0,0,0,1.9
Richard Rodgers (FA),2020,5,1,1,18,18.0,18,0,0,0,0,0,0,1.8
Tyler Eifert (FA),2020,5,3,7,16,5.3,13,0,0,0,0,0,0,1.6
Dawson Knox (BUF),2020,5,1,3,15,15.0,15,0,0,0,0,0,0,1.5
Virgil Green (FA),2020,5,1,1,14,14.0,14,0,0,0,0,0,0,1.4
Blake Bell (KC),2020,5,1,1,13,13.0,13,0,0,0,0,0,0,1.3
Tyler Higbee (LAR),2020,5,2,2,12,6.0,9,0,0,0,0,0,0,1.2
Temarrick Hemingway (FA),2020,5,1,1,10,10.0,10,0,0,0,0,0,0,1.0
Kyle Rudolph (FA),2020,5,1,2,10,10.0,10,0,0,0,0,0,0,1.0
Tanner Hudson (CIN),2020,5,1,4,9,9.0,9,0,0,0,0,0,0,0.9
Demetrius Harris (FA),2020,5,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Hayden Hurst (CAR),2020,5,2,6,8,4.0,9,0,0,0,0,0,0,0.8
Jaeden Graham (FA),2020,5,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Kaden Smith (FA),2020,5,1,1,7,7.0,7,0,0,0,0,0,0,0.7
David Njoku (CLE),2020,5,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Dalton Schultz (HOU),2020,5,1,3,6,6.0,6,0,0,0,0,0,0,0.6
Zach Ertz (ARI),2020,5,1,6,6,6.0,6,0,0,0,0,0,0,0.6
Jason Witten (FA),2020,5,2,2,6,3.0,4,0,0,0,0,0,0,0.6
Trevon Wesco (FA),2020,5,1,1,5,5.0,5,0,0,1,0,0,0,0.5
Logan Thomas (WAS),2020,5,1,4,4,4.0,4,0,0,0,0,0,0,0.4
Pharaoh Brown (FA),2020,5,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Vance McDonald (FA),2020,5,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Nick Boyle (FA),2020,5,1,2,2,2.0,2,0,0,0,0,0,0,0.2
Luke Stocker (FA),2020,5,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Josh Hill (FA),2020,5,1,1,1,1.0,1,0,0,0,0,0,0,0.1
Tyler Davis (GB),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Reggie Gilliam (BUF),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Sean McKeon (DAL),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Stephen Carlson (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Foster Moreau (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Deon Yelder (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ross Dwelley (SF),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Nick Keizer (FA),2020,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2020,5,1,1,37,37.0,37,2,0,0,0,0,0,0.0
Donald Parham Jr. (LAC),2020,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Antonio Gandy-Golden (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Harrison Bryant (CLE),2020,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Charlie Woerner (SF),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cole Kmet (CHI),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Conklin (NYJ),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bruce Miller (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jack Doyle (FA),2020,5,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Ryan Griffin (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Derek Carrier (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Luke Willson (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Levine Toilolo (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Clark Harris (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.P. Holtz (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zach Wood (NO),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Garrett Griffin (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Patrick Scales (CHI),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Stephen Anderson (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Winchester (KC),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2020,5,0,2,0,0.0,0,0,0,3,13,1,0,0.0
Dan Arnold (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Colin Thompson (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ian Thomas (CAR),2020,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jeremy Sprinkle (FA),2020,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jacob Hollister (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mason Schreck (HOU),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cethan Carter (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mo Alie-Cox (IND),2020,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Johnny Mundt (MIN),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jason Croom (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Evan Baylis (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Ott (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Beau Brinkley (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Daniel Brown (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Kroft (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Manhertz (DEN),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Geoff Swaim (FA),2020,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trey Burton (FA),2020,6,4,5,58,14.5,20,1,1,1,1,1,0,17.9
Anthony Firkser (FA),2020,6,8,9,113,14.1,45,4,1,0,0,0,0,17.3
George Kittle (SF),2020,6,7,10,109,15.6,44,3,1,0,0,0,0,16.9
Travis Kelce (KC),2020,6,5,7,65,13.0,20,1,2,0,0,0,1,16.5
Darren Fells (FA),2020,6,6,7,85,14.2,35,2,1,0,0,0,0,14.5
Rob Gronkowski (FA),2020,6,5,8,78,15.6,31,2,1,0,0,0,0,13.8
Hayden Hurst (CAR),2020,6,4,4,57,14.3,35,2,1,0,0,0,0,11.7
Adam Shaheen (FA),2020,6,3,3,51,17.0,43,3,1,0,0,0,0,11.1
Logan Thomas (WAS),2020,6,3,4,42,14.0,29,1,1,0,0,0,0,10.2
Nick Boyle (FA),2020,6,3,3,33,11.0,17,0,1,0,0,0,0,9.3
Cole Kmet (CHI),2020,6,2,2,20,10.0,11,0,1,0,0,0,0,8.0
T.J. Hockenson (MIN),2020,6,2,5,17,8.5,16,0,1,0,0,0,0,7.7
Irv Smith Jr. (FA),2020,6,4,5,55,13.8,36,2,0,0,0,0,0,7.5
Jack Doyle (FA),2020,6,3,3,29,9.7,17,0,1,0,0,0,1,6.9
Durham Smythe (MIA),2020,6,1,2,4,4.0,4,0,1,0,0,0,0,6.4
Jason Croom (FA),2020,6,1,1,3,3.0,3,0,1,0,0,0,0,6.3
Tyler Higbee (LAR),2020,6,3,4,56,18.7,31,2,0,0,0,0,0,5.6
Austin Hooper (LV),2020,6,5,6,52,10.4,36,2,0,0,0,0,0,5.2
Kyle Rudolph (FA),2020,6,3,4,47,15.7,19,0,0,0,0,0,0,4.7
Albert Okwuegbunam (DEN),2020,6,2,6,45,22.5,27,1,0,0,0,0,0,4.5
Dalton Schultz (HOU),2020,6,4,5,35,8.8,13,0,0,0,0,0,0,3.5
Jimmy Graham (FA),2020,6,5,8,34,6.8,10,0,0,0,0,0,0,3.4
Zach Ertz (ARI),2020,6,4,10,33,8.3,11,0,0,0,0,0,0,3.3
Richard Rodgers (FA),2020,6,3,3,31,10.3,16,0,0,0,0,0,0,3.1
Evan Engram (JAC),2020,6,2,3,30,15.0,21,1,0,0,0,0,0,3.0
Pharaoh Brown (FA),2020,6,2,2,28,14.0,22,1,0,0,0,0,0,2.8
Gerald Everett (LAC),2020,6,3,4,27,9.0,17,0,0,0,0,0,0,2.7
Robert Tonyan (CHI),2020,6,3,4,25,8.3,11,0,0,0,0,0,0,2.5
Mark Andrews (BAL),2020,6,2,4,21,10.5,11,0,0,0,0,0,0,2.1
Ryan Izzo (FA),2020,6,3,3,38,12.7,16,0,0,0,0,0,1,1.8
Ryan Griffin (FA),2020,6,2,3,17,8.5,9,0,0,0,0,0,0,1.7
Kaden Smith (FA),2020,6,3,3,15,5.0,9,0,0,0,0,0,0,1.5
Jonnu Smith (ATL),2020,6,1,2,13,13.0,13,0,0,0,0,0,0,1.3
Harrison Bryant (CLE),2020,6,1,2,11,11.0,11,0,0,0,0,0,0,1.1
Geoff Swaim (FA),2020,6,2,3,10,5.0,8,0,0,0,0,0,0,1.0
Ian Thomas (CAR),2020,6,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Eric Ebron (FA),2020,6,2,4,9,4.5,7,0,0,0,0,0,0,0.9
Nick Vannett (NYG),2020,6,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Tyler Kroft (FA),2020,6,1,2,7,7.0,7,0,0,0,0,0,0,0.7
David Njoku (CLE),2020,6,1,3,7,7.0,7,0,0,0,0,0,0,0.7
Chris Manhertz (DEN),2020,6,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Jesse James (FA),2020,6,1,2,3,3.0,3,0,0,0,0,0,0,0.3
Cameron Brate (FA),2020,6,1,1,3,3.0,3,0,0,0,0,0,0,0.3
Nick Keizer (FA),2020,6,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Darrell Daniels (FA),2020,6,1,1,1,1.0,1,0,0,0,0,0,0,0.1
Rashod Berry (IND),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Noah Togiai (ARI),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Sean McKeon (DAL),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Davis (GB),2020,6,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Reggie Gilliam (BUF),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Charlie Woerner (SF),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jaeden Graham (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Hakeem Butler (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2020,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Daniel Helm (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Drew Sample (FA),2020,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Trevon Wesco (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Isaac Nauta (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Herndon IV (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Conklin (NYJ),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tanner Hudson (CIN),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Deon Yelder (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ross Dwelley (SF),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jace Sternberger (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Antonio Gandy-Golden (FA),2020,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Devin Asiasi (CIN),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andrew Beck (HOU),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Stephen Carlson (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
John Lovett (MIA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bruce Miller (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Luke Stocker (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Lee Smith (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Demetrius Harris (FA),2020,6,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Vance McDonald (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Eifert (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Levine Toilolo (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Clark Harris (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marcedes Lewis (FA),2020,6,0,2,0,0.0,0,0,0,0,0,0,0,0.0
J.P. Holtz (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Temarrick Hemingway (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Beau Brinkley (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Winchester (KC),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Patrick Scales (CHI),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dan Arnold (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Colin Thompson (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mike Gesicki (NE),2020,6,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Jordan Thomas (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jake Butt (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jeremy Sprinkle (FA),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mason Schreck (HOU),2020,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cethan Carter (FA),2020,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
