,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
Player,Season,Week,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,FPTS
Albert Okwuegbunam (DEN),2021,17,2,2,5,2.5,6,0,0,0,0,0,0,0.5
Juwan Johnson (NO),2021,17,1,2,4,4.0,4,0,0,0,0,0,0,0.4
Jesse James (FA),2021,17,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Nick Boyle (FA),2021,17,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Giovanni Ricci (CAR),2021,17,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kevin Rader (TEN),2021,17,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Drew Sample (FA),2021,17,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dawson Knox (BUF),2021,17,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Zach Gentry (PIT),2021,17,1,2,0,0.0,0,0,0,0,0,0,0,0.0
Charlie Woerner (SF),2021,17,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Sammis Reyes (FA),2021,17,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dominique Dafney (TB),2021,17,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Kyle Rudolph (FA),2021,17,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jimmy Graham (FA),2021,17,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Patrick Scales (CHI),2021,17,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2021,17,0,0,0,0.0,0,0,0,12,45,0,0,0.0
Darrell Daniels (FA),2021,17,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Eric Saubert (MIA),2021,17,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Chris Manhertz (DEN),2021,17,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Higbee (LAR),2021,18,6,8,55,9.2,15,0,2,0,0,0,0,17.5
Dalton Schultz (HOU),2021,18,3,3,21,7.0,10,0,2,0,0,0,0,14.1
Rob Gronkowski (FA),2021,18,7,10,137,19.6,42,5,0,0,0,0,0,13.7
Josiah Deguara (GB),2021,18,3,4,66,22.0,62,4,1,0,0,0,0,12.6
Anthony Firkser (FA),2021,18,4,4,56,14.0,24,1,1,0,0,0,0,11.6
Brock Wright (DET),2021,18,2,2,51,25.5,36,2,1,0,0,0,0,11.1
Travis Kelce (KC),2021,18,4,5,34,8.5,12,0,1,0,0,0,0,9.4
Hunter Henry (NE),2021,18,5,6,86,17.2,35,4,0,0,0,0,0,8.6
Mark Andrews (BAL),2021,18,8,15,85,10.6,28,1,0,1,0,0,0,8.5
Zach Ertz (ARI),2021,18,7,10,84,12.0,19,0,0,0,0,0,0,8.4
Tyree Jackson (PHI),2021,18,3,5,22,7.3,13,0,1,0,0,0,0,8.2
Jared Cook (FA),2021,18,4,7,80,20.0,42,3,0,0,0,0,0,8.0
Adam Trautman (NO),2021,18,1,1,18,18.0,18,0,1,0,0,0,0,7.8
Juwan Johnson (NO),2021,18,1,2,5,5.0,5,0,1,0,0,0,0,6.5
Pat Freiermuth (PIT),2021,18,6,9,53,8.8,14,0,0,0,0,0,0,5.3
Dawson Knox (BUF),2021,18,3,5,49,16.3,28,1,0,0,4,0,0,5.3
Foster Moreau (FA),2021,18,2,2,50,25.0,44,3,0,0,0,0,0,5.0
Cole Kmet (CHI),2021,18,4,5,48,12.0,20,1,0,0,0,0,0,4.8
Zach Gentry (PIT),2021,18,4,5,39,9.8,25,1,0,0,0,0,0,3.9
Hayden Hurst (CAR),2021,18,1,1,33,33.0,33,2,0,0,0,0,0,3.3
Durham Smythe (MIA),2021,18,2,2,32,16.0,17,0,0,0,0,0,0,3.2
Mo Alie-Cox (IND),2021,18,2,3,27,13.5,18,0,0,0,0,0,0,2.7
Dominique Dafney (TB),2021,18,1,1,26,26.0,26,1,0,0,0,0,0,2.6
Darren Waller (NYG),2021,18,2,9,22,11.0,18,0,0,0,0,0,0,2.2
Mike Gesicki (NE),2021,18,2,3,22,11.0,13,0,0,0,0,0,0,2.2
Gerald Everett (LAC),2021,18,1,3,20,20.0,20,1,0,0,0,0,0,2.0
Kyle Rudolph (FA),2021,18,4,6,17,4.3,9,0,0,0,0,0,0,1.7
Mitchell Wilcox (FA),2021,18,3,5,16,5.3,8,0,0,0,0,0,0,1.6
Noah Fant (SEA),2021,18,1,2,16,16.0,16,0,0,0,0,0,0,1.6
Jimmy Graham (FA),2021,18,2,2,16,8.0,10,0,0,0,0,0,0,1.6
Jacob Hollister (FA),2021,18,3,3,14,4.7,7,0,0,0,0,0,0,1.4
Colby Parkinson (SEA),2021,18,2,3,14,7.0,12,0,0,0,0,0,0,1.4
Cameron Brate (FA),2021,18,2,3,12,6.0,7,0,0,0,0,0,0,1.2
Jack Doyle (FA),2021,18,1,2,11,11.0,11,0,0,0,0,0,0,1.1
Tommy Tremble (CAR),2021,18,2,5,7,3.5,6,0,0,1,4,0,0,1.1
David Njoku (CLE),2021,18,2,2,11,5.5,6,0,0,0,0,0,0,1.1
Richard Rodgers (FA),2021,18,2,2,11,5.5,9,0,0,0,0,0,0,1.1
Jeremy Sprinkle (FA),2021,18,1,1,10,10.0,10,0,0,0,0,0,0,1.0
Nick Vannett (NYG),2021,18,1,1,10,10.0,10,0,0,0,0,0,0,1.0
George Kittle (SF),2021,18,5,7,10,2.0,6,0,0,0,0,0,0,1.0
Harrison Bryant (CLE),2021,18,1,3,9,9.0,9,0,0,0,0,0,0,0.9
Kyle Pitts (ATL),2021,18,2,5,8,4.0,7,0,0,0,0,0,0,0.8
Drew Sample (FA),2021,18,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Antony Auclair (FA),2021,18,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Tyler Conklin (NYJ),2021,18,2,4,6,3.0,9,0,0,0,0,0,0,0.6
Blake Jarwin (FA),2021,18,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Jonnu Smith (ATL),2021,18,0,0,0,0.0,0,0,0,1,5,0,0,0.5
Tyler Kroft (FA),2021,18,1,3,5,5.0,5,0,0,0,0,0,0,0.5
John Bates (WAS),2021,18,1,2,5,5.0,5,0,0,0,0,0,0,0.5
Evan Engram (JAC),2021,18,1,5,4,4.0,4,0,0,0,0,0,0,0.4
Geoff Swaim (FA),2021,18,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Josh Oliver (MIN),2021,18,1,1,1,1.0,1,0,0,0,0,0,0,0.1
Rashod Berry (IND),2021,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Luke Farrell (JAC),2021,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Noah Togiai (ARI),2021,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ben Ellefson (MIN),2021,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Giovanni Ricci (CAR),2021,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Davis (GB),2021,18,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Reggie Gilliam (BUF),2021,18,0,1,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2021,18,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Albert Okwuegbunam (DEN),2021,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tre' McKitty (LAC),2021,18,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Luke Stocker (FA),2021,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Derek Carrier (FA),2021,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Marcedes Lewis (FA),2021,18,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2021,18,0,0,0,0.0,0,0,0,5,18,0,0,0.0
Cethan Carter (FA),2021,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darrell Daniels (FA),2021,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Eric Tomlinson (FA),2021,18,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Blake Bell (KC),2021,18,0,0,0,0.0,0,0,0,0,0,0,0,0.0
