,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
Johnny Mundt (MIN),2022,1,3,3,17,5.7,12,0,0,0,0,0,0,1.7
Pharaoh Brown (FA),2022,1,1,1,17,17.0,17,0,0,0,0,0,0,1.7
Noah Fant (SEA),2022,1,3,4,16,5.3,13,0,0,0,0,0,0,1.6
Durham Smythe (MIA),2022,1,1,2,14,14.0,14,0,0,0,0,0,0,1.4
Ross Dwelley (SF),2022,1,1,2,11,11.0,11,0,0,0,0,0,0,1.1
Noah Gray (KC),2022,1,1,2,10,10.0,10,0,0,0,0,0,0,1.0
Tyler Kroft (FA),2022,1,1,2,9,9.0,9,0,0,0,0,0,0,0.9
Chigoziem Okonkwo (TEN),2022,1,1,1,11,11.0,11,0,0,1,-4,0,0,0.7
David Njoku (CLE),2022,1,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Cameron Brate (FA),2022,1,1,3,7,7.0,7,0,0,0,0,0,0,0.7
Austin Hooper (FA),2022,1,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Anthony Firkser (FA),2022,1,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Parker Hesse (ATL),2022,1,1,2,5,5.0,5,0,0,0,0,0,0,0.5
Brevin Jordan (HOU),2022,1,1,2,5,5.0,5,0,0,0,0,0,0,0.5
Dawson Knox (BUF),2022,1,1,2,5,5.0,5,0,0,0,0,0,0,0.5
Tyler Davis (GB),2022,1,1,1,3,3.0,3,0,0,0,0,0,0,0.3
Drew Sample (FA),2022,1,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Ben Ellefson (MIN),2022,1,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Mike Gesicki (NE),2022,1,1,1,1,1.0,1,0,0,0,0,0,0,0.1
Tommy Tremble (CAR),2022,1,1,1,1,1.0,1,0,0,0,0,0,0,0.1
Noah Togiai (ARI),2022,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Lawrence Cager (NYG),2022,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Giovanni Ricci (CAR),2022,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cole Kmet (CHI),2022,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Irv Smith Jr. (FA),2022,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Isaiah Likely (BAL),2022,1,0,4,0,0.0,0,0,0,0,0,0,0,0.0
Connor Heyward (PIT),2022,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cade Otton (TB),2022,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
John Bates (WAS),2022,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Ryan Griffin (FA),2022,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Jeff Driskel (FA),2022,1,0,0,0,0.0,0,0,0,1,5,0,0,0.0
Stephen Anderson (FA),2022,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Eric Saubert (MIA),2022,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Richard Rodgers (FA),2022,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Eric Tomlinson (FA),2022,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Mark Andrews (BAL),2022,2,9,11,104,11.6,25,1,1,1,3,0,0,16.7
Darren Waller (NYG),2022,2,6,8,50,8.3,19,0,1,0,0,0,0,11.0
Mike Gesicki (NE),2022,2,4,4,41,10.3,14,0,1,0,0,0,0,10.1
Ross Dwelley (SF),2022,2,1,1,38,38.0,38,2,1,0,0,0,0,9.8
Logan Thomas (WAS),2022,2,3,5,37,12.3,20,1,1,0,0,0,0,9.7
Irv Smith Jr. (FA),2022,2,5,8,36,7.2,15,0,1,0,0,0,0,9.6
Pat Freiermuth (PIT),2022,2,4,7,22,5.5,8,0,1,0,0,0,0,8.2
Dallas Goedert (PHI),2022,2,5,6,82,16.4,24,1,0,0,0,0,0,8.2
Eric Saubert (MIA),2022,2,1,2,22,22.0,22,1,1,0,0,0,0,8.2
Daniel Bellinger (NYG),2022,2,1,1,16,16.0,16,0,1,0,0,0,0,7.6
Zach Ertz (ARI),2022,2,8,11,75,9.4,16,0,0,0,0,0,0,7.5
Tyler Higbee (LAR),2022,2,7,9,71,10.1,18,0,0,0,0,0,0,7.1
Gerald Everett (LAC),2022,2,6,10,71,11.8,26,1,0,0,0,0,0,7.1
Travis Kelce (KC),2022,2,5,7,51,10.2,19,0,0,0,0,0,0,5.1
Evan Engram (JAC),2022,2,7,8,46,6.6,12,0,0,0,0,0,0,4.6
Harrison Bryant (CLE),2022,2,3,4,45,15.0,30,2,0,0,0,0,0,4.5
Isaiah Likely (BAL),2022,2,4,5,43,10.8,34,2,0,0,0,0,0,4.3
Dawson Knox (BUF),2022,2,4,5,41,10.3,15,0,0,0,0,0,0,4.1
Tyler Conklin (NYJ),2022,2,6,9,40,6.7,13,0,0,0,0,0,0,4.0
Juwan Johnson (NO),2022,2,4,7,40,10.0,22,1,0,0,0,0,0,4.0
David Njoku (CLE),2022,2,3,5,32,10.7,15,0,0,0,0,0,0,3.2
Foster Moreau (FA),2022,2,3,4,30,10.0,19,0,0,0,0,0,0,3.0
Johnny Mundt (MIN),2022,2,2,3,28,14.0,17,0,0,0,0,0,0,2.8
T.J. Hockenson (MIN),2022,2,3,7,26,8.7,18,0,0,0,0,0,0,2.6
Brock Wright (DET),2022,2,1,1,25,25.0,25,1,0,0,0,0,0,2.5
Pharaoh Brown (FA),2022,2,3,5,24,8.0,18,0,0,0,0,0,0,2.4
Hayden Hurst (CAR),2022,2,5,7,24,4.8,8,0,0,0,0,0,0,2.4
Tanner Hudson (CIN),2022,2,2,3,22,11.0,15,0,0,0,0,0,0,2.2
Austin Hooper (FA),2022,2,1,5,19,19.0,19,0,0,0,0,0,0,1.9
Kyle Pitts (ATL),2022,2,2,3,19,9.5,13,0,0,0,0,0,0,1.9
Ryan Griffin (FA),2022,2,1,1,18,18.0,18,0,0,0,0,0,0,1.8
Giovanni Ricci (CAR),2022,2,1,1,16,16.0,16,0,0,0,0,0,0,1.6
John Bates (WAS),2022,2,2,3,15,7.5,9,0,0,0,0,0,0,1.5
Taysom Hill (NO),2022,2,0,0,0,0.0,0,0,0,3,14,0,0,1.4
Kylen Granson (IND),2022,2,2,2,14,7.0,8,0,0,0,0,0,0,1.4
Stephen Sullivan (CAR),2022,2,1,1,13,13.0,13,0,0,0,0,0,0,1.3
Ian Thomas (CAR),2022,2,1,3,13,13.0,13,0,0,0,0,0,0,1.3
Noah Gray (KC),2022,2,2,3,12,6.0,11,0,0,0,0,0,0,1.2
Noah Fant (SEA),2022,2,2,2,11,5.5,7,0,0,0,0,0,0,1.1
Robert Tonyan (CHI),2022,2,2,2,11,5.5,9,0,0,0,0,0,0,1.1
Cameron Brate (FA),2022,2,1,2,9,9.0,9,0,0,0,0,0,0,0.9
Mo Alie-Cox (IND),2022,2,1,3,9,9.0,9,0,0,0,0,0,0,0.9
Dan Arnold (FA),2022,2,1,1,8,8.0,8,0,0,0,0,0,0,0.8
O.J. Howard (LV),2022,2,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Quintin Morris (BUF),2022,2,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Parker Hesse (ATL),2022,2,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Durham Smythe (MIA),2022,2,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Cade Otton (TB),2022,2,1,2,4,4.0,4,0,0,0,0,0,0,0.4
Brevin Jordan (HOU),2022,2,2,4,3,1.5,4,0,0,0,0,0,0,0.3
Mitchell Wilcox (FA),2022,2,1,1,3,3.0,3,0,0,0,0,0,0,0.3
Stephen Anderson (FA),2022,2,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Tyler Davis (GB),2022,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Reggie Gilliam (BUF),2022,2,2,3,17,8.5,11,0,1,0,0,0,0,0.0
Will Dissly (SEA),2022,2,2,2,0,0.0,2,0,0,0,0,0,0,0.0
Albert Okwuegbunam (DEN),2022,2,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Chris Myarick (NYG),2022,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cole Kmet (CHI),2022,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jody Fortson (KC),2022,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Chigoziem Okonkwo (TEN),2022,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jeremy Ruckert (NYJ),2022,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Connor Heyward (PIT),2022,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ko Kieft (TB),2022,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kenny Yeboah (NYJ),2022,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Patrick Scales (CHI),2022,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Hunter Henry (NE),2022,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jeff Driskel (FA),2022,2,0,0,0,0.0,0,0,0,1,10,0,0,0.0
Jonnu Smith (ATL),2022,2,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Andrew Beck (HOU),2022,2,0,0,0,0.0,0,0,0,1,-1,0,0,-0.1
Dalton Schultz (HOU),2022,2,2,4,18,9.0,9,0,0,0,0,0,1,-0.2
Drew Sample (FA),2022,2,1,1,-4,-4.0,0,0,0,0,0,0,0,-0.4
Mark Andrews (BAL),2022,3,8,13,89,11.1,25,1,2,0,0,0,0,20.9
David Njoku (CLE),2022,3,9,10,89,9.9,19,0,1,0,0,0,0,14.9
Travis Kelce (KC),2022,3,4,8,58,14.5,29,2,1,1,1,0,0,13.9
Jelani Woods (IND),2022,3,2,3,13,6.5,12,0,2,0,0,0,0,13.3
Will Dissly (SEA),2022,3,3,3,34,11.3,18,0,1,0,0,0,0,9.4
Jordan Akins (CLE),2022,3,3,4,31,10.3,25,1,1,0,0,0,0,9.1
Kyle Pitts (ATL),2022,3,5,8,87,17.4,28,2,0,0,0,0,0,8.7
Dallas Goedert (PHI),2022,3,3,4,26,8.7,23,1,1,0,0,0,0,8.6
Tyler Conklin (NYJ),2022,3,8,8,84,10.5,21,1,0,0,0,0,0,8.4
Geoff Swaim (FA),2022,3,3,3,19,6.3,13,0,1,0,0,0,0,7.9
T.J. Hockenson (MIN),2022,3,3,4,18,6.0,7,0,1,0,0,0,0,7.8
Josh Oliver (MIN),2022,3,2,2,8,4.0,7,0,1,0,0,0,0,6.8
Tyler Higbee (LAR),2022,3,4,4,61,15.3,26,1,0,0,0,0,0,6.1
Cameron Brate (FA),2022,3,5,6,52,10.4,19,0,0,0,0,0,0,5.2
Zach Ertz (ARI),2022,3,6,10,45,7.5,12,0,0,0,0,0,0,4.5
Foster Moreau (FA),2022,3,3,4,44,14.7,22,1,0,0,0,0,0,4.4
Colby Parkinson (SEA),2022,3,2,2,44,22.0,36,2,0,0,0,0,0,4.4
Peyton Hendershot (DAL),2022,3,3,3,43,14.3,29,1,0,0,0,0,0,4.3
Pat Freiermuth (PIT),2022,3,2,4,41,20.5,26,1,0,0,0,0,0,4.1
Daniel Bellinger (NYG),2022,3,4,5,40,10.0,20,1,0,0,0,0,0,4.0
Cole Kmet (CHI),2022,3,2,3,40,20.0,24,1,0,0,0,0,0,4.0
Grant Calcaterra (PHI),2022,3,1,1,40,40.0,40,3,0,0,0,0,0,4.0
Robert Tonyan (CHI),2022,3,6,7,37,6.2,9,0,0,0,0,0,0,3.7
Irv Smith Jr. (FA),2022,3,2,6,32,16.0,17,0,0,0,0,0,0,3.2
Pharaoh Brown (FA),2022,3,3,4,31,10.3,30,2,0,0,0,0,0,3.1
Evan Engram (JAC),2022,3,1,3,9,9.0,9,0,0,1,0,0,0,2.9
George Kittle (SF),2022,3,4,5,28,7.0,11,0,0,0,0,0,0,2.8
Kendall Blanton (KC),2022,3,1,1,28,28.0,28,1,0,0,0,0,0,2.8
Noah Fant (SEA),2022,3,4,4,27,6.8,16,0,0,0,0,0,0,2.7
Noah Gray (KC),2022,3,1,2,26,26.0,26,1,0,0,0,0,0,2.6
Tyler Davis (GB),2022,3,2,2,26,13.0,23,1,0,0,0,0,0,2.6
Dawson Knox (BUF),2022,3,4,4,25,6.3,8,0,0,0,0,0,0,2.5
Jonnu Smith (ATL),2022,3,4,4,25,6.3,8,0,0,0,0,0,0,2.5
Gerald Everett (LAC),2022,3,2,6,25,12.5,14,0,0,0,0,0,0,2.5
Ben Ellefson (MIN),2022,3,2,2,24,12.0,12,0,0,0,0,0,0,2.4
Durham Smythe (MIA),2022,3,3,3,23,7.7,13,0,0,0,0,0,0,2.3
Johnny Mundt (MIN),2022,3,2,2,23,11.5,12,0,0,0,0,0,0,2.3
Quintin Morris (BUF),2022,3,2,2,22,11.0,15,0,0,0,0,0,0,2.2
Darren Waller (NYG),2022,3,3,5,22,7.3,17,0,0,0,0,0,0,2.2
Anthony Firkser (FA),2022,3,1,1,22,22.0,22,1,0,0,0,0,0,2.2
Austin Hooper (FA),2022,3,2,2,19,9.5,11,0,0,0,0,0,0,1.9
Giovanni Ricci (CAR),2022,3,1,2,15,15.0,15,0,0,0,0,0,0,1.5
Jake Ferguson (DAL),2022,3,2,3,13,6.5,8,0,0,0,0,0,0,1.3
Ian Thomas (CAR),2022,3,2,3,13,6.5,9,0,0,0,0,0,0,1.3
Kyle Rudolph (FA),2022,3,1,1,12,12.0,12,0,0,0,0,0,0,1.2
Albert Okwuegbunam (DEN),2022,3,1,2,12,12.0,12,0,0,0,0,0,0,1.2
Mitchell Wilcox (FA),2022,3,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Mo Alie-Cox (IND),2022,3,1,3,9,9.0,9,0,0,0,0,0,0,0.9
Adam Trautman (NO),2022,3,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Hunter Henry (NE),2022,3,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Isaiah Likely (BAL),2022,3,1,2,8,8.0,8,0,0,0,0,0,0,0.8
Kylen Granson (IND),2022,3,2,2,7,3.5,5,0,0,0,0,0,0,0.7
Tommy Tremble (CAR),2022,3,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Hayden Hurst (CAR),2022,3,1,2,7,7.0,7,0,0,0,0,0,0,0.7
Chris Myarick (NYG),2022,3,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Mike Gesicki (NE),2022,3,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Logan Thomas (WAS),2022,3,2,3,5,2.5,5,0,0,0,0,0,0,0.5
C.J. Uzomah (NYJ),2022,3,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Nick Vannett (NYG),2022,3,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Jack Stoll (PHI),2022,3,1,2,4,4.0,4,0,0,0,0,0,0,0.4
Reggie Gilliam (BUF),2022,3,2,3,22,11.0,14,0,0,0,0,0,0,0.0
Jesper Horsted (LV),2022,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Parker Hesse (ATL),2022,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Juwan Johnson (NO),2022,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jody Fortson (KC),2022,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Austin Allen (GB),2022,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Armani Rogers (WAS),2022,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Shane Zylstra (DET),2022,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ko Kieft (TB),2022,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jake Tonges (CHI),2022,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jacob Harris (LAR),2022,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Hunter Long (LAR),2022,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tre' McKitty (LAC),2022,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Miller Forristall (NO),2022,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
John Bates (WAS),2022,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Zach Wood (NO),2022,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Stephen Anderson (FA),2022,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
O.J. Howard (LV),2022,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Eric Saubert (MIA),2022,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
T.J. Hockenson (MIN),2022,4,8,12,179,22.4,81,7,2,0,0,0,0,31.9
Mo Alie-Cox (IND),2022,4,6,6,85,14.2,34,2,2,0,0,0,0,20.5
Travis Kelce (KC),2022,4,9,10,92,10.2,22,1,1,0,0,0,0,15.2
Gerald Everett (LAC),2022,4,5,6,61,12.2,18,0,1,0,0,0,0,12.1
Zach Ertz (ARI),2022,4,6,6,47,7.8,23,1,1,0,0,0,0,10.7
Will Dissly (SEA),2022,4,4,4,39,9.8,17,0,1,0,0,0,0,9.9
Chigoziem Okonkwo (TEN),2022,4,3,3,38,12.7,23,1,1,0,0,0,0,9.8
Hayden Hurst (CAR),2022,4,3,4,27,9.0,19,0,1,0,0,0,0,8.7
Pat Freiermuth (PIT),2022,4,7,9,85,12.1,24,1,0,0,0,0,0,8.5
Robert Tonyan (CHI),2022,4,2,2,22,11.0,20,1,1,0,0,0,0,8.2
Taysom Hill (NO),2022,4,0,0,0,0.0,0,0,0,5,21,1,0,8.1
Tyler Higbee (LAR),2022,4,10,14,73,7.3,12,0,0,0,0,0,0,7.3
Dallas Goedert (PHI),2022,4,5,6,72,14.4,26,2,0,0,0,0,0,7.2
Jody Fortson (KC),2022,4,1,1,10,10.0,10,0,1,0,0,0,0,7.0
Noah Fant (SEA),2022,4,1,1,2,2.0,2,0,1,0,0,0,0,6.2
Kylen Granson (IND),2022,4,4,4,62,15.5,20,1,0,0,0,0,0,6.2
Noah Gray (KC),2022,4,0,1,0,0.0,0,0,0,1,1,1,0,6.1
Tyler Conklin (NYJ),2022,4,3,5,52,17.3,26,1,0,0,0,0,0,5.2
David Njoku (CLE),2022,4,5,7,73,14.6,25,2,0,1,-6,0,1,4.7
Dawson Knox (BUF),2022,4,3,6,40,13.3,20,1,0,0,0,0,0,4.0
Adam Trautman (NO),2022,4,3,3,37,12.3,14,0,0,0,0,0,0,3.7
Tommy Tremble (CAR),2022,4,3,6,34,11.3,16,0,0,0,0,0,0,3.4
Jelani Woods (IND),2022,4,1,1,33,33.0,33,2,0,0,0,0,0,3.3
Juwan Johnson (NO),2022,4,3,4,33,11.0,16,0,0,0,0,0,0,3.3
Jordan Akins (CLE),2022,4,2,2,33,16.5,30,2,0,0,0,0,0,3.3
Cameron Brate (FA),2022,4,4,8,32,8.0,11,0,0,0,0,0,0,3.2
Cade Otton (TB),2022,4,3,4,29,9.7,12,0,0,0,0,0,0,2.9
Colby Parkinson (SEA),2022,4,2,3,28,14.0,15,0,0,0,0,0,0,2.8
O.J. Howard (LV),2022,4,2,5,27,13.5,22,1,0,0,0,0,0,2.7
Dan Arnold (FA),2022,4,1,1,26,26.0,26,1,0,0,0,0,0,2.6
Kyle Pitts (ATL),2022,4,1,4,25,25.0,25,1,0,0,0,0,0,2.5
Eric Saubert (MIA),2022,4,1,2,25,25.0,25,1,0,0,0,0,0,2.5
Darren Waller (NYG),2022,4,3,5,24,8.0,13,0,0,0,0,0,0,2.4
George Kittle (SF),2022,4,2,4,24,12.0,20,1,0,0,0,0,0,2.4
Trey McBride (ARI),2022,4,3,3,24,8.0,11,0,0,0,0,0,0,2.4
Daniel Bellinger (NYG),2022,4,3,3,23,7.7,12,0,0,0,0,0,0,2.3
Mike Gesicki (NE),2022,4,2,4,23,11.5,21,1,0,0,0,0,0,2.3
Trevon Wesco (FA),2022,4,1,2,23,23.0,23,1,0,0,0,0,0,2.3
Irv Smith Jr. (FA),2022,4,3,4,23,7.7,10,0,0,0,0,0,0,2.3
Parker Hesse (ATL),2022,4,1,1,22,22.0,22,1,0,0,0,0,0,2.2
John Bates (WAS),2022,4,4,6,19,4.8,7,0,0,0,0,0,0,1.9
Ko Kieft (TB),2022,4,1,1,19,19.0,19,0,0,0,0,0,0,1.9
Logan Thomas (WAS),2022,4,5,6,19,3.8,6,0,0,0,0,0,0,1.9
Tanner Hudson (CIN),2022,4,1,2,18,18.0,18,0,0,0,0,0,0,1.8
Mitchell Wilcox (FA),2022,4,1,1,18,18.0,18,0,0,0,0,0,0,1.8
Harrison Bryant (CLE),2022,4,4,6,18,4.5,8,0,0,0,0,0,0,1.8
Evan Engram (JAC),2022,4,1,1,16,16.0,16,0,0,0,0,0,0,1.6
Cole Kmet (CHI),2022,4,3,3,16,5.3,13,0,0,0,0,0,0,1.6
Mark Andrews (BAL),2022,4,2,5,15,7.5,9,0,0,0,0,0,0,1.5
Hunter Henry (NE),2022,4,2,4,13,6.5,7,0,0,0,0,0,0,1.3
Kendall Blanton (KC),2022,4,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Jake Ferguson (DAL),2022,4,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Ian Thomas (CAR),2022,4,1,3,6,6.0,6,0,0,0,0,0,0,0.6
Tre' McKitty (LAC),2022,4,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Austin Hooper (FA),2022,4,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Zach Gentry (FA),2022,4,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Charlie Woerner (SF),2022,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Giovanni Ricci (CAR),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Davis (GB),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Stephen Sullivan (CAR),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ross Dwelley (SF),2022,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Dalton Schultz (HOU),2022,4,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Durham Smythe (MIA),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Devin Asiasi (CIN),2022,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Josiah Deguara (GB),2022,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Andrew Beck (HOU),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Austin Allen (GB),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Brock Wright (DET),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Peyton Hendershot (DAL),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Quintin Morris (BUF),2022,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
J.P. Holtz (FA),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Stephen Anderson (FA),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mason Schreck (HOU),2022,4,1,1,0,0.0,0,0,0,0,0,0,0,0.0
Johnny Mundt (MIN),2022,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
C.J. Uzomah (NYJ),2022,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Manhertz (DEN),2022,4,1,1,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2022,5,0,0,0,0.0,0,0,0,9,112,3,0,34.1
Travis Kelce (KC),2022,5,7,8,25,3.6,8,0,4,0,0,0,0,26.5
Mark Andrews (BAL),2022,5,8,10,89,11.1,20,1,1,0,0,0,0,14.9
Hayden Hurst (CAR),2022,5,6,7,53,8.8,19,0,1,0,0,0,0,11.3
Dallas Goedert (PHI),2022,5,8,9,95,11.9,31,2,0,0,0,0,0,9.5
Adam Trautman (NO),2022,5,2,3,32,16.0,22,1,1,0,0,0,0,9.2
David Njoku (CLE),2022,5,6,6,88,14.7,38,2,0,0,0,0,0,8.8
Daniel Bellinger (NYG),2022,5,2,3,22,11.0,11,0,0,1,2,1,0,8.4
Evan Engram (JAC),2022,5,6,10,69,11.5,28,2,0,0,0,0,0,6.9
