,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
Irv Smith Jr. (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Herndon IV (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Looney (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Conklin (NYJ),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jordan Franks (KC),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Donnie Ernsberger (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Deon Yelder (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ross Dwelley (SF),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andrew Beck (HOU),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Orzech (GB),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Durham Smythe (MIA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kyle Rudolph (FA),2019,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Logan Paulsen (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Luke Stocker (FA),2019,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Lee Smith (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Logan Thomas (WAS),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kelvin Benjamin (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Xavier Grimble (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trey Burton (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Richard Rodgers (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Demetrius Harris (FA),2019,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Derek Carrier (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Garrett Celek (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jordan Reed (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dion Sims (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Levine Toilolo (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Luke Willson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Antonio Gates (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Clark Harris (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jermaine Gresham (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ed Dickson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Rob Gronkowski (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Erik Swoope (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Alan Cross (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Alex Ellis (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zach Wood (NO),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cole Wick (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mitchell Loewen (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jake Butt (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.P. Holtz (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kevin McDermott (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andrew DePaola (MIN),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bronson Kaufusi (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jeff Driskel (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Seth DeValve (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jerell Adams (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ben Braunecker (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
David Grinnage (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
David Morgan II (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Antony Auclair (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Ott (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyrone Swoopes (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2019,1,1,2,9,9.0,9,0,1,2,8,0,0,0.0
Dan Arnold (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Troy Fumagalli (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dalton Schultz (HOU),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ian Thomas (CAR),2019,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jordan Thomas (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jason Croom (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mason Schreck (HOU),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cethan Carter (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Johnny Mundt (MIN),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Anthony Firkser (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Sean Culkin (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Pharaoh Brown (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Patrick Scales (CHI),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Winchester (KC),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darren Fells (FA),2019,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Scott Simonson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Beau Brinkley (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jerome Cunningham (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kyle Nelson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matt LaCosse (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Brian Parker (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Eric Tomlinson (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Daniel Brown (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Devin Funchess (FA),2019,1,3,5,32,10.7,16,0,0,0,0,0,0,0.0
Clive Walford (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Nick O'Leary (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ben Koyack (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Kroft (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jeff Heuerman (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
MyCole Pruitt (FA),2019,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Chris Manhertz (DEN),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matt Lengel (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Neal Sterling (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Khari Lee (FA),2019,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Josh Hill (FA),2019,1,1,1,-2,-2.0,0,0,0,0,0,0,0,-0.2
Mark Andrews (BAL),2019,2,8,9,112,14.0,28,3,1,0,0,0,0,17.2
Will Dissly (SEA),2019,2,5,5,50,10.0,14,0,2,0,0,0,0,17.0
Travis Kelce (KC),2019,2,7,9,107,15.3,34,3,1,0,0,0,0,16.7
Vance McDonald (FA),2019,2,7,7,38,5.4,8,0,2,0,0,0,0,15.8
Greg Olsen (FA),2019,2,6,9,110,18.3,41,5,0,0,0,0,0,11.0
Zach Ertz (ARI),2019,2,8,16,72,9.0,16,0,0,0,0,0,0,9.2
Jason Witten (FA),2019,2,4,4,25,6.3,18,0,1,0,0,0,0,8.5
Eric Ebron (FA),2019,2,3,4,25,8.3,13,0,1,0,0,0,0,8.5
Tyler Eifert (FA),2019,2,3,5,9,3.0,8,0,1,0,0,0,0,6.9
Darren Waller (NYG),2019,2,6,7,63,10.5,16,0,0,0,0,0,0,6.3
Hayden Hurst (CAR),2019,2,1,1,1,1.0,1,0,1,0,0,0,0,6.1
George Kittle (SF),2019,2,3,3,54,18.0,36,2,0,0,0,0,0,5.4
Evan Engram (JAC),2019,2,6,8,48,8.0,33,2,0,0,0,0,0,4.8
Delanie Walker (FA),2019,2,4,6,39,9.8,15,0,0,0,0,0,0,3.9
Austin Hooper (FA),2019,2,4,6,34,8.5,14,0,0,0,0,0,0,3.4
Derek Carrier (FA),2019,2,3,5,33,11.0,25,1,0,0,0,0,0,3.3
Noah Fant (SEA),2019,2,4,4,33,8.3,24,1,0,0,0,0,0,3.3
Matt LaCosse (FA),2019,2,2,2,33,16.5,23,1,0,0,0,0,0,3.3
Vernon Davis (FA),2019,2,3,4,29,9.7,15,0,0,0,0,0,0,2.9
James O'Shaughnessy (FA),2019,2,4,4,28,7.0,10,0,0,0,0,0,0,2.8
Jared Cook (FA),2019,2,2,7,25,12.5,18,0,0,0,0,0,0,2.5
Drew Sample (FA),2019,2,2,3,25,12.5,21,1,0,0,0,0,0,2.5
Jordan Akins (CLE),2019,2,2,3,25,12.5,16,0,0,0,0,0,0,2.5
Durham Smythe (MIA),2019,2,1,1,24,24.0,24,1,0,0,0,0,0,2.4
Ben Braunecker (FA),2019,2,2,3,24,12.0,18,0,0,0,0,0,0,2.4
Adam Shaheen (FA),2019,2,3,3,24,8.0,9,0,0,0,0,0,0,2.4
Blake Jarwin (FA),2019,2,1,1,22,22.0,22,1,0,0,0,0,0,2.2
Jack Doyle (FA),2019,2,2,3,21,10.5,13,0,0,0,0,0,0,2.1
Gerald Everett (LAC),2019,2,3,4,21,7.0,11,0,0,1,0,0,0,2.1
Jeff Heuerman (FA),2019,2,4,5,21,5.3,8,0,0,0,0,0,0,2.1
Tyler Higbee (LAR),2019,2,2,3,21,10.5,18,0,0,0,0,0,0,2.1
Maxx Williams (FA),2019,2,1,1,21,21.0,21,1,0,0,0,0,0,2.1
Dawson Knox (BUF),2019,2,1,4,18,18.0,18,0,0,0,0,0,0,1.8
Jesse James (FA),2019,2,3,4,18,6.0,7,0,0,0,0,0,0,1.8
Geoff Swaim (FA),2019,2,3,4,14,4.7,9,0,0,0,0,0,0,1.4
Nick Boyle (FA),2019,2,1,3,14,14.0,14,0,0,0,0,0,0,1.4
Nick Vannett (NYG),2019,2,1,1,13,13.0,13,0,0,0,0,0,0,1.3
Jeremy Sprinkle (FA),2019,2,1,1,11,11.0,11,0,0,0,0,0,0,1.1
Mike Gesicki (NE),2019,2,1,2,11,11.0,11,0,0,0,0,0,0,1.1
Cameron Brate (FA),2019,2,2,2,10,5.0,5,0,0,0,0,0,0,1.0
Darren Fells (FA),2019,2,1,3,9,9.0,9,0,0,0,0,0,0,0.9
Kyle Rudolph (FA),2019,2,3,4,9,3.0,5,0,0,0,0,0,0,0.9
Virgil Green (FA),2019,2,1,2,9,9.0,9,0,0,0,0,0,0,0.9
Rhett Ellison (FA),2019,2,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Lee Smith (FA),2019,2,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Logan Thomas (WAS),2019,2,1,1,7,7.0,7,0,0,0,0,0,0,0.7
T.J. Hockenson (MIN),2019,2,1,3,7,7.0,7,0,0,0,0,0,0,0.7
Troy Fumagalli (FA),2019,2,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Nick O'Leary (FA),2019,2,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Charles Clay (FA),2019,2,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Trey Burton (FA),2019,2,2,3,5,2.5,5,0,0,0,0,0,0,0.5
Demetrius Harris (FA),2019,2,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Luke Stocker (FA),2019,2,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Jaeden Graham (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2019,2,1,4,4,4.0,4,0,0,0,0,0,0,0.0
Tommy Sweeney (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Foster Moreau (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trevon Wesco (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andrew Beck (HOU),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ryan Izzo (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Conklin (NYJ),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ross Dwelley (SF),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Orzech (GB),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Xavier Grimble (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Levine Toilolo (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ryan Griffin (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Clark Harris (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jimmy Graham (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Marcedes Lewis (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Zach Wood (NO),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
O.J. Howard (LV),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
David Njoku (CLE),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jonnu Smith (ATL),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Robert Tonyan (CHI),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Seth DeValve (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Antony Auclair (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2019,2,2,3,16,8.0,9,0,0,0,0,0,0,0.0
Dalton Schultz (HOU),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ian Thomas (CAR),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cethan Carter (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mo Alie-Cox (IND),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Ricky Seals-Jones (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Anthony Firkser (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Sean Culkin (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Pharaoh Brown (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Bronson Kaufusi (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Josh Hill (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Eric Tomlinson (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Daniel Brown (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Beau Brinkley (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Winchester (KC),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Ott (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Patrick Scales (CHI),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
MyCole Pruitt (FA),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Blake Bell (FA),2019,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Chris Manhertz (DEN),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
C.J. Uzomah (NYJ),2019,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Irv Smith Jr. (FA),2019,2,1,2,-1,-1.0,0,0,0,0,0,0,0,-0.1
Greg Olsen (FA),2019,3,6,7,75,12.5,20,1,2,0,0,0,0,19.5
Jordan Akins (CLE),2019,3,3,5,73,24.3,53,4,2,0,0,0,0,19.3
Austin Hooper (FA),2019,3,6,7,66,11.0,20,1,2,0,0,0,0,18.6
Evan Engram (JAC),2019,3,6,8,113,18.8,75,4,1,0,0,0,0,17.3
Darren Waller (NYG),2019,3,13,14,134,10.3,30,2,0,1,7,0,0,14.1
Dawson Knox (BUF),2019,3,3,4,67,22.3,49,3,1,1,9,0,0,13.6
Will Dissly (SEA),2019,3,6,7,62,10.3,25,1,1,0,0,0,0,12.2
Darren Fells (FA),2019,3,5,6,49,9.8,16,0,1,0,0,0,0,10.9
Travis Kelce (KC),2019,3,7,8,89,12.7,21,2,0,0,0,0,0,8.9
James O'Shaughnessy (FA),2019,3,2,3,18,9.0,11,0,1,0,0,0,0,7.8
O.J. Howard (LV),2019,3,3,4,66,22.0,30,2,0,0,0,0,0,6.6
Delanie Walker (FA),2019,3,7,9,64,9.1,29,1,0,0,0,0,0,6.4
Zach Ertz (ARI),2019,3,4,7,64,16.0,23,2,0,0,0,0,0,6.4
Demetrius Harris (FA),2019,3,1,2,2,2.0,2,0,1,0,0,0,0,6.2
Irv Smith Jr. (FA),2019,3,3,3,60,20.0,26,2,0,0,0,0,0,6.0
Nick Boyle (FA),2019,3,4,5,58,14.5,23,1,0,0,0,0,0,5.8
George Kittle (SF),2019,3,6,8,57,9.5,12,0,0,0,0,0,0,5.7
Jason Witten (FA),2019,3,3,4,54,18.0,33,2,0,0,0,0,0,5.4
Eric Ebron (FA),2019,3,3,4,47,15.7,30,2,0,0,0,0,0,4.7
Jack Doyle (FA),2019,3,4,4,46,11.5,14,0,0,0,0,0,0,4.6
Ryan Izzo (FA),2019,3,1,1,41,41.0,41,3,0,0,0,0,0,4.1
Vernon Davis (FA),2019,3,2,4,30,15.0,15,0,0,0,0,0,0,3.0
Mo Alie-Cox (IND),2019,3,2,2,25,12.5,16,0,0,0,0,0,0,2.5
Jeff Heuerman (FA),2019,3,2,2,20,10.0,10,0,0,0,0,0,0,2.0
Trey Burton (FA),2019,3,4,4,20,5.0,11,0,0,0,0,0,0,2.0
Jonnu Smith (ATL),2019,3,2,3,20,10.0,20,1,0,0,0,0,0,2.0
Marcedes Lewis (FA),2019,3,1,2,19,19.0,19,0,0,0,0,0,0,1.9
Jeremy Sprinkle (FA),2019,3,2,4,19,9.5,11,0,0,0,0,0,0,1.9
Nick O'Leary (FA),2019,3,1,1,19,19.0,19,0,0,0,0,0,0,1.9
Tyler Eifert (FA),2019,3,1,1,18,18.0,18,0,0,0,0,0,0,1.8
Noah Fant (SEA),2019,3,3,3,37,12.3,17,0,0,0,0,0,1,1.7
Gerald Everett (LAC),2019,3,2,2,15,7.5,11,0,0,0,0,0,0,1.5
Logan Thomas (WAS),2019,3,1,1,15,15.0,15,0,0,0,0,0,0,1.5
Mark Andrews (BAL),2019,3,3,7,15,5.0,5,0,0,0,0,0,0,1.5
Ricky Seals-Jones (FA),2019,3,1,2,14,14.0,14,0,0,0,0,0,0,1.4
Hayden Hurst (CAR),2019,3,2,5,14,7.0,11,0,0,0,0,0,0,1.4
Jesse James (FA),2019,3,1,1,13,13.0,13,0,0,0,0,0,0,1.3
Lance Kendricks (FA),2019,3,1,2,13,13.0,13,0,0,0,0,0,0,1.3
Luke Stocker (FA),2019,3,3,4,12,4.0,5,0,0,0,0,0,0,1.2
Kyle Rudolph (FA),2019,3,1,1,11,11.0,11,0,0,0,0,0,0,1.1
Vance McDonald (FA),2019,3,1,2,10,10.0,10,0,0,0,0,0,0,1.0
Charles Clay (FA),2019,3,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Mike Gesicki (NE),2019,3,3,3,9,3.0,5,0,0,0,0,0,0,0.9
Nick Vannett (NYG),2019,3,1,2,9,9.0,9,0,0,0,0,0,0,0.9
Geoff Swaim (FA),2019,3,1,2,8,8.0,8,0,0,0,0,0,0,0.8
Jared Cook (FA),2019,3,1,2,7,7.0,7,0,0,0,0,0,0,0.7
Adam Shaheen (FA),2019,3,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Cameron Brate (FA),2019,3,2,2,7,3.5,6,0,0,0,0,0,0,0.7
Ryan Griffin (FA),2019,3,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Josh Hill (FA),2019,3,1,2,4,4.0,4,0,0,0,0,0,0,0.4
Robert Tonyan (CHI),2019,3,1,3,4,4.0,4,0,0,0,0,0,0,0.4
Blake Jarwin (FA),2019,3,1,3,3,3.0,3,0,0,0,0,0,0,0.3
Rhett Ellison (FA),2019,3,1,1,3,3.0,3,0,0,0,0,0,0,0.3
Xavier Grimble (FA),2019,3,1,2,3,3.0,3,0,0,0,0,0,0,0.3
Tommy Sweeney (FA),2019,3,1,3,3,3.0,3,0,0,0,0,0,0,0.3
Foster Moreau (FA),2019,3,1,2,1,1.0,1,0,0,0,0,0,0,0.1
T.J. Hockenson (MIN),2019,3,1,4,1,1.0,1,0,0,0,0,0,0,0.1
Blake Bell (FA),2019,3,1,1,1,1.0,1,0,0,0,0,0,0,0.1
Jaeden Graham (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2019,3,1,3,10,10.0,10,0,0,0,0,0,0,0.0
Drew Sample (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trevon Wesco (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zach Gentry (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
