,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
Andrew Beck (HOU),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Conklin (NYJ),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Deon Yelder (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ross Dwelley (SF),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Orzech (GB),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Durham Smythe (MIA),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Lee Smith (FA),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Virgil Green (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Derek Carrier (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Levine Toilolo (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Clark Harris (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jimmy Graham (FA),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Alex Ellis (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zach Wood (NO),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.P. Holtz (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Antony Auclair (FA),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Seth DeValve (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ben Braunecker (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2019,3,1,1,5,5.0,5,0,0,1,5,0,0,0.0
Dallas Goedert (PHI),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Troy Fumagalli (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dalton Schultz (HOU),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ian Thomas (CAR),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cethan Carter (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darrell Daniels (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Johnny Mundt (MIN),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Anthony Firkser (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Evan Baylis (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Sean Culkin (FA),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Pharaoh Brown (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Bronson Kaufusi (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Maxx Williams (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Eric Tomlinson (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Daniel Brown (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Beau Brinkley (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Winchester (KC),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Ott (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Patrick Scales (CHI),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
C.J. Uzomah (NYJ),2019,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
MyCole Pruitt (FA),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Manhertz (DEN),2019,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ricky Seals-Jones (FA),2019,4,3,3,82,27.3,59,4,1,0,0,0,0,14.2
Austin Hooper (FA),2019,4,9,11,130,14.4,28,2,0,0,0,0,0,13.0
Jimmy Graham (FA),2019,4,6,9,61,10.2,15,0,1,0,0,0,0,12.1
Will Dissly (SEA),2019,4,7,8,57,8.1,17,0,1,0,0,0,0,11.7
Eric Ebron (FA),2019,4,1,5,48,48.0,48,3,1,0,0,0,0,10.8
Gerald Everett (LAC),2019,4,5,8,44,8.8,15,0,1,0,0,0,0,10.4
Cameron Brate (FA),2019,4,3,3,36,12.0,13,0,1,0,0,0,0,9.6
Mark Andrews (BAL),2019,4,4,8,31,7.8,11,0,1,0,0,0,0,9.1
Noah Fant (SEA),2019,4,2,4,31,15.5,25,1,1,0,0,0,0,9.1
Foster Moreau (FA),2019,4,3,3,30,10.0,18,0,1,0,0,0,0,9.0
T.J. Hockenson (MIN),2019,4,3,3,27,9.0,13,0,1,0,0,0,0,8.7
Travis Kelce (KC),2019,4,7,8,85,12.1,18,0,0,0,0,0,0,8.5
Jack Doyle (FA),2019,4,4,8,22,5.5,8,0,1,0,0,0,0,8.2
James O'Shaughnessy (FA),2019,4,1,4,18,18.0,18,0,1,0,0,0,0,7.8
Dallas Goedert (PHI),2019,4,2,3,16,8.0,13,0,1,0,0,0,0,7.6
Zach Ertz (ARI),2019,4,7,8,65,9.3,14,0,0,0,0,0,0,6.5
Dawson Knox (BUF),2019,4,3,3,58,19.3,21,1,0,0,0,0,0,5.8
Evan Engram (JAC),2019,4,4,7,54,13.5,31,2,0,0,0,0,0,5.4
Darren Waller (NYG),2019,4,7,8,53,7.6,17,0,0,0,0,0,0,5.3
Blake Jarwin (FA),2019,4,3,3,49,16.3,35,2,0,0,0,0,0,4.9
Deon Yelder (FA),2019,4,2,2,43,21.5,24,1,0,0,0,0,0,4.3
Tyler Higbee (LAR),2019,4,4,7,41,10.3,13,0,0,0,0,0,0,4.1
Hayden Hurst (CAR),2019,4,2,2,39,19.5,29,1,0,0,0,0,0,3.9
Lance Kendricks (FA),2019,4,2,3,37,18.5,24,1,0,0,0,0,0,3.7
O.J. Howard (LV),2019,4,3,3,33,11.0,14,0,0,0,0,0,0,3.3
Jason Witten (FA),2019,4,4,4,50,12.5,16,0,0,0,0,0,1,3.0
Josh Hill (FA),2019,4,3,4,29,9.7,20,1,0,0,0,0,0,2.9
Nick Vannett (NYG),2019,4,2,2,28,14.0,17,0,0,0,0,0,0,2.8
Tyler Eifert (FA),2019,4,2,5,27,13.5,14,0,0,0,0,0,0,2.7
Luke Willson (FA),2019,4,2,2,26,13.0,17,0,0,0,0,0,0,2.6
Logan Thomas (WAS),2019,4,3,3,25,8.3,12,0,0,0,0,0,0,2.5
Rhett Ellison (FA),2019,4,3,4,24,8.0,22,1,0,0,0,0,0,2.4
Jared Cook (FA),2019,4,3,6,21,7.0,9,0,0,0,0,0,0,2.1
Maxx Williams (FA),2019,4,1,1,21,21.0,21,1,0,0,0,0,0,2.1
Jordan Akins (CLE),2019,4,3,4,21,7.0,10,0,0,0,0,0,0,2.1
Jeremy Sprinkle (FA),2019,4,1,3,20,20.0,20,1,0,0,0,0,0,2.0
Marcedes Lewis (FA),2019,4,2,2,19,9.5,10,0,0,0,0,0,0,1.9
Pharaoh Brown (FA),2019,4,1,1,18,18.0,18,0,0,0,0,0,0,1.8
Geoff Swaim (FA),2019,4,3,4,17,5.7,9,0,0,0,0,0,0,1.7
Trey Burton (FA),2019,4,2,4,16,8.0,11,0,0,0,0,0,0,1.6
Adam Shaheen (FA),2019,4,2,2,13,6.5,8,0,0,0,0,0,0,1.3
Darren Fells (FA),2019,4,1,1,12,12.0,12,0,0,0,0,0,0,1.2
Sean Culkin (FA),2019,4,1,1,12,12.0,12,0,0,0,0,0,0,1.2
Kyle Rudolph (FA),2019,4,1,1,12,12.0,12,0,0,0,0,0,0,1.2
Robert Tonyan (CHI),2019,4,1,1,11,11.0,11,0,0,0,0,0,0,1.1
Nick O'Leary (FA),2019,4,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Nick Boyle (FA),2019,4,1,1,9,9.0,9,0,0,0,0,0,0,0.9
J.P. Holtz (FA),2019,4,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Irv Smith Jr. (FA),2019,4,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Jonnu Smith (ATL),2019,4,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Vernon Davis (FA),2019,4,1,4,5,5.0,5,0,0,0,0,0,0,0.5
Greg Olsen (FA),2019,4,2,4,5,2.5,3,0,0,0,0,0,0,0.5
Delanie Walker (FA),2019,4,1,2,4,4.0,4,0,0,0,0,0,0,0.4
Charles Clay (FA),2019,4,1,2,3,3.0,3,0,0,0,0,0,0,0.3
Jaeden Graham (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Garrett Dickerson (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tommy Sweeney (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Drew Sample (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zach Gentry (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ryan Izzo (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Conklin (NYJ),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andrew Beck (HOU),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Orzech (GB),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Durham Smythe (MIA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Luke Stocker (FA),2019,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Lee Smith (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Demetrius Harris (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Derek Carrier (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Clark Harris (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Alex Ellis (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zach Wood (NO),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Seth DeValve (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ben Braunecker (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Patrick Scales (CHI),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2019,4,0,0,0,0.0,0,0,0,2,16,0,0,0.0
Mike Gesicki (NE),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Dalton Schultz (HOU),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ian Thomas (CAR),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Antony Auclair (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cethan Carter (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Mo Alie-Cox (IND),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Evan Baylis (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Ott (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Winchester (KC),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Beau Brinkley (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matt LaCosse (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Manhertz (DEN),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jesse James (FA),2019,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jeff Heuerman (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
MyCole Pruitt (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Blake Bell (FA),2019,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0
C.J. Uzomah (NYJ),2019,4,0,1,0,0.0,0,0,0,0,0,0,0,0.0
George Kittle (SF),2019,5,6,8,70,11.7,22,1,1,1,18,0,0,14.8
Darren Fells (FA),2019,5,2,2,20,10.0,12,0,2,0,0,0,0,14.0
Gerald Everett (LAC),2019,5,7,11,136,19.4,32,6,0,0,0,0,0,13.6
Zach Ertz (ARI),2019,5,5,7,57,11.4,21,1,1,0,0,0,0,11.7
Jared Cook (FA),2019,5,4,6,41,10.3,16,0,1,0,0,0,0,10.1
Ryan Izzo (FA),2019,5,2,2,39,19.5,29,1,1,0,0,0,0,9.9
Will Dissly (SEA),2019,5,4,4,81,20.3,38,3,0,1,7,0,0,8.8
Austin Hooper (FA),2019,5,6,9,56,9.3,18,0,0,0,0,0,0,7.6
Travis Kelce (KC),2019,5,4,10,70,17.5,24,1,0,0,0,0,0,7.0
Lee Smith (FA),2019,5,1,1,8,8.0,8,0,1,0,0,0,0,6.8
James O'Shaughnessy (FA),2019,5,3,4,57,19.0,35,2,0,0,0,0,0,5.7
Jonnu Smith (ATL),2019,5,1,2,57,57.0,57,4,0,0,0,0,0,5.7
Evan Engram (JAC),2019,5,6,11,42,7.0,14,0,0,2,5,0,0,4.7
Tyler Higbee (LAR),2019,5,3,3,47,15.7,20,1,0,0,0,0,0,4.7
Foster Moreau (FA),2019,5,4,4,46,11.5,23,1,0,0,0,0,0,4.6
Mark Andrews (BAL),2019,5,5,7,45,9.0,24,1,0,0,0,0,0,4.5
Jimmy Graham (FA),2019,5,3,3,41,13.7,23,1,0,0,0,0,0,4.1
Josh Hill (FA),2019,5,3,4,39,13.0,26,1,0,0,0,0,0,3.9
Darren Waller (NYG),2019,5,4,5,39,9.8,13,0,0,0,0,0,0,3.9
Vance McDonald (FA),2019,5,3,3,34,11.3,14,0,0,0,0,0,0,3.4
Hayden Hurst (CAR),2019,5,4,4,32,8.0,13,0,0,0,0,0,0,3.2
Jason Witten (FA),2019,5,3,4,29,9.7,13,0,0,0,0,0,0,2.9
Charles Clay (FA),2019,5,1,1,27,27.0,27,1,0,0,0,0,0,2.7
Jeff Heuerman (FA),2019,5,1,3,26,26.0,26,1,0,0,0,0,0,2.6
Robert Tonyan (CHI),2019,5,1,1,23,23.0,23,1,0,0,0,0,0,2.3
Derek Carrier (FA),2019,5,2,2,22,11.0,20,1,0,0,0,0,0,2.2
Matt LaCosse (FA),2019,5,1,4,22,22.0,22,1,0,0,0,0,0,2.2
Jordan Akins (CLE),2019,5,1,1,21,21.0,21,1,0,0,0,0,0,2.1
Jack Doyle (FA),2019,5,3,3,19,6.3,9,0,0,0,0,0,0,1.9
Marcedes Lewis (FA),2019,5,2,2,17,8.5,15,0,0,0,0,0,0,1.7
Jeremy Sprinkle (FA),2019,5,2,3,17,8.5,11,0,0,0,0,0,0,1.7
Trey Burton (FA),2019,5,3,3,16,5.3,11,0,0,0,0,0,0,1.6
C.J. Uzomah (NYJ),2019,5,2,2,16,8.0,8,0,0,0,0,0,0,1.6
J.P. Holtz (FA),2019,5,1,2,16,16.0,16,0,0,0,0,0,0,1.6
Tyler Eifert (FA),2019,5,2,4,14,7.0,7,0,0,0,0,0,0,1.4
Dawson Knox (BUF),2019,5,2,5,12,6.0,7,0,0,0,0,0,0,1.2
Cameron Brate (FA),2019,5,1,1,11,11.0,11,0,0,0,0,0,0,1.1
Dallas Goedert (PHI),2019,5,1,3,11,11.0,11,0,0,0,0,0,0,1.1
Delanie Walker (FA),2019,5,1,2,10,10.0,10,0,0,0,0,0,0,1.0
O.J. Howard (LV),2019,5,1,2,10,10.0,10,0,0,0,0,0,0,1.0
Luke Willson (FA),2019,5,1,1,10,10.0,10,0,0,0,0,0,0,1.0
Mo Alie-Cox (IND),2019,5,1,2,10,10.0,10,0,0,0,0,0,0,1.0
Andrew Beck (HOU),2019,5,1,1,10,10.0,10,0,0,0,0,0,0,1.0
Eric Ebron (FA),2019,5,1,4,8,8.0,8,0,0,0,0,0,0,0.8
Maxx Williams (FA),2019,5,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Noah Fant (SEA),2019,5,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Virgil Green (FA),2019,5,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Geoff Swaim (FA),2019,5,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Kyle Rudolph (FA),2019,5,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Rhett Ellison (FA),2019,5,1,1,3,3.0,3,0,0,0,0,0,0,0.3
Ryan Griffin (FA),2019,5,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Jaeden Graham (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Garrett Dickerson (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tommy Sweeney (FA),2019,5,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Drew Sample (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Trevon Wesco (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Irv Smith Jr. (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Conklin (NYJ),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Deon Yelder (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Orzech (GB),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Lance Kendricks (FA),2019,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Luke Stocker (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Demetrius Harris (FA),2019,5,1,2,0,0.0,0,0,0,0,0,0,0,0.0
Levine Toilolo (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Greg Olsen (FA),2019,5,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Clark Harris (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zach Wood (NO),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Adam Shaheen (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Antony Auclair (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Nick Vannett (NYG),2019,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Seth DeValve (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Stephen Anderson (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ben Braunecker (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2019,5,0,0,0,0.0,0,0,0,2,14,0,0,0.0
Dalton Schultz (HOU),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ian Thomas (CAR),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cethan Carter (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darrell Daniels (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Blake Jarwin (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ricky Seals-Jones (FA),2019,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Johnny Mundt (MIN),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Anthony Firkser (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Pharaoh Brown (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jerome Cunningham (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Daniel Brown (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Beau Brinkley (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Winchester (KC),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Ott (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Patrick Scales (CHI),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Nick Boyle (FA),2019,5,0,2,0,0.0,0,0,0,0,0,0,0,0.0
MyCole Pruitt (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Blake Bell (FA),2019,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ross Dwelley (SF),2019,5,2,2,-3,-1.5,0,0,0,0,0,0,0,-0.3
Hunter Henry (NE),2019,6,8,9,100,12.5,21,1,2,0,0,0,0,22.0
Austin Hooper (FA),2019,6,8,8,117,14.6,30,3,1,0,0,0,0,17.7
Cameron Brate (FA),2019,6,2,4,47,23.5,37,2,1,0,0,0,0,10.7
Ricky Seals-Jones (FA),2019,6,3,6,47,15.7,31,2,1,0,0,0,0,10.7
George Kittle (SF),2019,6,8,8,103,12.9,45,3,0,0,0,0,0,10.3
Jared Cook (FA),2019,6,3,3,37,12.3,20,1,1,0,0,0,0,9.7
Maxx Williams (FA),2019,6,3,3,34,11.3,20,1,1,0,0,0,0,9.4
Ryan Griffin (FA),2019,6,3,3,28,9.3,12,0,1,0,0,0,0,8.8
Mark Andrews (BAL),2019,6,6,8,99,16.5,39,3,0,0,0,0,1,7.9
Darren Fells (FA),2019,6,6,7,69,11.5,18,0,0,0,0,0,0,6.9
Travis Kelce (KC),2019,6,4,6,58,14.5,18,0,0,0,0,0,0,5.8
Jason Witten (FA),2019,6,5,7,57,11.4,20,1,0,0,0,0,0,5.7
Greg Olsen (FA),2019,6,4,7,52,13.0,18,0,0,0,0,0,0,5.2
Mike Gesicki (NE),2019,6,3,7,51,17.0,30,2,0,0,0,0,0,5.1
Marcedes Lewis (FA),2019,6,2,2,50,25.0,25,2,0,0,0,0,0,5.0
Dallas Goedert (PHI),2019,6,5,8,48,9.6,13,0,0,0,0,0,0,4.8
Delanie Walker (FA),2019,6,3,6,43,14.3,18,0,0,0,0,0,0,4.3
Jordan Akins (CLE),2019,6,3,3,39,13.0,23,1,0,0,0,0,0,3.9
Kyle Rudolph (FA),2019,6,3,3,36,12.0,18,0,0,0,0,0,0,3.6
O.J. Howard (LV),2019,6,2,4,35,17.5,30,2,0,0,0,0,0,3.5
Zach Ertz (ARI),2019,6,4,9,54,13.5,20,1,0,0,0,0,1,3.4
Ryan Izzo (FA),2019,6,2,4,31,15.5,20,1,0,0,0,0,0,3.1
Rhett Ellison (FA),2019,6,3,7,30,10.0,18,0,0,0,0,0,0,3.0
Irv Smith Jr. (FA),2019,6,2,2,29,14.5,29,1,0,0,0,0,0,2.9
C.J. Uzomah (NYJ),2019,6,2,3,26,13.0,22,1,0,0,0,0,0,2.6
Tyler Higbee (LAR),2019,6,3,3,25,8.3,9,0,0,0,0,0,0,2.5
Anthony Firkser (FA),2019,6,1,1,25,25.0,25,1,0,0,0,0,0,2.5
Jeremy Sprinkle (FA),2019,6,2,3,24,12.0,19,0,0,0,0,0,0,2.4
T.J. Hockenson (MIN),2019,6,4,6,21,5.3,7,0,0,0,0,0,0,2.1
Jaeden Graham (FA),2019,6,1,1,21,21.0,21,1,0,0,0,0,0,2.1
Demetrius Harris (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,2.0
Nick Boyle (FA),2019,6,2,4,18,9.0,9,0,0,0,0,0,0,1.8
Jimmy Graham (FA),2019,6,2,5,17,8.5,9,0,0,0,0,0,0,1.7
Noah Fant (SEA),2019,6,2,3,16,8.0,11,0,0,0,0,0,0,1.6
Seth DeValve (FA),2019,6,1,1,16,16.0,16,0,0,0,0,0,0,1.6
Luke Willson (FA),2019,6,2,3,16,8.0,11,0,0,0,0,0,0,1.6
Virgil Green (FA),2019,6,1,2,15,15.0,15,0,0,0,0,0,0,1.5
Tyler Eifert (FA),2019,6,2,2,13,6.5,7,0,0,0,0,0,0,1.3
Gerald Everett (LAC),2019,6,2,5,9,4.5,12,0,0,0,0,0,0,0.9
Pharaoh Brown (FA),2019,6,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Jonnu Smith (ATL),2019,6,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Charles Clay (FA),2019,6,2,2,8,4.0,6,0,0,0,0,0,0,0.8
Jesse James (FA),2019,6,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Levine Toilolo (FA),2019,6,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Josh Hill (FA),2019,6,1,2,8,8.0,8,0,0,0,0,0,0,0.8
Blake Jarwin (FA),2019,6,2,4,6,3.0,5,0,0,0,0,0,0,0.6
Dalton Schultz (HOU),2019,6,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Vance McDonald (FA),2019,6,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Geoff Swaim (FA),2019,6,1,2,5,5.0,5,0,0,0,0,0,0,0.5
Nick Vannett (NYG),2019,6,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Hayden Hurst (CAR),2019,6,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Nick O'Leary (FA),2019,6,1,1,3,3.0,3,0,0,0,0,0,0,0.3
J.J. Arcega-Whiteside (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Conklin (NYJ),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zach Gentry (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Andrew Beck (HOU),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Hale Hentges (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Garrett Dickerson (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kaden Smith (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Will Dissly (SEA),2019,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Trevon Wesco (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Ross Dwelley (SF),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Deon Yelder (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Orzech (GB),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Durham Smythe (MIA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Lance Kendricks (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Luke Stocker (FA),2019,6,1,1,0,0.0,0,0,0,0,0,0,0,0.0
Logan Thomas (WAS),2019,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Clark Harris (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Zach Wood (NO),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2019,6,0,0,0,0.0,0,0,0,3,17,0,0,0.0
Ian Thomas (CAR),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Antony Auclair (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jacob Hollister (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cethan Carter (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Darrell Daniels (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Johnny Mundt (MIN),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Evan Baylis (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tyler Ott (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
James Winchester (KC),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jerome Cunningham (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Beau Brinkley (FA),2019,6,0,0,0,0.0,0,0,0,0,0,0,0,0.0
