,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Buddy Howell (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trenton Cannon (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trey Edmunds (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Michael Burton (DEN),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ty Montgomery (NE),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ameer Abdullah (LV),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
C.J. Prosise (FA),2020,10,0,0,0.0,0,0,0,1,1,-2,-2.0,0,0,-0.2
Alex Armah Jr. (WAS),2020,10,0,0,0.0,0,0,0,2,2,-5,-2.5,0,0,-0.5
Dalvin Cook (MIN),2020,11,27,115,4.3,16,0,1,5,5,45,9.0,0,1,20.0
Clyde Edwards-Helaire (KC),2020,11,14,69,4.9,14,0,2,1,2,8,8.0,0,0,19.7
Derrick Henry (TEN),2020,11,28,133,4.8,29,2,1,1,2,-1,-1.0,0,0,19.2
Melvin Gordon III (FA),2020,11,15,84,5.6,25,2,2,0,0,0,0.0,0,1,18.4
Ezekiel Elliott (FA),2020,11,21,103,4.9,18,0,0,2,2,11,5.5,1,0,17.4
J.K. Dobbins (BAL),2020,11,15,70,4.7,11,0,1,2,2,15,7.5,0,0,16.5
Antonio Gibson (WAS),2020,11,16,94,5.9,19,0,1,1,2,10,10.0,0,0,16.4
Carlos Hyde (FA),2020,11,14,79,5.6,17,0,1,2,3,16,8.0,0,0,15.5
Mike Davis (FA),2020,11,19,64,3.4,9,0,1,2,2,15,7.5,0,0,13.9
Aaron Jones (GB),2020,11,10,41,4.1,15,0,1,4,4,30,7.5,0,0,13.1
Frank Gore (FA),2020,11,15,61,4.1,14,0,1,2,2,10,5.0,0,0,13.1
Josh Jacobs (LV),2020,11,17,55,3.2,13,0,1,1,1,9,9.0,0,0,12.4
Tony Pollard (DAL),2020,11,5,60,12.0,42,3,1,0,0,0,0.0,0,0,12.0
Kenyan Drake (FA),2020,11,11,29,2.6,12,0,1,4,5,31,7.8,0,0,12.0
Damien Harris (BUF),2020,11,11,43,3.9,9,0,1,1,2,11,11.0,0,0,11.4
Nick Chubb (CLE),2020,11,20,114,5.7,54,4,0,0,0,0,0.0,0,0,11.4
Jonathan Taylor (IND),2020,11,22,90,4.1,18,0,0,4,4,24,6.0,0,0,11.4
Chase Edmonds (TB),2020,11,2,13,6.5,11,0,0,4,4,36,9.0,1,0,10.9
Alvin Kamara (NO),2020,11,13,45,3.5,12,0,1,0,1,0,0.0,0,0,10.5
James Conner (ARI),2020,11,13,89,6.8,25,1,0,3,3,10,3.3,0,0,9.9
Le'Veon Bell (FA),2020,11,7,25,3.6,11,0,1,1,1,11,11.0,0,0,9.6
James Robinson (NE),2020,11,17,73,4.3,18,0,0,2,2,21,10.5,0,0,9.4
La'Mical Perine (KC),2020,11,8,33,4.1,11,0,1,0,1,0,0.0,0,0,9.3
Leonard Fournette (FA),2020,11,7,17,2.4,6,0,1,1,4,9,9.0,0,0,8.6
Latavius Murray (FA),2020,11,12,49,4.1,11,0,0,2,2,36,18.0,0,0,8.5
James White (FA),2020,11,5,19,3.8,8,0,0,6,9,64,10.7,0,0,8.3
Phillip Lindsay (FA),2020,11,16,82,5.1,20,2,0,0,0,0,0.0,0,0,8.2
Kareem Hunt (FA),2020,11,13,11,0.8,6,0,1,1,1,10,10.0,0,0,8.1
Cam Akers (LAR),2020,11,5,15,3.0,11,0,0,1,1,4,4.0,1,0,7.9
Jamaal Williams (NO),2020,11,5,12,2.4,4,0,0,1,2,4,4.0,1,0,7.6
Benny Snell Jr. (FA),2020,11,7,15,2.1,5,0,1,0,0,0,0.0,0,0,7.5
Salvon Ahmed (MIA),2020,11,12,43,3.6,14,0,0,5,6,31,6.2,0,0,7.4
Kalen Ballage (FA),2020,11,16,44,2.8,17,0,0,7,9,27,3.9,0,0,7.1
J.D. McKissic (FA),2020,11,6,43,7.2,14,0,0,3,4,26,8.7,0,0,6.9
Miles Sanders (CAR),2020,11,16,66,4.1,11,0,0,3,5,15,5.0,0,1,6.1
Giovani Bernard (FA),2020,11,9,18,2.0,7,0,0,4,5,37,9.3,0,0,5.5
Nyheim Hines (BUF),2020,11,6,2,0.3,4,0,0,3,4,31,10.3,0,0,5.3
Boston Scott (PHI),2020,11,5,24,4.8,9,0,0,3,3,26,8.7,0,0,5.0
Kerryon Johnson (FA),2020,11,6,17,2.8,8,0,0,2,5,21,10.5,0,0,3.8
Jordan Wilkins (FA),2020,11,4,21,5.3,8,0,0,1,1,15,15.0,0,0,3.6
Duke Johnson Jr. (FA),2020,11,10,15,1.5,3,0,0,3,5,20,6.7,0,0,3.5
DeeJay Dallas (SEA),2020,11,1,13,13.0,13,0,0,2,2,19,9.5,0,0,3.2
Bo Scarbrough (FA),2020,11,6,31,5.2,12,0,0,0,0,0,0.0,0,0,3.1
Rodney Smith (FA),2020,11,8,29,3.6,9,0,0,0,0,0,0.0,0,0,2.9
Todd Gurley II (FA),2020,11,8,26,3.3,7,0,0,1,2,3,3.0,0,0,2.9
Peyton Barber (FA),2020,11,8,28,3.5,11,0,0,0,0,0,0.0,0,0,2.8
Malcolm Brown (FA),2020,11,3,20,6.7,14,0,0,1,1,8,8.0,0,0,2.8
Ronald Jones II (DAL),2020,11,10,24,2.4,6,0,0,0,1,0,0.0,0,0,2.4
Darrel Williams (FA),2020,11,0,0,0.0,0,0,0,3,3,22,7.3,0,0,2.2
Samaje Perine (DEN),2020,11,5,19,3.8,8,0,0,1,2,2,2.0,0,0,2.1
Devontae Booker (FA),2020,11,5,16,3.2,6,0,0,1,1,3,3.0,0,0,1.9
Brian Hill (FA),2020,11,4,18,4.5,7,0,0,0,0,0,0.0,0,0,1.8
Adrian Peterson (FA),2020,11,7,18,2.6,4,0,0,0,1,0,0.0,0,0,1.8
Ty Johnson (NYJ),2020,11,0,0,0.0,0,0,0,4,6,17,4.3,0,0,1.7
Troymaine Pope (FA),2020,11,3,4,1.3,5,0,0,2,2,12,6.0,0,0,1.6
C.J. Prosise (FA),2020,11,3,4,1.3,3,0,0,2,2,8,4.0,0,0,1.2
Rex Burkhead (FA),2020,11,4,7,1.8,4,0,0,2,3,5,2.5,0,0,1.2
Alec Ingold (MIA),2020,11,0,0,0.0,0,0,0,1,3,11,11.0,0,0,1.1
Darrell Henderson Jr. (FA),2020,11,8,5,0.6,4,0,0,2,3,4,2.0,0,0,0.9
Patrick Laird (TB),2020,11,0,0,0.0,0,0,0,1,2,8,8.0,0,0,0.8
Alexander Mattison (MIN),2020,11,1,6,6.0,6,0,0,0,0,0,0.0,0,0,0.6
Gus Edwards (BAL),2020,11,3,6,2.0,3,0,0,0,0,0,0.0,0,0,0.6
Patrick Ricard (BAL),2020,11,0,0,0.0,0,0,0,1,1,5,5.0,0,0,0.5
Devine Ozigbo (FA),2020,11,0,0,0.0,0,0,0,3,3,5,1.7,0,0,0.5
Ito Smith (FA),2020,11,1,5,5.0,5,0,0,0,0,0,0.0,0,0,0.5
Keith Smith (ATL),2020,11,0,0,0.0,0,0,0,1,1,4,4.0,0,0,0.4
Matt Breida (NYG),2020,11,2,4,2.0,4,0,0,0,0,0,0.0,0,0,0.4
Anthony McFarland Jr. (PIT),2020,11,3,3,1.0,1,0,0,0,0,0,0.0,0,0,0.3
Mark Ingram II (FA),2020,11,2,2,1.0,2,0,0,0,0,0,0.0,0,0,0.2
Jeremy McNichols (PIT),2020,11,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
Joshua Kelley (LAC),2020,11,4,-2,-0.5,4,0,0,2,2,4,2.0,0,0,0.2
D'Onta Foreman (CHI),2020,11,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Darwin Thompson (SEA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trayveon Williams (CIN),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jakob Johnson (LV),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jeremy Cox (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Khari Blasingame (CHI),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Johnny Stanton IV (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Elijah Holyfield (CIN),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Justice Hill (BAL),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rico Dowdle (DAL),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gabe Nabers (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nathan Cottrell (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Ward (TEN),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Scottie Phillips (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Xavier Jones (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Anthony Sherman (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kenjon Barner (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
C.J. Ham (MIN),2020,11,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
D.J. Foster (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Williams (WAS),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derek Watt (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Royce Freeman (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trenton Cannon (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dare Ogunbowale (HOU),2020,11,0,0,0.0,0,0,0,0,2,0,0.0,0,0,0.0
Alex Armah Jr. (WAS),2020,11,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Senorise Perry (FA),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Michael Burton (DEN),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ty Montgomery (NE),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ameer Abdullah (LV),2020,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derrick Henry (TEN),2020,12,27,178,6.6,31,2,3,2,4,7,3.5,0,0,36.5
Antonio Gibson (WAS),2020,12,20,115,5.8,37,3,3,5,7,21,4.2,0,0,31.6
Latavius Murray (FA),2020,12,19,124,6.5,36,2,2,1,1,2,2.0,0,0,24.6
Nick Chubb (CLE),2020,12,19,144,7.6,29,2,1,3,3,32,10.7,0,0,23.6
James Robinson (NE),2020,12,22,128,5.8,27,1,1,5,6,31,6.2,0,0,21.9
Kenyan Drake (FA),2020,12,22,78,3.5,14,0,2,3,4,15,5.0,0,0,21.3
David Montgomery (DET),2020,12,11,103,9.4,57,4,0,5,6,40,8.0,1,0,20.3
Adrian Peterson (FA),2020,12,15,55,3.7,19,0,2,0,0,0,0.0,0,0,17.5
Ronald Jones II (DAL),2020,12,9,66,7.3,34,2,0,1,2,37,37.0,1,0,16.3
Wayne Gallman Jr. (FA),2020,12,24,94,3.9,18,0,1,3,5,-3,-1.0,0,0,15.1
Cam Akers (LAR),2020,12,9,84,9.3,61,4,1,0,0,0,0.0,0,0,14.4
Duke Johnson Jr. (FA),2020,12,9,37,4.1,8,0,0,3,4,43,14.3,1,0,14.0
James White (FA),2020,12,5,18,3.6,7,0,2,1,1,-1,-1.0,0,0,13.7
Ito Smith (FA),2020,12,12,65,5.4,24,1,1,4,5,10,2.5,0,0,13.5
Jamaal Williams (NO),2020,12,17,73,4.3,17,0,1,0,0,0,0.0,0,0,13.3
Austin Ekeler (LAC),2020,12,14,44,3.1,15,0,0,11,16,85,7.7,0,0,12.9
Chris Carson (FA),2020,12,8,41,5.1,16,0,1,2,2,18,9.0,0,0,11.9
Nyheim Hines (BUF),2020,12,10,29,2.9,10,0,0,8,10,66,8.3,0,0,9.5
Joshua Kelley (LAC),2020,12,7,35,5.0,33,2,1,0,0,0,0.0,0,0,9.5
Benny Snell Jr. (FA),2020,12,16,60,3.8,13,0,0,3,4,33,11.0,0,0,9.3
Aaron Jones (GB),2020,12,17,90,5.3,16,0,0,1,2,0,0.0,0,0,9.0
Frank Gore (FA),2020,12,18,74,4.1,17,0,0,3,3,12,4.0,0,0,8.6
Raheem Mostert (MIA),2020,12,16,43,2.7,10,0,1,2,2,0,0.0,0,1,8.3
Devin Singletary (HOU),2020,12,11,82,7.5,24,2,0,3,3,20,6.7,0,1,8.2
Mike Davis (FA),2020,12,15,55,3.7,10,0,0,3,6,24,8.0,0,0,7.9
Kerryon Johnson (FA),2020,12,11,46,4.2,8,0,0,4,4,52,13.0,0,1,7.8
Gus Edwards (BAL),2020,12,9,10,1.1,6,0,1,0,0,0,0.0,0,0,7.0
Zack Moss (IND),2020,12,9,59,6.6,31,2,0,2,2,9,4.5,0,0,6.8
Dalvin Cook (MIN),2020,12,18,61,3.4,14,0,0,4,4,21,5.3,0,1,6.2
Kareem Hunt (FA),2020,12,10,62,6.2,27,1,0,0,2,0,0.0,0,0,6.2
DeAndre Washington (FA),2020,12,13,49,3.8,16,0,0,2,5,11,5.5,0,0,6.0
Peyton Barber (FA),2020,12,11,57,5.2,15,0,0,0,0,0,0.0,0,0,5.7
Jordan Wilkins (FA),2020,12,6,22,3.7,11,0,0,3,4,35,11.7,0,0,5.7
Brian Hill (FA),2020,12,13,55,4.2,22,1,0,0,1,0,0.0,0,0,5.5
C.J. Prosise (FA),2020,12,5,12,2.4,7,0,0,1,1,2,2.0,1,1,5.4
Alvin Kamara (NO),2020,12,11,54,4.9,15,0,0,1,2,-2,-2.0,0,0,5.2
Royce Freeman (FA),2020,12,8,50,6.3,23,1,0,0,0,0,0.0,0,0,5.0
Giovani Bernard (FA),2020,12,8,32,4.0,15,0,0,2,3,17,8.5,0,0,4.9
Damien Harris (BUF),2020,12,14,47,3.4,18,0,0,0,0,0,0.0,0,0,4.7
Boston Scott (PHI),2020,12,2,7,3.5,5,0,0,5,6,40,8.0,0,0,4.7
Chase Edmonds (TB),2020,12,6,29,4.8,9,0,0,4,5,14,3.5,0,0,4.3
Miles Sanders (CAR),2020,12,6,15,2.5,8,0,0,2,3,7,3.5,0,0,4.2
Justice Hill (BAL),2020,12,9,35,3.9,19,0,0,2,2,5,2.5,0,0,4.0
Clyde Edwards-Helaire (KC),2020,12,11,37,3.4,10,0,0,1,1,2,2.0,0,0,3.9
Matt Breida (NYG),2020,12,8,36,4.5,12,0,0,2,2,17,8.5,0,1,3.3
Le'Veon Bell (FA),2020,12,5,22,4.4,10,0,0,2,2,10,5.0,0,0,3.2
Kyle Juszczyk (SF),2020,12,2,8,4.0,6,0,0,2,2,24,12.0,0,0,3.2
Jerick McKinnon (FA),2020,12,3,21,7.0,19,0,0,2,3,11,5.5,0,0,3.2
Melvin Gordon III (FA),2020,12,12,31,2.6,11,0,0,0,0,0,0.0,0,0,3.1
Carlos Hyde (FA),2020,12,15,22,1.5,8,0,0,2,3,7,3.5,0,0,2.9
D'Onta Foreman (CHI),2020,12,4,28,7.0,12,0,0,0,0,0,0.0,0,0,2.8
J.D. McKissic (FA),2020,12,1,6,6.0,6,0,0,2,2,21,10.5,0,0,2.7
Anthony McFarland Jr. (PIT),2020,12,3,9,3.0,3,0,0,1,1,17,17.0,0,0,2.6
Josh Jacobs (LV),2020,12,7,27,3.9,16,0,0,3,3,17,5.7,0,1,2.4
Tony Pollard (DAL),2020,12,4,12,3.0,5,0,0,2,2,10,5.0,0,0,2.2
Jeff Wilson Jr. (MIA),2020,12,12,40,3.3,10,0,0,0,0,0,0.0,0,1,2.0
Jeremy McNichols (PIT),2020,12,8,20,2.5,6,0,0,0,1,0,0.0,0,0,2.0
Phillip Lindsay (FA),2020,12,9,20,2.2,13,0,0,0,0,0,0.0,0,0,2.0
Leonard Fournette (FA),2020,12,3,10,3.3,6,0,0,3,3,10,3.3,0,0,2.0
Darrell Henderson Jr. (FA),2020,12,10,19,1.9,5,0,0,0,1,0,0.0,0,0,1.9
Ezekiel Elliott (FA),2020,12,10,32,3.2,8,0,0,1,3,7,7.0,0,1,1.9
Rodney Smith (FA),2020,12,7,18,2.6,13,0,0,0,1,0,0.0,0,0,1.8
Trenton Cannon (FA),2020,12,3,17,5.7,13,0,0,1,1,1,1.0,0,0,1.8
Dion Lewis (FA),2020,12,2,10,5.0,7,0,0,1,3,7,7.0,0,0,1.7
Khari Blasingame (CHI),2020,12,0,0,0.0,0,0,0,1,1,16,16.0,0,0,1.6
Trayveon Williams (CIN),2020,12,1,-2,-2.0,0,0,0,1,1,13,13.0,0,0,1.1
C.J. Ham (MIN),2020,12,1,10,10.0,10,0,0,0,0,0,0.0,0,0,1.0
Ryan Nall (FA),2020,12,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1.0
Alfred Morris (FA),2020,12,4,8,2.0,5,0,0,0,0,0,0.0,0,0,0.8
Dwayne Washington (NO),2020,12,3,6,2.0,4,0,0,0,0,0,0.0,0,0,0.6
Jonathan Williams (WAS),2020,12,1,5,5.0,5,0,0,4,4,21,5.3,0,1,0.6
Alexander Mattison (MIN),2020,12,2,6,3.0,4,0,0,0,0,0,0.0,0,0,0.6
Corey Clement (ARI),2020,12,1,6,6.0,6,0,0,0,0,0,0.0,0,0,0.6
Devontae Booker (FA),2020,12,5,6,1.2,4,0,0,1,4,-1,-1.0,0,0,0.5
Tony Brooks-James (FA),2020,12,3,4,1.3,4,0,0,0,0,0,0.0,0,0,0.4
Ty Johnson (NYJ),2020,12,2,3,1.5,2,0,0,1,2,1,1.0,0,0,0.4
Samaje Perine (DEN),2020,12,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
Troymaine Pope (FA),2020,12,1,-1,-1.0,0,0,0,1,1,2,2.0,0,0,0.1
Josh Adams (FA),2020,12,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Jakob Johnson (LV),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Devine Ozigbo (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darwin Thompson (SEA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alec Ingold (MIA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Craig Reynolds (DET),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Austin Walter (LV),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jeremy Cox (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rico Dowdle (DAL),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gabe Nabers (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nathan Cottrell (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Ward (TEN),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Scottie Phillips (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
DeeJay Dallas (SEA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Xavier Jones (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Anthony Sherman (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2020,12,2,8,4.0,6,0,0,0,0,0,0.0,0,0,0.0
LeSean McCoy (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Elijhaa Penny (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Wendell Smallwood (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D.J. Foster (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derek Watt (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darrel Williams (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2020,12,1,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Sony Michel (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alex Armah Jr. (WAS),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2020,12,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Senorise Perry (FA),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Michael Burton (DEN),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ameer Abdullah (LV),2020,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Malcolm Brown (FA),2020,12,3,4,1.3,2,0,0,2,2,15,7.5,0,1,-0.1
Patrick Laird (TB),2020,12,1,9,9.0,9,0,0,0,0,0,0.0,0,1,-1.1
David Montgomery (DET),2020,13,17,72,4.2,13,0,2,4,4,39,9.8,0,0,23.1
Aaron Jones (GB),2020,13,15,130,8.7,77,4,1,3,3,18,6.0,0,0,20.8
Jonathan Taylor (IND),2020,13,13,91,7.0,24,1,0,3,3,44,14.7,1,0,19.5
Dalvin Cook (MIN),2020,13,32,120,3.8,12,0,0,6,9,59,9.8,0,0,17.9
Adrian Peterson (FA),2020,13,16,57,3.6,15,0,2,0,1,0,0.0,0,0,17.7
Ty Johnson (NYJ),2020,13,22,104,4.7,16,0,1,2,2,13,6.5,0,0,17.7
Chris Carson (FA),2020,13,13,65,5.0,11,0,0,3,6,45,15.0,1,0,17.0
James Robinson (NE),2020,13,18,78,4.3,15,0,1,6,6,30,5.0,0,0,16.8
Nick Chubb (CLE),2020,13,18,80,4.4,29,1,1,1,1,26,26.0,0,0,16.6
Alfred Morris (FA),2020,13,8,39,4.9,13,0,1,1,1,6,6.0,1,0,16.5
Alvin Kamara (NO),2020,13,15,88,5.9,37,2,1,2,3,9,4.5,0,0,15.7
Cam Akers (LAR),2020,13,21,72,3.4,12,0,1,1,1,22,22.0,0,0,15.4
Melvin Gordon III (FA),2020,13,15,131,8.7,65,4,0,1,2,11,11.0,0,0,14.2
Wayne Gallman Jr. (FA),2020,13,16,135,8.4,60,5,0,0,0,0,0.0,0,0,13.5
Darrell Henderson Jr. (FA),2020,13,3,49,16.3,38,2,1,2,3,25,12.5,0,0,13.4
J.K. Dobbins (BAL),2020,13,11,71,6.5,30,2,1,0,0,0,0.0,0,0,13.1
Myles Gaskin (MIA),2020,13,21,90,4.3,26,1,0,2,2,51,25.5,0,1,12.1
Kenyan Drake (FA),2020,13,10,49,4.9,27,1,1,2,3,9,4.5,0,0,11.8
David Johnson (FA),2020,13,10,44,4.4,19,0,1,0,2,0,0.0,0,0,10.4
Gus Edwards (BAL),2020,13,7,101,14.4,36,4,0,0,0,0,0.0,0,0,10.1
Damien Harris (BUF),2020,13,16,80,5.0,12,0,0,1,1,15,15.0,0,0,9.5
Ezekiel Elliott (FA),2020,13,18,77,4.3,14,0,0,4,6,18,4.5,0,0,9.5
Nyheim Hines (BUF),2020,13,6,10,1.7,5,0,1,3,3,22,7.3,0,0,9.2
Devin Singletary (HOU),2020,13,18,61,3.4,15,0,0,3,4,22,7.3,0,0,8.3
Peyton Barber (FA),2020,13,14,23,1.6,5,0,1,0,0,0,0.0,0,0,8.3
J.D. McKissic (FA),2020,13,5,8,1.6,8,0,0,10,10,70,7.0,0,0,7.8
Jeremy McNichols (PIT),2020,13,2,2,1.0,1,0,1,3,4,15,5.0,0,0,7.7
Josh Adams (FA),2020,13,8,74,9.3,25,1,0,0,0,0,0.0,0,0,7.4
C.J. Ham (MIN),2020,13,0,0,0.0,0,0,0,1,1,12,12.0,1,0,7.2
Kyle Juszczyk (SF),2020,13,2,5,2.5,5,0,0,1,1,6,6.0,1,0,7.1
Austin Ekeler (LAC),2020,13,8,36,4.5,9,0,0,4,9,32,8.0,0,0,6.8
Jeff Wilson Jr. (MIA),2020,13,7,47,6.7,18,0,0,2,5,12,6.0,0,0,5.9
Sony Michel (FA),2020,13,10,35,3.5,10,0,0,1,1,23,23.0,0,0,5.8
Kareem Hunt (FA),2020,13,14,33,2.4,8,0,0,3,3,24,8.0,0,0,5.7
Le'Veon Bell (FA),2020,13,11,40,3.6,16,0,0,2,3,15,7.5,0,0,5.5
Devontae Booker (FA),2020,13,16,50,3.1,14,0,0,1,2,1,1.0,0,0,5.1
Derrick Henry (TEN),2020,13,15,60,4.0,10,0,0,1,1,9,9.0,0,1,4.9
Chase Edmonds (TB),2020,13,6,28,4.7,13,0,0,2,5,15,7.5,0,0,4.3
Darrel Williams (FA),2020,13,6,38,6.3,12,0,0,1,2,5,5.0,0,0,4.3
Raheem Mostert (MIA),2020,13,9,42,4.7,16,0,0,1,1,1,1.0,0,0,4.3
Kalen Ballage (FA),2020,13,7,34,4.9,8,0,0,3,4,5,1.7,0,0,3.9
Jamaal Williams (NO),2020,13,5,26,5.2,18,0,0,2,2,10,5.0,0,0,3.6
Ito Smith (FA),2020,13,8,36,4.5,15,0,0,1,2,-2,-2.0,0,0,3.4
Duke Johnson Jr. (FA),2020,13,2,8,4.0,4,0,0,6,6,24,4.0,0,0,3.2
Miles Sanders (CAR),2020,13,10,31,3.1,8,0,0,0,1,0,0.0,0,0,3.1
Giovani Bernard (FA),2020,13,12,30,2.5,10,0,0,2,2,-1,-0.5,0,0,2.9
Ameer Abdullah (LV),2020,13,2,11,5.5,7,0,0,1,1,18,18.0,0,0,2.9
Mark Ingram II (FA),2020,13,6,28,4.7,7,0,0,1,1,1,1.0,0,0,2.9
Tony Pollard (DAL),2020,13,8,22,2.8,12,0,0,1,1,6,6.0,0,0,2.8
Malcolm Brown (FA),2020,13,3,-3,-1.0,1,0,0,1,1,30,30.0,0,0,2.7
Phillip Lindsay (FA),2020,13,14,26,1.9,4,0,0,0,1,0,0.0,0,0,2.6
Patrick Laird (TB),2020,13,3,6,2.0,4,0,0,2,3,16,8.0,0,0,2.2
