,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Jonathan Ward (TEN),2021,6,4,14,3.5,7,0,0,0,0,0,0.0,0,0,1.4
Demetric Felton Jr. (CLE),2021,6,0,0,0.0,0,0,0,2,2,14,7.0,0,0,1.4
Myles Gaskin (MIA),2021,6,5,9,1.8,4,0,0,2,6,5,2.5,0,0,1.4
Trayveon Williams (CIN),2021,6,6,13,2.2,6,0,0,0,0,0,0.0,0,0,1.3
Marlon Mack (FA),2021,6,5,12,2.4,8,0,0,0,0,0,0.0,0,0,1.2
Alexander Mattison (MIN),2021,6,3,10,3.3,5,0,0,0,0,0,0.0,0,0,1.0
D'Ernest Johnson (JAC),2021,6,1,2,2.0,2,0,0,1,1,7,7.0,0,0,0.9
Jamaal Williams (NO),2021,6,4,11,2.8,6,0,0,1,2,-2,-2.0,0,0,0.9
Justin Jackson (FA),2021,6,0,0,0.0,0,0,0,1,1,7,7.0,0,0,0.7
Joshua Kelley (LAC),2021,6,4,7,1.8,4,0,0,0,0,0,0.0,0,0,0.7
Johnny Stanton IV (FA),2021,6,0,0,0.0,0,0,0,1,1,6,6.0,0,0,0.6
Gabe Nabers (FA),2021,6,0,0,0.0,0,0,0,1,1,6,6.0,0,0,0.6
Giovani Bernard (FA),2021,6,0,0,0.0,0,0,0,2,2,4,2.0,0,0,0.4
Jalen Richard (FA),2021,6,1,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Jaret Patterson (FA),2021,6,1,5,5.0,5,0,0,1,1,-2,-2.0,0,0,0.3
Mike Boone (HOU),2021,6,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Royce Freeman (FA),2021,6,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Brandon Bolden (LV),2021,6,1,-1,-1.0,0,0,0,1,1,3,3.0,0,0,0.2
David Johnson (FA),2021,6,2,7,3.5,6,0,0,1,2,14,14.0,0,1,0.1
Kenneth Gainwell (PHI),2021,6,0,0,0.0,0,0,0,1,2,1,1.0,0,0,0.1
Kylin Hill (FA),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Benny Snell Jr. (FA),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alec Ingold (MIA),2021,6,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Khari Blasingame (CHI),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cullen Gillaspia (FA),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Artavis Pierce (FA),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jake Funk (IND),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gary Brightwell (NYG),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rex Burkhead (FA),2021,6,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Derek Watt (FA),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Godwin Igwebuike (SEA),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Saquon Barkley (NYG),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dare Ogunbowale (HOU),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Carlos Hyde (FA),2021,6,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Michael Burton (DEN),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ameer Abdullah (LV),2021,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alvin Kamara (NO),2021,7,20,51,2.6,12,0,0,10,11,128,12.8,1,0,23.9
Damien Harris (BUF),2021,7,14,106,7.6,32,2,2,2,2,7,3.5,0,0,23.3
D'Ernest Johnson (JAC),2021,7,22,146,6.6,20,2,1,2,2,22,11.0,0,0,22.8
D'Andre Swift (DET),2021,7,13,48,3.7,14,0,0,8,10,96,12.0,1,0,20.4
Elijah Mitchell (SF),2021,7,18,107,5.9,20,1,1,0,0,0,0.0,0,0,16.7
Leonard Fournette (FA),2021,7,15,81,5.4,15,0,1,2,4,9,4.5,0,0,15.0
Jonathan Taylor (IND),2021,7,18,107,5.9,33,2,1,3,3,3,1.0,0,1,15.0
J.J. Taylor (NE),2021,7,9,21,2.3,15,0,2,1,1,5,5.0,0,0,14.6
Derrick Henry (TEN),2021,7,29,86,3.0,11,0,0,2,2,16,8.0,0,0,14.4
Brandon Bolden (LV),2021,7,2,0,0.0,0,0,0,6,7,79,13.2,1,0,13.9
Kenyan Drake (FA),2021,7,14,69,4.9,12,0,1,3,3,10,3.3,0,0,13.9
Myles Gaskin (MIA),2021,7,15,67,4.5,16,0,0,4,4,10,2.5,1,0,13.7
Samaje Perine (DEN),2021,7,11,52,4.7,46,3,1,1,1,23,23.0,0,0,13.5
Khalil Herbert (CHI),2021,7,18,100,5.6,29,1,0,5,5,33,6.6,0,0,13.3
Josh Jacobs (LV),2021,7,6,29,4.8,9,0,1,3,3,39,13.0,0,0,12.8
Devontae Booker (FA),2021,7,14,51,3.6,19,0,1,2,3,15,7.5,0,0,12.6
James Conner (ARI),2021,7,10,64,6.4,18,0,1,0,0,0,0.0,0,0,12.4
Cordarrelle Patterson (ATL),2021,7,14,60,4.3,13,0,1,2,5,1,0.5,0,0,12.1
Joe Mixon (CIN),2021,7,12,59,4.9,21,1,1,0,0,0,0.0,0,0,11.9
Javonte Williams (DEN),2021,7,4,20,5.0,7,0,0,6,7,32,5.3,1,0,11.2
Kenneth Gainwell (PHI),2021,7,5,20,4.0,7,0,0,4,8,41,10.3,1,1,10.1
Devonta Freeman (FA),2021,7,4,14,3.5,10,0,1,3,3,25,8.3,0,0,9.9
Melvin Gordon III (FA),2021,7,8,18,2.3,5,0,0,2,3,14,7.0,1,0,9.2
Chase Edmonds (TB),2021,7,15,81,5.4,16,0,0,1,3,9,9.0,0,0,9.0
Boston Scott (PHI),2021,7,7,24,3.4,5,0,1,1,2,5,5.0,0,0,8.9
Michael Carter (NYJ),2021,7,11,37,3.4,6,0,0,8,9,67,8.4,0,1,8.4
Ty Johnson (NYJ),2021,7,5,6,1.2,5,0,0,6,7,65,10.8,0,0,7.1
Johnny Stanton IV (FA),2021,7,2,5,2.5,3,0,0,1,1,1,1.0,1,0,6.6
Darrell Henderson Jr. (FA),2021,7,15,45,3.0,10,0,0,3,6,19,6.3,0,0,6.4
Jamaal Williams (NO),2021,7,12,57,4.8,14,0,0,0,0,0,0.0,0,0,5.7
Chuba Hubbard (CAR),2021,7,12,28,2.3,13,0,0,4,5,28,7.0,0,0,5.6
J.D. McKissic (FA),2021,7,4,22,5.5,8,0,0,4,6,34,8.5,0,0,5.6
Antonio Gibson (WAS),2021,7,14,51,3.6,6,0,0,2,2,5,2.5,0,0,5.6
Salvon Ahmed (MIA),2021,7,7,26,3.7,7,0,0,2,2,26,13.0,0,0,5.2
David Johnson (FA),2021,7,7,25,3.6,13,0,0,5,6,27,5.4,0,0,5.2
Darrel Williams (FA),2021,7,5,20,4.0,11,0,0,3,4,30,10.0,0,0,5.0
Alex Collins (FA),2021,7,16,35,2.2,6,0,0,1,1,9,9.0,0,0,4.4
Ronald Jones II (DAL),2021,7,10,63,6.3,19,0,0,0,0,0,0.0,0,1,4.3
Aaron Jones (GB),2021,7,6,19,3.2,9,0,0,5,5,20,4.0,0,0,3.9
Ty'Son Williams (ARI),2021,7,2,10,5.0,6,0,0,2,2,24,12.0,0,0,3.4
Demetric Felton Jr. (CLE),2021,7,2,13,6.5,12,0,0,3,3,21,7.0,0,0,3.4
Jakob Johnson (LV),2021,7,0,0,0.0,0,0,0,2,2,32,16.0,0,0,3.2
Alec Ingold (MIA),2021,7,1,1,1.0,1,0,0,1,1,29,29.0,0,0,3.0
Miles Sanders (CAR),2021,7,6,30,5.0,9,0,0,1,1,-3,-3.0,0,0,2.7
Ke'Shawn Vaughn (TB),2021,7,5,27,5.4,15,0,0,0,0,0,0.0,0,0,2.7
Mark Ingram II (FA),2021,7,6,9,1.5,4,0,0,3,3,18,6.0,0,0,2.7
Jalen Richard (FA),2021,7,4,8,2.0,5,0,0,3,4,17,5.7,0,0,2.5
Elijhaa Penny (FA),2021,7,9,24,2.7,9,0,0,0,0,0,0.0,0,0,2.4
Royce Freeman (FA),2021,7,3,18,6.0,7,0,0,1,2,1,1.0,0,0,1.9
Darrynton Evans (CHI),2021,7,2,7,3.5,5,0,0,2,2,11,5.5,0,0,1.8
Jerick McKinnon (FA),2021,7,0,0,0.0,0,0,0,2,4,17,8.5,0,0,1.7
JaMycal Hasty (JAC),2021,7,3,1,0.3,2,0,0,3,6,15,5.0,0,0,1.6
Travis Homer (CHI),2021,7,1,14,14.0,14,0,0,0,0,0,0.0,0,0,1.4
John Kelly Jr. (CLE),2021,7,2,13,6.5,11,0,0,0,0,0,0.0,0,0,1.3
Nyheim Hines (BUF),2021,7,8,14,1.8,8,0,0,1,3,-2,-2.0,0,0,1.2
Mike Davis (FA),2021,7,4,10,2.5,3,0,0,0,0,0,0.0,0,0,1.0
Jeremy McNichols (PIT),2021,7,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1.0
Rashaad Penny (PHI),2021,7,6,9,1.5,5,0,0,0,0,0,0.0,0,0,0.9
Malcolm Brown (FA),2021,7,3,10,3.3,4,0,0,1,1,-1,-1.0,0,0,0.9
Phillip Lindsay (FA),2021,7,2,8,4.0,4,0,0,0,0,0,0.0,0,0,0.8
Damien Williams (FA),2021,7,3,5,1.7,4,0,0,1,1,3,3.0,0,0,0.8
Eno Benjamin (NO),2021,7,2,7,3.5,8,0,0,0,0,0,0.0,0,0,0.7
Jonathan Ward (TEN),2021,7,1,7,7.0,7,0,0,0,0,0,0.0,0,0,0.7
Derrick Gore (NO),2021,7,0,0,0.0,0,0,0,1,1,7,7.0,0,0,0.7
Keith Smith (ATL),2021,7,0,0,0.0,0,0,0,1,1,6,6.0,0,0,0.6
Giovani Bernard (FA),2021,7,0,0,0.0,0,0,0,2,3,5,2.5,0,0,0.5
Ryan Nall (FA),2021,7,0,0,0.0,0,0,0,1,1,4,4.0,0,0,0.4
Sony Michel (FA),2021,7,2,4,2.0,4,0,0,0,0,0,0.0,0,0,0.4
Le'Veon Bell (FA),2021,7,5,5,1.0,7,0,0,1,2,-1,-1.0,0,0,0.4
Devine Ozigbo (FA),2021,7,1,-3,-3.0,0,0,0,1,1,7,7.0,0,0,0.4
Marlon Mack (FA),2021,7,3,4,1.3,3,0,0,0,0,0,0.0,0,0,0.4
Ty Montgomery (NE),2021,7,1,4,4.0,4,0,0,0,1,0,0.0,0,0,0.4
Alex Armah Jr. (WAS),2021,7,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Wayne Gallman Jr. (FA),2021,7,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Kylin Hill (FA),2021,7,3,2,0.7,3,0,0,0,1,0,0.0,0,0,0.2
Cullen Gillaspia (FA),2021,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
DeeJay Dallas (SEA),2021,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2021,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rex Burkhead (FA),2021,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Godwin Igwebuike (SEA),2021,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2021,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trenton Cannon (FA),2021,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ameer Abdullah (LV),2021,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
AJ Dillon (GB),2021,7,3,6,2.0,3,0,0,1,2,2,2.0,0,1,-1.2
Michael Carter (NYJ),2021,8,15,77,5.1,18,0,1,9,14,95,10.6,0,0,23.2
Darrell Henderson Jr. (FA),2021,8,14,90,6.4,19,0,1,1,2,3,3.0,1,0,21.3
Joe Mixon (CIN),2021,8,14,33,2.4,8,0,1,4,5,58,14.5,1,0,21.1
Elijah Mitchell (SF),2021,8,18,137,7.6,39,4,1,0,0,0,0.0,0,0,19.7
Austin Ekeler (LAC),2021,8,11,64,5.8,28,1,1,6,10,60,10.0,0,0,18.4
Jonathan Taylor (IND),2021,8,16,70,4.4,12,0,1,3,4,52,17.3,0,0,18.2
Najee Harris (PIT),2021,8,26,91,3.5,11,0,1,3,3,29,9.7,0,0,18.0
Boston Scott (PHI),2021,8,12,60,5.0,19,0,2,0,1,0,0.0,0,0,18.0
Jordan Howard (FA),2021,8,12,57,4.8,10,0,2,0,0,0,0.0,0,0,17.7
Aaron Jones (GB),2021,8,15,59,3.9,16,0,1,7,11,51,7.3,0,0,17.0
Melvin Gordon III (FA),2021,8,10,47,4.7,11,0,1,3,3,15,5.0,1,1,16.2
Ty Johnson (NYJ),2021,8,4,15,3.8,8,0,0,5,6,71,14.2,1,0,14.6
James Conner (ARI),2021,8,5,22,4.4,9,0,2,0,0,0,0.0,0,0,14.2
Damien Harris (BUF),2021,8,23,80,3.5,10,0,1,0,1,0,0.0,0,0,14.0
Alvin Kamara (NO),2021,8,19,61,3.2,15,0,1,3,4,15,5.0,0,0,13.6
Cordarrelle Patterson (ATL),2021,8,9,35,3.9,14,0,0,5,5,37,7.4,1,0,13.2
Chuba Hubbard (CAR),2021,8,24,82,3.4,9,0,1,1,2,9,9.0,0,1,13.1
Chase Edmonds (TB),2021,8,7,30,4.3,11,0,1,3,4,39,13.0,0,0,12.9
Devontae Booker (FA),2021,8,15,60,4.0,14,0,0,5,6,65,13.0,0,0,12.5
Darrel Williams (FA),2021,8,13,49,3.8,12,0,0,6,6,61,10.2,0,0,11.0
Derrick Gore (NO),2021,8,11,48,4.4,10,0,1,0,0,0,0.0,0,0,10.8
Rex Burkhead (FA),2021,8,4,21,5.3,14,0,1,3,4,27,9.0,0,0,10.8
Giovani Bernard (FA),2021,8,2,30,15.0,24,1,0,1,1,7,7.0,1,0,9.7
J.D. McKissic (FA),2021,8,3,10,3.3,4,0,0,8,8,83,10.4,0,0,9.3
D'Ernest Johnson (JAC),2021,8,4,22,5.5,11,0,1,1,3,7,7.0,0,0,8.9
Jermar Jefferson (DET),2021,8,2,6,3.0,8,0,1,4,4,23,5.8,0,0,8.9
Justin Jackson (FA),2021,8,3,79,26.3,75,4,0,0,0,0,0.0,0,0,7.9
AJ Dillon (GB),2021,8,16,78,4.9,12,0,0,0,0,0,0.0,0,0,7.8
Dalvin Cook (MIN),2021,8,18,78,4.3,19,0,0,0,2,0,0.0,0,0,7.8
Ezekiel Elliott (FA),2021,8,16,50,3.1,8,0,0,4,6,23,5.8,0,0,7.3
Travis Homer (CHI),2021,8,4,9,2.3,7,0,0,1,1,3,3.0,0,0,7.2
Carlos Hyde (FA),2021,8,9,32,3.6,7,0,0,6,8,40,6.7,0,0,7.2
Nick Chubb (CLE),2021,8,16,61,3.8,21,1,0,1,1,8,8.0,0,0,6.9
Khalil Herbert (CHI),2021,8,23,72,3.1,22,1,0,2,2,-4,-2.0,0,0,6.8
Derrick Henry (TEN),2021,8,28,68,2.4,9,0,0,0,0,0,0.0,0,0,6.8
Mike Davis (FA),2021,8,9,44,4.9,18,0,0,5,6,22,4.4,0,0,6.6
Ameer Abdullah (LV),2021,8,8,31,3.9,9,0,0,3,5,35,11.7,0,0,6.6
Alex Armah Jr. (WAS),2021,8,0,0,0.0,0,0,0,1,1,1,1.0,1,0,6.1
Zack Moss (IND),2021,8,8,19,2.4,7,0,0,6,7,39,6.5,0,0,5.8
Sony Michel (FA),2021,8,9,42,4.7,14,0,0,2,2,14,7.0,0,0,5.6
Myles Gaskin (MIA),2021,8,12,36,3.0,7,0,0,3,4,19,6.3,0,0,5.5
Antonio Gibson (WAS),2021,8,8,34,4.3,12,0,0,3,3,20,6.7,0,0,5.4
Mark Ingram II (FA),2021,8,6,27,4.5,11,0,0,2,2,25,12.5,0,0,5.2
Javonte Williams (DEN),2021,8,9,35,3.9,14,0,0,2,4,13,6.5,0,0,4.8
Jaret Patterson (FA),2021,8,11,46,4.2,13,0,0,0,1,0,0.0,0,0,4.6
Alex Collins (FA),2021,8,10,44,4.4,12,0,0,0,0,0,0.0,0,0,4.4
Leonard Fournette (FA),2021,8,8,26,3.3,13,0,0,3,5,17,5.7,0,0,4.3
James Robinson (NE),2021,8,4,22,5.5,14,0,0,1,2,17,17.0,0,0,3.9
JaMycal Hasty (JAC),2021,8,3,4,1.3,2,0,0,2,2,29,14.5,0,0,3.3
Jeremy McNichols (PIT),2021,8,0,0,0.0,0,0,0,3,3,33,11.0,0,0,3.3
Rhamondre Stevenson (NE),2021,8,8,26,3.3,8,0,0,1,2,5,5.0,0,0,3.1
D'Andre Swift (DET),2021,8,12,27,2.3,7,0,0,5,5,24,4.8,0,1,3.1
Devin Singletary (HOU),2021,8,7,28,4.0,13,0,0,1,1,1,1.0,0,0,2.9
Salvon Ahmed (MIA),2021,8,7,22,3.1,12,0,0,1,2,6,6.0,0,0,2.8
Tony Pollard (DAL),2021,8,7,26,3.7,7,0,0,1,1,1,1.0,0,0,2.7
Kenneth Gainwell (PHI),2021,8,13,27,2.1,8,0,0,0,0,0,0.0,0,0,2.7
Brandon Bolden (LV),2021,8,4,26,6.5,14,0,0,0,0,0,0.0,0,0,2.6
Royce Freeman (FA),2021,8,6,25,4.2,6,0,0,0,1,0,0.0,0,0,2.5
Nyheim Hines (BUF),2021,8,1,2,2.0,2,0,0,4,5,22,5.5,0,0,2.4
Scottie Phillips (FA),2021,8,5,11,2.2,4,0,0,2,3,9,4.5,0,0,2.0
Ronald Jones II (DAL),2021,8,3,13,4.3,9,0,0,1,1,6,6.0,0,0,1.9
Dare Ogunbowale (HOU),2021,8,2,9,4.5,5,0,0,1,1,9,9.0,0,0,1.8
Demetric Felton Jr. (CLE),2021,8,1,3,3.0,3,0,0,1,1,14,14.0,0,0,1.7
Samaje Perine (DEN),2021,8,0,0,0.0,0,0,0,2,2,16,8.0,0,0,1.6
Elijhaa Penny (FA),2021,8,0,0,0.0,0,0,0,1,1,16,16.0,0,0,1.6
Kyle Juszczyk (SF),2021,8,0,0,0.0,0,0,0,1,2,11,11.0,0,0,1.1
Larry Rountree III (LAC),2021,8,4,11,2.8,4,0,0,0,0,0,0.0,0,0,1.1
Buddy Howell (FA),2021,8,5,11,2.2,4,0,0,0,0,0,0.0,0,0,1.1
Patrick Laird (TB),2021,8,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1.0
Phillip Lindsay (FA),2021,8,3,8,2.7,5,0,0,0,0,0,0.0,0,0,0.8
Benny Snell Jr. (FA),2021,8,0,0,0.0,0,0,0,1,1,7,7.0,0,0,0.7
Rashaad Penny (PHI),2021,8,7,7,1.0,5,0,0,0,0,0,0.0,0,0,0.7
DeeJay Dallas (SEA),2021,8,1,6,6.0,6,0,0,0,0,0,0.0,0,0,0.6
Ryan Nall (FA),2021,8,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Ty Montgomery (NE),2021,8,0,0,0.0,0,0,0,1,2,4,4.0,0,0,0.4
C.J. Ham (MIN),2021,8,1,0,0.0,0,0,0,3,3,3,1.0,0,0,0.3
David Johnson (FA),2021,8,2,4,2.0,4,0,0,1,1,-1,-1.0,0,0,0.3
La'Mical Perine (KC),2021,8,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Jakob Johnson (LV),2021,8,0,0,0.0,0,0,0,1,2,2,2.0,0,0,0.2
Anthony McFarland Jr. (PIT),2021,8,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
David Montgomery (DET),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alexander Mattison (MIN),2021,8,2,5,2.5,4,0,0,2,2,-5,-2.5,0,0,0.0
Darwin Thompson (SEA),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dontrell Hilliard (FA),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cam Akers (LAR),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Giovanni Ricci (CAR),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Ward (TEN),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kylin Hill (FA),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Avery Williams (ATL),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tory Carter (FA),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Marlon Mack (FA),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Wayne Gallman Jr. (FA),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Godwin Igwebuike (SEA),2021,8,3,18,6.0,9,0,0,3,3,40,13.3,0,0,0.0
Trenton Cannon (FA),2021,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kalen Ballage (FA),2021,8,1,-3,-3.0,0,0,0,0,0,0,0.0,0,0,-0.3
Damien Williams (FA),2021,8,2,-3,-1.5,0,0,0,0,0,0,0.0,0,0,-0.3
James Conner (ARI),2021,9,21,96,4.6,35,2,2,5,5,77,15.4,1,0,35.3
Jonathan Taylor (IND),2021,9,19,172,9.1,78,5,2,2,2,28,14.0,0,0,32.0
Nick Chubb (CLE),2021,9,14,137,9.8,70,5,2,2,2,26,13.0,0,0,28.3
Joe Mixon (CIN),2021,9,13,64,4.9,21,1,2,5,5,46,9.2,0,0,23.0
Nyheim Hines (BUF),2021,9,6,74,12.3,34,3,1,4,6,34,8.5,0,0,16.8
Alvin Kamara (NO),2021,9,13,50,3.8,14,0,1,4,7,54,13.5,0,0,16.4
Melvin Gordon III (FA),2021,9,21,80,3.8,14,0,1,2,2,15,7.5,0,0,15.5
Devonta Freeman (FA),2021,9,13,79,6.1,19,0,0,2,3,4,2.0,1,0,14.3
Najee Harris (PIT),2021,9,22,62,2.8,13,0,1,3,3,16,5.3,0,0,13.8
Cordarrelle Patterson (ATL),2021,9,9,10,1.1,4,0,0,6,6,126,21.0,0,0,13.6
Jordan Howard (FA),2021,9,17,71,4.2,18,0,1,0,0,0,0.0,0,0,13.1
Devontae Booker (FA),2021,9,21,99,4.7,20,1,0,3,3,23,7.7,0,0,12.2
Dalvin Cook (MIN),2021,9,17,110,6.5,66,5,0,3,3,12,4.0,0,0,12.2
Javonte Williams (DEN),2021,9,17,111,6.5,30,3,0,0,0,0,0.0,0,0,11.1
Le'Veon Bell (FA),2021,9,11,48,4.4,12,0,1,0,0,0,0.0,0,0,10.8
Christian McCaffrey (SF),2021,9,14,52,3.7,10,0,0,4,5,54,13.5,0,0,10.6
Rhamondre Stevenson (NE),2021,9,10,62,6.2,13,0,0,2,2,44,22.0,0,0,10.6
Ty Johnson (NYJ),2021,9,4,21,5.3,9,0,0,2,3,40,20.0,1,1,10.1
Kenyan Drake (FA),2021,9,4,30,7.5,21,1,0,6,8,70,11.7,0,0,10.0
Eno Benjamin (NO),2021,9,9,39,4.3,21,1,1,0,0,0,0.0,0,0,9.9
Myles Gaskin (MIA),2021,9,20,34,1.7,6,0,1,6,6,23,3.8,0,1,9.7
Ezekiel Elliott (FA),2021,9,10,51,5.1,11,0,0,3,3,25,8.3,0,0,9.6
Josh Jacobs (LV),2021,9,13,76,5.8,14,0,0,4,4,19,4.8,0,0,9.5
Patrick Ricard (BAL),2021,9,0,0,0.0,0,0,0,3,5,35,11.7,1,0,9.5
Damien Harris (BUF),2021,9,15,30,2.0,8,0,1,1,1,3,3.0,0,0,9.3
AJ Dillon (GB),2021,9,8,46,5.8,15,0,0,4,4,44,11.0,0,0,9.0
Adrian Peterson (FA),2021,9,10,21,2.1,6,0,1,1,1,5,5.0,0,0,8.6
Sony Michel (FA),2021,9,7,20,2.9,8,0,0,2,3,6,3.0,1,0,8.6
Michael Carter (NYJ),2021,9,13,49,3.8,16,0,0,1,2,37,37.0,0,0,8.6
Austin Ekeler (LAC),2021,9,17,59,3.5,16,0,0,3,3,23,7.7,0,0,8.2
Brandon Bolden (LV),2021,9,8,54,6.8,16,0,0,2,2,27,13.5,0,0,8.1
David Montgomery (DET),2021,9,13,63,4.8,21,1,0,2,2,17,8.5,0,0,8.0
Elijah Mitchell (SF),2021,9,8,36,4.5,14,0,0,5,5,43,8.6,0,0,7.9
Darrel Williams (FA),2021,9,19,70,3.7,11,0,0,3,4,7,2.3,0,0,7.7
Kene Nwangwu (MIN),2021,9,1,9,9.0,9,0,0,0,0,0,0.0,0,0,6.9
Mark Ingram II (FA),2021,9,9,43,4.8,11,0,0,5,5,21,4.2,0,0,6.4
Kenneth Gainwell (PHI),2021,9,2,3,1.5,2,0,1,0,0,0,0.0,0,0,6.3
Devin Singletary (HOU),2021,9,6,16,2.7,5,0,0,7,8,43,6.1,0,0,5.9
Darrell Henderson Jr. (FA),2021,9,11,55,5.0,14,0,0,3,4,3,1.0,0,0,5.8
Carlos Hyde (FA),2021,9,21,67,3.2,15,0,0,1,2,6,6.0,0,1,5.3
Aaron Jones (GB),2021,9,12,53,4.4,9,0,0,0,2,0,0.0,0,0,5.3
Tony Pollard (DAL),2021,9,4,11,2.8,8,0,0,1,2,32,32.0,0,0,4.3
David Johnson (FA),2021,9,4,11,2.8,4,0,0,3,5,29,9.7,0,0,4.0
Boston Scott (PHI),2021,9,10,40,4.0,10,0,0,0,0,0,0.0,0,0,4.0
Samaje Perine (DEN),2021,9,5,20,4.0,9,0,0,2,3,17,8.5,0,0,3.7
Chuba Hubbard (CAR),2021,9,3,3,1.0,3,0,0,1,2,33,33.0,0,0,3.6
Jeremy McNichols (PIT),2021,9,7,24,3.4,14,0,0,3,3,11,3.7,0,0,3.5
Ameer Abdullah (LV),2021,9,1,0,0.0,0,0,0,4,5,30,7.5,0,0,3.0
D'Onta Foreman (CHI),2021,9,5,29,5.8,11,0,0,0,0,0,0.0,0,0,2.9
Alec Ingold (MIA),2021,9,0,0,0.0,0,0,0,3,3,28,9.3,0,0,2.8
Phillip Lindsay (FA),2021,9,8,28,3.5,9,0,0,0,0,0,0.0,0,0,2.8
Elijhaa Penny (FA),2021,9,5,35,7.0,12,0,0,2,2,-8,-4.0,0,0,2.7
C.J. Ham (MIN),2021,9,0,0,0.0,0,0,0,1,1,27,27.0,0,0,2.7
Jerick McKinnon (FA),2021,9,0,0,0.0,0,0,0,3,3,26,8.7,0,0,2.6
Zack Moss (IND),2021,9,3,6,2.0,7,0,0,2,4,18,9.0,0,0,2.4
Demetric Felton Jr. (CLE),2021,9,0,0,0.0,0,0,0,1,1,22,22.0,0,0,2.2
Derrick Gore (NO),2021,9,3,13,4.3,7,0,0,1,1,6,6.0,0,0,1.9
Mike Davis (FA),2021,9,9,13,1.4,5,0,0,1,2,5,5.0,0,0,1.8
Jalen Richard (FA),2021,9,0,0,0.0,0,0,0,2,3,18,9.0,0,0,1.8
D'Ernest Johnson (JAC),2021,9,8,16,2.0,7,0,0,0,0,0,0.0,0,0,1.6
