,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Tony Pollard (DAL),2019,5,4,19,4.8,7,0,0,0,0,0,0.0,0,0,1.9
Adrian Peterson (FA),2019,5,7,18,2.6,7,0,0,0,0,0,0.0,0,0,1.8
Wayne Gallman Jr. (FA),2019,5,2,14,7.0,11,0,0,0,0,0,0.0,0,0,1.4
Danny Vitale (FA),2019,5,0,0,0.0,0,0,0,1,1,9,9.0,0,0,0.9
Derek Watt (FA),2019,5,0,0,0.0,0,0,0,1,1,8,8.0,0,0,0.8
Justice Hill (BAL),2019,5,2,7,3.5,4,0,0,0,0,0,0.0,0,0,0.7
Ryquell Armstead (FA),2019,5,1,-1,-1.0,0,0,0,1,1,7,7.0,0,0,0.6
D'Ernest Johnson (JAC),2019,5,0,0,0.0,0,0,0,1,1,6,6.0,0,0,0.6
Jakob Johnson (LV),2019,5,0,0,0.0,0,0,0,1,2,5,5.0,0,0,0.5
Jaylen Samuels (FA),2019,5,3,2,0.7,6,0,0,3,4,11,3.7,0,0,0.5
Darren Sproles (FA),2019,5,3,4,1.3,5,0,0,0,1,0,0.0,0,0,0.4
Alex Armah Jr. (WAS),2019,5,0,0,0.0,0,0,0,1,1,4,4.0,0,0,0.4
Bilal Powell (FA),2019,5,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
LeSean McCoy (FA),2019,5,0,0,0.0,0,0,0,2,2,23,11.5,0,1,0.3
Malcolm Brown (FA),2019,5,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Alec Ingold (MIA),2019,5,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Anthony Sherman (FA),2019,5,1,2,2.0,2,0,0,0,1,0,0.0,0,0,0.2
Ty Montgomery (NE),2019,5,2,1,0.5,4,0,0,0,0,0,0.0,0,0,0.1
Devine Ozigbo (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andrew Beck (HOU),2019,5,0,0,0.0,0,0,0,1,1,10,10.0,0,0,0.0
Cullen Gillaspia (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Travis Homer (CHI),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Benny Snell Jr. (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dontrell Hilliard (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jordan Scarlett (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darrell Henderson Jr. (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2019,5,1,5,5.0,5,0,0,0,0,0,0.0,0,0,0.0
Jamize Olawale (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Troymaine Pope (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Samaje Perine (DEN),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
T.J. Logan (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Brian Hill (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andy Janovich (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D.J. Foster (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Williams (WAS),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Devontae Booker (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2019,5,0,0,0.0,0,0,0,1,2,16,16.0,0,0,0.0
Dwayne Washington (NO),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darrel Williams (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trenton Cannon (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Ricard (BAL),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick DiMarco (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Zach Line (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Davis (FA),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
C.J. Ham (MIN),2019,5,0,0,0.0,0,0,0,1,1,-1,-1.0,0,0,-0.1
Corey Clement (ARI),2019,5,0,0,0.0,0,0,0,0,0,0,0.0,0,1,-2.0
Nick Chubb (CLE),2019,6,20,122,6.1,52,5,2,5,6,17,3.4,0,1,23.9
James Conner (ARI),2019,6,16,41,2.6,12,0,1,7,7,78,11.1,1,0,23.9
Devonta Freeman (FA),2019,6,19,88,4.6,15,0,0,3,3,30,10.0,2,0,23.8
David Johnson (FA),2019,6,12,34,2.8,17,0,1,6,8,68,11.3,1,0,22.2
Chris Carson (FA),2019,6,24,124,5.2,25,2,1,4,4,35,8.8,0,0,21.9
Ezekiel Elliott (FA),2019,6,28,105,3.8,13,0,1,5,6,48,9.6,0,0,21.3
Jamaal Williams (NO),2019,6,14,104,7.4,45,3,0,4,5,32,8.0,1,0,19.6
Christian McCaffrey (SF),2019,6,22,31,1.4,10,0,1,4,5,26,6.5,1,0,17.7
Carlos Hyde (FA),2019,6,26,116,4.5,26,1,1,1,1,14,14.0,0,1,17.0
Miles Sanders (CAR),2019,6,3,6,2.0,3,0,0,3,3,86,28.7,1,0,15.2
Adrian Peterson (FA),2019,6,23,118,5.1,25,1,0,2,2,18,9.0,0,0,13.6
Phillip Lindsay (FA),2019,6,15,70,4.7,30,2,1,2,3,5,2.5,0,0,13.5
Mark Ingram II (FA),2019,6,13,52,4.0,12,0,1,2,2,22,11.0,0,0,13.4
Chase Edmonds (TB),2019,6,5,34,6.8,15,0,0,2,2,33,16.5,1,0,12.7
Kerryon Johnson (FA),2019,6,13,34,2.6,8,0,1,2,4,27,13.5,0,0,12.1
Tevin Coleman (FA),2019,6,18,45,2.5,9,0,1,2,3,16,8.0,0,0,12.1
Leonard Fournette (FA),2019,6,20,72,3.6,16,0,0,6,6,46,7.7,0,0,11.8
Duke Johnson Jr. (FA),2019,6,5,34,6.8,15,0,0,2,4,20,10.0,1,0,11.4
Dalvin Cook (MIN),2019,6,16,41,2.6,14,0,1,2,2,13,6.5,0,0,11.4
Sony Michel (FA),2019,6,22,86,3.9,26,1,0,2,3,27,13.5,0,0,11.3
Le'Veon Bell (FA),2019,6,14,50,3.6,13,0,1,1,1,3,3.0,0,0,11.3
Brandon Bolden (LV),2019,6,3,23,7.7,21,1,1,2,2,22,11.0,0,0,10.5
Benny Snell Jr. (FA),2019,6,17,75,4.4,20,1,0,1,1,14,14.0,0,0,8.9
Dare Ogunbowale (HOU),2019,6,1,3,3.0,3,0,1,3,5,22,7.3,0,0,8.5
Damien Williams (FA),2019,6,1,6,6.0,6,0,0,1,1,14,14.0,1,0,8.0
Latavius Murray (FA),2019,6,8,44,5.5,15,0,0,3,3,35,11.7,0,0,7.9
Royce Freeman (FA),2019,6,11,34,3.1,8,0,0,5,5,42,8.4,0,0,7.6
Mark Walton (FA),2019,6,6,32,5.3,14,0,0,5,6,43,8.6,0,0,7.5
Ronald Jones II (DAL),2019,6,4,10,2.5,5,0,1,0,0,0,0.0,0,0,7.0
Kenyan Drake (FA),2019,6,10,40,4.0,9,0,0,6,9,30,5.0,0,0,7.0
Kalen Ballage (FA),2019,6,3,7,2.3,6,0,1,0,0,0,0.0,0,0,6.7
Alvin Kamara (NO),2019,6,11,31,2.8,7,0,0,7,8,35,5.0,0,0,6.6
Matt Breida (NYG),2019,6,13,36,2.8,9,0,0,4,4,27,6.8,0,0,6.3
Darrel Williams (FA),2019,6,0,0,0.0,0,0,0,1,2,52,52.0,0,0,5.2
Jordan Howard (FA),2019,6,13,49,3.8,12,0,0,0,0,0,0.0,0,0,4.9
Melvin Gordon III (FA),2019,6,8,18,2.3,7,0,0,3,4,30,10.0,0,0,4.8
Darrell Henderson Jr. (FA),2019,6,6,39,6.5,22,1,0,1,2,9,9.0,0,0,4.8
James White (FA),2019,6,2,-1,-0.5,1,0,0,9,9,46,5.1,0,0,4.5
LeSean McCoy (FA),2019,6,8,44,5.5,17,0,0,2,2,0,0.0,0,0,4.4
Alexander Mattison (MIN),2019,6,14,63,4.5,35,2,0,0,0,0,0.0,0,1,4.3
Malcolm Brown (FA),2019,6,11,40,3.6,10,0,0,0,0,0,0.0,0,0,4.0
Aaron Jones (GB),2019,6,11,47,4.3,9,0,0,4,7,13,3.3,0,1,4.0
Joe Mixon (CIN),2019,6,8,10,1.3,3,0,0,2,3,29,14.5,0,0,3.9
Gus Edwards (BAL),2019,6,6,34,5.7,25,1,0,0,0,0,0.0,0,0,3.4
Derrick Henry (TEN),2019,6,15,28,1.9,6,0,0,1,3,5,5.0,0,0,3.3
Justice Hill (BAL),2019,6,5,31,6.2,12,0,0,0,0,0,0.0,0,0,3.1
Boston Scott (PHI),2019,6,4,30,7.5,15,0,0,0,0,0,0.0,0,0,3.0
Austin Ekeler (LAC),2019,6,5,14,2.8,11,0,0,3,4,14,4.7,0,0,2.8
Peyton Barber (FA),2019,6,8,28,3.5,5,0,0,0,0,0,0.0,0,0,2.8
Giovani Bernard (FA),2019,6,4,4,1.0,2,0,0,2,3,20,10.0,0,0,2.4
Chris Thompson (FA),2019,6,3,12,4.0,8,0,0,2,3,8,4.0,0,0,2.0
Dion Lewis (FA),2019,6,1,-1,-1.0,0,0,0,3,3,20,6.7,0,0,1.9
Dontrell Hilliard (FA),2019,6,0,0,0.0,0,0,0,2,3,17,8.5,0,0,1.7
Ty Montgomery (NE),2019,6,0,0,0.0,0,0,0,3,3,17,5.7,0,0,1.7
Jon Hilliman (FA),2019,6,11,38,3.5,10,0,0,2,2,-3,-1.5,0,1,1.5
Tony Pollard (DAL),2019,6,3,13,4.3,10,0,0,0,0,0,0.0,0,0,1.3
Raheem Mostert (MIA),2019,6,4,13,3.3,8,0,0,0,0,0,0.0,0,0,1.3
J.D. McKissic (FA),2019,6,3,4,1.3,2,0,0,2,3,7,3.5,0,0,1.1
Andy Janovich (FA),2019,6,0,0,0.0,0,0,0,1,1,8,8.0,0,0,0.8
Patrick Ricard (BAL),2019,6,0,0,0.0,0,0,0,1,1,6,6.0,0,0,0.6
Ito Smith (FA),2019,6,3,6,2.0,3,0,0,0,0,0,0.0,0,0,0.6
Elijhaa Penny (FA),2019,6,3,6,2.0,3,0,0,1,2,0,0.0,0,0,0.6
Bilal Powell (FA),2019,6,1,5,5.0,5,0,0,0,1,0,0.0,0,0,0.5
Alex Armah Jr. (WAS),2019,6,2,4,2.0,3,0,0,0,0,0,0.0,0,0,0.4
Wendell Smallwood (FA),2019,6,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
C.J. Prosise (FA),2019,6,3,8,2.7,5,0,0,1,3,15,15.0,0,1,0.3
Dalyn Dawkins (FA),2019,6,2,2,1.0,1,0,0,0,0,0,0.0,0,0,0.2
Keith Smith (ATL),2019,6,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Ryquell Armstead (FA),2019,6,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Jakob Johnson (LV),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Devine Ozigbo (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darwin Thompson (SEA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Travis Homer (CHI),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trayveon Williams (CIN),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cullen Gillaspia (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andrew Beck (HOU),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Austin Walter (LV),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jordan Scarlett (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jeff Wilson Jr. (MIA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ty Johnson (NYJ),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Laird (TB),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2019,6,0,0,0.0,0,0,0,1,1,20,20.0,0,0,0.0
Anthony Sherman (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kenjon Barner (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jamize Olawale (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
C.J. Ham (MIN),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Troymaine Pope (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
T.J. Logan (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Samaje Perine (DEN),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D.J. Foster (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Devontae Booker (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Paul Perkins (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derek Watt (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tra Carson (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Danny Vitale (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dwayne Washington (NO),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
John Kelly Jr. (CLE),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bawden (NYJ),2019,6,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Reggie Bonnafon (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trey Edmunds (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Zach Line (FA),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ameer Abdullah (LV),2019,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Chase Edmonds (TB),2019,7,27,126,4.7,22,3,3,2,4,24,12.0,0,0,33.0
Latavius Murray (FA),2019,7,27,119,4.4,17,0,2,5,6,31,6.2,0,0,27.0
Dalvin Cook (MIN),2019,7,25,142,5.7,23,1,2,1,2,7,7.0,0,0,26.9
Sony Michel (FA),2019,7,19,42,2.2,11,0,3,1,2,-8,-8.0,0,0,21.4
Ezekiel Elliott (FA),2019,7,22,111,5.0,16,0,1,6,7,36,6.0,0,0,20.7
Austin Ekeler (LAC),2019,7,5,7,1.4,3,0,0,7,8,118,16.9,1,0,18.5
Derrick Henry (TEN),2019,7,22,90,4.1,12,0,1,1,1,18,18.0,0,0,16.8
Leonard Fournette (FA),2019,7,29,131,4.5,20,1,0,2,2,14,7.0,0,0,14.5
Aaron Jones (GB),2019,7,12,50,4.2,15,0,0,4,4,33,8.3,1,0,14.3
Saquon Barkley (NYG),2019,7,18,72,4.0,20,1,1,3,5,8,2.7,0,0,14.0
Josh Jacobs (LV),2019,7,21,124,5.9,42,4,0,3,3,10,3.3,0,0,13.4
Royce Freeman (FA),2019,7,10,35,3.5,14,0,1,4,5,32,8.0,0,0,12.7
Todd Gurley II (FA),2019,7,18,41,2.3,10,0,0,1,1,13,13.0,1,0,11.4
Jamaal Williams (NO),2019,7,3,5,1.7,3,0,0,4,5,26,6.5,1,0,9.1
LeSean McCoy (FA),2019,7,12,64,5.3,22,1,0,2,2,12,6.0,0,0,7.6
Le'Veon Bell (FA),2019,7,15,70,4.7,19,0,0,1,4,6,6.0,0,0,7.6
Chris Carson (FA),2019,7,21,65,3.1,9,0,0,3,5,9,3.0,0,0,7.4
C.J. Ham (MIN),2019,7,1,9,9.0,9,0,0,1,1,5,5.0,1,0,7.4
Melvin Gordon III (FA),2019,7,16,32,2.0,6,0,0,2,3,-3,-1.5,1,1,6.9
Kalen Ballage (FA),2019,7,3,7,2.3,3,0,1,0,0,0,0.0,0,0,6.7
Frank Gore (FA),2019,7,11,55,5.0,15,0,0,1,1,11,11.0,0,0,6.6
Joe Mixon (CIN),2019,7,10,2,0.2,4,0,0,1,2,2,2.0,1,0,6.4
Tevin Coleman (FA),2019,7,20,62,3.1,9,0,0,2,2,-1,-0.5,0,0,6.1
Adrian Peterson (FA),2019,7,20,81,4.1,15,0,0,0,0,0,0.0,0,1,6.1
J.D. McKissic (FA),2019,7,5,29,5.8,14,0,0,2,3,31,15.5,0,0,6.0
James White (FA),2019,7,5,0,0.0,3,0,0,7,8,59,8.4,0,0,5.9
Kenyan Drake (FA),2019,7,6,21,3.5,11,0,0,3,4,37,12.3,0,0,5.8
Mark Walton (FA),2019,7,14,66,4.7,19,0,0,1,1,-8,-8.0,0,0,5.8
Ty Johnson (NYJ),2019,7,10,29,2.9,6,0,0,4,4,28,7.0,0,0,5.7
Duke Johnson Jr. (FA),2019,7,7,34,4.9,11,0,0,2,5,22,11.0,0,0,5.6
Marlon Mack (FA),2019,7,18,44,2.4,7,0,0,3,3,12,4.0,0,0,5.6
Jordan Howard (FA),2019,7,11,50,4.5,16,0,0,2,2,6,3.0,0,0,5.6
Mark Ingram II (FA),2019,7,12,46,3.8,8,0,0,1,1,7,7.0,0,0,5.3
Danny Vitale (FA),2019,7,0,0,0.0,0,0,0,2,2,43,21.5,0,0,4.3
Wendell Smallwood (FA),2019,7,5,23,4.6,17,0,0,1,1,18,18.0,0,0,4.1
Brandon Bolden (LV),2019,7,1,2,2.0,2,0,0,4,4,39,9.8,0,0,4.1
DeAndre Washington (FA),2019,7,6,29,4.8,8,0,0,1,1,12,12.0,0,0,4.1
Darrell Henderson Jr. (FA),2019,7,11,31,2.8,9,0,0,1,1,8,8.0,0,0,3.9
Boston Scott (PHI),2019,7,7,32,4.6,14,0,0,1,1,5,5.0,0,0,3.7
Matt Breida (NYG),2019,7,8,35,4.4,11,0,0,1,1,1,1.0,0,0,3.6
Carlos Hyde (FA),2019,7,12,35,2.9,10,0,0,0,1,0,0.0,0,0,3.5
Gus Edwards (BAL),2019,7,8,35,4.4,14,0,0,0,0,0,0.0,0,0,3.5
Phillip Lindsay (FA),2019,7,11,36,3.3,9,0,0,1,1,-4,-4.0,0,0,3.2
Miles Sanders (CAR),2019,7,6,21,3.5,7,0,0,3,3,11,3.7,0,0,3.2
Patrick DiMarco (FA),2019,7,1,4,4.0,4,0,0,1,1,27,27.0,0,0,3.1
Tarik Cohen (FA),2019,7,3,10,3.3,9,0,0,9,12,19,2.1,0,0,2.9
Tony Pollard (DAL),2019,7,8,28,3.5,11,0,0,0,0,0,0.0,0,0,2.8
Devin Singletary (HOU),2019,7,7,26,3.7,9,0,0,0,0,0,0.0,0,0,2.6
Brian Hill (FA),2019,7,5,11,2.2,5,0,0,2,2,14,7.0,0,0,2.5
Devonta Freeman (FA),2019,7,7,19,2.7,9,0,0,2,3,6,3.0,0,0,2.5
Kerryon Johnson (FA),2019,7,5,23,4.6,6,0,0,0,1,0,0.0,0,0,2.3
Andy Janovich (FA),2019,7,0,0,0.0,0,0,0,1,1,22,22.0,0,0,2.2
Jeff Wilson Jr. (MIA),2019,7,5,20,4.0,6,0,0,0,0,0,0.0,0,0,2.0
Alexander Mattison (MIN),2019,7,7,18,2.6,9,0,0,0,0,0,0.0,0,0,1.8
C.J. Prosise (FA),2019,7,1,17,17.0,17,0,0,0,0,0,0.0,0,0,1.7
Nyheim Hines (BUF),2019,7,1,3,3.0,3,0,0,1,2,13,13.0,0,0,1.6
Jordan Wilkins (FA),2019,7,2,9,4.5,9,0,0,1,1,6,6.0,0,0,1.5
Zach Line (FA),2019,7,1,3,3.0,3,0,0,1,3,12,12.0,0,0,1.5
Damien Harris (BUF),2019,7,4,12,3.0,13,0,0,0,0,0,0.0,0,0,1.2
Ty Montgomery (NE),2019,7,2,9,4.5,6,0,0,0,1,0,0.0,0,0,0.9
John Kelly Jr. (CLE),2019,7,3,9,3.0,6,0,0,0,0,0,0.0,0,0,0.9
Anthony Sherman (FA),2019,7,2,7,3.5,5,0,0,0,0,0,0.0,0,0,0.7
Zach Zenner (FA),2019,7,1,1,1.0,1,0,0,1,2,6,6.0,0,0,0.7
Ito Smith (FA),2019,7,1,7,7.0,7,0,0,0,0,0,0.0,0,0,0.7
Jalen Richard (FA),2019,7,2,2,1.0,4,0,0,1,1,5,5.0,0,0,0.7
Dwayne Washington (NO),2019,7,0,0,0.0,0,0,0,1,1,6,6.0,0,0,0.6
Damien Williams (FA),2019,7,9,7,0.8,4,0,0,2,3,-1,-0.5,0,0,0.6
Darrel Williams (FA),2019,7,2,1,0.5,1,0,0,2,2,5,2.5,0,0,0.6
Giovani Bernard (FA),2019,7,4,0,0.0,2,0,0,2,3,4,2.0,0,0,0.4
Bilal Powell (FA),2019,7,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Ryquell Armstead (FA),2019,7,3,3,1.0,6,0,0,0,1,0,0.0,0,0,0.3
David Johnson (FA),2019,7,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Dion Lewis (FA),2019,7,1,2,2.0,2,0,0,0,1,0,0.0,0,0,0.2
Dexter Williams (FA),2019,7,3,2,0.7,2,0,0,0,0,0,0.0,0,0,0.2
Andrew Beck (HOU),2019,7,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Cullen Gillaspia (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Chandler Cox (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Craig Reynolds (DET),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Travis Homer (CHI),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trayveon Williams (CIN),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alec Ingold (MIA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Laird (TB),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Justice Hill (BAL),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2019,7,1,2,2.0,2,0,0,2,3,21,10.5,0,0,0.0
Kenjon Barner (FA),2019,7,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Jamize Olawale (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Troymaine Pope (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Elijhaa Penny (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Wayne Gallman Jr. (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tyler Ervin (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Devontae Booker (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derek Watt (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bawden (NYJ),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rashaad Penny (PHI),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Ricard (BAL),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Senorise Perry (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2019,7,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Michael Burton (DEN),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Raheem Mostert (MIA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Javorius Allen (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Davis (FA),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ameer Abdullah (LV),2019,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
David Montgomery (DET),2019,7,2,6,3.0,4,0,0,2,2,13,6.5,0,1,-0.1
Tevin Coleman (FA),2019,8,11,105,9.5,48,4,3,2,2,13,6.5,1,0,35.8
Aaron Jones (GB),2019,8,13,67,5.2,9,0,0,7,8,159,22.7,2,0,34.6
Latavius Murray (FA),2019,8,21,102,4.9,28,1,1,9,12,55,6.1,1,0,27.7
Christian McCaffrey (SF),2019,8,14,117,8.4,40,5,1,4,5,38,9.5,0,0,23.5
Dalvin Cook (MIN),2019,8,23,98,4.3,11,0,1,5,6,73,14.6,0,0,23.1
James Conner (ARI),2019,8,23,145,6.3,25,1,1,3,4,5,1.7,0,0,21.0
David Montgomery (DET),2019,8,27,135,5.0,55,4,1,4,5,12,3.0,0,0,20.7
Saquon Barkley (NYG),2019,8,19,64,3.4,13,0,0,8,10,79,9.9,1,0,20.3
Miles Sanders (CAR),2019,8,3,74,24.7,65,4,1,3,3,44,14.7,0,0,19.8
Jordan Howard (FA),2019,8,23,96,4.2,20,1,1,1,2,15,15.0,0,0,17.1
Jamaal Williams (NO),2019,8,7,22,3.1,14,0,1,3,3,14,4.7,1,0,15.6
Marlon Mack (FA),2019,8,19,76,4.0,16,0,1,1,1,14,14.0,0,0,15.0
Chris Carson (FA),2019,8,20,90,4.5,19,0,1,0,1,0,0.0,0,0,15.0
Joe Mixon (CIN),2019,8,17,66,3.9,13,0,0,4,4,11,2.8,1,0,13.7
Leonard Fournette (FA),2019,8,19,76,4.0,66,4,0,7,7,60,8.6,0,0,13.6
Raheem Mostert (MIA),2019,8,9,60,6.7,41,3,1,0,0,0,0.0,0,0,12.0
Devin Singletary (HOU),2019,8,3,19,6.3,16,0,0,4,6,30,7.5,1,0,10.9
Royce Freeman (FA),2019,8,12,40,3.3,10,0,1,1,2,5,5.0,0,0,10.5
Todd Gurley II (FA),2019,8,10,44,4.4,20,1,1,0,1,0,0.0,0,0,10.4
