,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Player,Season,Week,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,FPTS
Matt Breida (NYG),2022,10,6,20,3.3,9,0,0,0,0,0,0.0,0,0,2.0
Cordarrelle Patterson (ATL),2022,10,5,18,3.6,9,0,0,1,1,2,2.0,0,0,2.0
Kareem Hunt (FA),2022,10,6,9,1.5,7,0,0,1,1,10,10.0,0,0,1.9
Alexander Mattison (MIN),2022,10,3,11,3.7,9,0,0,1,1,8,8.0,0,0,1.9
Jordan Wilkins (FA),2022,10,3,18,6.0,9,0,0,0,0,0,0.0,0,0,1.8
Chuba Hubbard (CAR),2022,10,5,14,2.8,5,0,0,0,0,0,0.0,0,0,1.4
Dare Ogunbowale (HOU),2022,10,0,0,0.0,0,0,0,1,1,13,13.0,0,0,1.3
Ke'Shawn Vaughn (TB),2022,10,2,2,1.0,2,0,0,1,1,11,11.0,0,0,1.3
Kenneth Gainwell (PHI),2022,10,1,7,7.0,7,0,0,1,2,5,5.0,0,0,1.2
Salvon Ahmed (MIA),2022,10,3,11,3.7,7,0,0,0,0,0,0.0,0,0,1.1
Chase Edmonds (TB),2022,10,2,9,4.5,10,0,0,1,2,0,0.0,0,0,0.9
Nyheim Hines (BUF),2022,10,0,0,0.0,0,0,0,1,1,9,9.0,0,0,0.9
Dontrell Hilliard (FA),2022,10,1,2,2.0,2,0,0,1,2,6,6.0,0,0,0.8
Derek Watt (FA),2022,10,2,5,2.5,3,0,0,0,0,0,0.0,0,0,0.5
Boston Scott (PHI),2022,10,1,5,5.0,5,0,0,0,0,0,0.0,0,0,0.5
Keaontay Ingram (ARI),2022,10,1,5,5.0,5,0,0,0,0,0,0.0,0,0,0.5
Duke Johnson Jr. (FA),2022,10,2,4,2.0,4,0,0,0,0,0,0.0,0,0,0.4
Zack Moss (IND),2022,10,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
JaMycal Hasty (JAC),2022,10,1,4,4.0,4,0,0,1,2,-1,-1.0,0,0,0.3
Isaiah Spiller (LAC),2022,10,4,3,0.8,4,0,0,0,0,0,0.0,0,0,0.3
Tyler Allgeier (ATL),2022,10,8,20,2.5,6,0,0,3,3,-17,-5.7,0,0,0.3
Sony Michel (FA),2022,10,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Zander Horvath (LAC),2022,10,0,0,0.0,0,0,0,1,1,1,1.0,0,0,0.1
Jordan Howard (FA),2022,10,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Sandro Platzgummer (FA),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Qadree Ollison (JAC),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Travis Homer (CHI),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Benny Snell Jr. (FA),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jakob Johnson (LV),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Larry Rountree III (LAC),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
DeeJay Dallas (SEA),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Giovanni Ricci (CAR),2022,10,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.0
Clyde Edwards-Helaire (KC),2022,10,0,0,0.0,0,0,0,0,2,0,0.0,0,0,0.0
Eno Benjamin (NO),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Hassan Haskins (TEN),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gary Brightwell (NYG),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kene Nwangwu (MIN),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Connor Heyward (PIT),2022,10,0,0,0.0,0,0,0,2,2,9,4.5,0,0,0.0
Troy Hairston II (HOU),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jerome Ford (CLE),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2022,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Zamir White (LV),2022,10,2,-1,-0.5,1,0,0,0,0,0,0.0,0,0,-0.1
Michael Burton (DEN),2022,10,1,-1,-1.0,0,0,0,0,0,0,0.0,0,0,-0.1
D'Ernest Johnson (JAC),2022,10,0,0,0.0,0,0,0,1,1,-2,-2.0,0,0,-0.2
Tony Pollard (DAL),2022,11,15,80,5.3,20,1,0,6,6,109,18.2,2,0,30.9
Samaje Perine (DEN),2022,11,11,30,2.7,8,0,0,4,4,52,13.0,3,0,26.2
Jamaal Williams (NO),2022,11,17,64,3.8,15,0,3,0,0,0,0.0,0,0,24.4
Najee Harris (PIT),2022,11,20,90,4.5,19,0,2,4,6,26,6.5,0,0,23.6
Derrick Henry (TEN),2022,11,28,87,3.1,9,0,1,2,2,45,22.5,0,0,23.4
David Montgomery (DET),2022,11,17,67,3.9,15,0,1,3,4,54,18.0,0,0,18.1
Ezekiel Elliott (FA),2022,11,15,42,2.8,8,0,2,1,1,5,5.0,0,0,16.7
Josh Jacobs (LV),2022,11,24,109,4.5,15,0,0,3,4,51,17.0,0,0,16.0
Austin Ekeler (LAC),2022,11,19,83,4.4,9,0,1,2,2,17,8.5,0,0,16.0
Devin Singletary (HOU),2022,11,18,86,4.8,18,0,1,2,2,11,5.5,0,0,15.7
Jonathan Taylor (IND),2022,11,22,84,3.8,28,1,1,3,4,10,3.3,0,1,13.4
Latavius Murray (FA),2022,11,17,49,2.9,12,0,1,4,4,23,5.8,0,0,13.2
James Conner (ARI),2022,11,14,42,3.0,14,0,1,2,5,12,6.0,0,0,11.4
Isiah Pacheco (KC),2022,11,15,107,7.1,28,1,0,0,0,0,0.0,0,0,10.7
Christian McCaffrey (SF),2022,11,7,39,5.6,20,1,0,7,7,67,9.6,0,0,10.6
Antonio Gibson (WAS),2022,11,18,72,4.0,18,0,0,3,3,31,10.3,0,0,10.3
Cordarrelle Patterson (ATL),2022,11,10,52,5.2,17,0,0,2,2,7,3.5,0,1,9.9
Damien Harris (BUF),2022,11,8,65,8.1,30,3,0,2,2,28,14.0,0,0,9.3
D'Andre Swift (DET),2022,11,5,20,4.0,16,0,1,3,3,12,4.0,0,0,9.2
Matt Breida (NYG),2022,11,3,13,4.3,5,0,1,1,1,16,16.0,0,0,8.9
Alvin Kamara (NO),2022,11,12,42,3.5,11,0,0,4,5,47,11.8,0,0,8.9
James Cook (BUF),2022,11,11,86,7.8,29,1,0,0,1,0,0.0,0,0,8.6
Rhamondre Stevenson (NE),2022,11,15,26,1.7,5,0,0,6,6,56,9.3,0,0,8.2
Aaron Jones (GB),2022,11,12,40,3.3,14,0,0,6,7,20,3.3,0,0,8.0
Dontrell Hilliard (FA),2022,11,1,4,4.0,4,0,0,1,1,14,14.0,1,0,7.8
Justin Jackson (FA),2022,11,9,66,7.3,27,1,0,1,1,11,11.0,0,0,7.7
Dalvin Cook (MIN),2022,11,11,72,6.5,17,0,0,0,1,0,0.0,0,0,7.2
Melvin Gordon III (FA),2022,11,8,31,3.9,10,0,0,5,5,39,7.8,0,0,7.0
Nick Chubb (CLE),2022,11,14,19,1.4,12,0,0,3,3,48,16.0,0,0,6.7
Tyler Allgeier (ATL),2022,11,8,55,6.9,26,1,0,1,1,9,9.0,0,0,6.4
Joe Mixon (CIN),2022,11,7,20,2.9,7,0,0,3,3,42,14.0,0,0,6.2
Cam Akers (LAR),2022,11,14,61,4.4,13,0,0,0,0,0,0.0,0,0,6.1
Elijah Mitchell (SF),2022,11,9,59,6.6,19,0,0,0,0,0,0.0,0,0,5.9
Brian Robinson Jr. (WAS),2022,11,15,57,3.8,14,0,0,0,0,0,0.0,0,0,5.7
Kareem Hunt (FA),2022,11,5,32,6.4,11,0,0,2,2,22,11.0,0,0,5.4
Kenyan Drake (FA),2022,11,10,46,4.6,29,1,0,2,4,7,3.5,0,0,5.3
Miles Sanders (CAR),2022,11,13,47,3.6,10,0,0,1,1,1,1.0,0,0,4.8
Kyren Williams (LAR),2022,11,7,36,5.1,17,0,0,1,2,8,8.0,0,0,4.4
Justice Hill (BAL),2022,11,7,30,4.3,11,0,0,3,3,8,2.7,0,0,3.8
Malik Davis (DAL),2022,11,7,13,1.9,9,0,0,2,3,22,11.0,0,0,3.5
Saquon Barkley (NYG),2022,11,15,22,1.5,4,0,0,2,5,13,6.5,0,0,3.5
Chuba Hubbard (CAR),2022,11,4,0,0.0,2,0,0,2,3,25,12.5,0,0,2.5
D'Onta Foreman (CHI),2022,11,11,24,2.2,10,0,0,0,1,0,0.0,0,0,2.4
AJ Dillon (GB),2022,11,6,13,2.2,5,0,0,1,1,10,10.0,0,0,2.3
Isaiah Spiller (LAC),2022,11,4,11,2.8,11,0,0,2,2,11,5.5,0,0,2.2
Keaontay Ingram (ARI),2022,11,5,19,3.8,13,0,0,0,0,0,0.0,0,0,1.9
Michael Carter (NYJ),2022,11,8,19,2.4,8,0,0,1,2,-2,-2.0,0,0,1.7
Dameon Pierce (HOU),2022,11,10,8,0.8,3,0,0,2,3,9,4.5,0,0,1.7
Raheem Blackshear (CAR),2022,11,0,0,0.0,0,0,0,2,3,14,7.0,0,0,1.4
Jordan Mason (SF),2022,11,4,14,3.5,8,0,0,0,0,0,0.0,0,0,1.4
Boston Scott (PHI),2022,11,3,8,2.7,3,0,0,2,2,4,2.0,0,0,1.2
James Robinson (NE),2022,11,7,10,1.4,5,0,0,0,0,0,0.0,0,0,1.0
Deon Jackson (IND),2022,11,1,7,7.0,7,0,0,4,4,3,0.8,0,0,1.0
Clyde Edwards-Helaire (KC),2022,11,2,9,4.5,6,0,0,0,0,0,0.0,0,0,0.9
Darrell Henderson Jr. (FA),2022,11,2,9,4.5,5,0,0,0,0,0,0.0,0,0,0.9
Jaylen Warren (PIT),2022,11,0,0,0.0,0,0,0,1,1,9,9.0,0,0,0.9
Alexander Mattison (MIN),2022,11,2,0,0.0,3,0,0,1,1,8,8.0,0,0,0.8
Trestan Ebner (CHI),2022,11,6,8,1.3,6,0,0,0,1,0,0.0,0,0,0.8
David Johnson (FA),2022,11,1,-4,-4.0,0,0,0,1,1,11,11.0,0,0,0.7
Trayveon Williams (CIN),2022,11,2,7,3.5,8,0,0,0,1,0,0.0,0,0,0.7
Zack Moss (IND),2022,11,2,7,3.5,7,0,0,0,0,0,0.0,0,0,0.7
Caleb Huntley (ATL),2022,11,1,4,4.0,4,0,0,1,1,2,2.0,0,0,0.6
Chase Edmonds (TB),2022,11,2,6,3.0,4,0,0,0,0,0,0.0,0,0,0.6
Kene Nwangwu (MIN),2022,11,4,1,0.3,4,0,0,1,1,5,5.0,0,0,0.6
Ameer Abdullah (LV),2022,11,0,0,0.0,0,0,0,3,4,5,1.7,0,0,0.5
Dare Ogunbowale (HOU),2022,11,0,0,0.0,0,0,0,1,1,5,5.0,0,0,0.5
Brandon Bolden (LV),2022,11,0,0,0.0,0,0,0,1,1,4,4.0,0,0,0.4
Patrick Ricard (BAL),2022,11,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Jerick McKinnon (FA),2022,11,6,24,4.0,7,0,0,1,1,0,0.0,0,1,0.4
Ty Johnson (NYJ),2022,11,4,4,1.0,7,0,0,0,1,0,0.0,0,0,0.4
Kyle Juszczyk (SF),2022,11,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Zander Horvath (LAC),2022,11,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Sony Michel (FA),2022,11,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Jakob Johnson (LV),2022,11,0,0,0.0,0,0,0,1,1,0,0.0,0,0,0.0
Patrick Taylor Jr. (GB),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Hassan Haskins (TEN),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Pierre Strong Jr. (NE),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kenneth Gainwell (PHI),2022,11,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ben Mason (BAL),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gary Brightwell (NYG),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Connor Heyward (PIT),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Troy Hairston II (HOU),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Brittain Brown (LV),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jerome Ford (CLE),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Corey Clement (ARI),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2022,11,0,0,0.0,0,0,0,0,2,0,0.0,0,0,0.0
Michael Burton (DEN),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Davis (FA),2022,11,0,0,0.0,0,0,0,1,1,-3,-3.0,0,0,-0.3
Nyheim Hines (BUF),2022,11,1,-8,-8.0,0,0,0,0,1,0,0.0,0,0,-0.8
Avery Williams (ATL),2022,11,0,0,0.0,0,0,0,0,0,0,0.0,0,1,-2.0
Josh Jacobs (LV),2022,12,33,229,6.9,86,6,2,6,7,74,12.3,0,0,42.3
Miles Sanders (CAR),2022,12,21,143,6.8,28,2,2,3,3,17,5.7,0,0,28.0
Nick Chubb (CLE),2022,12,26,116,4.5,28,1,1,1,1,16,16.0,0,0,19.2
Brian Robinson Jr. (WAS),2022,12,18,105,5.8,21,1,0,2,3,20,10.0,1,0,18.5
James Conner (ARI),2022,12,25,120,4.8,20,1,0,3,3,20,6.7,1,1,18.0
Aaron Jones (GB),2022,12,12,43,3.6,10,0,0,3,4,56,18.7,1,0,15.9
Kenneth Walker III (SEA),2022,12,14,26,1.9,14,0,2,1,1,13,13.0,0,0,15.9
Jonathan Taylor (IND),2022,12,20,86,4.3,13,0,1,3,4,12,4.0,0,0,15.8
Ezekiel Elliott (FA),2022,12,16,92,5.8,22,1,1,1,1,3,3.0,0,0,15.5
JaMycal Hasty (JAC),2022,12,12,28,2.3,13,0,0,5,5,67,13.4,1,0,15.5
Samaje Perine (DEN),2022,12,17,58,3.4,9,0,1,4,7,35,8.8,0,0,15.3
AJ Dillon (GB),2022,12,8,64,8.0,20,1,1,3,4,24,8.0,0,0,14.8
Isiah Pacheco (KC),2022,12,22,69,3.1,9,0,1,1,1,17,17.0,0,0,14.6
Austin Ekeler (LAC),2022,12,5,20,4.0,9,0,0,11,15,60,5.5,1,0,14.0
Ty Johnson (NYJ),2022,12,5,62,12.4,32,2,1,1,2,16,16.0,0,0,13.8
Benny Snell Jr. (FA),2022,12,12,62,5.2,16,0,1,1,1,6,6.0,0,0,12.8
Derrick Henry (TEN),2022,12,17,38,2.2,9,0,0,3,3,79,26.3,0,0,11.7
Ameer Abdullah (LV),2022,12,3,16,5.3,7,0,0,3,3,39,13.0,1,0,11.5
D'Onta Foreman (CHI),2022,12,24,113,4.7,18,0,0,0,0,0,0.0,0,0,11.3
David Montgomery (DET),2022,12,14,79,5.6,14,0,0,3,4,34,11.3,0,0,11.3
Travis Homer (CHI),2022,12,2,8,4.0,4,0,0,2,3,45,22.5,1,0,11.3
Jeff Wilson Jr. (MIA),2022,12,13,39,3.0,9,0,1,1,3,13,13.0,0,0,11.2
Rhamondre Stevenson (NE),2022,12,7,36,5.1,14,0,0,9,10,76,8.4,0,0,11.2
Saquon Barkley (NYG),2022,12,11,39,3.5,10,0,1,4,6,13,3.3,0,0,11.2
Rachaad White (TB),2022,12,14,64,4.6,35,2,0,9,9,45,5.0,0,0,10.9
Kenneth Gainwell (PHI),2022,12,8,39,4.9,10,0,1,1,1,7,7.0,0,0,10.6
Jamaal Williams (NO),2022,12,18,66,3.7,27,1,1,0,0,0,0.0,0,1,10.6
Zonovan Knight (NYJ),2022,12,14,69,4.9,19,0,0,3,3,34,11.3,0,0,10.3
Najee Harris (PIT),2022,12,10,35,3.5,8,0,1,1,1,4,4.0,0,0,9.9
Latavius Murray (FA),2022,12,13,92,7.1,52,4,0,1,1,6,6.0,0,0,9.8
Gus Edwards (BAL),2022,12,16,52,3.3,16,0,1,0,1,0,0.0,0,1,9.2
Dare Ogunbowale (HOU),2022,12,4,14,3.5,9,0,1,1,2,6,6.0,0,0,8.0
Devin Singletary (HOU),2022,12,14,72,5.1,19,0,0,1,1,8,8.0,0,0,8.0
Cordarrelle Patterson (ATL),2022,12,11,52,4.7,21,1,0,3,5,19,6.3,0,0,7.1
Darrynton Evans (CHI),2022,12,9,34,3.8,8,0,0,1,1,33,33.0,0,0,6.7
Chuba Hubbard (CAR),2022,12,17,65,3.8,12,0,0,0,0,0,0.0,0,0,6.5
D'Andre Swift (DET),2022,12,5,19,3.8,7,0,0,4,8,24,6.0,0,0,6.3
Tony Pollard (DAL),2022,12,18,60,3.3,13,0,0,2,2,1,0.5,0,0,6.1
Kyren Williams (LAR),2022,12,11,35,3.2,9,0,0,3,3,25,8.3,0,0,6.0
Kene Nwangwu (MIN),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,6.0
Dalvin Cook (MIN),2022,12,22,42,1.9,6,0,0,4,5,14,3.5,0,0,5.6
Tyler Allgeier (ATL),2022,12,11,54,4.9,15,0,0,0,0,0,0.0,0,0,5.4
Antonio Gibson (WAS),2022,12,9,32,3.6,10,0,0,3,3,22,7.3,0,0,5.4
Christian McCaffrey (SF),2022,12,11,32,2.9,9,0,0,4,6,17,4.3,0,0,4.9
Gary Brightwell (NYG),2022,12,5,31,6.2,15,0,0,2,2,18,9.0,0,0,4.9
Elijah Mitchell (SF),2022,12,7,35,5.0,12,0,0,2,2,8,4.0,0,0,4.3
Trayveon Williams (CIN),2022,12,2,18,9.0,16,0,0,1,1,24,24.0,0,0,4.2
Anthony McFarland Jr. (PIT),2022,12,6,30,5.0,14,0,0,2,2,11,5.5,0,0,4.1
Cam Akers (LAR),2022,12,8,37,4.6,15,0,0,0,0,0,0.0,0,0,3.7
Michael Carter (NYJ),2022,12,6,21,3.5,6,0,0,2,2,15,7.5,0,0,3.6
Ronald Jones II (DAL),2022,12,4,12,3.0,5,0,0,1,1,22,22.0,0,0,3.4
Zamir White (LV),2022,12,2,28,14.0,17,0,0,0,0,0,0.0,0,0,2.8
Jerick McKinnon (FA),2022,12,0,0,0.0,0,0,0,3,6,26,8.7,0,0,2.6
Jordan Mason (SF),2022,12,5,25,5.0,9,0,0,0,0,0,0.0,0,0,2.5
Boston Scott (PHI),2022,12,3,24,8.0,19,0,0,0,0,0,0.0,0,0,2.4
Jonathan Williams (WAS),2022,12,4,22,5.5,9,0,0,0,0,0,0.0,0,0,2.2
Myles Gaskin (MIA),2022,12,6,17,2.8,10,0,0,1,1,4,4.0,0,0,2.1
Kareem Hunt (FA),2022,12,5,15,3.0,9,0,0,1,2,6,6.0,0,0,2.1
Joshua Kelley (LAC),2022,12,2,4,2.0,4,0,0,2,3,16,8.0,0,0,2.0
Justin Jackson (FA),2022,12,4,4,1.0,11,0,0,1,2,15,15.0,0,0,1.9
Dontrell Hilliard (FA),2022,12,2,16,8.0,11,0,0,3,3,3,1.0,0,0,1.9
James Cook (BUF),2022,12,2,4,2.0,5,0,0,2,5,14,7.0,0,0,1.8
Damien Harris (BUF),2022,12,5,16,3.2,7,0,0,0,0,0,0.0,0,0,1.6
Dameon Pierce (HOU),2022,12,5,8,1.6,4,0,0,3,6,8,2.7,0,0,1.6
DeeJay Dallas (SEA),2022,12,1,2,2.0,2,0,0,2,2,13,6.5,0,0,1.5
Matt Breida (NYG),2022,12,2,6,3.0,5,0,0,1,1,9,9.0,0,0,1.5
Ke'Shawn Vaughn (TB),2022,12,4,15,3.8,6,0,0,0,0,0,0.0,0,0,1.5
Patrick Ricard (BAL),2022,12,0,0,0.0,0,0,0,2,3,14,7.0,0,0,1.4
Caleb Huntley (ATL),2022,12,1,12,12.0,12,0,0,1,1,1,1.0,0,0,1.3
Marlon Mack (FA),2022,12,2,7,3.5,7,0,0,1,1,5,5.0,0,0,1.2
Alexander Mattison (MIN),2022,12,3,11,3.7,8,0,0,0,0,0,0.0,0,0,1.1
Snoop Conner (JAC),2022,12,3,11,3.7,5,0,0,0,0,0,0.0,0,0,1.1
Alvin Kamara (NO),2022,12,7,13,1.9,6,0,0,6,7,37,6.2,0,2,1.0
Mark Ingram II (FA),2022,12,4,10,2.5,5,0,0,0,1,0,0.0,0,0,1.0
Corey Clement (ARI),2022,12,0,0,0.0,0,0,0,1,1,8,8.0,0,0,0.8
Derek Watt (FA),2022,12,1,4,4.0,4,0,0,1,1,1,1.0,0,0,0.5
Rex Burkhead (FA),2022,12,0,0,0.0,0,0,0,1,2,5,5.0,0,0,0.5
Keaontay Ingram (ARI),2022,12,2,5,2.5,4,0,0,0,0,0,0.0,0,0,0.5
Isaiah Spiller (LAC),2022,12,2,3,1.5,3,0,0,1,1,2,2.0,0,0,0.5
Devine Ozigbo (FA),2022,12,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Nyheim Hines (BUF),2022,12,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Justice Hill (BAL),2022,12,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Travis Etienne Jr. (JAC),2022,12,2,3,1.5,3,0,0,0,0,0,0.0,0,0,0.3
Kyle Juszczyk (SF),2022,12,0,0,0.0,0,0,0,2,2,2,1.0,0,0,0.2
Zack Moss (IND),2022,12,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Kenyan Drake (FA),2022,12,2,2,1.0,6,0,0,0,1,0,0.0,0,0,0.2
Alec Ingold (MIA),2022,12,0,0,0.0,0,0,0,1,1,0,0.0,0,0,0.0
Khari Blasingame (CHI),2022,12,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Jakob Johnson (LV),2022,12,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Hassan Haskins (TEN),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Pierre Strong Jr. (NE),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Adam Prentice (NO),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Avery Williams (ATL),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Connor Heyward (PIT),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jashaun Corbin (NYG),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jerome Ford (CLE),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Chris Evans (CIN),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dwayne Washington (NO),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Royce Freeman (FA),2022,12,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Raheem Blackshear (CAR),2022,12,0,0,0.0,0,0,0,1,2,11,11.0,0,1,-0.9
Tony Pollard (DAL),2022,13,12,91,7.6,30,3,2,2,3,15,7.5,0,0,22.6
Christian McCaffrey (SF),2022,13,17,66,3.9,30,2,0,8,10,80,10.0,1,0,20.6
Josh Jacobs (LV),2022,13,26,144,5.5,20,1,1,2,2,6,3.0,0,1,19.0
Cam Akers (LAR),2022,13,17,60,3.5,13,0,2,1,1,0,0.0,0,0,18.0
AJ Dillon (GB),2022,13,18,93,5.2,21,1,1,3,3,26,8.7,0,0,17.9
D'Andre Swift (DET),2022,13,14,62,4.4,10,0,1,4,6,49,12.3,0,0,17.1
Samaje Perine (DEN),2022,13,21,106,5.0,10,0,0,6,7,49,8.2,0,0,15.5
Ezekiel Elliott (FA),2022,13,17,77,4.5,22,1,1,3,3,14,4.7,0,0,15.1
Dalvin Cook (MIN),2022,13,20,86,4.3,21,1,1,2,3,-3,-1.5,0,0,14.3
Isiah Pacheco (KC),2022,13,14,66,4.7,16,0,1,2,2,16,8.0,0,0,14.2
Saquon Barkley (NYG),2022,13,18,63,3.5,21,1,1,5,5,18,3.6,0,0,14.1
David Montgomery (DET),2022,13,14,61,4.4,9,0,1,4,5,6,1.5,0,0,12.7
Jerick McKinnon (FA),2022,13,8,51,6.4,14,0,0,2,2,9,4.5,1,0,12.0
Zonovan Knight (NYJ),2022,13,15,90,6.0,48,3,0,5,5,28,5.6,0,0,11.8
Brian Robinson Jr. (WAS),2022,13,21,96,4.6,16,0,0,2,2,15,7.5,0,0,11.1
Devin Singletary (HOU),2022,13,13,51,3.9,11,0,1,0,2,0,0.0,0,0,11.1
Rachaad White (TB),2022,13,9,28,3.1,6,0,0,6,8,41,6.8,1,1,10.9
James Cook (BUF),2022,13,14,64,4.6,28,1,0,6,6,41,6.8,0,0,10.5
Jonathan Taylor (IND),2022,13,21,82,3.9,19,0,0,3,4,21,7.0,0,0,10.3
Miles Sanders (CAR),2022,13,10,24,2.4,5,0,1,2,2,14,7.0,0,0,9.8
Dameon Pierce (HOU),2022,13,18,73,4.1,11,0,0,3,3,22,7.3,0,0,9.5
Jamaal Williams (NO),2022,13,11,35,3.2,12,0,1,0,0,0,0.0,0,0,9.5
Najee Harris (PIT),2022,13,17,86,5.1,14,0,0,1,1,6,6.0,0,0,9.2
Malik Davis (DAL),2022,13,3,29,9.7,23,1,1,0,0,0,0.0,0,0,8.9
Austin Ekeler (LAC),2022,13,10,35,3.5,8,0,0,5,6,67,13.4,0,1,8.2
Leonard Fournette (FA),2022,13,10,49,4.9,10,0,0,6,7,32,5.3,0,0,8.1
Nick Chubb (CLE),2022,13,17,80,4.7,21,1,0,0,1,0,0.0,0,0,8.0
Alexander Mattison (MIN),2022,13,3,14,4.7,14,0,1,2,2,4,2.0,0,0,7.8
Rhamondre Stevenson (NE),2022,13,10,54,5.4,16,0,0,6,8,24,4.0,0,0,7.8
Kareem Hunt (FA),2022,13,9,56,6.2,15,0,0,2,3,18,9.0,0,0,7.4
Kyle Juszczyk (SF),2022,13,1,0,0.0,0,0,0,3,3,12,4.0,1,0,7.2
Chris Evans (CIN),2022,13,0,0,0.0,0,0,0,1,1,8,8.0,1,0,6.8
Latavius Murray (FA),2022,13,17,47,2.8,7,0,0,4,4,14,3.5,0,0,6.1
Cordarrelle Patterson (ATL),2022,13,11,60,5.5,22,1,0,0,0,0,0.0,0,0,6.0
Antonio Gibson (WAS),2022,13,9,39,4.3,7,0,0,2,4,20,10.0,0,0,5.9
Kenneth Gainwell (PHI),2022,13,3,15,5.0,13,0,0,3,4,38,12.7,0,0,5.3
Tyler Allgeier (ATL),2022,13,10,52,5.2,20,1,0,0,0,0,0.0,0,0,5.2
Jordan Mason (SF),2022,13,8,51,6.4,19,0,0,0,0,0,0.0,0,0,5.1
